[1740780445.4652658]	Q_Header<(2621443, 60518, 257, 173, 250, 8, 58, 0, 15)>	Q_Data<(0, 0, 0, 0, 60, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7771937798953271, y=-0.6230855425593996, z=0.06738039367083722, w=-0.05651652585072035)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.008888888888888889, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.12, z=-0.07)>	COMP<175>
[1740780446.1454787]	Q_Header<(2621443, 60586, 257, 173, 250, 8, 58, 68, 55)>	Q_Data<(0, 0, 0, 0, 63, 0, 23, 37, 51, 0, 0, 0, 0, 0, 0, 0, 14, 17, 39, 40, 0, 25, 31, 0, 0, 57, 85, 102, 64, 62, 52, 42, 0, 18, 0, 36, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 146, 122, 99, 162, 124, 238, 253, 205, 253, 253, 253, 253, 253, 253, 175, 253, 253, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7739349424572088, y=-0.6273267617172864, z=0.06689532310197957, w=-0.05487125498967119)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=0.021111111111111112, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.17, z=-0.16)>	COMP<172>
[1740780446.155246]	Q_Header<(2621443, 60587, 257, 173, 250, 8, 58, 69, 48)>	Q_Data<(0, 0, 68, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 29, 20, 21, 10, 13, 20, 0, 24, 38, 50, 36, 27, 37, 10, 0, 22, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 140, 108, 131, 253, 253, 253, 253, 127, 253, 0, 253, 253, 253, 253, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7739349424572088, y=-0.6273267617172864, z=0.06689532310197957, w=-0.05487125498967119)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=0.021111111111111112, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.17, z=-0.16)>	COMP<172>
[1740780446.1654065]	Q_Header<(2621443, 60588, 257, 173, 250, 8, 58, 70, 44)>	Q_Data<(0, 0, 54, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 12, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 130, 253, 253, 253, 128, 212, 70, 253, 253, 253, 253, 253, 144, 158, 165, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7739349424572088, y=-0.6273267617172864, z=0.06689532310197957, w=-0.05487125498967119)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=0.021111111111111112, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.17, z=-0.16)>	COMP<172>
[1740780446.175447]	Q_Header<(2621443, 60589, 257, 173, 250, 8, 58, 71, 39)>	Q_Data<(0, 0, 60, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 10, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 219, 173, 86, 173, 249, 253, 253, 253, 253, 253, 253, 253, 253, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7737489494361571, y=-0.6275685649682549, z=0.067078180597171, w=-0.054504836463397356)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.027777777777777776, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.16, z=-0.07)>	COMP<170>
[1740780446.1853254]	Q_Header<(2621443, 60590, 257, 173, 250, 8, 58, 72, 30)>	Q_Data<(0, 0, 71, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 26, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 156, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7737489494361571, y=-0.6275685649682549, z=0.067078180597171, w=-0.054504836463397356)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.027777777777777776, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.16, z=-0.07)>	COMP<170>
[1740780446.195337]	Q_Header<(2621443, 60591, 257, 173, 250, 8, 58, 73, 28)>	Q_Data<(0, 0, 75, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 31, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 118, 221, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7737489494361571, y=-0.6275685649682549, z=0.067078180597171, w=-0.054504836463397356)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.027777777777777776, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.16, z=-0.07)>	COMP<170>
[1740780446.2053425]	Q_Header<(2621443, 60592, 257, 173, 250, 8, 58, 74, 28)>	Q_Data<(0, 0, 70, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 29, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 253, 253, 253, 253, 253, 234, 224, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7737489494361571, y=-0.6275685649682549, z=0.067078180597171, w=-0.054504836463397356)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.027777777777777776, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.16, z=-0.07)>	COMP<170>
[1740780446.2154408]	Q_Header<(2621443, 60593, 257, 173, 250, 8, 58, 75, 35)>	Q_Data<(0, 0, 59, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 17, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 211, 253, 253, 253, 152, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7735417243516463, y=-0.627793133713195, z=0.06756435922812627, w=-0.0542590021262911)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.02666666666666667, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.16, z=-0.16)>	COMP<173>
[1740780446.225371]	Q_Header<(2621443, 60594, 257, 173, 250, 8, 58, 76, 44)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 9, 24, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 30, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 219, 253, 253, 187, 175, 253, 253, 253, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7735417243516463, y=-0.627793133713195, z=0.06756435922812627, w=-0.0542590021262911)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.02666666666666667, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.16, z=-0.16)>	COMP<173>
[1740780446.2355099]	Q_Header<(2621443, 60595, 257, 173, 250, 8, 58, 77, 59)>	Q_Data<(0, 0, 75, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 19, 11, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 18, 0, 58, 31, 33, 61, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 88, 9, 0, 0, 35, 134, 109, 0, 0, 0, 60, 143, 0, 227, 253, 253, 253, 253, 253, 253, 253, 253, 253, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7735417243516463, y=-0.627793133713195, z=0.06756435922812627, w=-0.0542590021262911)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.02666666666666667, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.16, z=-0.16)>	COMP<173>
[1740780446.245515]	Q_Header<(2621443, 60596, 257, 173, 250, 8, 58, 78, 60)>	Q_Data<(0, 0, 67, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 20, 14, 19, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 48, 0, 14, 91, 66, 146, 201, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 245, 253, 214, 41, 0, 120, 249, 251, 116, 68, 0, 158, 233, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7733594009384603, y=-0.6279768665658447, z=0.06799166385016532, w=-0.05419802288953933)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.024444444444444446, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.15, z=-0.23)>	COMP<173>
[1740780446.2555285]	Q_Header<(2621443, 60597, 257, 173, 250, 8, 58, 79, 62)>	Q_Data<(0, 0, 71, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 17, 21, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 46, 25, 0, 108, 148, 80, 143, 186, 253, 253, 253, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 179, 253, 253, 253, 110, 90, 155, 253, 253, 213, 133, 0, 158, 244, 0, 253, 253, 253, 253, 253, 253, 253, 253, 152, 253, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7733594009384603, y=-0.6279768665658447, z=0.06799166385016532, w=-0.05419802288953933)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.024444444444444446, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.15, z=-0.23)>	COMP<173>
[1740780446.2655008]	Q_Header<(2621443, 60598, 257, 173, 250, 8, 58, 80, 64)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 40, 0, 0, 0, 0, 0, 0, 43, 146, 148, 114, 253, 253, 0, 78, 253, 253, 253, 253, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 198, 253, 253, 253, 138, 144, 154, 253, 253, 253, 136, 0, 97, 185, 67, 215, 253, 253, 253, 253, 253, 232, 145, 0, 238, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7733594009384603, y=-0.6279768665658447, z=0.06799166385016532, w=-0.05419802288953933)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.024444444444444446, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.15, z=-0.23)>	COMP<173>
[1740780446.2755954]	Q_Header<(2621443, 60599, 257, 173, 250, 8, 58, 81, 73)>	Q_Data<(0, 0, 72, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 7, 0, 11, 0, 0, 0, 0, 0, 0, 0, 77, 89, 37, 0, 19, 99, 24, 0, 113, 253, 253, 250, 253, 253, 239, 253, 253, 253, 246, 243, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 173, 253, 253, 253, 91, 108, 154, 253, 253, 253, 96, 0, 0, 115, 54, 71, 155, 204, 253, 253, 184, 0, 55, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7731956161545566, y=-0.6281146262903806, z=0.06848164519461734, w=-0.05432144761426865)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.015555555555555555, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.15, z=-0.06)>	COMP<169>
[1740780446.285623]	Q_Header<(2621443, 60600, 257, 173, 250, 8, 58, 82, 64)>	Q_Data<(0, 0, 72, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 16, 31, 0, 0, 13, 0, 0, 0, 0, 0, 47, 84, 43, 71, 78, 25, 32, 127, 80, 68, 170, 253, 253, 253, 253, 253, 253, 253, 253, 253, 144, 125, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 157, 253, 253, 253, 0, 0, 99, 253, 253, 243, 0, 0, 0, 78, 0, 0, 0, 137, 116, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7731956161545566, y=-0.6281146262903806, z=0.06848164519461734, w=-0.05432144761426865)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.015555555555555555, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.15, z=-0.06)>	COMP<169>
[1740780446.29544]	Q_Header<(2621443, 60601, 257, 173, 250, 8, 58, 83, 59)>	Q_Data<(0, 0, 74, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 29, 15, 0, 18, 0, 0, 0, 0, 27, 118, 178, 126, 100, 55, 24, 46, 146, 116, 86, 146, 253, 253, 253, 253, 253, 253, 253, 253, 253, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 251, 253, 233, 79, 0, 0, 240, 253, 93, 0, 0, 0, 0, 0, 0, 0, 82, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7731956161545566, y=-0.6281146262903806, z=0.06848164519461734, w=-0.05432144761426865)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.015555555555555555, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.15, z=-0.06)>	COMP<169>
[1740780446.3054233]	Q_Header<(2621443, 60602, 257, 173, 250, 8, 58, 84, 57)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 5, 8, 0, 0, 0, 0, 53, 136, 231, 253, 253, 179, 62, 149, 253, 232, 219, 90, 185, 182, 253, 253, 225, 253, 253, 187, 197, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 181, 253, 241, 155, 177, 63, 0, 103, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7731956161545566, y=-0.6281146262903806, z=0.06848164519461734, w=-0.05432144761426865)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.015555555555555555, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.15, z=-0.06)>	COMP<169>
