[1740780365.4749982]	Q_Header<(2621443, 52518, 257, 173, 250, 8, 58, 0, 85)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 77, 253, 232, 253, 253, 253, 213, 81, 154, 253, 253, 205, 128, 52, 33, 56, 97, 85, 0, 0, 44, 101, 97, 61, 110, 123, 0, 0, 50, 54, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 224, 253, 253, 232, 176, 0, 0, 106, 204, 166, 132, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 85, 54, 45, 88, 105, 0, 21, 0, 108, 152, 65, 0, 114, 62, 186, 253, 253, 253, 253, 195, 227, 253, 253, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.10577243890802235, y=-0.9901594208914289, z=0.09088007012928175, w=0.01171858526851719)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.027777777777777776, z=-0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.1, z=0.06)>	COMP<61>
[1740780366.114762]	Q_Header<(2621443, 52582, 257, 173, 250, 8, 58, 64, 22)>	Q_Data<(0, 0, 57, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 49, 146, 253, 253, 253, 253, 253, 232, 120, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.13183663048585698, y=-0.987126770762854, z=0.09039354155071952, w=0.005371121982757136)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.03222222222222222, z=-0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.11, z=-0.02)>	COMP<62>
[1740780366.1161873]	Q_Header<(2621443, 52583, 257, 173, 250, 8, 58, 65, 29)>	Q_Data<(0, 0, 57, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 20, 14, 0, 0, 5, 0, 39, 141, 253, 253, 253, 253, 253, 253, 67, 43, 83, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.13183663048585698, y=-0.987126770762854, z=0.09039354155071952, w=0.005371121982757136)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.03222222222222222, z=-0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.11, z=-0.02)>	COMP<62>
[1740780366.136608]	Q_Header<(2621443, 52584, 257, 173, 250, 8, 58, 66, 31)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 12, 19, 22, 14, 0, 0, 28, 14, 108, 239, 253, 253, 253, 253, 239, 207, 116, 81, 114, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.13183663048585698, y=-0.987126770762854, z=0.09039354155071952, w=0.005371121982757136)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.03222222222222222, z=-0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.11, z=-0.02)>	COMP<62>
[1740780366.1384706]	Q_Header<(2621443, 52585, 257, 173, 250, 8, 58, 67, 34)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 0, 0, 0, 35, 17, 123, 253, 253, 253, 214, 253, 241, 248, 159, 81, 119, 75, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.13183663048585698, y=-0.987126770762854, z=0.09039354155071952, w=0.005371121982757136)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.03222222222222222, z=-0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.11, z=-0.02)>	COMP<62>
[1740780366.1545725]	Q_Header<(2621443, 52586, 257, 173, 250, 8, 58, 68, 36)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 34, 24, 80, 253, 253, 253, 253, 157, 224, 253, 131, 60, 91, 55, 0, 0, 19, 0, 11, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.13336469750938826, y=-0.9868987615694732, z=0.09057812865168521, w=0.006347793382597886)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.03888888888888889, z=-0.08)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.12, z=-0.06)>	COMP<62>
[1740780366.1649225]	Q_Header<(2621443, 52587, 257, 173, 250, 8, 58, 69, 42)>	Q_Data<(0, 0, 60, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 12, 0, 0, 38, 35, 157, 253, 253, 253, 253, 213, 253, 152, 138, 5, 37, 33, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 19, 33, 74, 10, 48, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.13336469750938826, y=-0.9868987615694732, z=0.09057812865168521, w=0.006347793382597886)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.03888888888888889, z=-0.08)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.12, z=-0.06)>	COMP<62>
[1740780366.166477]	Q_Header<(2621443, 52588, 257, 173, 250, 8, 58, 70, 40)>	Q_Data<(0, 0, 69, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 3, 18, 0, 0, 39, 80, 187, 253, 253, 253, 253, 253, 253, 144, 142, 83, 54, 18, 14, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 39, 0, 76, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.13336469750938826, y=-0.9868987615694732, z=0.09057812865168521, w=0.006347793382597886)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.03888888888888889, z=-0.08)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.12, z=-0.06)>	COMP<62>
[1740780366.1868796]	Q_Header<(2621443, 52589, 257, 173, 250, 8, 58, 71, 38)>	Q_Data<(0, 0, 53, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 17, 0, 0, 40, 134, 247, 253, 253, 253, 253, 253, 253, 228, 58, 95, 54, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 40, 86, 94, 65, 109, 127, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.13427713690864537, y=-0.9867538510918499, z=0.09075913753779803, w=0.007019032156588281)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.03777777777777778, z=-0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.09, z=0.0)>	COMP<64>
[1740780366.1883595]	Q_Header<(2621443, 52590, 257, 173, 250, 8, 58, 72, 38)>	Q_Data<(0, 0, 58, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 30, 184, 253, 253, 253, 253, 253, 253, 253, 238, 91, 80, 30, 0, 6, 0, 0, 0, 0, 0, 0, 10, 0, 64, 90, 197, 253, 218, 224, 120, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.13427713690864537, y=-0.9867538510918499, z=0.09075913753779803, w=0.007019032156588281)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.03777777777777778, z=-0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.09, z=0.0)>	COMP<64>
[1740780366.2048428]	Q_Header<(2621443, 52591, 257, 173, 250, 8, 58, 73, 38)>	Q_Data<(0, 0, 73, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 41, 208, 253, 253, 202, 253, 253, 253, 253, 224, 111, 61, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 243, 253, 253, 253, 253, 202, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.13427713690864537, y=-0.9867538510918499, z=0.09075913753779803, w=0.007019032156588281)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.03777777777777778, z=-0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.09, z=0.0)>	COMP<64>
[1740780366.207039]	Q_Header<(2621443, 52592, 257, 173, 250, 8, 58, 74, 42)>	Q_Data<(0, 0, 71, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 97, 253, 253, 253, 211, 253, 253, 233, 230, 201, 115, 61, 35, 28, 0, 0, 0, 0, 0, 11, 0, 0, 0, 172, 253, 253, 253, 122, 241, 240, 101, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1351916022090491, y=-0.986624040500803, z=0.09075842550106365, w=0.007690357507151325)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.03777777777777778, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.08, z=0.04)>	COMP<63>
[1740780366.224541]	Q_Header<(2621443, 52593, 257, 173, 250, 8, 58, 75, 35)>	Q_Data<(0, 0, 66, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 146, 253, 253, 253, 253, 253, 227, 231, 216, 142, 111, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 253, 253, 253, 253, 203, 240, 95, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1351916022090491, y=-0.986624040500803, z=0.09075842550106365, w=0.007690357507151325)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.03777777777777778, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.08, z=0.04)>	COMP<63>
[1740780366.2348213]	Q_Header<(2621443, 52594, 257, 173, 250, 8, 58, 76, 43)>	Q_Data<(0, 0, 76, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 187, 253, 253, 253, 253, 253, 170, 183, 253, 178, 101, 51, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 253, 253, 253, 253, 230, 197, 71, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1351916022090491, y=-0.986624040500803, z=0.09075842550106365, w=0.007690357507151325)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.03777777777777778, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.08, z=0.04)>	COMP<63>
[1740780366.2362487]	Q_Header<(2621443, 52595, 257, 173, 250, 8, 58, 77, 41)>	Q_Data<(0, 0, 75, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 10, 0, 0, 47, 200, 253, 253, 253, 253, 253, 100, 171, 253, 218, 68, 39, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 251, 253, 253, 253, 214, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1351916022090491, y=-0.986624040500803, z=0.09075842550106365, w=0.007690357507151325)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.03777777777777778, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.08, z=0.04)>	COMP<63>
[1740780366.2545872]	Q_Header<(2621443, 52596, 257, 173, 250, 8, 58, 78, 37)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 4, 76, 239, 253, 253, 253, 253, 253, 71, 226, 253, 177, 66, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 151, 253, 253, 204, 165, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.13623449617931432, y=-0.9864793580869525, z=0.09070092353156858, w=0.008484137530880238)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.02666666666666667, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.1, z=-0.01)>	COMP<63>
[1740780366.265882]	Q_Header<(2621443, 52597, 257, 173, 250, 8, 58, 79, 37)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 9, 0, 100, 253, 253, 253, 253, 199, 253, 80, 242, 253, 129, 38, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 122, 131, 89, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.13623449617931432, y=-0.9864793580869525, z=0.09070092353156858, w=0.008484137530880238)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.02666666666666667, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.1, z=-0.01)>	COMP<63>
[1740780366.2753127]	Q_Header<(2621443, 52598, 257, 173, 250, 8, 58, 80, 37)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 110, 253, 253, 198, 253, 253, 253, 181, 229, 177, 102, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.13702230384277694, y=-0.986377484366645, z=0.09057509973393361, w=0.008972061766097198)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.02, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.07, z=0.0)>	COMP<66>
