[1740779693.0698676]	Q_Header<(2621443, 50804, 257, 173, 250, 8, 58, 0, 42)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 98, 172, 252, 253, 253, 253, 167, 253, 253, 191, 97, 35, 106, 114, 253, 253, 253, 224, 41, 183, 137, 38, 0, 28, 129, 208, 253, 253, 223, 62, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7685279991715546, y=-0.6327905253661593, z=0.04125833286530899, w=0.08508005327550405)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=0.013333333333333334, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.09, z=0.05)>	COMP<165>
[1740779693.7101462]	Q_Header<(2621443, 50868, 257, 173, 250, 8, 58, 64, 35)>	Q_Data<(0, 0, 57, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 54, 253, 253, 253, 253, 253, 188, 219, 173, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7746007836500076, y=-0.6253691300352989, z=0.038330257042959955, w=0.0862430783466599)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=-0.03333333333333333, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.08, z=0.06)>	COMP<167>
[1740779693.7625391]	Q_Header<(2621443, 50869, 257, 173, 250, 8, 58, 65, 38)>	Q_Data<(0, 0, 53, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 10, 0, 13, 0, 0, 0, 13, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 123, 141, 106, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7747721429106786, y=-0.6251155102955074, z=0.039001055563252215, w=0.08624177075254363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=-0.03333333333333333, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.09, z=0.13)>	COMP<162>
[1740779693.7639759]	Q_Header<(2621443, 50870, 257, 173, 250, 8, 58, 66, 42)>	Q_Data<(0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 17, 0, 0, 0, 9, 0, 0, 0, 0, 8, 14, 9, 24, 0, 0, 0, 16, 0, 12, 0, 44, 21, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 82, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7747721429106786, y=-0.6251155102955074, z=0.039001055563252215, w=0.08624177075254363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=-0.03333333333333333, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.09, z=0.13)>	COMP<162>
[1740779693.7653377]	Q_Header<(2621443, 50871, 257, 173, 250, 8, 58, 67, 35)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 40, 31, 7, 0, 0, 40, 57, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 253, 253, 253, 253, 183, 62, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7747721429106786, y=-0.6251155102955074, z=0.039001055563252215, w=0.08624177075254363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=-0.03333333333333333, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.09, z=0.13)>	COMP<162>
[1740779693.7667422]	Q_Header<(2621443, 50872, 257, 173, 250, 8, 58, 68, 43)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 15, 8, 0, 0, 0, 0, 0, 19, 0, 10, 20, 0, 16, 39, 65, 60, 36, 0, 12, 119, 184, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 176, 93, 168, 253, 208, 48, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7747721429106786, y=-0.6251155102955074, z=0.039001055563252215, w=0.08624177075254363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=-0.03333333333333333, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.09, z=0.13)>	COMP<162>
[1740779693.7704437]	Q_Header<(2621443, 50873, 257, 173, 250, 8, 58, 69, 46)>	Q_Data<(0, 0, 53, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 5, 5, 0, 0, 0, 0, 8, 0, 21, 42, 39, 21, 0, 64, 69, 97, 62, 96, 200, 253, 231, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 81, 145, 203, 253, 253, 172, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7747721429106786, y=-0.6251155102955074, z=0.039001055563252215, w=0.08624177075254363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=-0.03333333333333333, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.09, z=0.13)>	COMP<162>
[1740779693.771818]	Q_Header<(2621443, 50874, 257, 173, 250, 8, 58, 70, 49)>	Q_Data<(0, 0, 68, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 11, 0, 0, 0, 0, 10, 0, 0, 0, 7, 42, 60, 26, 107, 91, 101, 162, 116, 172, 231, 253, 253, 84, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 119, 218, 183, 253, 253, 211, 148, 59, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7747721429106786, y=-0.6251155102955074, z=0.039001055563252215, w=0.08624177075254363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=-0.03333333333333333, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.09, z=0.13)>	COMP<162>
[1740779693.7799602]	Q_Header<(2621443, 50875, 257, 173, 250, 8, 58, 71, 53)>	Q_Data<(0, 0, 61, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 10, 27, 18, 0, 0, 10, 0, 0, 0, 0, 0, 44, 68, 118, 212, 185, 174, 217, 189, 237, 197, 253, 253, 106, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 168, 253, 253, 169, 247, 159, 126, 87, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7750014012886076, y=-0.6247983418641893, z=0.03979374024572154, w=0.08611804829250475)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=-0.03111111111111111, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.1, z=0.08)>	COMP<164>
[1740779693.789924]	Q_Header<(2621443, 50876, 257, 173, 250, 8, 58, 72, 64)>	Q_Data<(0, 0, 71, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 33, 40, 0, 13, 12, 0, 0, 5, 19, 61, 141, 189, 227, 253, 253, 253, 253, 221, 253, 214, 253, 253, 72, 40, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 140, 60, 0, 0, 0, 0, 28, 0, 41, 0, 0, 0, 0, 0, 0, 0, 17, 144, 250, 253, 54, 157, 49, 43, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7750014012886076, y=-0.6247983418641893, z=0.03979374024572154, w=0.08611804829250475)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=-0.03111111111111111, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.1, z=0.08)>	COMP<164>
[1740779693.801353]	Q_Header<(2621443, 50877, 257, 173, 250, 8, 58, 73, 51)>	Q_Data<(0, 0, 75, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 63, 80, 41, 29, 23, 0, 0, 20, 32, 32, 98, 232, 253, 253, 253, 253, 253, 253, 173, 253, 245, 219, 156, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 194, 110, 0, 0, 0, 31, 116, 169, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7750014012886076, y=-0.6247983418641893, z=0.03979374024572154, w=0.08611804829250475)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=-0.03111111111111111, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.1, z=0.08)>	COMP<164>
[1740779693.8101141]	Q_Header<(2621443, 50878, 257, 173, 250, 8, 58, 74, 50)>	Q_Data<(0, 0, 73, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 105, 148, 80, 21, 24, 0, 25, 51, 53, 34, 98, 253, 253, 253, 253, 253, 253, 253, 170, 224, 199, 102, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 199, 91, 0, 0, 0, 52, 181, 253, 253, 34, 0, 0, 0, 0, 0, 0, 0, 0, 67, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7751916670384051, y=-0.6245599817970239, z=0.04022134545140611, w=0.08593574263365676)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.024444444444444446, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.12, z=-0.08)>	COMP<164>
[1740779693.8198953]	Q_Header<(2621443, 50879, 257, 173, 250, 8, 58, 75, 49)>	Q_Data<(0, 0, 75, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 143, 216, 148, 69, 38, 20, 52, 77, 45, 22, 130, 253, 253, 253, 168, 253, 253, 253, 158, 98, 112, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 161, 84, 0, 0, 0, 37, 171, 253, 253, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7751916670384051, y=-0.6245599817970239, z=0.04022134545140611, w=0.08593574263365676)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.024444444444444446, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.12, z=-0.08)>	COMP<164>
[1740779693.8297205]	Q_Header<(2621443, 50880, 257, 173, 250, 8, 58, 76, 47)>	Q_Data<(0, 0, 75, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 206, 253, 234, 128, 49, 8, 61, 73, 71, 99, 228, 253, 253, 253, 253, 253, 215, 143, 125, 84, 73, 15, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 115, 85, 0, 0, 0, 90, 148, 225, 188, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7751916670384051, y=-0.6245599817970239, z=0.04022134545140611, w=0.08593574263365676)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.024444444444444446, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.12, z=-0.08)>	COMP<164>
[1740779693.8406968]	Q_Header<(2621443, 50881, 257, 173, 250, 8, 58, 77, 47)>	Q_Data<(0, 0, 72, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 245, 253, 253, 200, 69, 48, 71, 71, 163, 192, 253, 253, 253, 253, 253, 227, 101, 123, 101, 79, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 76, 0, 0, 0, 81, 91, 112, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7751916670384051, y=-0.6245599817970239, z=0.04022134545140611, w=0.08593574263365676)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.024444444444444446, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.12, z=-0.08)>	COMP<164>
[1740779693.8507984]	Q_Header<(2621443, 50882, 257, 173, 250, 8, 58, 78, 42)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 220, 253, 253, 252, 81, 49, 112, 183, 253, 253, 253, 253, 253, 253, 253, 172, 155, 116, 62, 32, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 16, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7753915117879594, y=-0.62432932730471, z=0.04046635487369467, w=0.08569345737958871)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.021111111111111112, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.12, z=0.11)>	COMP<166>
[1740779693.8595443]	Q_Header<(2621443, 50883, 257, 173, 250, 8, 58, 79, 29)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 186, 253, 253, 253, 113, 107, 253, 253, 253, 253, 198, 203, 242, 253, 253, 142, 124, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7753915117879594, y=-0.62432932730471, z=0.04046635487369467, w=0.08569345737958871)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.021111111111111112, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.12, z=0.11)>	COMP<166>
[1740779693.8695781]	Q_Header<(2621443, 50884, 257, 173, 250, 8, 58, 80, 31)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 181, 237, 253, 253, 129, 180, 253, 253, 253, 253, 102, 253, 253, 253, 253, 93, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7753915117879594, y=-0.62432932730471, z=0.04046635487369467, w=0.08569345737958871)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.021111111111111112, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.12, z=0.11)>	COMP<166>
