[1740779350.968431]	Q_Header<(2621443, 16554, 257, 173, 250, 8, 58, 0, 31)>	Q_Data<(0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 26, 119, 213, 202, 253, 253, 253, 253, 253, 253, 253, 205, 50, 17, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9244659325429374, y=-0.3694934149082289, z=0.04125826700990465, w=-0.08446958807944975)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.01, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=0.0, z=-0.05)>	COMP<285>
[1740779351.6373515]	Q_Header<(2621443, 16621, 257, 173, 250, 8, 58, 67, 30)>	Q_Data<(0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 16, 38, 66, 218, 253, 253, 253, 184, 253, 253, 253, 253, 253, 253, 253, 114, 253, 186, 253, 253, 153, 25, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9262738600867716, y=-0.3654191882142529, z=0.038513363581625784, w=-0.08367959028590959)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.0077777777777777776, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.25, y=0.0, z=0.0)>	COMP<282>
[1740779351.6474013]	Q_Header<(2621443, 16622, 257, 173, 250, 8, 58, 68, 36)>	Q_Data<(0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 10, 43, 126, 253, 253, 253, 253, 253, 210, 253, 253, 253, 253, 253, 253, 130, 253, 253, 253, 219, 68, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9265653718880381, y=-0.36462034988861997, z=0.038940037366745825, w=-0.08373939070090168)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.006666666666666667, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.01, z=0.1)>	COMP<283>
[1740779351.6574101]	Q_Header<(2621443, 16623, 257, 173, 250, 8, 58, 69, 31)>	Q_Data<(0, 0, 60, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 17, 81, 174, 253, 253, 253, 253, 177, 187, 253, 253, 253, 253, 253, 253, 253, 253, 253, 228, 54, 56, 71, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9265653718880381, y=-0.36462034988861997, z=0.038940037366745825, w=-0.08373939070090168)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.006666666666666667, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.01, z=0.1)>	COMP<283>
[1740779351.6673808]	Q_Header<(2621443, 16624, 257, 173, 250, 8, 58, 70, 36)>	Q_Data<(0, 0, 61, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 39, 99, 162, 82, 253, 253, 121, 238, 253, 253, 253, 253, 253, 253, 253, 253, 161, 157, 25, 108, 150, 88, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9265653718880381, y=-0.36462034988861997, z=0.038940037366745825, w=-0.08373939070090168)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.006666666666666667, z=-0.05555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.01, z=0.1)>	COMP<283>
[1740779351.6774383]	Q_Header<(2621443, 16625, 257, 173, 250, 8, 58, 71, 44)>	Q_Data<(0, 0, 45, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 26, 0, 0, 41, 81, 118, 195, 159, 72, 253, 253, 253, 253, 253, 253, 253, 253, 228, 193, 126, 27, 139, 174, 81, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 166, 147, 175, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9269421904475675, y=-0.3635869249026246, z=0.03936772982410489, w=-0.08386241981134904)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.0077777777777777776, z=-0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.05, z=-0.01)>	COMP<283>
[1740779351.6873825]	Q_Header<(2621443, 16626, 257, 173, 250, 8, 58, 72, 47)>	Q_Data<(0, 0, 64, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 19, 60, 74, 87, 69, 33, 201, 253, 253, 253, 253, 253, 253, 253, 195, 253, 253, 119, 153, 169, 59, 59, 6, 0, 0, 0, 0, 0, 28, 19, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 253, 253, 253, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9269421904475675, y=-0.3635869249026246, z=0.03936772982410489, w=-0.08386241981134904)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.0077777777777777776, z=-0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.05, z=-0.01)>	COMP<283>
[1740779351.697453]	Q_Header<(2621443, 16627, 257, 173, 250, 8, 58, 73, 43)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 8, 50, 41, 0, 103, 220, 253, 253, 253, 253, 253, 253, 253, 253, 253, 190, 208, 253, 245, 85, 44, 0, 0, 97, 116, 83, 60, 72, 59, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 210, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9269421904475675, y=-0.3635869249026246, z=0.03936772982410489, w=-0.08386241981134904)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.0077777777777777776, z=-0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.05, z=-0.01)>	COMP<283>
[1740779351.7074437]	Q_Header<(2621443, 16628, 257, 173, 250, 8, 58, 74, 48)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 37, 21, 19, 21, 107, 228, 246, 253, 253, 253, 253, 253, 253, 253, 226, 252, 253, 253, 172, 124, 28, 37, 99, 120, 64, 0, 125, 91, 48, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9272926359405678, y=-0.36266523022173724, z=0.03948912890499226, w=-0.0839220281983993)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.01, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.01, z=-0.08)>	COMP<284>
[1740779351.7173605]	Q_Header<(2621443, 16629, 257, 173, 250, 8, 58, 75, 48)>	Q_Data<(0, 0, 54, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 31, 0, 62, 114, 200, 253, 253, 253, 253, 253, 253, 253, 190, 253, 253, 253, 253, 175, 81, 48, 81, 84, 109, 99, 203, 181, 63, 14, 38, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 240, 253, 201, 218, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9272926359405678, y=-0.36266523022173724, z=0.03948912890499226, w=-0.0839220281983993)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.01, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.01, z=-0.08)>	COMP<284>
[1740779351.7273352]	Q_Header<(2621443, 16630, 257, 173, 250, 8, 58, 76, 63)>	Q_Data<(0, 0, 63, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 14, 0, 0, 6, 0, 0, 19, 83, 79, 253, 253, 253, 253, 253, 253, 253, 96, 253, 253, 253, 253, 197, 105, 96, 217, 253, 227, 175, 253, 253, 230, 104, 43, 12, 0, 0, 0, 38, 68, 48, 0, 47, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 124, 50, 166, 145, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9272926359405678, y=-0.36266523022173724, z=0.03948912890499226, w=-0.0839220281983993)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.01, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.01, z=-0.08)>	COMP<284>
[1740779351.7377462]	Q_Header<(2621443, 16631, 257, 173, 250, 8, 58, 77, 60)>	Q_Data<(0, 0, 65, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0, 10, 0, 0, 0, 0, 10, 0, 0, 25, 51, 126, 87, 253, 153, 253, 253, 253, 253, 253, 253, 253, 253, 253, 214, 121, 214, 253, 253, 253, 227, 253, 253, 253, 192, 39, 0, 22, 0, 0, 79, 111, 39, 88, 111, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 101, 43, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9272926359405678, y=-0.36266523022173724, z=0.03948912890499226, w=-0.0839220281983993)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.01, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.01, z=-0.08)>	COMP<284>
[1740779351.7474637]	Q_Header<(2621443, 16632, 257, 173, 250, 8, 58, 78, 57)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 21, 160, 253, 253, 253, 235, 253, 253, 253, 253, 253, 253, 253, 253, 225, 156, 253, 253, 253, 253, 161, 253, 253, 253, 193, 112, 74, 68, 70, 49, 178, 253, 244, 157, 130, 101, 50, 0, 54, 64, 27, 55, 31, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9276878616769068, y=-0.36163896180246546, z=0.0396124364911055, w=-0.08392465358285063)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.012222222222222223, z=-0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=0.0, z=0.09)>	COMP<285>
[1740779351.7572052]	Q_Header<(2621443, 16633, 257, 173, 250, 8, 58, 79, 61)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 12, 0, 171, 253, 253, 253, 178, 162, 253, 253, 253, 253, 253, 253, 249, 189, 212, 253, 253, 253, 253, 253, 253, 212, 253, 147, 253, 133, 64, 103, 94, 253, 253, 253, 246, 231, 121, 101, 58, 64, 123, 83, 119, 123, 0, 0, 0, 39, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9276878616769068, y=-0.36163896180246546, z=0.0396124364911055, w=-0.08392465358285063)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.012222222222222223, z=-0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=0.0, z=0.09)>	COMP<285>
[1740779351.7673175]	Q_Header<(2621443, 16634, 257, 173, 250, 8, 58, 80, 58)>	Q_Data<(0, 0, 66, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 0, 0, 0, 0, 152, 253, 206, 236, 134, 75, 175, 167, 253, 253, 253, 253, 190, 109, 253, 253, 253, 253, 253, 253, 253, 154, 253, 253, 253, 144, 3, 141, 53, 253, 253, 253, 253, 253, 191, 105, 173, 245, 253, 244, 190, 130, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9276878616769068, y=-0.36163896180246546, z=0.0396124364911055, w=-0.08392465358285063)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.012222222222222223, z=-0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=0.0, z=0.09)>	COMP<285>
[1740779351.7718418]	Q_Header<(2621443, 16635, 257, 173, 250, 8, 58, 81, 56)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 5, 0, 0, 0, 16, 117, 200, 112, 128, 81, 64, 96, 73, 176, 189, 177, 180, 127, 132, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 118, 0, 147, 117, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 191, 0, 0, 0, 0, 102, 90, 41, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9276878616769068, y=-0.36163896180246546, z=0.0396124364911055, w=-0.08392465358285063)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.012222222222222223, z=-0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=0.0, z=0.09)>	COMP<285>
[1740779351.7831802]	Q_Header<(2621443, 16636, 257, 173, 250, 8, 58, 82, 59)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 111, 58, 32, 18, 24, 63, 67, 98, 104, 100, 82, 76, 107, 199, 181, 196, 253, 253, 253, 253, 224, 206, 253, 241, 46, 0, 120, 205, 134, 253, 230, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 121, 49, 95, 168, 242, 253, 132, 141, 73, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.928252509730984, y=-0.36018004076292326, z=0.03967412752006441, w=-0.08392603898475165)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.013333333333333334, z=-0.08)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.06, z=0.07)>	COMP<285>
[1740779351.7977526]	Q_Header<(2621443, 16637, 257, 173, 250, 8, 58, 83, 67)>	Q_Data<(0, 0, 68, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 20, 52, 0, 40, 6, 0, 22, 0, 47, 46, 59, 66, 45, 38, 115, 87, 83, 169, 115, 236, 243, 136, 99, 128, 119, 0, 0, 76, 212, 185, 205, 207, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 210, 203, 214, 253, 253, 253, 235, 247, 61, 58, 66, 0, 76, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.928252509730984, y=-0.36018004076292326, z=0.03967412752006441, w=-0.08392603898475165)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.013333333333333334, z=-0.08)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.06, z=0.07)>	COMP<285>
