[1740779593.0990846]	Q_Header<(2621443, 40804, 257, 173, 250, 8, 58, 0, 37)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 9, 20, 0, 0, 0, 2, 97, 253, 253, 253, 253, 163, 232, 253, 243, 171, 86, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 23, 189, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7860784804124883, y=0.6106619455335776, z=-0.06982481416196029, w=0.06555231679191027)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.005555555555555556, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.01, z=-0.1)>	COMP<253>
[1740779593.720426]	Q_Header<(2621443, 40867, 257, 173, 250, 8, 58, 63, 37)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 91, 227, 203, 155, 193, 253, 253, 208, 177, 42, 93, 90, 113, 146, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 246, 253, 253, 253, 43, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7819818421664503, y=0.6161494455721446, z=-0.06799311365699544, w=0.06512446343986907)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=0.03111111111111111, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.06, z=-0.06)>	COMP<257>
[1740779593.729199]	Q_Header<(2621443, 40868, 257, 173, 250, 8, 58, 64, 38)>	Q_Data<(0, 0, 61, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 29, 109, 187, 227, 237, 253, 253, 245, 159, 78, 77, 125, 150, 178, 66, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 253, 253, 253, 172, 91, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7819818421664503, y=0.6161494455721446, z=-0.06799311365699544, w=0.06512446343986907)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=0.03111111111111111, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.06, z=-0.06)>	COMP<257>
[1740779593.7393293]	Q_Header<(2621443, 40869, 257, 173, 250, 8, 58, 65, 41)>	Q_Data<(0, 0, 28, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 48, 30, 138, 113, 170, 253, 253, 253, 194, 164, 149, 106, 142, 134, 150, 94, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 210, 253, 253, 253, 253, 154, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7819818421664503, y=0.6161494455721446, z=-0.06799311365699544, w=0.06512446343986907)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02, y=0.03111111111111111, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.06, z=-0.06)>	COMP<257>
[1740779593.7496486]	Q_Header<(2621443, 40870, 257, 173, 250, 8, 58, 66, 40)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 64, 50, 72, 185, 125, 253, 253, 253, 253, 248, 197, 117, 97, 100, 211, 133, 18, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 128, 253, 253, 253, 253, 152, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.78173965144466, y=0.6163951233556856, z=-0.06866467113329501, w=0.06500255533951928)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.035555555555555556, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.02, z=-0.02)>	COMP<257>
[1740779593.7620113]	Q_Header<(2621443, 40871, 257, 173, 250, 8, 58, 67, 37)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 58, 48, 99, 164, 163, 253, 253, 253, 253, 253, 157, 144, 99, 135, 208, 127, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 130, 253, 253, 253, 68, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.78173965144466, y=0.6163951233556856, z=-0.06866467113329501, w=0.06500255533951928)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.035555555555555556, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.02, z=-0.02)>	COMP<257>
[1740779593.7689314]	Q_Header<(2621443, 40872, 257, 173, 250, 8, 58, 68, 36)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 48, 45, 70, 117, 253, 253, 253, 253, 253, 253, 218, 83, 85, 105, 156, 80, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 169, 253, 253, 241, 32, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.78173965144466, y=0.6163951233556856, z=-0.06866467113329501, w=0.06500255533951928)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.035555555555555556, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.02, z=-0.02)>	COMP<257>
[1740779593.7834218]	Q_Header<(2621443, 40873, 257, 173, 250, 8, 58, 69, 38)>	Q_Data<(0, 0, 46, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 45, 40, 33, 131, 253, 253, 253, 253, 253, 253, 253, 116, 75, 51, 96, 46, 0, 0, 20, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 104, 205, 197, 127, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7814870677357939, y=0.6166326027284228, z=-0.0695184137887433, w=0.06487978389590354)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.035555555555555556, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.05, z=-0.11)>	COMP<256>
[1740779593.789299]	Q_Header<(2621443, 40874, 257, 173, 250, 8, 58, 70, 34)>	Q_Data<(0, 0, 61, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 43, 35, 36, 120, 229, 212, 253, 253, 253, 253, 253, 181, 67, 50, 22, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 86, 78, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7814870677357939, y=0.6166326027284228, z=-0.0695184137887433, w=0.06487978389590354)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.035555555555555556, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.05, z=-0.11)>	COMP<256>
[1740779593.8007913]	Q_Header<(2621443, 40875, 257, 173, 250, 8, 58, 71, 34)>	Q_Data<(0, 0, 46, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 30, 43, 56, 94, 137, 141, 253, 253, 253, 253, 158, 253, 187, 69, 61, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 62, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7814870677357939, y=0.6166326027284228, z=-0.0695184137887433, w=0.06487978389590354)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.035555555555555556, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.05, z=-0.11)>	COMP<256>
[1740779593.810038]	Q_Header<(2621443, 40876, 257, 173, 250, 8, 58, 72, 30)>	Q_Data<(0, 0, 60, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 29, 54, 83, 206, 169, 253, 253, 253, 253, 231, 253, 239, 45, 88, 47, 0, 26, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7812732826499296, y=0.6168396714422022, z=-0.07019252148807961, w=0.06476023069465431)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.034444444444444444, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.05, z=-0.12)>	COMP<256>
[1740779593.8191059]	Q_Header<(2621443, 40877, 257, 173, 250, 8, 58, 73, 33)>	Q_Data<(0, 0, 71, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 39, 54, 190, 225, 253, 253, 253, 253, 253, 253, 238, 99, 114, 63, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7812732826499296, y=0.6168396714422022, z=-0.07019252148807961, w=0.06476023069465431)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.034444444444444444, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.05, z=-0.12)>	COMP<256>
[1740779593.829954]	Q_Header<(2621443, 40878, 257, 173, 250, 8, 58, 74, 31)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 36, 18, 33, 41, 111, 189, 253, 253, 253, 253, 253, 253, 253, 253, 150, 57, 22, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7812732826499296, y=0.6168396714422022, z=-0.07019252148807961, w=0.06476023069465431)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.034444444444444444, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.05, z=-0.12)>	COMP<256>
[1740779593.8406827]	Q_Header<(2621443, 40879, 257, 173, 250, 8, 58, 75, 34)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 22, 27, 59, 53, 115, 182, 213, 253, 253, 253, 253, 253, 253, 141, 67, 120, 66, 44, 107, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7810601804829382, y=0.6170601253952103, z=-0.07073913801513836, w=0.06463567485593746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03111111111111111, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.02, z=-0.03)>	COMP<258>
[1740779593.850095]	Q_Header<(2621443, 40880, 257, 173, 250, 8, 58, 76, 37)>	Q_Data<(0, 0, 74, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 26, 41, 62, 49, 111, 196, 253, 253, 253, 253, 253, 253, 198, 188, 202, 114, 105, 161, 122, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7810601804829382, y=0.6170601253952103, z=-0.07073913801513836, w=0.06463567485593746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03111111111111111, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.02, z=-0.03)>	COMP<258>
[1740779593.8608606]	Q_Header<(2621443, 40881, 257, 173, 250, 8, 58, 77, 31)>	Q_Data<(0, 0, 72, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25, 28, 0, 38, 41, 64, 150, 253, 253, 253, 253, 253, 253, 253, 253, 228, 133, 136, 173, 140, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7810601804829382, y=0.6170601253952103, z=-0.07073913801513836, w=0.06463567485593746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03111111111111111, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.02, z=-0.03)>	COMP<258>
[1740779593.8703568]	Q_Header<(2621443, 40882, 257, 173, 250, 8, 58, 78, 31)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 37, 16, 0, 0, 30, 48, 97, 241, 253, 171, 253, 253, 253, 253, 253, 226, 141, 117, 109, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7810601804829382, y=0.6170601253952103, z=-0.07073913801513836, w=0.06463567485593746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03111111111111111, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.02, z=-0.03)>	COMP<258>
[1740779593.8800488]	Q_Header<(2621443, 40883, 257, 173, 250, 8, 58, 79, 31)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 37, 18, 0, 6, 0, 11, 65, 151, 182, 172, 150, 253, 253, 253, 253, 242, 176, 129, 179, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.780773104573052, y=0.6173796085644482, z=-0.0712290660597836, w=0.06451510096417418)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.02, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.01, z=-0.03)>	COMP<266>
