[1740780462.9654648]	Q_Header<(2621443, 62268, 257, 173, 250, 8, 58, 0, 30)>	Q_Data<(0, 0, 41, 79, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 39, 33, 14, 21, 27, 62, 128, 118, 45, 44, 0, 0, 13, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7031829453913051, y=-0.7056853758019503, z=0.07391324944613058, w=-0.04559306138419451)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.03222222222222222, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.11, z=0.0)>	COMP<137>
[1740780463.4656374]	Q_Header<(2621443, 62318, 257, 173, 250, 8, 58, 50, 66)>	Q_Data<(0, 0, 78, 0, 80, 69, 79, 0, 64, 93, 82, 89, 87, 0, 0, 112, 223, 149, 159, 163, 147, 69, 72, 88, 13, 90, 127, 86, 54, 71, 36, 81, 58, 0, 73, 91, 30, 49, 96, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 196, 197, 79, 112, 173, 253, 253, 253, 253, 128, 24, 0, 20, 72, 225, 213, 154, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7113649117213195, y=-0.6975709631971653, z=0.07104493841644066, w=-0.04803467915269657)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.005555555555555556, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.18, z=-0.13)>	COMP<143>
[1740780463.476009]	Q_Header<(2621443, 62319, 257, 173, 250, 8, 58, 51, 71)>	Q_Data<(0, 0, 47, 70, 0, 83, 78, 0, 0, 93, 83, 107, 107, 0, 0, 137, 241, 140, 165, 253, 228, 128, 137, 136, 74, 100, 139, 88, 96, 119, 163, 138, 93, 35, 101, 125, 47, 45, 75, 55, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 161, 130, 125, 145, 146, 253, 253, 253, 253, 166, 0, 0, 0, 46, 204, 184, 0, 0, 0, 0, 16, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7117402172419409, y=-0.6971526251039747, z=0.07147309788099758, w=-0.047913221038926646)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.01888888888888889, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.17, z=0.04)>	COMP<144>
[1740780463.4856389]	Q_Header<(2621443, 62320, 257, 173, 250, 8, 58, 52, 73)>	Q_Data<(0, 0, 0, 79, 52, 81, 55, 0, 0, 54, 64, 95, 102, 0, 0, 141, 238, 94, 179, 253, 238, 166, 188, 179, 118, 84, 122, 69, 152, 200, 248, 215, 128, 70, 119, 136, 52, 17, 30, 0, 0, 39, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 156, 0, 253, 253, 222, 253, 131, 0, 0, 0, 0, 210, 215, 143, 181, 85, 96, 116, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7117402172419409, y=-0.6971526251039747, z=0.07147309788099758, w=-0.047913221038926646)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.01888888888888889, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.17, z=0.04)>	COMP<144>
[1740780463.495605]	Q_Header<(2621443, 62321, 257, 173, 250, 8, 58, 53, 64)>	Q_Data<(0, 0, 0, 64, 70, 70, 80, 0, 0, 0, 0, 20, 0, 0, 0, 140, 226, 139, 162, 253, 228, 187, 209, 178, 130, 70, 76, 28, 180, 237, 242, 243, 131, 76, 107, 112, 46, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 181, 253, 113, 47, 0, 0, 0, 219, 253, 184, 228, 72, 102, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7117402172419409, y=-0.6971526251039747, z=0.07147309788099758, w=-0.047913221038926646)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.01888888888888889, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.17, z=0.04)>	COMP<144>
[1740780463.5055664]	Q_Header<(2621443, 62322, 257, 173, 250, 8, 58, 54, 56)>	Q_Data<(0, 0, 76, 33, 77, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 104, 170, 133, 83, 200, 150, 187, 200, 142, 100, 84, 34, 54, 162, 219, 146, 237, 112, 67, 73, 61, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 55, 198, 101, 197, 131, 79, 129, 0, 0, 174, 229, 152, 191, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7117402172419409, y=-0.6971526251039747, z=0.07147309788099758, w=-0.047913221038926646)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.01888888888888889, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.17, z=0.04)>	COMP<144>
[1740780463.5168986]	Q_Header<(2621443, 62323, 257, 173, 250, 8, 58, 55, 59)>	Q_Data<(0, 0, 64, 0, 81, 0, 73, 76, 0, 0, 0, 0, 0, 0, 0, 0, 106, 112, 131, 82, 40, 169, 176, 132, 42, 104, 52, 88, 150, 182, 123, 208, 96, 75, 25, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 253, 253, 253, 253, 253, 253, 253, 187, 125, 0, 128, 75, 188, 253, 210, 0, 91, 156, 101, 112, 0, 104, 54, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7120578886270154, y=-0.6967986333418488, z=0.0719626479248458, w=-0.04760887648971987)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.03111111111111111, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.16, z=0.02)>	COMP<140>
[1740780463.525544]	Q_Header<(2621443, 62324, 257, 173, 250, 8, 58, 56, 61)>	Q_Data<(0, 0, 70, 0, 81, 0, 70, 73, 0, 0, 0, 0, 0, 0, 0, 0, 62, 111, 148, 138, 85, 142, 149, 108, 69, 112, 31, 107, 187, 96, 111, 153, 79, 84, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 181, 253, 253, 253, 253, 253, 211, 220, 140, 146, 253, 0, 253, 253, 253, 146, 0, 64, 0, 0, 0, 121, 45, 162, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7120578886270154, y=-0.6967986333418488, z=0.0719626479248458, w=-0.04760887648971987)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.03111111111111111, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.16, z=0.02)>	COMP<140>
[1740780463.5358531]	Q_Header<(2621443, 62325, 257, 173, 250, 8, 58, 57, 62)>	Q_Data<(0, 0, 39, 0, 81, 0, 86, 70, 0, 0, 0, 0, 0, 0, 0, 0, 63, 91, 119, 114, 76, 102, 111, 50, 89, 105, 17, 127, 200, 136, 37, 99, 37, 69, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 168, 184, 80, 251, 222, 145, 253, 153, 203, 253, 127, 253, 253, 253, 253, 191, 157, 99, 0, 0, 70, 94, 186, 38, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7120578886270154, y=-0.6967986333418488, z=0.0719626479248458, w=-0.04760887648971987)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.03111111111111111, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.16, z=0.02)>	COMP<140>
[1740780463.5461245]	Q_Header<(2621443, 62326, 257, 173, 250, 8, 58, 58, 59)>	Q_Data<(0, 0, 49, 0, 78, 0, 86, 69, 0, 0, 0, 0, 0, 0, 0, 0, 47, 52, 74, 70, 34, 62, 61, 16, 78, 88, 69, 141, 172, 161, 82, 63, 0, 41, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 77, 66, 0, 171, 156, 134, 233, 156, 207, 253, 126, 253, 253, 253, 253, 253, 253, 253, 0, 79, 0, 239, 231, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7124559447963164, y=-0.6963428316783323, z=0.07275314710847333, w=-0.047118648966226015)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.04555555555555556, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.16, z=-0.12)>	COMP<140>
[1740780463.5573146]	Q_Header<(2621443, 62327, 257, 173, 250, 8, 58, 59, 51)>	Q_Data<(0, 0, 73, 0, 67, 0, 81, 74, 0, 0, 0, 0, 0, 0, 0, 0, 23, 9, 23, 17, 0, 17, 18, 21, 50, 59, 80, 126, 123, 127, 76, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 88, 38, 88, 155, 72, 157, 246, 68, 253, 253, 253, 253, 253, 253, 253, 116, 210, 91, 253, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7124559447963164, y=-0.6963428316783323, z=0.07275314710847333, w=-0.047118648966226015)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.04555555555555556, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.16, z=-0.12)>	COMP<140>
[1740780463.5655048]	Q_Header<(2621443, 62328, 257, 173, 250, 8, 58, 60, 48)>	Q_Data<(0, 0, 71, 0, 62, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 31, 31, 0, 0, 0, 0, 0, 22, 64, 87, 67, 64, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 102, 0, 185, 146, 170, 253, 253, 253, 253, 133, 253, 76, 253, 253, 139, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7124559447963164, y=-0.6963428316783323, z=0.07275314710847333, w=-0.047118648966226015)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.04555555555555556, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.16, z=-0.12)>	COMP<140>
[1740780463.5766225]	Q_Header<(2621443, 62329, 257, 173, 250, 8, 58, 61, 41)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 35, 38, 0, 0, 0, 0, 0, 0, 32, 38, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 48, 216, 253, 253, 253, 75, 224, 253, 253, 253, 253, 253, 67, 95, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7127047928183449, y=-0.6960422589107138, z=0.0734250120545062, w=-0.04675275081774875)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.04777777777777778, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.18, z=0.01)>	COMP<140>
[1740780463.5871005]	Q_Header<(2621443, 62330, 257, 173, 250, 8, 58, 62, 34)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 28, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 140, 202, 141, 154, 231, 253, 253, 253, 253, 253, 253, 253, 111, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7127047928183449, y=-0.6960422589107138, z=0.0734250120545062, w=-0.04675275081774875)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.04777777777777778, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.18, z=0.01)>	COMP<140>
[1740780463.5954678]	Q_Header<(2621443, 62331, 257, 173, 250, 8, 58, 63, 37)>	Q_Data<(0, 0, 54, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 20, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 0, 171, 245, 253, 253, 253, 253, 253, 253, 253, 180, 253, 76, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7127047928183449, y=-0.6960422589107138, z=0.0734250120545062, w=-0.04675275081774875)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.04777777777777778, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.18, z=0.01)>	COMP<140>
[1740780463.6054153]	Q_Header<(2621443, 62332, 257, 173, 250, 8, 58, 64, 35)>	Q_Data<(0, 0, 57, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 5, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 8, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 93, 90, 253, 253, 253, 253, 253, 253, 253, 207, 253, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7127047928183449, y=-0.6960422589107138, z=0.0734250120545062, w=-0.04675275081774875)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.04777777777777778, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.18, z=0.01)>	COMP<140>
[1740780463.6193113]	Q_Header<(2621443, 62333, 257, 173, 250, 8, 58, 65, 25)>	Q_Data<(0, 0, 48, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 188, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7130081559454664, y=-0.6956742819265901, z=0.07415724272160089, w=-0.04644745819846772)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.044444444444444446, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.16, z=0.06)>	COMP<143>
[1740780463.625406]	Q_Header<(2621443, 62334, 257, 173, 250, 8, 58, 66, 29)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 239, 196, 173, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7130081559454664, y=-0.6956742819265901, z=0.07415724272160089, w=-0.04644745819846772)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.044444444444444446, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.16, z=0.06)>	COMP<143>
