[1740780088.0028183]	Q_Header<(2621443, 24768, 257, 173, 250, 8, 58, 0, 55)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 70, 107, 182, 197, 253, 253, 253, 253, 253, 132, 224, 253, 153, 178, 253, 253, 230, 211, 247, 147, 125, 14, 0, 0, 49, 22, 45, 135, 135, 0, 58, 0, 107, 98, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 123, 104, 46, 145, 205, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5503488230521609, y=-0.829948241750392, z=0.08398358439833352, w=-0.0353390227955197)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.017777777777777778, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=0.09)>	COMP<167>
[1740780088.6734009]	Q_Header<(2621443, 24835, 257, 173, 250, 8, 58, 67, 47)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 22, 23, 17, 0, 10, 25, 35, 0, 17, 15, 28, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 28, 0, 83, 194, 253, 237, 186, 253, 253, 253, 253, 253, 189, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5314312979729848, y=-0.8421602215954113, z=0.08532685822513299, w=-0.03265369753250797)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.006666666666666667, z=0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.13, z=0.01)>	COMP<166>
[1740780088.682804]	Q_Header<(2621443, 24836, 257, 173, 250, 8, 58, 68, 50)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 17, 5, 0, 17, 31, 21, 12, 6, 25, 30, 0, 0, 0, 29, 15, 0, 0, 0, 0, 0, 0, 0, 39, 37, 0, 26, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 163, 239, 209, 253, 253, 253, 253, 253, 253, 213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5314312979729848, y=-0.8421602215954113, z=0.08532685822513299, w=-0.03265369753250797)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.006666666666666667, z=0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.13, z=0.01)>	COMP<166>
[1740780088.6927588]	Q_Header<(2621443, 24837, 257, 173, 250, 8, 58, 69, 52)>	Q_Data<(0, 0, 71, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 24, 17, 8, 0, 31, 30, 26, 21, 0, 19, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 77, 48, 0, 44, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 43, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 206, 253, 253, 253, 253, 253, 253, 253, 127, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5314312979729848, y=-0.8421602215954113, z=0.08532685822513299, w=-0.03265369753250797)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.006666666666666667, z=0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.13, z=0.01)>	COMP<166>
[1740780088.7028568]	Q_Header<(2621443, 24838, 257, 173, 250, 8, 58, 70, 60)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 26, 31, 19, 0, 28, 33, 23, 33, 21, 0, 0, 0, 40, 22, 15, 22, 0, 5, 0, 0, 0, 43, 157, 158, 0, 25, 14, 0, 0, 0, 0, 0, 25, 15, 31, 0, 16, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 201, 253, 253, 253, 253, 253, 253, 229, 129, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5314312979729848, y=-0.8421602215954113, z=0.08532685822513299, w=-0.03265369753250797)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.006666666666666667, z=0.07444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.13, z=0.01)>	COMP<166>
[1740780088.71291]	Q_Header<(2621443, 24839, 257, 173, 250, 8, 58, 71, 67)>	Q_Data<(0, 0, 46, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 26, 35, 24, 0, 16, 27, 23, 38, 20, 0, 25, 0, 42, 7, 28, 59, 64, 33, 0, 0, 0, 71, 253, 253, 59, 0, 5, 14, 35, 0, 0, 0, 41, 0, 82, 96, 34, 121, 104, 55, 44, 7, 62, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 253, 253, 253, 253, 253, 253, 91, 71, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5303164260159245, y=-0.8428668250983908, z=0.08526321177859898, w=-0.03271373050345673)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.008888888888888889, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.1, z=-0.01)>	COMP<169>
[1740780088.722897]	Q_Header<(2621443, 24840, 257, 173, 250, 8, 58, 72, 67)>	Q_Data<(0, 0, 69, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 23, 28, 21, 11, 0, 16, 0, 8, 0, 0, 24, 0, 30, 0, 52, 83, 84, 42, 67, 36, 30, 93, 253, 253, 108, 70, 0, 36, 71, 35, 0, 0, 42, 166, 174, 212, 176, 201, 214, 132, 138, 163, 152, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 253, 253, 253, 198, 253, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5303164260159245, y=-0.8428668250983908, z=0.08526321177859898, w=-0.03271373050345673)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.008888888888888889, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.1, z=-0.01)>	COMP<169>
[1740780088.733074]	Q_Header<(2621443, 24841, 257, 173, 250, 8, 58, 73, 62)>	Q_Data<(0, 0, 68, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 17, 11, 21, 14, 9, 0, 0, 0, 0, 8, 0, 0, 0, 46, 22, 52, 74, 74, 142, 157, 114, 78, 124, 253, 253, 164, 100, 26, 63, 0, 62, 34, 0, 161, 253, 253, 253, 253, 172, 253, 221, 191, 253, 207, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 134, 98, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5303164260159245, y=-0.8428668250983908, z=0.08526321177859898, w=-0.03271373050345673)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.008888888888888889, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.1, z=-0.01)>	COMP<169>
[1740780088.7428966]	Q_Header<(2621443, 24842, 257, 173, 250, 8, 58, 74, 61)>	Q_Data<(0, 0, 72, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 27, 0, 18, 7, 10, 16, 25, 13, 22, 34, 0, 0, 34, 68, 84, 129, 228, 247, 253, 253, 179, 141, 91, 253, 253, 191, 113, 69, 138, 146, 189, 97, 49, 248, 253, 253, 253, 253, 96, 253, 253, 199, 253, 199, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5294803256507485, y=-0.843384338886691, z=0.08538823926056452, w=-0.032592794685590745)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.015555555555555555, z=0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.11, z=-0.14)>	COMP<169>
[1740780088.7529407]	Q_Header<(2621443, 24843, 257, 173, 250, 8, 58, 75, 65)>	Q_Data<(0, 0, 72, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 26, 0, 2, 0, 0, 10, 22, 0, 33, 30, 0, 30, 36, 85, 117, 237, 253, 253, 253, 253, 211, 196, 181, 253, 253, 182, 89, 121, 233, 234, 250, 72, 113, 253, 253, 221, 253, 253, 195, 231, 222, 150, 213, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 115, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5294803256507485, y=-0.843384338886691, z=0.08538823926056452, w=-0.032592794685590745)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.015555555555555555, z=0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.11, z=-0.14)>	COMP<169>
[1740780088.762648]	Q_Header<(2621443, 24844, 257, 173, 250, 8, 58, 76, 63)>	Q_Data<(0, 0, 76, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 25, 12, 0, 0, 0, 0, 20, 0, 0, 40, 73, 72, 34, 100, 140, 253, 253, 253, 253, 253, 239, 233, 244, 253, 156, 235, 57, 221, 253, 253, 222, 137, 128, 252, 253, 147, 242, 221, 180, 115, 126, 80, 133, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 16, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5294803256507485, y=-0.843384338886691, z=0.08538823926056452, w=-0.032592794685590745)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.015555555555555555, z=0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.11, z=-0.14)>	COMP<169>
[1740780088.766412]	Q_Header<(2621443, 24845, 257, 173, 250, 8, 58, 77, 56)>	Q_Data<(0, 0, 74, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 22, 15, 0, 0, 5, 23, 42, 11, 0, 70, 106, 93, 140, 207, 106, 253, 253, 253, 253, 193, 253, 253, 253, 253, 82, 253, 50, 253, 253, 253, 253, 253, 61, 183, 223, 88, 140, 111, 110, 0, 20, 62, 64, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5294803256507485, y=-0.843384338886691, z=0.08538823926056452, w=-0.032592794685590745)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.015555555555555555, z=0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.11, z=-0.14)>	COMP<169>
[1740780088.775198]	Q_Header<(2621443, 24846, 257, 173, 250, 8, 58, 78, 49)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 23, 18, 0, 0, 8, 35, 47, 0, 0, 62, 69, 73, 252, 253, 237, 253, 253, 253, 226, 187, 253, 253, 253, 250, 164, 253, 82, 245, 253, 253, 253, 253, 95, 109, 59, 91, 48, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5287588229013107, y=-0.8438290114983978, z=0.08551207559560617, w=-0.03247139487284974)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.017777777777777778, z=0.056666666666666664)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.1, z=-0.07)>	COMP<166>
[1740780088.7859337]	Q_Header<(2621443, 24847, 257, 173, 250, 8, 58, 79, 49)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 21, 20, 0, 0, 0, 37, 32, 33, 66, 113, 167, 223, 253, 253, 253, 253, 253, 253, 191, 170, 253, 253, 253, 195, 216, 253, 67, 217, 253, 253, 253, 253, 131, 106, 118, 99, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5287588229013107, y=-0.8438290114983978, z=0.08551207559560617, w=-0.03247139487284974)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.017777777777777778, z=0.056666666666666664)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.1, z=-0.07)>	COMP<166>
[1740780088.803092]	Q_Header<(2621443, 24848, 257, 173, 250, 8, 58, 80, 45)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 2, 0, 0, 0, 36, 36, 27, 96, 201, 253, 253, 253, 253, 253, 227, 253, 253, 195, 130, 193, 253, 253, 123, 201, 208, 42, 177, 253, 253, 253, 217, 112, 59, 59, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5287588229013107, y=-0.8438290114983978, z=0.08551207559560617, w=-0.03247139487284974)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.017777777777777778, z=0.056666666666666664)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.1, z=-0.07)>	COMP<166>
[1740780088.8129947]	Q_Header<(2621443, 24849, 257, 173, 250, 8, 58, 81, 41)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 22, 4, 0, 0, 40, 41, 29, 93, 206, 253, 253, 253, 253, 253, 253, 253, 253, 146, 95, 109, 207, 177, 0, 138, 120, 27, 118, 156, 159, 110, 139, 60, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.527775727577439, y=-0.8444289569832159, z=0.08575516332211192, w=-0.03222685141215309)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.024444444444444446, z=0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=-0.17)>	COMP<165>
[1740780088.822723]	Q_Header<(2621443, 24850, 257, 173, 250, 8, 58, 82, 37)>	Q_Data<(0, 0, 71, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 26, 0, 0, 0, 45, 58, 121, 125, 164, 253, 253, 253, 253, 253, 253, 253, 253, 42, 50, 72, 118, 47, 33, 53, 9, 0, 61, 51, 115, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.527775727577439, y=-0.8444289569832159, z=0.08575516332211192, w=-0.03222685141215309)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.024444444444444446, z=0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=-0.17)>	COMP<165>
[1740780088.8325143]	Q_Header<(2621443, 24851, 257, 173, 250, 8, 58, 83, 42)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 23, 28, 0, 11, 0, 49, 130, 253, 206, 181, 253, 253, 253, 253, 253, 237, 237, 164, 51, 0, 44, 37, 33, 0, 0, 32, 0, 0, 38, 0, 77, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.527775727577439, y=-0.8444289569832159, z=0.08575516332211192, w=-0.03222685141215309)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.024444444444444446, z=0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=-0.17)>	COMP<165>
