[1740779753.0304396]	Q_Header<(2621443, 56804, 257, 173, 250, 8, 58, 0, 82)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 199, 253, 192, 117, 30, 156, 253, 253, 108, 250, 253, 253, 253, 253, 253, 184, 253, 203, 253, 245, 147, 168, 139, 57, 58, 99, 180, 121, 87, 103, 81, 163, 150, 253, 189, 216, 253, 253, 144, 217, 253, 147, 65, 70, 0, 58, 0, 13, 150, 253, 253, 253, 253, 123, 118, 110, 162, 66, 0, 16, 74, 50, 208, 240, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 176, 253, 253, 235, 253, 104, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8086907573100134, y=-0.5801211809986171, z=0.03460586108639831, w=0.09100059767164)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=0.03666666666666667, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=-0.05, z=-0.1)>	COMP<156>
[1740779753.520303]	Q_Header<(2621443, 56853, 257, 173, 250, 8, 58, 49, 46)>	Q_Data<(0, 0, 72, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 9, 72, 79, 125, 63, 29, 33, 44, 0, 0, 0, 0, 29, 83, 46, 155, 253, 253, 229, 105, 206, 191, 253, 253, 176, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 97, 62, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8142048668849763, y=-0.5734223931322603, z=0.028991552606474045, w=0.08612016995312606)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06555555555555556, y=-0.0022222222222222222, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.12, z=0.05)>	COMP<159>
[1740779753.5304396]	Q_Header<(2621443, 56854, 257, 173, 250, 8, 58, 50, 45)>	Q_Data<(0, 0, 69, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 17, 0, 21, 62, 111, 205, 112, 56, 28, 45, 0, 38, 39, 0, 88, 134, 163, 253, 253, 253, 253, 193, 253, 253, 253, 253, 167, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 45, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8142048668849763, y=-0.5734223931322603, z=0.028991552606474045, w=0.08612016995312606)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06555555555555556, y=-0.0022222222222222222, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.12, z=0.05)>	COMP<159>
[1740779753.5405397]	Q_Header<(2621443, 56855, 257, 173, 250, 8, 58, 51, 46)>	Q_Data<(0, 0, 53, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 37, 0, 60, 113, 204, 240, 124, 49, 34, 51, 40, 35, 23, 58, 145, 200, 253, 253, 253, 253, 253, 253, 246, 253, 209, 244, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 166, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8142048668849763, y=-0.5734223931322603, z=0.028991552606474045, w=0.08612016995312606)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06555555555555556, y=-0.0022222222222222222, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.12, z=0.05)>	COMP<159>
[1740779753.5503426]	Q_Header<(2621443, 56856, 257, 173, 250, 8, 58, 52, 51)>	Q_Data<(0, 0, 52, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 41, 22, 98, 215, 253, 153, 115, 85, 47, 43, 48, 45, 54, 91, 172, 218, 253, 253, 253, 184, 201, 253, 210, 253, 101, 134, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 100, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 175, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8143474154909294, y=-0.5730095590337915, z=0.02984679104894802, w=0.08722099061134299)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07444444444444444, y=0.0044444444444444444, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.11, z=-0.03)>	COMP<159>
[1740779753.5603971]	Q_Header<(2621443, 56857, 257, 173, 250, 8, 58, 53, 49)>	Q_Data<(0, 0, 58, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 19, 45, 124, 253, 237, 253, 253, 145, 67, 80, 103, 135, 149, 94, 133, 198, 253, 253, 172, 253, 253, 253, 180, 194, 76, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 134, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8143474154909294, y=-0.5730095590337915, z=0.02984679104894802, w=0.08722099061134299)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07444444444444444, y=0.0044444444444444444, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.11, z=-0.03)>	COMP<159>
[1740779753.5704014]	Q_Header<(2621443, 56858, 257, 173, 250, 8, 58, 54, 53)>	Q_Data<(0, 0, 35, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 31, 61, 112, 253, 184, 253, 253, 165, 64, 128, 182, 228, 250, 122, 117, 253, 253, 253, 233, 252, 227, 198, 122, 79, 33, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 43, 53, 0, 0, 0, 0, 59, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8143474154909294, y=-0.5730095590337915, z=0.02984679104894802, w=0.08722099061134299)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07444444444444444, y=0.0044444444444444444, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.11, z=-0.03)>	COMP<159>
[1740779753.580377]	Q_Header<(2621443, 56859, 257, 173, 250, 8, 58, 55, 39)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 73, 80, 66, 200, 212, 253, 253, 138, 54, 160, 253, 253, 253, 120, 191, 253, 253, 253, 253, 235, 150, 118, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.814477489710108, y=-0.5726489664613484, z=0.03051849107127203, w=0.08813740221383363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08, y=0.005555555555555556, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.12, z=0.09)>	COMP<149>
[1740779753.590295]	Q_Header<(2621443, 56860, 257, 173, 250, 8, 58, 56, 34)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 102, 144, 94, 108, 231, 253, 253, 138, 144, 113, 243, 253, 253, 81, 180, 253, 253, 253, 202, 217, 98, 37, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.814477489710108, y=-0.5726489664613484, z=0.03051849107127203, w=0.08813740221383363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08, y=0.005555555555555556, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.12, z=0.09)>	COMP<149>
[1740779753.600313]	Q_Header<(2621443, 56861, 257, 173, 250, 8, 58, 57, 33)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 141, 191, 168, 165, 248, 253, 253, 210, 231, 88, 253, 253, 253, 105, 134, 253, 253, 225, 104, 157, 80, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.814477489710108, y=-0.5726489664613484, z=0.03051849107127203, w=0.08813740221383363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08, y=0.005555555555555556, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.12, z=0.09)>	COMP<149>
[1740779753.6103265]	Q_Header<(2621443, 56862, 257, 173, 250, 8, 58, 58, 31)>	Q_Data<(0, 0, 23, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 172, 194, 216, 235, 253, 253, 253, 253, 253, 167, 253, 173, 122, 217, 49, 231, 172, 145, 42, 88, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8146509509538814, y=-0.5722149295866216, z=0.03118952842866812, w=0.0891129383676232)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07888888888888888, y=0.01, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.11, z=0.09)>	COMP<149>
[1740779753.620292]	Q_Header<(2621443, 56863, 257, 173, 250, 8, 58, 59, 30)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 240, 200, 183, 229, 253, 253, 253, 253, 253, 224, 253, 253, 253, 253, 143, 125, 73, 75, 44, 23, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8146509509538814, y=-0.5722149295866216, z=0.03118952842866812, w=0.0891129383676232)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07888888888888888, y=0.01, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.11, z=0.09)>	COMP<149>
[1740779753.6302533]	Q_Header<(2621443, 56864, 257, 173, 250, 8, 58, 60, 30)>	Q_Data<(0, 0, 70, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 217, 253, 233, 253, 111, 250, 253, 253, 253, 253, 200, 253, 253, 253, 253, 229, 56, 135, 126, 71, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8146509509538814, y=-0.5722149295866216, z=0.03118952842866812, w=0.0891129383676232)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07888888888888888, y=0.01, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.11, z=0.09)>	COMP<149>
[1740779753.6418688]	Q_Header<(2621443, 56865, 257, 173, 250, 8, 58, 61, 31)>	Q_Data<(0, 0, 67, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 253, 253, 209, 253, 209, 174, 253, 253, 253, 239, 136, 253, 253, 253, 253, 253, 152, 172, 147, 61, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8149614666557546, y=-0.571547271851744, z=0.031800099170734585, w=0.09033425484200995)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06444444444444444, y=0.015555555555555555, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.09, z=0.0)>	COMP<149>
[1740779753.6513288]	Q_Header<(2621443, 56866, 257, 173, 250, 8, 58, 62, 32)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 253, 253, 195, 253, 253, 128, 217, 253, 153, 189, 61, 161, 253, 253, 253, 248, 161, 158, 122, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8149614666557546, y=-0.571547271851744, z=0.031800099170734585, w=0.09033425484200995)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06444444444444444, y=0.015555555555555555, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.09, z=0.0)>	COMP<149>
[1740779753.662285]	Q_Header<(2621443, 56867, 257, 173, 250, 8, 58, 63, 33)>	Q_Data<(0, 0, 63, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 253, 253, 112, 253, 253, 229, 253, 253, 198, 148, 89, 159, 253, 253, 253, 213, 139, 96, 78, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8149614666557546, y=-0.571547271851744, z=0.031800099170734585, w=0.09033425484200995)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06444444444444444, y=0.015555555555555555, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.09, z=0.0)>	COMP<149>
[1740779753.6702733]	Q_Header<(2621443, 56868, 257, 173, 250, 8, 58, 64, 35)>	Q_Data<(0, 0, 56, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 253, 253, 246, 148, 253, 245, 253, 253, 229, 136, 90, 152, 241, 253, 241, 147, 84, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8149614666557546, y=-0.571547271851744, z=0.031800099170734585, w=0.09033425484200995)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06444444444444444, y=0.015555555555555555, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.09, z=0.0)>	COMP<149>
[1740779753.6803577]	Q_Header<(2621443, 56869, 257, 173, 250, 8, 58, 65, 29)>	Q_Data<(0, 0, 54, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 231, 253, 253, 244, 249, 188, 253, 253, 177, 91, 58, 91, 164, 239, 177, 76, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8152973878965661, y=-0.5709156884551938, z=0.0321040893871533, w=0.09118537936199055)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.051111111111111114, y=0.01888888888888889, z=0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=-0.1, z=0.06)>	COMP<149>
