[1740780113.003028]	Q_Header<(2621443, 27268, 257, 173, 250, 8, 58, 0, 58)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 198, 253, 253, 253, 253, 150, 253, 232, 76, 40, 68, 68, 212, 250, 124, 22, 63, 141, 179, 215, 253, 253, 190, 253, 227, 71, 0, 36, 0, 26, 0, 82, 67, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 24, 70, 66, 0, 91, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.40203385726285923, y=-0.9108779847868395, z=0.09100235026247505, w=-0.019714124168195468)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=0.025555555555555557, z=0.13777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.09, z=0.0)>	COMP<135>
[1740780113.475289]	Q_Header<(2621443, 27315, 257, 173, 250, 8, 58, 47, 49)>	Q_Data<(0, 0, 72, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 29, 11, 0, 22, 0, 28, 11, 0, 0, 16, 33, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 253, 253, 253, 253, 253, 172, 253, 253, 161, 253, 253, 253, 253, 168, 244, 253, 130, 129, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3701701846026652, y=-0.9237470311560326, z=0.09704379118190233, w=-0.015746728380459624)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.012222222222222223, z=0.15555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.05, z=-0.06)>	COMP<132>
[1740780113.4832883]	Q_Header<(2621443, 27316, 257, 173, 250, 8, 58, 48, 46)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 12, 7, 30, 0, 18, 17, 0, 39, 35, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 224, 253, 135, 221, 156, 253, 253, 38, 160, 170, 253, 253, 253, 253, 253, 86, 0, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3701701846026652, y=-0.9237470311560326, z=0.09704379118190233, w=-0.015746728380459624)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.012222222222222223, z=0.15555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.05, z=-0.06)>	COMP<132>
[1740780113.493366]	Q_Header<(2621443, 27317, 257, 173, 250, 8, 58, 49, 54)>	Q_Data<(0, 0, 75, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 17, 23, 27, 34, 13, 26, 5, 8, 38, 31, 36, 17, 0, 31, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 131, 0, 116, 120, 253, 213, 0, 194, 160, 253, 0, 253, 253, 253, 185, 216, 253, 253, 206, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3701701846026652, y=-0.9237470311560326, z=0.09704379118190233, w=-0.015746728380459624)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.012222222222222223, z=0.15555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.05, z=-0.06)>	COMP<132>
[1740780113.5043886]	Q_Header<(2621443, 27318, 257, 173, 250, 8, 58, 50, 52)>	Q_Data<(0, 0, 59, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 14, 19, 24, 36, 32, 16, 29, 0, 0, 45, 12, 51, 30, 8, 41, 14, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 137, 0, 0, 122, 105, 217, 251, 253, 253, 253, 253, 253, 220, 226, 209, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3701701846026652, y=-0.9237470311560326, z=0.09704379118190233, w=-0.015746728380459624)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.012222222222222223, z=0.15555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.05, z=-0.06)>	COMP<132>
[1740780113.514656]	Q_Header<(2621443, 27319, 257, 173, 250, 8, 58, 51, 44)>	Q_Data<(0, 0, 52, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20, 22, 30, 39, 20, 20, 25, 12, 8, 60, 9, 51, 31, 32, 48, 43, 25, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 248, 253, 253, 253, 253, 253, 253, 253, 253, 244, 146, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3680313737620766, y=-0.9245949056586565, z=0.0971041319494965, w=-0.015746615991810244)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.013333333333333334, z=0.15777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.03, z=0.05)>	COMP<131>
[1740780113.5229325]	Q_Header<(2621443, 27320, 257, 173, 250, 8, 58, 52, 54)>	Q_Data<(0, 0, 58, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 25, 29, 31, 0, 16, 31, 16, 28, 61, 0, 40, 12, 32, 44, 45, 33, 0, 0, 0, 13, 0, 0, 45, 39, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 191, 253, 253, 253, 253, 253, 253, 253, 253, 253, 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3680313737620766, y=-0.9245949056586565, z=0.0971041319494965, w=-0.015746615991810244)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.013333333333333334, z=0.15777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.03, z=0.05)>	COMP<131>
[1740780113.533774]	Q_Header<(2621443, 27321, 257, 173, 250, 8, 58, 53, 52)>	Q_Data<(0, 0, 61, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 28, 15, 20, 0, 22, 21, 16, 40, 55, 0, 0, 0, 31, 31, 31, 5, 0, 11, 38, 10, 0, 0, 55, 98, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 205, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3680313737620766, y=-0.9245949056586565, z=0.0971041319494965, w=-0.015746615991810244)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.013333333333333334, z=0.15777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.03, z=0.05)>	COMP<131>
[1740780113.543209]	Q_Header<(2621443, 27322, 257, 173, 250, 8, 58, 54, 62)>	Q_Data<(0, 0, 28, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24, 24, 0, 17, 0, 25, 14, 14, 37, 52, 27, 20, 0, 28, 0, 18, 12, 0, 51, 72, 19, 22, 36, 155, 221, 117, 0, 0, 21, 0, 0, 0, 0, 0, 54, 34, 0, 52, 94, 54, 0, 0, 94, 111, 124, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36517497026614437, y=-0.925724347990408, z=0.09710736715584752, w=-0.015869211477385514)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.01, z=0.15777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.03, z=0.09)>	COMP<129>
[1740780113.5564046]	Q_Header<(2621443, 27323, 257, 173, 250, 8, 58, 55, 67)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 20, 0, 4, 4, 14, 0, 0, 9, 33, 33, 30, 0, 9, 7, 45, 34, 0, 66, 89, 0, 50, 80, 221, 253, 183, 0, 14, 60, 0, 0, 27, 0, 33, 101, 72, 152, 168, 192, 153, 14, 134, 205, 202, 212, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 253, 253, 253, 253, 238, 176, 193, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36517497026614437, y=-0.925724347990408, z=0.09710736715584752, w=-0.015869211477385514)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.01, z=0.15777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.03, z=0.09)>	COMP<129>
[1740780113.5634499]	Q_Header<(2621443, 27324, 257, 173, 250, 8, 58, 56, 62)>	Q_Data<(0, 0, 4, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 11, 9, 0, 0, 0, 0, 0, 0, 0, 30, 21, 0, 0, 40, 79, 58, 0, 73, 73, 85, 70, 89, 253, 253, 200, 44, 0, 41, 41, 41, 33, 0, 80, 119, 100, 253, 250, 253, 238, 107, 203, 253, 242, 229, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 253, 253, 253, 253, 139, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36517497026614437, y=-0.925724347990408, z=0.09710736715584752, w=-0.015869211477385514)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.01, z=0.15777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.03, z=0.09)>	COMP<129>
[1740780113.5742497]	Q_Header<(2621443, 27325, 257, 173, 250, 8, 58, 57, 64)>	Q_Data<(0, 0, 27, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 0, 0, 0, 9, 0, 0, 0, 0, 0, 15, 0, 10, 6, 53, 83, 55, 29, 173, 234, 184, 144, 84, 247, 253, 241, 53, 27, 57, 58, 134, 85, 0, 128, 211, 253, 253, 245, 253, 251, 146, 228, 253, 222, 185, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189, 253, 188, 155, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36303810340676945, y=-0.9265772440850987, z=0.09698512883546682, w=-0.01586918407628784)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.011111111111111112, z=0.15666666666666668)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.01, z=-0.03)>	COMP<129>
[1740780113.5865335]	Q_Header<(2621443, 27326, 257, 173, 250, 8, 58, 58, 61)>	Q_Data<(0, 0, 56, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 0, 13, 0, 0, 0, 0, 0, 0, 24, 30, 0, 0, 19, 46, 42, 23, 118, 253, 253, 253, 176, 191, 191, 253, 253, 88, 80, 125, 123, 248, 165, 74, 169, 253, 253, 253, 212, 229, 215, 136, 201, 210, 164, 93, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 171, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36303810340676945, y=-0.9265772440850987, z=0.09698512883546682, w=-0.01586918407628784)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.011111111111111112, z=0.15666666666666668)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.01, z=-0.03)>	COMP<129>
[1740780113.5931082]	Q_Header<(2621443, 27327, 257, 173, 250, 8, 58, 59, 55)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 15, 12, 0, 14, 0, 0, 18, 24, 30, 0, 0, 12, 86, 188, 158, 204, 253, 253, 246, 127, 198, 50, 253, 253, 170, 166, 202, 244, 253, 221, 155, 180, 253, 253, 253, 253, 171, 186, 111, 125, 140, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36303810340676945, y=-0.9265772440850987, z=0.09698512883546682, w=-0.01586918407628784)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.011111111111111112, z=0.15666666666666668)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.01, z=-0.03)>	COMP<129>
[1740780113.6068573]	Q_Header<(2621443, 27328, 257, 173, 250, 8, 58, 60, 48)>	Q_Data<(0, 0, 70, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 12, 31, 63, 40, 53, 56, 234, 253, 253, 253, 253, 253, 210, 253, 118, 195, 253, 253, 231, 215, 252, 253, 253, 156, 121, 158, 253, 253, 253, 208, 55, 132, 78, 48, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36095454472605604, y=-0.9274102649835004, z=0.09679978152443774, w=-0.01586881664335045)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.011111111111111112, z=0.15555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.0, z=0.02)>	COMP<129>
[1740780113.6218784]	Q_Header<(2621443, 27329, 257, 173, 250, 8, 58, 61, 50)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 15, 0, 23, 0, 0, 0, 0, 0, 40, 79, 67, 91, 145, 253, 253, 253, 253, 236, 253, 253, 253, 222, 253, 253, 253, 191, 210, 253, 253, 192, 253, 182, 131, 253, 253, 188, 120, 0, 47, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36095454472605604, y=-0.9274102649835004, z=0.09679978152443774, w=-0.01586881664335045)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.011111111111111112, z=0.15555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.0, z=0.02)>	COMP<129>
[1740780113.6245198]	Q_Header<(2621443, 27330, 257, 173, 250, 8, 58, 62, 47)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 20, 20, 22, 34, 0, 0, 8, 15, 36, 68, 71, 80, 149, 253, 253, 253, 253, 249, 158, 253, 248, 253, 253, 253, 253, 135, 147, 152, 253, 253, 232, 253, 252, 135, 132, 143, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36095454472605604, y=-0.9274102649835004, z=0.09679978152443774, w=-0.01586881664335045)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.011111111111111112, z=0.15555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.0, z=0.02)>	COMP<129>
[1740780113.6334527]	Q_Header<(2621443, 27331, 257, 173, 250, 8, 58, 63, 45)>	Q_Data<(0, 0, 66, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 7, 24, 28, 0, 0, 0, 27, 55, 117, 143, 183, 253, 253, 253, 253, 253, 230, 204, 232, 193, 253, 253, 253, 253, 155, 165, 89, 228, 253, 253, 253, 227, 107, 44, 72, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.36095454472605604, y=-0.9274102649835004, z=0.09679978152443774, w=-0.01586881664335045)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.011111111111111112, z=0.15555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.0, z=0.02)>	COMP<129>
