[1740780105.5029426]	Q_Header<(2621443, 26518, 257, 173, 250, 8, 58, 0, 61)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 235, 253, 253, 253, 253, 253, 253, 119, 253, 253, 196, 149, 102, 253, 253, 185, 71, 103, 52, 52, 53, 32, 63, 83, 79, 120, 144, 79, 133, 41, 22, 77, 237, 168, 253, 173, 193, 73, 48, 0, 19, 0, 0, 0, 42, 91, 0, 0, 0, 0, 0, 0, 52, 34, 46, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4702108482033467, y=-0.8779222274866223, z=0.0861198736779494, w=-0.02716041373967929)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.04555555555555556, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.15, z=-0.25)>	COMP<145>
[1740780106.1029706]	Q_Header<(2621443, 26578, 257, 173, 250, 8, 58, 60, 48)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11, 10, 11, 0, 19, 0, 35, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 18, 96, 62, 147, 236, 89, 0, 112, 253, 253, 204, 253, 253, 224, 189, 61, 237, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47920321777601355, y=-0.873259513020179, z=0.0833158059182599, w=-0.028992679715145388)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.008888888888888889, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.18, z=-0.26)>	COMP<146>
[1740780106.1153219]	Q_Header<(2621443, 26579, 257, 173, 250, 8, 58, 61, 41)>	Q_Data<(0, 0, 69, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 17, 18, 0, 10, 14, 25, 0, 22, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 14, 192, 253, 189, 253, 253, 253, 253, 253, 253, 253, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47998744862015824, y=-0.8728154266617832, z=0.08349730794918317, w=-0.028870048728043596)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.005555555555555556, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.15, z=-0.38)>	COMP<146>
[1740780106.129627]	Q_Header<(2621443, 26580, 257, 173, 250, 8, 58, 62, 44)>	Q_Data<(0, 0, 58, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 10, 0, 0, 0, 10, 37, 13, 0, 0, 6, 25, 19, 19, 16, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 85, 200, 207, 253, 253, 253, 253, 253, 253, 253, 253, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47998744862015824, y=-0.8728154266617832, z=0.08349730794918317, w=-0.028870048728043596)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.005555555555555556, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.15, z=-0.38)>	COMP<146>
[1740780106.1338334]	Q_Header<(2621443, 26581, 257, 173, 250, 8, 58, 63, 43)>	Q_Data<(0, 0, 49, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 12, 20, 0, 0, 0, 11, 16, 35, 27, 16, 0, 9, 15, 29, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 125, 202, 226, 253, 253, 253, 253, 253, 253, 253, 99, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.47998744862015824, y=-0.8728154266617832, z=0.08349730794918317, w=-0.028870048728043596)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.005555555555555556, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.15, z=-0.38)>	COMP<146>
[1740780106.1429627]	Q_Header<(2621443, 26582, 257, 173, 250, 8, 58, 64, 52)>	Q_Data<(0, 0, 42, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 19, 29, 0, 12, 0, 21, 0, 21, 27, 30, 20, 16, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 82, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 253, 253, 253, 253, 253, 253, 253, 180, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48046068050418966, y=-0.8725439390863688, z=0.08373882795372818, w=-0.028502939252471618)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.02, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.14, z=-0.33)>	COMP<149>
[1740780106.152958]	Q_Header<(2621443, 26583, 257, 173, 250, 8, 58, 65, 58)>	Q_Data<(0, 0, 21, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 25, 27, 0, 11, 0, 15, 14, 14, 27, 22, 24, 24, 18, 33, 13, 0, 0, 0, 0, 0, 0, 0, 24, 130, 162, 58, 43, 0, 0, 0, 0, 0, 0, 0, 24, 21, 20, 31, 46, 0, 0, 66, 50, 35, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 125, 253, 253, 253, 253, 253, 253, 253, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48046068050418966, y=-0.8725439390863688, z=0.08373882795372818, w=-0.028502939252471618)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.02, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.14, z=-0.33)>	COMP<149>
[1740780106.163609]	Q_Header<(2621443, 26584, 257, 173, 250, 8, 58, 66, 64)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 24, 31, 23, 28, 0, 19, 19, 6, 22, 0, 0, 35, 0, 32, 26, 14, 0, 0, 0, 0, 11, 6, 87, 203, 241, 109, 50, 0, 34, 32, 0, 0, 27, 0, 0, 23, 129, 163, 156, 86, 83, 165, 150, 142, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 253, 253, 253, 253, 253, 253, 205, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48046068050418966, y=-0.8725439390863688, z=0.08373882795372818, w=-0.028502939252471618)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.02, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.14, z=-0.33)>	COMP<149>
[1740780106.173665]	Q_Header<(2621443, 26585, 257, 173, 250, 8, 58, 67, 64)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 25, 29, 30, 35, 0, 0, 14, 25, 23, 30, 0, 26, 0, 21, 16, 0, 0, 23, 49, 38, 20, 29, 149, 253, 215, 59, 23, 39, 55, 24, 0, 0, 9, 94, 96, 127, 243, 253, 253, 143, 115, 233, 226, 208, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 253, 253, 253, 253, 253, 253, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48094937547920275, y=-0.8722395336260516, z=0.08422717489356596, w=-0.028136759149227468)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.035555555555555556, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.12, z=-0.3)>	COMP<145>
[1740780106.1830525]	Q_Header<(2621443, 26586, 257, 173, 250, 8, 58, 68, 74)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 17, 23, 26, 31, 0, 0, 10, 37, 39, 21, 0, 35, 0, 22, 19, 33, 53, 70, 50, 24, 62, 91, 184, 253, 253, 188, 91, 32, 40, 18, 116, 95, 89, 180, 209, 226, 253, 253, 253, 161, 110, 245, 242, 230, 215, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 253, 253, 228, 224, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48094937547920275, y=-0.8722395336260516, z=0.08422717489356596, w=-0.028136759149227468)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.035555555555555556, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.12, z=-0.3)>	COMP<145>
[1740780106.1929536]	Q_Header<(2621443, 26587, 257, 173, 250, 8, 58, 69, 64)>	Q_Data<(0, 0, 59, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 14, 12, 7, 0, 39, 41, 0, 30, 31, 0, 45, 42, 42, 96, 123, 120, 104, 61, 149, 196, 253, 253, 253, 167, 33, 139, 104, 252, 189, 120, 220, 253, 253, 253, 247, 253, 156, 119, 195, 209, 204, 153, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 251, 203, 167, 127, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48094937547920275, y=-0.8722395336260516, z=0.08422717489356596, w=-0.028136759149227468)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.035555555555555556, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.12, z=-0.3)>	COMP<145>
[1740780106.203019]	Q_Header<(2621443, 26588, 257, 173, 250, 8, 58, 70, 60)>	Q_Data<(0, 0, 60, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 22, 11, 0, 14, 23, 25, 9, 25, 6, 24, 0, 0, 64, 79, 84, 63, 110, 253, 215, 126, 157, 188, 253, 253, 253, 190, 157, 253, 237, 253, 253, 104, 184, 253, 253, 253, 104, 205, 183, 132, 105, 183, 133, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48094937547920275, y=-0.8722395336260516, z=0.08422717489356596, w=-0.028136759149227468)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.035555555555555556, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.12, z=-0.3)>	COMP<145>
[1740780106.212978]	Q_Header<(2621443, 26589, 257, 173, 250, 8, 58, 71, 55)>	Q_Data<(0, 0, 37, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 27, 0, 0, 18, 16, 25, 0, 0, 0, 5, 38, 40, 99, 148, 121, 198, 189, 253, 253, 137, 162, 187, 143, 253, 253, 183, 247, 253, 253, 253, 241, 60, 42, 253, 253, 253, 32, 177, 157, 101, 57, 139, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48151994755505373, y=-0.871850796156216, z=0.08520748469854925, w=-0.027466596070449257)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.04555555555555556, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.1, z=-0.29)>	COMP<145>
[1740780106.2229948]	Q_Header<(2621443, 26590, 257, 173, 250, 8, 58, 72, 57)>	Q_Data<(0, 0, 53, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 25, 0, 16, 13, 14, 15, 0, 8, 27, 52, 50, 79, 168, 200, 226, 253, 253, 253, 253, 187, 193, 204, 253, 253, 253, 181, 253, 253, 253, 253, 150, 91, 119, 215, 253, 253, 40, 114, 73, 39, 42, 57, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48151994755505373, y=-0.871850796156216, z=0.08520748469854925, w=-0.027466596070449257)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.04555555555555556, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.1, z=-0.29)>	COMP<145>
[1740780106.2328672]	Q_Header<(2621443, 26591, 257, 173, 250, 8, 58, 73, 45)>	Q_Data<(0, 0, 70, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 17, 16, 21, 6, 15, 20, 0, 29, 33, 73, 96, 83, 253, 125, 253, 253, 253, 253, 253, 253, 242, 253, 253, 253, 253, 179, 253, 253, 253, 253, 89, 111, 113, 103, 211, 147, 13, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48151994755505373, y=-0.871850796156216, z=0.08520748469854925, w=-0.027466596070449257)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.04555555555555556, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.1, z=-0.29)>	COMP<145>
[1740780106.2430058]	Q_Header<(2621443, 26592, 257, 173, 250, 8, 58, 74, 51)>	Q_Data<(0, 0, 58, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 24, 10, 15, 20, 0, 19, 12, 38, 34, 89, 144, 227, 163, 253, 252, 235, 253, 253, 99, 253, 253, 253, 253, 253, 201, 221, 140, 173, 253, 253, 253, 125, 95, 47, 61, 127, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4819166573812876, y=-0.8715514016470095, z=0.08617861198358386, w=-0.026976591003359817)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03888888888888889, y=0.05333333333333334, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.08, z=-0.12)>	COMP<146>
[1740780106.252911]	Q_Header<(2621443, 26593, 257, 173, 250, 8, 58, 75, 49)>	Q_Data<(0, 0, 45, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 20, 18, 0, 8, 0, 21, 11, 49, 67, 150, 236, 253, 253, 253, 253, 148, 253, 253, 193, 224, 253, 253, 253, 209, 116, 151, 108, 91, 253, 253, 253, 94, 59, 67, 0, 76, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4819166573812876, y=-0.8715514016470095, z=0.08617861198358386, w=-0.026976591003359817)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03888888888888889, y=0.05333333333333334, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.08, z=-0.12)>	COMP<146>
[1740780106.2628884]	Q_Header<(2621443, 26594, 257, 173, 250, 8, 58, 76, 48)>	Q_Data<(0, 0, 72, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 24, 11, 0, 0, 20, 34, 24, 85, 129, 205, 253, 253, 253, 182, 147, 253, 253, 253, 145, 174, 213, 253, 253, 126, 86, 83, 77, 79, 253, 253, 247, 146, 79, 32, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4819166573812876, y=-0.8715514016470095, z=0.08617861198358386, w=-0.026976591003359817)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03888888888888889, y=0.05333333333333334, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.08, z=-0.12)>	COMP<146>
