[1740780048.0025063]	Q_Header<(2621443, 20768, 257, 173, 250, 8, 58, 0, 51)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 253, 253, 253, 253, 253, 250, 220, 112, 170, 141, 147, 142, 188, 160, 136, 93, 26, 80, 151, 154, 188, 179, 191, 253, 253, 253, 253, 171, 197, 143, 41, 0, 96, 253, 253, 191, 64, 25, 0, 0, 0, 0, 0, 0, 36, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.40027638700713436, y=-0.9116999683936514, z=0.0905169078883166, w=-0.019714741232586826)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.028888888888888888, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.13, z=-0.09)>	COMP<181>
[1740780048.6324964]	Q_Header<(2621443, 20831, 257, 173, 250, 8, 58, 63, 63)>	Q_Data<(0, 0, 68, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 30, 0, 0, 0, 0, 0, 0, 22, 31, 31, 0, 0, 21, 51, 65, 97, 99, 100, 133, 95, 113, 229, 253, 253, 253, 126, 52, 68, 76, 41, 0, 88, 145, 250, 253, 148, 98, 217, 193, 116, 137, 187, 76, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 253, 253, 253, 253, 253, 157, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3906366093078929, y=-0.9157987009461914, z=0.09143338136612868, w=-0.018860423793146702)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0033333333333333335, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.06, z=-0.03)>	COMP<181>
[1740780048.6440456]	Q_Header<(2621443, 20832, 257, 173, 250, 8, 58, 64, 64)>	Q_Data<(0, 0, 57, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 32, 15, 0, 0, 0, 4, 19, 30, 0, 6, 0, 0, 19, 34, 87, 155, 171, 231, 253, 213, 118, 229, 253, 253, 253, 149, 155, 218, 144, 63, 21, 121, 192, 253, 253, 232, 37, 163, 214, 165, 224, 250, 132, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 253, 253, 200, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39013499215489217, y=-0.916011571067056, z=0.09143025942553637, w=-0.01892081470087869)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0011111111111111111, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.07, z=0.0)>	COMP<183>
[1740780048.6531837]	Q_Header<(2621443, 20833, 257, 173, 250, 8, 58, 65, 60)>	Q_Data<(0, 0, 52, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 27, 15, 0, 0, 0, 0, 12, 19, 20, 9, 15, 17, 0, 49, 168, 253, 253, 253, 253, 253, 114, 209, 253, 253, 253, 117, 253, 253, 253, 195, 75, 150, 235, 253, 253, 253, 96, 112, 171, 162, 243, 245, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 253, 253, 53, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39013499215489217, y=-0.916011571067056, z=0.09143025942553637, w=-0.01892081470087869)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0011111111111111111, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.07, z=0.0)>	COMP<183>
[1740780048.6626432]	Q_Header<(2621443, 20834, 257, 173, 250, 8, 58, 66, 59)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 12, 15, 14, 0, 0, 0, 11, 11, 26, 13, 45, 4, 30, 135, 229, 253, 253, 253, 253, 164, 193, 253, 253, 253, 244, 150, 253, 253, 253, 253, 142, 202, 253, 253, 253, 212, 137, 76, 69, 101, 188, 179, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 244, 199, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39013499215489217, y=-0.916011571067056, z=0.09143025942553637, w=-0.01892081470087869)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0011111111111111111, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.07, z=0.0)>	COMP<183>
[1740780048.6725368]	Q_Header<(2621443, 20835, 257, 173, 250, 8, 58, 67, 52)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 25, 13, 17, 0, 12, 26, 57, 73, 111, 72, 76, 229, 194, 253, 253, 253, 253, 176, 225, 253, 253, 253, 253, 182, 253, 253, 253, 253, 253, 220, 253, 253, 219, 152, 113, 0, 37, 28, 126, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39013499215489217, y=-0.916011571067056, z=0.09143025942553637, w=-0.01892081470087869)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0011111111111111111, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.07, z=0.0)>	COMP<183>
[1740780048.683228]	Q_Header<(2621443, 20836, 257, 173, 250, 8, 58, 68, 50)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 18, 31, 19, 0, 38, 89, 113, 176, 166, 185, 253, 186, 253, 253, 253, 253, 166, 97, 253, 253, 253, 253, 135, 253, 253, 253, 253, 253, 202, 202, 253, 178, 81, 47, 0, 7, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3894679407242784, y=-0.9163269384255747, z=0.09112609865246006, w=-0.018859989607240564)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.0077777777777777776, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.08, z=-0.04)>	COMP<185>
[1740780048.6934633]	Q_Header<(2621443, 20837, 257, 173, 250, 8, 58, 69, 55)>	Q_Data<(0, 0, 64, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 27, 22, 29, 26, 78, 102, 203, 202, 229, 228, 253, 207, 253, 253, 253, 171, 251, 190, 253, 253, 253, 60, 192, 216, 253, 253, 253, 176, 130, 88, 93, 0, 22, 0, 0, 3, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3894679407242784, y=-0.9163269384255747, z=0.09112609865246006, w=-0.018859989607240564)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.0077777777777777776, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.08, z=-0.04)>	COMP<185>
[1740780048.7024684]	Q_Header<(2621443, 20838, 257, 173, 250, 8, 58, 70, 51)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 14, 0, 9, 13, 0, 15, 43, 107, 220, 253, 253, 140, 220, 75, 253, 241, 253, 253, 220, 253, 253, 199, 213, 205, 209, 108, 150, 183, 249, 253, 253, 128, 141, 151, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3894679407242784, y=-0.9163269384255747, z=0.09112609865246006, w=-0.018859989607240564)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.0077777777777777776, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.08, z=-0.04)>	COMP<185>
[1740780048.713065]	Q_Header<(2621443, 20839, 257, 173, 250, 8, 58, 71, 45)>	Q_Data<(0, 0, 69, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 11, 0, 0, 26, 27, 48, 67, 167, 253, 253, 253, 253, 253, 182, 242, 253, 253, 250, 146, 253, 253, 197, 125, 102, 113, 91, 204, 253, 136, 105, 195, 58, 118, 121, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38885243313474976, y=-0.9166199718753213, z=0.0908197175489731, w=-0.018798704976534755)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.005555555555555556, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.07, z=-0.15)>	COMP<185>
[1740780048.722834]	Q_Header<(2621443, 20840, 257, 173, 250, 8, 58, 72, 45)>	Q_Data<(0, 0, 61, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 4, 17, 0, 27, 23, 93, 191, 201, 253, 253, 253, 253, 253, 198, 222, 253, 253, 201, 71, 220, 242, 140, 84, 32, 10, 45, 160, 235, 197, 165, 80, 36, 59, 64, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38885243313474976, y=-0.9166199718753213, z=0.0908197175489731, w=-0.018798704976534755)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.005555555555555556, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.07, z=-0.15)>	COMP<185>
[1740780048.732991]	Q_Header<(2621443, 20841, 257, 173, 250, 8, 58, 73, 42)>	Q_Data<(0, 0, 68, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 19, 15, 8, 19, 40, 107, 253, 253, 253, 253, 253, 253, 253, 153, 207, 209, 217, 134, 0, 130, 133, 76, 40, 0, 15, 0, 76, 133, 145, 97, 53, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38885243313474976, y=-0.9166199718753213, z=0.0908197175489731, w=-0.018798704976534755)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.005555555555555556, z=0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.07, z=-0.15)>	COMP<185>
[1740780048.742534]	Q_Header<(2621443, 20842, 257, 173, 250, 8, 58, 74, 37)>	Q_Data<(0, 0, 75, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 21, 16, 2, 0, 76, 112, 253, 253, 253, 253, 253, 94, 196, 75, 164, 154, 135, 90, 0, 58, 71, 16, 0, 0, 0, 0, 0, 72, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.388314128834348, y=-0.9168901042674592, z=0.0903950369072099, w=-0.018799237925334673)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=-0.012222222222222223, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.09, z=-0.09)>	COMP<186>
[1740780048.7525256]	Q_Header<(2621443, 20843, 257, 173, 250, 8, 58, 75, 37)>	Q_Data<(0, 0, 65, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 22, 16, 0, 9, 69, 115, 253, 253, 253, 253, 253, 77, 67, 64, 94, 94, 73, 66, 0, 34, 47, 0, 0, 0, 0, 0, 0, 48, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.388314128834348, y=-0.9168901042674592, z=0.0903950369072099, w=-0.018799237925334673)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=-0.012222222222222223, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.09, z=-0.09)>	COMP<186>
[1740780048.7656105]	Q_Header<(2621443, 20844, 257, 173, 250, 8, 58, 76, 37)>	Q_Data<(0, 0, 74, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 32, 11, 7, 44, 142, 190, 253, 253, 253, 212, 253, 164, 44, 108, 51, 81, 45, 26, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.388314128834348, y=-0.9168901042674592, z=0.0903950369072099, w=-0.018799237925334673)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=-0.012222222222222223, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.09, z=-0.09)>	COMP<186>
[1740780048.7681713]	Q_Header<(2621443, 20845, 257, 173, 250, 8, 58, 77, 30)>	Q_Data<(0, 0, 74, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 32, 0, 0, 83, 223, 253, 253, 253, 253, 253, 253, 201, 21, 124, 100, 94, 52, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.388314128834348, y=-0.9168901042674592, z=0.0903950369072099, w=-0.018799237925334673)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=-0.012222222222222223, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.09, z=-0.09)>	COMP<186>
[1740780048.777572]	Q_Header<(2621443, 20846, 257, 173, 250, 8, 58, 78, 33)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 25, 15, 18, 120, 253, 253, 242, 195, 253, 253, 253, 181, 99, 86, 79, 82, 63, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3875841954918708, y=-0.9172622503703676, z=0.08972421533433858, w=-0.01892143316574487)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.015555555555555555, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.1, z=-0.11)>	COMP<184>
[1740780048.7923877]	Q_Header<(2621443, 20847, 257, 173, 250, 8, 58, 79, 29)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 31, 31, 39, 176, 253, 253, 218, 169, 253, 253, 168, 86, 133, 49, 75, 49, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3875841954918708, y=-0.9172622503703676, z=0.08972421533433858, w=-0.01892143316574487)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.015555555555555555, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.1, z=-0.11)>	COMP<184>
