[1740780033.00492]	Q_Header<(2621443, 19268, 257, 173, 250, 8, 58, 0, 43)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 176, 253, 151, 216, 253, 117, 253, 253, 253, 253, 253, 253, 253, 253, 253, 209, 73, 7, 39, 15, 30, 31, 0, 0, 11, 42, 0, 29, 39, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 60, 63, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22314345018061252, y=-0.9707594570904382, z=0.08850054780139173, w=-0.0008544880477375753)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.021111111111111112, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.14, z=-0.02)>	COMP<186>
[1740780033.516095]	Q_Header<(2621443, 19319, 257, 173, 250, 8, 58, 51, 61)>	Q_Data<(0, 0, 52, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 36, 32, 38, 49, 0, 19, 0, 12, 15, 47, 81, 135, 172, 141, 133, 144, 210, 204, 253, 115, 83, 116, 105, 38, 0, 22, 185, 253, 253, 202, 120, 218, 241, 195, 212, 187, 185, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 100, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22644447000870388, y=-0.9699880100750194, z=0.08838048317320842, w=-0.005920515792680398)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=-0.006666666666666667, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.18, z=0.09)>	COMP<184>
[1740780033.5229778]	Q_Header<(2621443, 19320, 257, 173, 250, 8, 58, 52, 64)>	Q_Data<(0, 0, 54, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 6, 12, 18, 10, 48, 37, 44, 31, 48, 61, 56, 72, 91, 130, 171, 253, 253, 242, 206, 162, 253, 156, 253, 150, 181, 229, 242, 215, 87, 83, 249, 253, 253, 253, 152, 253, 253, 193, 186, 146, 148, 89, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 234, 253, 195, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22644447000870388, y=-0.9699880100750194, z=0.08838048317320842, w=-0.005920515792680398)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=-0.006666666666666667, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.18, z=0.09)>	COMP<184>
[1740780033.536581]	Q_Header<(2621443, 19321, 257, 173, 250, 8, 58, 53, 55)>	Q_Data<(0, 0, 62, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 16, 15, 31, 31, 11, 43, 33, 35, 21, 50, 78, 86, 121, 214, 253, 253, 253, 253, 253, 223, 172, 253, 195, 253, 68, 253, 253, 253, 253, 89, 146, 253, 253, 253, 253, 218, 233, 247, 126, 109, 91, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22644447000870388, y=-0.9699880100750194, z=0.08838048317320842, w=-0.005920515792680398)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=-0.006666666666666667, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.18, z=0.09)>	COMP<184>
[1740780033.5444133]	Q_Header<(2621443, 19322, 257, 173, 250, 8, 58, 54, 48)>	Q_Data<(0, 0, 45, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 17, 17, 27, 20, 22, 32, 34, 0, 72, 59, 40, 137, 147, 253, 253, 253, 253, 253, 253, 146, 192, 253, 152, 253, 123, 253, 253, 253, 253, 220, 154, 253, 253, 253, 253, 182, 152, 159, 36, 11, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22649878756550898, y=-0.969959237938849, z=0.0885609649036792, w=-0.00585930574138746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.0, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.15, z=0.08)>	COMP<185>
[1740780033.5554268]	Q_Header<(2621443, 19323, 257, 173, 250, 8, 58, 55, 49)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 22, 4, 0, 0, 40, 33, 27, 44, 104, 157, 183, 201, 115, 253, 253, 253, 253, 253, 253, 129, 215, 198, 147, 253, 138, 253, 253, 253, 253, 253, 76, 232, 253, 253, 155, 107, 45, 59, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22649878756550898, y=-0.969959237938849, z=0.0885609649036792, w=-0.00585930574138746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.0, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.15, z=0.08)>	COMP<185>
[1740780033.5623622]	Q_Header<(2621443, 19324, 257, 173, 250, 8, 58, 56, 43)>	Q_Data<(0, 0, 21, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 24, 9, 7, 10, 34, 0, 23, 88, 138, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 136, 207, 235, 173, 253, 148, 253, 253, 253, 253, 253, 105, 156, 230, 231, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22649878756550898, y=-0.969959237938849, z=0.0885609649036792, w=-0.00585930574138746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.0, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.15, z=0.08)>	COMP<185>
[1740780033.5734816]	Q_Header<(2621443, 19325, 257, 173, 250, 8, 58, 57, 43)>	Q_Data<(0, 0, 23, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 11, 15, 17, 0, 12, 36, 87, 98, 118, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 202, 252, 253, 187, 233, 163, 220, 231, 253, 253, 253, 186, 112, 199, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22643859370946434, y=-0.9699628386066865, z=0.0886833629810921, w=-0.005737258169458126)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.011111111111111112, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.18, z=0.01)>	COMP<188>
[1740780033.5824194]	Q_Header<(2621443, 19326, 257, 173, 250, 8, 58, 58, 44)>	Q_Data<(0, 0, 43, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 14, 16, 0, 14, 59, 103, 133, 222, 253, 253, 253, 253, 253, 229, 253, 253, 225, 208, 233, 253, 240, 160, 167, 139, 144, 229, 253, 253, 253, 188, 84, 144, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22643859370946434, y=-0.9699628386066865, z=0.0886833629810921, w=-0.005737258169458126)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.011111111111111112, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.18, z=0.01)>	COMP<188>
[1740780033.5923667]	Q_Header<(2621443, 19327, 257, 173, 250, 8, 58, 59, 41)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 7, 7, 28, 104, 127, 253, 253, 253, 253, 253, 253, 253, 206, 236, 253, 119, 159, 207, 234, 173, 105, 99, 84, 91, 250, 253, 161, 253, 122, 38, 59, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22643859370946434, y=-0.9699628386066865, z=0.0886833629810921, w=-0.005737258169458126)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.011111111111111112, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.18, z=0.01)>	COMP<188>
[1740780033.6024003]	Q_Header<(2621443, 19328, 257, 173, 250, 8, 58, 60, 41)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 17, 16, 14, 43, 145, 125, 253, 253, 253, 253, 253, 199, 244, 224, 196, 164, 58, 93, 139, 146, 97, 54, 29, 0, 37, 204, 253, 112, 117, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22643859370946434, y=-0.9699628386066865, z=0.0886833629810921, w=-0.005737258169458126)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.011111111111111112, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.18, z=0.01)>	COMP<188>
[1740780033.635129]	Q_Header<(2621443, 19329, 257, 173, 250, 8, 58, 61, 41)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 25, 10, 5, 0, 44, 145, 228, 253, 253, 253, 253, 242, 154, 187, 177, 205, 73, 0, 9, 69, 69, 0, 0, 0, 8, 11, 129, 183, 101, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22643298946555374, y=-0.9699388325031213, z=0.08898633386543864, w=-0.005309884119542635)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.025555555555555557, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.19, z=-0.07)>	COMP<188>
[1740780033.6365662]	Q_Header<(2621443, 19330, 257, 173, 250, 8, 58, 62, 40)>	Q_Data<(0, 0, 65, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 0, 12, 66, 147, 253, 253, 253, 253, 253, 152, 88, 122, 101, 147, 64, 0, 18, 22, 0, 0, 0, 0, 0, 0, 30, 78, 35, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22643298946555374, y=-0.9699388325031213, z=0.08898633386543864, w=-0.005309884119542635)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.025555555555555557, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.19, z=-0.07)>	COMP<188>
[1740780033.6378596]	Q_Header<(2621443, 19331, 257, 173, 250, 8, 58, 63, 37)>	Q_Data<(0, 0, 57, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 22, 14, 0, 40, 126, 240, 253, 253, 253, 253, 230, 118, 80, 90, 25, 63, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22643298946555374, y=-0.9699388325031213, z=0.08898633386543864, w=-0.005309884119542635)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.025555555555555557, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.19, z=-0.07)>	COMP<188>
[1740780033.645855]	Q_Header<(2621443, 19332, 257, 173, 250, 8, 58, 64, 28)>	Q_Data<(0, 0, 53, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24, 0, 7, 34, 188, 253, 253, 253, 253, 253, 225, 88, 120, 112, 75, 49, 29, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22638405406762221, y=-0.9699296314878902, z=0.08923523511643669, w=-0.004882913002267398)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.02666666666666667, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.17, z=0.0)>	COMP<186>
[1740780033.6570783]	Q_Header<(2621443, 19333, 257, 173, 250, 8, 58, 65, 32)>	Q_Data<(0, 0, 42, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 32, 0, 28, 98, 249, 253, 253, 253, 253, 253, 198, 159, 145, 145, 140, 45, 25, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22638405406762221, y=-0.9699296314878902, z=0.08923523511643669, w=-0.004882913002267398)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.02666666666666667, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.17, z=0.0)>	COMP<186>
[1740780033.6673012]	Q_Header<(2621443, 19334, 257, 173, 250, 8, 58, 66, 25)>	Q_Data<(0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 31, 0, 60, 169, 253, 253, 253, 253, 253, 253, 199, 161, 169, 171, 170, 22, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.22638405406762221, y=-0.9699296314878902, z=0.08923523511643669, w=-0.004882913002267398)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.02666666666666667, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.17, z=0.0)>	COMP<186>
[1740780033.6750567]	Q_Header<(2621443, 19335, 257, 173, 250, 8, 58, 67, 28)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 21, 10, 98, 253, 253, 253, 233, 253, 253, 253, 178, 139, 173, 171, 163, 40, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2263241900693542, y=-0.9699346559849266, z=0.08935777083644406, w=-0.004394644467366101)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.03, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.14, z=-0.08)>	COMP<187>
