[1740780395.4649339]	Q_Header<(2621443, 55518, 257, 173, 250, 8, 58, 0, 29)>	Q_Data<(0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 18, 65, 0, 0, 111, 138, 125, 45, 67, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35253528219696495, y=-0.9307761519223884, z=0.09619037478227437, w=-0.011047244819537855)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=-0.03, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.04, z=0.02)>	COMP<103>
[1740780396.034993]	Q_Header<(2621443, 55575, 257, 173, 250, 8, 58, 57, 33)>	Q_Data<(0, 0, 61, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 27, 28, 0, 149, 253, 253, 253, 253, 253, 253, 253, 253, 131, 148, 140, 82, 85, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34381878231217866, y=-0.9339810060253787, z=0.09674290253236344, w=-0.010437246897813342)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=0.03111111111111111, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.01, z=-0.15)>	COMP<98>
[1740780396.0450478]	Q_Header<(2621443, 55576, 257, 173, 250, 8, 58, 58, 32)>	Q_Data<(0, 0, 59, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26, 26, 44, 58, 218, 253, 253, 253, 253, 253, 133, 202, 224, 51, 86, 83, 43, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34337747892163806, y=-0.9341869343004963, z=0.09637274070694392, w=-0.009948547647391932)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=0.023333333333333334, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.0, z=-0.16)>	COMP<99>
[1740780396.054993]	Q_Header<(2621443, 55577, 257, 173, 250, 8, 58, 59, 29)>	Q_Data<(0, 0, 73, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26, 35, 26, 36, 107, 253, 253, 253, 253, 253, 162, 97, 129, 43, 0, 61, 0, 31, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34337747892163806, y=-0.9341869343004963, z=0.09637274070694392, w=-0.009948547647391932)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=0.023333333333333334, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.0, z=-0.16)>	COMP<99>
[1740780396.064904]	Q_Header<(2621443, 55578, 257, 173, 250, 8, 58, 60, 26)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23, 17, 0, 15, 143, 253, 253, 253, 253, 253, 202, 56, 116, 57, 83, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34337747892163806, y=-0.9341869343004963, z=0.09637274070694392, w=-0.009948547647391932)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=0.023333333333333334, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.0, z=-0.16)>	COMP<99>
[1740780396.0757053]	Q_Header<(2621443, 55579, 257, 173, 250, 8, 58, 61, 25)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 15, 0, 0, 163, 253, 253, 253, 253, 253, 253, 133, 177, 160, 117, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34289036964558867, y=-0.9344342398138061, z=0.09576272516445863, w=-0.009399273215632014)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.014444444444444444, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.01, z=-0.23)>	COMP<99>
[1740780396.086061]	Q_Header<(2621443, 55580, 257, 173, 250, 8, 58, 62, 29)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 26, 0, 2, 173, 253, 253, 253, 237, 253, 253, 165, 233, 228, 134, 51, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34289036964558867, y=-0.9344342398138061, z=0.09576272516445863, w=-0.009399273215632014)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.014444444444444444, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.01, z=-0.23)>	COMP<99>
[1740780396.0951517]	Q_Header<(2621443, 55581, 257, 173, 250, 8, 58, 63, 26)>	Q_Data<(0, 0, 66, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 25, 0, 57, 246, 253, 253, 253, 253, 253, 253, 232, 252, 232, 138, 58, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34289036964558867, y=-0.9344342398138061, z=0.09576272516445863, w=-0.009399273215632014)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.014444444444444444, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.01, z=-0.23)>	COMP<99>
[1740780396.1049309]	Q_Header<(2621443, 55582, 257, 173, 250, 8, 58, 64, 26)>	Q_Data<(0, 0, 57, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 6, 29, 14, 76, 253, 253, 253, 253, 253, 253, 240, 230, 212, 181, 133, 30, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34289036964558867, y=-0.9344342398138061, z=0.09576272516445863, w=-0.009399273215632014)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=0.014444444444444444, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.01, z=-0.23)>	COMP<99>
[1740780396.1150026]	Q_Header<(2621443, 55583, 257, 173, 250, 8, 58, 65, 26)>	Q_Data<(0, 0, 43, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 18, 0, 30, 68, 253, 253, 253, 253, 253, 253, 228, 135, 170, 121, 121, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3426525766547373, y=-0.9345736112820339, z=0.09527621520449679, w=-0.00915530575315472)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=0.006666666666666667, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.01, z=-0.09)>	COMP<101>
[1740780396.1249743]	Q_Header<(2621443, 55584, 257, 173, 250, 8, 58, 66, 24)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 34, 71, 205, 253, 253, 253, 253, 253, 253, 215, 219, 147, 100, 26, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3426525766547373, y=-0.9345736112820339, z=0.09527621520449679, w=-0.00915530575315472)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=0.006666666666666667, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.01, z=-0.09)>	COMP<101>
[1740780396.1350665]	Q_Header<(2621443, 55585, 257, 173, 250, 8, 58, 67, 28)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 26, 106, 215, 253, 253, 253, 253, 168, 243, 253, 215, 171, 56, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3426525766547373, y=-0.9345736112820339, z=0.09527621520449679, w=-0.00915530575315472)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=0.006666666666666667, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.01, z=-0.09)>	COMP<101>
[1740780396.1450262]	Q_Header<(2621443, 55586, 257, 173, 250, 8, 58, 68, 29)>	Q_Data<(0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 26, 0, 37, 174, 253, 253, 253, 253, 253, 253, 253, 170, 156, 151, 9, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3425395839822354, y=-0.9346594172344922, z=0.09485148138068314, w=-0.009033474417207917)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.006666666666666667, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.03, z=-0.1)>	COMP<99>
[1740780396.1550152]	Q_Header<(2621443, 55587, 257, 173, 250, 8, 58, 69, 32)>	Q_Data<(0, 0, 66, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 32, 66, 62, 91, 201, 253, 253, 253, 253, 253, 253, 253, 210, 76, 108, 33, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3425395839822354, y=-0.9346594172344922, z=0.09485148138068314, w=-0.009033474417207917)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.006666666666666667, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.03, z=-0.1)>	COMP<99>
[1740780396.1667256]	Q_Header<(2621443, 55588, 257, 173, 250, 8, 58, 70, 23)>	Q_Data<(0, 0, 66, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 95, 128, 158, 253, 253, 253, 253, 253, 253, 253, 253, 253, 162, 79, 53, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3425395839822354, y=-0.9346594172344922, z=0.09485148138068314, w=-0.009033474417207917)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.006666666666666667, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.03, z=-0.1)>	COMP<99>
[1740780396.1758945]	Q_Header<(2621443, 55589, 257, 173, 250, 8, 58, 71, 28)>	Q_Data<(0, 0, 40, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 123, 177, 213, 253, 177, 253, 253, 253, 253, 182, 253, 253, 214, 78, 41, 49, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3425364268653271, y=-0.9347118390975799, z=0.09436231574016316, w=-0.008850281877311551)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.0, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.04, z=-0.06)>	COMP<99>
[1740780396.1849782]	Q_Header<(2621443, 55590, 257, 173, 250, 8, 58, 72, 30)>	Q_Data<(0, 0, 40, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 57, 139, 219, 252, 253, 253, 218, 253, 253, 253, 217, 253, 253, 241, 91, 48, 57, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3425364268653271, y=-0.9347118390975799, z=0.09436231574016316, w=-0.008850281877311551)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.0, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.04, z=-0.06)>	COMP<99>
[1740780396.1948986]	Q_Header<(2621443, 55591, 257, 173, 250, 8, 58, 73, 24)>	Q_Data<(0, 0, 57, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 42, 144, 253, 253, 253, 253, 253, 253, 253, 253, 207, 253, 253, 221, 88, 48, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3425364268653271, y=-0.9347118390975799, z=0.09436231574016316, w=-0.008850281877311551)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=0.0, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.04, z=-0.06)>	COMP<99>
