[1740780020.5023098]	Q_Header<(2621443, 18018, 257, 173, 250, 8, 58, 0, 54)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 253, 253, 253, 253, 253, 253, 253, 118, 125, 60, 111, 89, 63, 94, 33, 0, 0, 11, 0, 138, 244, 253, 253, 246, 89, 0, 26, 0, 0, 113, 244, 202, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 71, 0, 133, 43, 0, 32, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2980976259622874, y=-0.9502624771922302, z=0.0899664006282579, w=-0.006713910494646112)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.011111111111111112, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.08, z=0.02)>	COMP<192>
[1740780021.0323262]	Q_Header<(2621443, 18071, 257, 173, 250, 8, 58, 53, 60)>	Q_Data<(0, 0, 64, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 12, 30, 42, 42, 33, 0, 38, 0, 19, 18, 24, 26, 0, 0, 9, 12, 0, 0, 0, 59, 34, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 12, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 14, 59, 138, 115, 198, 253, 253, 253, 253, 253, 253, 253, 242, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2971724453263164, y=-0.9502926625037476, z=0.09270999064503485, w=-0.006103356856157659)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.0022222222222222222, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.09, z=-0.17)>	COMP<193>
[1740780021.045002]	Q_Header<(2621443, 18072, 257, 173, 250, 8, 58, 54, 58)>	Q_Data<(0, 0, 36, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 14, 28, 34, 30, 20, 9, 30, 0, 29, 31, 24, 14, 0, 0, 23, 22, 0, 0, 35, 97, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 8, 19, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 95, 250, 253, 253, 253, 253, 253, 253, 253, 57, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2968159319359535, y=-0.9504457520268699, z=0.0922857678567061, w=-0.006042520514427185)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.01, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.08, z=-0.1)>	COMP<193>
[1740780021.0524204]	Q_Header<(2621443, 18073, 257, 173, 250, 8, 58, 55, 63)>	Q_Data<(0, 0, 11, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 13, 11, 26, 20, 0, 18, 38, 22, 0, 41, 42, 9, 0, 31, 9, 27, 55, 39, 0, 63, 164, 151, 39, 14, 32, 0, 0, 0, 0, 0, 0, 44, 50, 24, 0, 0, 36, 0, 39, 42, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 253, 253, 253, 253, 253, 253, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2968159319359535, y=-0.9504457520268699, z=0.0922857678567061, w=-0.006042520514427185)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.01, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.08, z=-0.1)>	COMP<193>
[1740780021.0623555]	Q_Header<(2621443, 18074, 257, 173, 250, 8, 58, 56, 63)>	Q_Data<(0, 0, 19, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 0, 9, 13, 7, 41, 37, 7, 15, 37, 31, 0, 0, 65, 61, 21, 38, 49, 25, 83, 204, 178, 156, 56, 37, 21, 37, 56, 0, 0, 0, 63, 89, 72, 139, 134, 123, 87, 61, 102, 36, 91, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 253, 253, 253, 253, 253, 253, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2968159319359535, y=-0.9504457520268699, z=0.0922857678567061, w=-0.006042520514427185)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.01, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.08, z=-0.1)>	COMP<193>
[1740780021.072372]	Q_Header<(2621443, 18075, 257, 173, 250, 8, 58, 57, 69)>	Q_Data<(0, 0, 18, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 22, 15, 5, 11, 27, 37, 29, 0, 34, 27, 12, 0, 33, 81, 73, 39, 41, 47, 36, 122, 223, 70, 253, 102, 17, 22, 0, 43, 35, 0, 54, 156, 169, 163, 253, 214, 235, 186, 96, 106, 107, 132, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 253, 253, 253, 235, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2968159319359535, y=-0.9504457520268699, z=0.0922857678567061, w=-0.006042520514427185)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.01, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.08, z=-0.1)>	COMP<193>
[1740780021.082466]	Q_Header<(2621443, 18076, 257, 173, 250, 8, 58, 58, 69)>	Q_Data<(0, 0, 33, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 25, 7, 14, 16, 25, 17, 0, 19, 39, 27, 0, 0, 53, 38, 26, 85, 154, 143, 44, 178, 253, 251, 253, 107, 44, 39, 74, 58, 44, 0, 136, 253, 253, 223, 253, 236, 253, 253, 100, 55, 169, 153, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 109, 253, 187, 67, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2964990968367055, y=-0.9505914848150862, z=0.09179387436031394, w=-0.0061643492755264016)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.015555555555555555, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.09, z=-0.12)>	COMP<193>
[1740780021.0925481]	Q_Header<(2621443, 18077, 257, 173, 250, 8, 58, 59, 60)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 22, 7, 11, 0, 0, 0, 4, 24, 20, 41, 26, 23, 72, 144, 163, 164, 253, 219, 0, 224, 253, 253, 253, 133, 102, 143, 91, 212, 101, 66, 194, 253, 253, 252, 253, 213, 253, 253, 85, 0, 187, 137, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2964990968367055, y=-0.9505914848150862, z=0.09179387436031394, w=-0.0061643492755264016)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.015555555555555555, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.09, z=-0.12)>	COMP<193>
[1740780021.1023111]	Q_Header<(2621443, 18078, 257, 173, 250, 8, 58, 60, 54)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 13, 0, 8, 16, 2, 10, 6, 23, 58, 61, 51, 125, 253, 253, 227, 253, 243, 98, 229, 253, 253, 253, 128, 72, 253, 253, 253, 223, 98, 230, 253, 253, 253, 253, 180, 253, 230, 56, 27, 151, 83, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2964990968367055, y=-0.9505914848150862, z=0.09179387436031394, w=-0.0061643492755264016)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.015555555555555555, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.09, z=-0.12)>	COMP<193>
[1740780021.1138809]	Q_Header<(2621443, 18079, 257, 173, 250, 8, 58, 61, 53)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 28, 30, 6, 15, 13, 39, 69, 67, 123, 99, 253, 253, 232, 253, 241, 153, 122, 253, 253, 253, 128, 133, 253, 253, 253, 253, 127, 242, 253, 253, 253, 151, 157, 228, 136, 0, 48, 74, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2961516894636714, y=-0.9507738802093175, z=0.09100621784631781, w=-0.006408888580726605)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.024444444444444446, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.1, z=-0.12)>	COMP<193>
[1740780021.124536]	Q_Header<(2621443, 18080, 257, 173, 250, 8, 58, 62, 49)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 22, 24, 27, 20, 41, 47, 73, 120, 192, 192, 253, 253, 253, 253, 253, 253, 246, 217, 253, 253, 147, 144, 253, 253, 253, 253, 140, 205, 126, 253, 248, 79, 100, 109, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2961516894636714, y=-0.9507738802093175, z=0.09100621784631781, w=-0.006408888580726605)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.024444444444444446, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.1, z=-0.12)>	COMP<193>
[1740780021.1338565]	Q_Header<(2621443, 18081, 257, 173, 250, 8, 58, 63, 42)>	Q_Data<(0, 0, 65, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 16, 22, 29, 0, 21, 28, 64, 105, 223, 202, 253, 253, 253, 253, 253, 253, 253, 253, 253, 173, 161, 210, 200, 162, 253, 163, 253, 253, 79, 130, 29, 135, 116, 42, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2961516894636714, y=-0.9507738802093175, z=0.09100621784631781, w=-0.006408888580726605)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.024444444444444446, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.1, z=-0.12)>	COMP<193>
[1740780021.1447124]	Q_Header<(2621443, 18082, 257, 173, 250, 8, 58, 64, 37)>	Q_Data<(0, 0, 61, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 22, 24, 10, 0, 0, 42, 36, 240, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 249, 125, 176, 222, 142, 253, 253, 253, 253, 163, 64, 95, 39, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29607616107725493, y=-0.950849415259236, z=0.09045245737301418, w=-0.006530643008712899)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.02, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.01)>	COMP<194>
[1740780021.152191]	Q_Header<(2621443, 18083, 257, 173, 250, 8, 58, 65, 44)>	Q_Data<(0, 0, 50, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 19, 16, 17, 23, 64, 87, 90, 253, 253, 253, 253, 253, 253, 253, 253, 201, 212, 253, 253, 219, 138, 145, 191, 119, 192, 253, 253, 253, 207, 45, 70, 75, 49, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29607616107725493, y=-0.950849415259236, z=0.09045245737301418, w=-0.006530643008712899)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.02, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.01)>	COMP<194>
[1740780021.1622627]	Q_Header<(2621443, 18084, 257, 173, 250, 8, 58, 66, 39)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 15, 18, 27, 32, 122, 174, 210, 253, 253, 253, 253, 253, 253, 253, 253, 162, 139, 253, 253, 158, 89, 101, 120, 71, 184, 253, 253, 196, 146, 56, 7, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29607616107725493, y=-0.950849415259236, z=0.09045245737301418, w=-0.006530643008712899)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.02, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.01)>	COMP<194>
[1740780021.1722858]	Q_Header<(2621443, 18085, 257, 173, 250, 8, 58, 67, 41)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18, 2, 6, 26, 55, 168, 253, 253, 253, 253, 253, 253, 241, 253, 253, 253, 124, 98, 203, 165, 99, 40, 46, 49, 35, 171, 253, 253, 97, 26, 26, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29607616107725493, y=-0.950849415259236, z=0.09045245737301418, w=-0.006530643008712899)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.02, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.01)>	COMP<194>
[1740780021.182293]	Q_Header<(2621443, 18086, 257, 173, 250, 8, 58, 68, 40)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 9, 57, 69, 183, 253, 253, 253, 253, 253, 253, 226, 166, 217, 206, 71, 58, 142, 100, 49, 27, 20, 25, 0, 117, 204, 160, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2960905901049186, y=-0.9508957541217331, z=0.08990753230767783, w=-0.00665303531672565)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.017777777777777778, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.05)>	COMP<191>
[1740780021.1922517]	Q_Header<(2621443, 18087, 257, 173, 250, 8, 58, 69, 38)>	Q_Data<(0, 0, 62, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 15, 44, 125, 253, 253, 253, 253, 253, 230, 247, 204, 165, 88, 104, 0, 38, 89, 47, 47, 0, 0, 0, 0, 56, 91, 69, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2960905901049186, y=-0.9508957541217331, z=0.08990753230767783, w=-0.00665303531672565)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.017777777777777778, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.05)>	COMP<191>
