[1740780622.957794]	Q_Header<(2621443, 12732, 257, 173, 250, 8, 58, 0, 17)>	Q_Data<(0, 0, 0, 79, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 34, 23, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45916062823030446, y=-0.8843251817664338, z=0.08318967649580021, w=-0.014831321634981255)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.016666666666666666, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.11, z=0.04)>	COMP<168>
[1740780623.456827]	Q_Header<(2621443, 12782, 257, 173, 250, 8, 58, 50, 65)>	Q_Data<(0, 0, 74, 0, 62, 69, 88, 89, 0, 0, 0, 0, 0, 0, 0, 0, 47, 44, 69, 46, 39, 33, 67, 123, 147, 149, 131, 147, 114, 88, 72, 115, 72, 26, 11, 0, 0, 20, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 143, 182, 185, 253, 226, 253, 253, 0, 253, 63, 253, 253, 248, 253, 236, 253, 253, 253, 111, 132, 253, 253, 252, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.457158645776703, y=-0.8850811111359106, z=0.0860605728364688, w=-0.01519793094771683)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.015555555555555555, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.17, z=0.01)>	COMP<170>
[1740780623.4667659]	Q_Header<(2621443, 12783, 257, 173, 250, 8, 58, 51, 60)>	Q_Data<(0, 0, 67, 0, 56, 0, 43, 66, 0, 0, 0, 0, 0, 0, 0, 0, 44, 42, 39, 22, 0, 0, 51, 91, 120, 140, 106, 94, 90, 65, 40, 85, 41, 0, 0, 0, 10, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 76, 195, 127, 193, 167, 0, 190, 0, 253, 253, 151, 253, 253, 253, 253, 253, 0, 102, 219, 199, 230, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.457158645776703, y=-0.8850811111359106, z=0.0860605728364688, w=-0.01519793094771683)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.015555555555555555, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.17, z=0.01)>	COMP<170>
[1740780623.4769485]	Q_Header<(2621443, 12784, 257, 173, 250, 8, 58, 52, 70)>	Q_Data<(0, 0, 55, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 24, 23, 11, 0, 0, 26, 49, 74, 102, 70, 35, 56, 37, 16, 38, 0, 0, 13, 0, 12, 0, 19, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 44, 75, 103, 72, 0, 94, 0, 227, 244, 65, 253, 253, 253, 253, 253, 168, 225, 253, 253, 60, 156, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4570806937762752, y=-0.8851093899243614, z=0.08611842154070294, w=-0.015563570157958362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.014444444444444444, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.18, z=0.0)>	COMP<172>
[1740780623.486835]	Q_Header<(2621443, 12785, 257, 173, 250, 8, 58, 53, 59)>	Q_Data<(0, 0, 59, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 22, 16, 0, 13, 5, 0, 0, 21, 49, 30, 6, 21, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 24, 0, 0, 37, 6, 0, 103, 94, 70, 149, 253, 253, 253, 211, 193, 176, 253, 253, 253, 253, 253, 253, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4570806937762752, y=-0.8851093899243614, z=0.08611842154070294, w=-0.015563570157958362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.014444444444444444, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.18, z=0.0)>	COMP<172>
[1740780623.4967098]	Q_Header<(2621443, 12786, 257, 173, 250, 8, 58, 54, 50)>	Q_Data<(0, 0, 52, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 0, 0, 5, 0, 0, 0, 0, 19, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 199, 253, 253, 112, 174, 147, 253, 253, 253, 253, 253, 253, 253, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4570806937762752, y=-0.8851093899243614, z=0.08611842154070294, w=-0.015563570157958362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.014444444444444444, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.18, z=0.0)>	COMP<172>
[1740780623.5067112]	Q_Header<(2621443, 12787, 257, 173, 250, 8, 58, 55, 47)>	Q_Data<(0, 0, 14, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 30, 0, 0, 0, 0, 0, 0, 0, 11, 0, 11, 15, 0, 0, 0, 0, 4, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 121, 165, 55, 193, 177, 253, 253, 253, 253, 253, 253, 253, 91, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4570806937762752, y=-0.8851093899243614, z=0.08611842154070294, w=-0.015563570157958362)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.014444444444444444, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.18, z=0.0)>	COMP<172>
[1740780623.5167356]	Q_Header<(2621443, 12788, 257, 173, 250, 8, 58, 56, 28)>	Q_Data<(0, 0, 20, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 134, 253, 253, 253, 253, 253, 253, 253, 111, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45697996790026885, y=-0.8851507271924267, z=0.08618347998867097, w=-0.015808442859111746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.16, z=-0.03)>	COMP<172>
[1740780623.526647]	Q_Header<(2621443, 12789, 257, 173, 250, 8, 58, 57, 32)>	Q_Data<(0, 0, 15, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 30, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 84, 253, 253, 253, 253, 253, 253, 253, 149, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45697996790026885, y=-0.8851507271924267, z=0.08618347998867097, w=-0.015808442859111746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.16, z=-0.03)>	COMP<172>
[1740780623.5367675]	Q_Header<(2621443, 12790, 257, 173, 250, 8, 58, 58, 31)>	Q_Data<(0, 0, 46, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 253, 253, 253, 253, 253, 253, 20, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45697996790026885, y=-0.8851507271924267, z=0.08618347998867097, w=-0.015808442859111746)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.01, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.16, z=-0.03)>	COMP<172>
[1740780623.5466788]	Q_Header<(2621443, 12791, 257, 173, 250, 8, 58, 59, 31)>	Q_Data<(0, 0, 72, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 28, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 9, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 167, 231, 253, 253, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4567819797935092, y=-0.8852439651155876, z=0.08624170730200809, w=-0.01599103136102344)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0011111111111111111, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.18, z=-0.05)>	COMP<169>
[1740780623.5566783]	Q_Header<(2621443, 12792, 257, 173, 250, 8, 58, 60, 32)>	Q_Data<(0, 0, 73, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 26, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 69, 253, 253, 253, 253, 253, 253, 253, 253, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4567819797935092, y=-0.8852439651155876, z=0.08624170730200809, w=-0.01599103136102344)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0011111111111111111, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.18, z=-0.05)>	COMP<169>
[1740780623.5669496]	Q_Header<(2621443, 12793, 257, 173, 250, 8, 58, 61, 51)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 24, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 32, 0, 0, 23, 0, 91, 86, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 60, 0, 164, 0, 0, 169, 61, 222, 199, 253, 253, 253, 253, 253, 253, 253, 253, 128, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4567819797935092, y=-0.8852439651155876, z=0.08624170730200809, w=-0.01599103136102344)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0011111111111111111, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.18, z=-0.05)>	COMP<169>
[1740780623.5781083]	Q_Header<(2621443, 12794, 257, 173, 250, 8, 58, 62, 52)>	Q_Data<(0, 0, 68, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 20, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 0, 27, 0, 0, 49, 66, 134, 211, 224, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 103, 188, 253, 138, 98, 0, 0, 200, 73, 253, 72, 0, 253, 172, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 219, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45659251760509467, y=-0.8853537041009896, z=0.08611843902430004, w=-0.01599080866361914)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.0, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.16, z=-0.05)>	COMP<168>
[1740780623.5882533]	Q_Header<(2621443, 12795, 257, 173, 250, 8, 58, 63, 61)>	Q_Data<(0, 0, 66, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 7, 17, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 87, 109, 156, 106, 174, 230, 253, 253, 253, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 238, 253, 253, 253, 137, 141, 136, 241, 158, 253, 129, 0, 253, 190, 253, 253, 253, 253, 253, 237, 253, 253, 253, 148, 239, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45659251760509467, y=-0.8853537041009896, z=0.08611843902430004, w=-0.01599080866361914)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.0, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.16, z=-0.05)>	COMP<168>
[1740780623.5975652]	Q_Header<(2621443, 12796, 257, 173, 250, 8, 58, 64, 74)>	Q_Data<(0, 0, 63, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 19, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 2, 0, 0, 48, 148, 200, 253, 253, 248, 253, 253, 253, 253, 253, 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 248, 253, 253, 253, 253, 134, 212, 218, 253, 253, 253, 128, 0, 251, 109, 253, 253, 199, 253, 162, 253, 253, 244, 129, 0, 167, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45659251760509467, y=-0.8853537041009896, z=0.08611843902430004, w=-0.01599080866361914)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.0, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.16, z=-0.05)>	COMP<168>
[1740780623.6067865]	Q_Header<(2621443, 12797, 257, 173, 250, 8, 58, 65, 70)>	Q_Data<(0, 0, 47, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 24, 0, 0, 23, 0, 0, 0, 6, 0, 0, 0, 0, 38, 0, 29, 0, 0, 0, 0, 11, 0, 140, 253, 253, 253, 253, 253, 253, 253, 253, 253, 252, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232, 253, 253, 253, 224, 131, 217, 232, 253, 253, 253, 100, 0, 124, 0, 219, 158, 129, 184, 188, 253, 253, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45659251760509467, y=-0.8853537041009896, z=0.08611843902430004, w=-0.01599080866361914)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.0, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.16, z=-0.05)>	COMP<168>
[1740780623.6168697]	Q_Header<(2621443, 12798, 257, 173, 250, 8, 58, 66, 65)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 9, 0, 0, 20, 0, 0, 0, 0, 61, 28, 9, 0, 0, 0, 0, 73, 0, 200, 253, 253, 253, 253, 253, 253, 253, 253, 253, 197, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 253, 253, 253, 221, 97, 104, 159, 229, 253, 253, 54, 0, 0, 0, 0, 44, 0, 0, 103, 177, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45640826403026463, y=-0.8854735349760737, z=0.0858740876558682, w=-0.01592973481036361)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.0011111111111111111, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.14, z=-0.1)>	COMP<168>
