[1740780612.9665148]	Q_Header<(2621443, 11732, 257, 173, 250, 8, 58, 0, 16)>	Q_Data<(0, 0, 29, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 51, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35015503511041723, y=-0.931752966009348, z=0.09576316020363337, w=-0.007568280347514683)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.03777777777777778, z=0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.2, z=-0.02)>	COMP<196>
[1740780613.5779169]	Q_Header<(2621443, 11794, 257, 173, 250, 8, 58, 62, 32)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 75, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 241, 253, 253, 253, 253, 253, 128, 182, 226, 84, 0, 0, 0, 0, 0, 0, 32, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3326996256035467, y=-0.9379187574114296, z=0.09789950458046028, w=-0.005920356573756014)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.0, z=0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.03, z=0.12)>	COMP<188>
[1740780613.5878615]	Q_Header<(2621443, 11795, 257, 173, 250, 8, 58, 63, 35)>	Q_Data<(0, 0, 63, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 28, 0, 0, 0, 0, 0, 136, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 190, 252, 233, 253, 253, 253, 69, 103, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3326996256035467, y=-0.9379187574114296, z=0.09789950458046028, w=-0.005920356573756014)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.0, z=0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.03, z=0.12)>	COMP<188>
[1740780613.5965657]	Q_Header<(2621443, 11796, 257, 173, 250, 8, 58, 64, 39)>	Q_Data<(0, 0, 69, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 38, 136, 251, 253, 253, 253, 253, 161, 253, 253, 253, 253, 253, 156, 169, 146, 152, 232, 203, 74, 53, 30, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3326996256035467, y=-0.9379187574114296, z=0.09789950458046028, w=-0.005920356573756014)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.0, z=0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.03, z=0.12)>	COMP<188>
[1740780613.6075494]	Q_Header<(2621443, 11797, 257, 173, 250, 8, 58, 65, 35)>	Q_Data<(0, 0, 31, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 24, 83, 253, 253, 253, 253, 253, 253, 253, 253, 253, 252, 242, 200, 128, 64, 68, 69, 74, 59, 54, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3318438709643665, y=-0.9382203392430094, z=0.09789912985595804, w=-0.006164471393673168)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.0033333333333333335, z=0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=-0.03, z=0.22)>	COMP<188>
[1740780613.616658]	Q_Header<(2621443, 11798, 257, 173, 250, 8, 58, 66, 46)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 21, 21, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 38, 0, 0, 49, 83, 253, 253, 253, 253, 217, 253, 253, 253, 253, 201, 253, 172, 104, 0, 0, 0, 44, 60, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3318438709643665, y=-0.9382203392430094, z=0.09789912985595804, w=-0.006164471393673168)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.0033333333333333335, z=0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=-0.03, z=0.22)>	COMP<188>
[1740780613.6265638]	Q_Header<(2621443, 11799, 257, 173, 250, 8, 58, 67, 34)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 26, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 74, 191, 253, 253, 253, 253, 253, 253, 253, 253, 220, 203, 238, 137, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3318438709643665, y=-0.9382203392430094, z=0.09789912985595804, w=-0.006164471393673168)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.0033333333333333335, z=0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=-0.03, z=0.22)>	COMP<188>
[1740780613.6366704]	Q_Header<(2621443, 11800, 257, 173, 250, 8, 58, 68, 34)>	Q_Data<(0, 0, 28, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 23, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 22, 155, 253, 253, 253, 253, 253, 253, 253, 253, 193, 150, 151, 143, 68, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3318438709643665, y=-0.9382203392430094, z=0.09789912985595804, w=-0.006164471393673168)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.0033333333333333335, z=0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=-0.03, z=0.22)>	COMP<188>
[1740780613.646605]	Q_Header<(2621443, 11801, 257, 173, 250, 8, 58, 69, 27)>	Q_Data<(0, 0, 71, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 12, 0, 179, 253, 253, 253, 253, 253, 253, 253, 165, 85, 118, 83, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3306219513151346, y=-0.9386440814612249, z=0.09795979912512295, w=-0.00634755084673694)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.012222222222222223, z=0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.02, z=0.17)>	COMP<189>
[1740780613.6564443]	Q_Header<(2621443, 11802, 257, 173, 250, 8, 58, 70, 25)>	Q_Data<(0, 0, 73, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34, 70, 187, 253, 253, 253, 253, 253, 243, 228, 153, 128, 93, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3306219513151346, y=-0.9386440814612249, z=0.09795979912512295, w=-0.00634755084673694)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.012222222222222223, z=0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.02, z=0.17)>	COMP<189>
[1740780613.666535]	Q_Header<(2621443, 11803, 257, 173, 250, 8, 58, 71, 24)>	Q_Data<(0, 0, 69, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 163, 253, 253, 253, 253, 253, 197, 85, 143, 199, 109, 45, 23, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3306219513151346, y=-0.9386440814612249, z=0.09795979912512295, w=-0.00634755084673694)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.012222222222222223, z=0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.02, z=0.17)>	COMP<189>
[1740780613.6766446]	Q_Header<(2621443, 11804, 257, 173, 250, 8, 58, 72, 23)>	Q_Data<(0, 0, 70, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 239, 253, 253, 253, 253, 253, 225, 180, 113, 191, 74, 48, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32971361154833484, y=-0.9389696779081049, z=0.0979008946544852, w=-0.006347688930215999)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.016666666666666666, z=0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.03, z=-0.02)>	COMP<189>
[1740780613.6865914]	Q_Header<(2621443, 11805, 257, 173, 250, 8, 58, 73, 30)>	Q_Data<(0, 0, 71, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 47, 253, 253, 253, 253, 253, 253, 253, 253, 90, 160, 103, 50, 19, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32971361154833484, y=-0.9389696779081049, z=0.0979008946544852, w=-0.006347688930215999)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.016666666666666666, z=0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.03, z=-0.02)>	COMP<189>
[1740780613.6965384]	Q_Header<(2621443, 11806, 257, 173, 250, 8, 58, 74, 24)>	Q_Data<(0, 0, 54, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 253, 253, 253, 253, 253, 218, 253, 253, 195, 106, 116, 49, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32971361154833484, y=-0.9389696779081049, z=0.0979008946544852, w=-0.006347688930215999)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.016666666666666666, z=0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.16, y=-0.03, z=-0.02)>	COMP<189>
[1740780613.7070343]	Q_Header<(2621443, 11807, 257, 173, 250, 8, 58, 75, 24)>	Q_Data<(0, 0, 56, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 82, 253, 253, 253, 253, 253, 253, 253, 253, 248, 95, 116, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32880714030969305, y=-0.9393007392288596, z=0.09778151824320183, w=-0.006225789551065285)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.021111111111111112, z=0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.06, z=0.03)>	COMP<186>
[1740780613.7165718]	Q_Header<(2621443, 11808, 257, 173, 250, 8, 58, 76, 31)>	Q_Data<(0, 0, 77, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 253, 253, 253, 253, 229, 253, 253, 253, 253, 187, 132, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32880714030969305, y=-0.9393007392288596, z=0.09778151824320183, w=-0.006225789551065285)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.021111111111111112, z=0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.06, z=0.03)>	COMP<186>
[1740780613.72651]	Q_Header<(2621443, 11809, 257, 173, 250, 8, 58, 77, 23)>	Q_Data<(0, 0, 73, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 134, 253, 253, 253, 253, 184, 253, 253, 164, 253, 210, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32880714030969305, y=-0.9393007392288596, z=0.09778151824320183, w=-0.006225789551065285)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.021111111111111112, z=0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.06, z=0.03)>	COMP<186>
[1740780613.7367027]	Q_Header<(2621443, 11810, 257, 173, 250, 8, 58, 78, 21)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 253, 253, 253, 253, 253, 235, 253, 200, 210, 187, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32880714030969305, y=-0.9393007392288596, z=0.09778151824320183, w=-0.006225789551065285)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.021111111111111112, z=0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.06, z=0.03)>	COMP<186>
