[1740779848.030968]	Q_Header<(2621443, 768, 257, 173, 250, 8, 58, 0, 37)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 217, 126, 43, 47, 0, 0, 19, 35, 93, 101, 86, 29, 0, 0, 0, 0, 0, 0, 41, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 70, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2503673814676637, y=-0.9642379064910168, z=0.07977332217899474, w=0.0346070953905815)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.016666666666666666, z=-0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.2, z=-0.2)>	COMP<181>
[1740779848.6810422]	Q_Header<(2621443, 833, 257, 173, 250, 8, 58, 65, 34)>	Q_Data<(0, 0, 47, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 27, 18, 7, 16, 19, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 204, 253, 253, 253, 253, 253, 253, 253, 240, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.23486625433185515, y=-0.968151903901218, z=0.07959085126006735, w=0.03442426388855673)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.042222222222222223, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.2, z=-0.16)>	COMP<179>
[1740779848.6909688]	Q_Header<(2621443, 834, 257, 173, 250, 8, 58, 66, 33)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 22, 0, 0, 23, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 253, 253, 253, 253, 253, 253, 253, 253, 217, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.23486625433185515, y=-0.968151903901218, z=0.07959085126006735, w=0.03442426388855673)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.042222222222222223, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.2, z=-0.16)>	COMP<179>
[1740779848.704052]	Q_Header<(2621443, 835, 257, 173, 250, 8, 58, 67, 42)>	Q_Data<(0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 27, 0, 19, 19, 9, 18, 0, 0, 0, 24, 37, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 96, 221, 253, 253, 253, 253, 253, 253, 253, 231, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.23486625433185515, y=-0.968151903901218, z=0.07959085126006735, w=0.03442426388855673)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.042222222222222223, z=-0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.2, z=-0.16)>	COMP<179>
[1740779848.7110963]	Q_Header<(2621443, 836, 257, 173, 250, 8, 58, 68, 48)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 33, 0, 25, 15, 12, 17, 6, 0, 0, 26, 55, 59, 15, 0, 0, 0, 0, 18, 5, 0, 0, 0, 30, 15, 0, 43, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 253, 253, 253, 253, 253, 253, 253, 145, 91, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.23358280166399836, y=-0.9685110783392542, z=0.07928509520813531, w=0.03375262328722004)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.03666666666666667, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.21, z=-0.18)>	COMP<179>
[1740779848.721052]	Q_Header<(2621443, 837, 257, 173, 250, 8, 58, 69, 59)>	Q_Data<(0, 0, 50, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 34, 0, 23, 13, 11, 5, 13, 0, 0, 30, 67, 82, 25, 0, 0, 0, 19, 8, 16, 0, 0, 15, 53, 9, 13, 54, 48, 0, 0, 0, 75, 61, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 253, 253, 112, 253, 182, 238, 68, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.23358280166399836, y=-0.9685110783392542, z=0.07928509520813531, w=0.03375262328722004)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.03666666666666667, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.21, z=-0.18)>	COMP<179>
[1740779848.731117]	Q_Header<(2621443, 838, 257, 173, 250, 8, 58, 70, 55)>	Q_Data<(0, 0, 67, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 40, 20, 0, 10, 5, 8, 10, 11, 0, 40, 133, 147, 77, 59, 0, 0, 0, 17, 0, 0, 0, 0, 52, 47, 89, 105, 120, 45, 36, 94, 154, 147, 97, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 253, 253, 229, 253, 42, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.23358280166399836, y=-0.9685110783392542, z=0.07928509520813531, w=0.03375262328722004)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.03666666666666667, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.21, z=-0.18)>	COMP<179>
[1740779848.7412236]	Q_Header<(2621443, 839, 257, 173, 250, 8, 58, 71, 53)>	Q_Data<(0, 0, 38, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 43, 31, 0, 0, 10, 10, 0, 0, 0, 75, 193, 184, 182, 112, 24, 0, 18, 32, 21, 0, 0, 60, 126, 185, 197, 242, 253, 148, 139, 174, 231, 227, 150, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 174, 172, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2326665421764713, y=-0.9687521923989908, z=0.07916277681082982, w=0.03344734132022725)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.025555555555555557, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.24, z=-0.18)>	COMP<182>
[1740779848.7510555]	Q_Header<(2621443, 840, 257, 173, 250, 8, 58, 72, 52)>	Q_Data<(0, 0, 44, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 45, 23, 12, 13, 0, 0, 17, 17, 0, 91, 230, 213, 252, 141, 29, 39, 51, 42, 49, 30, 20, 133, 250, 253, 253, 253, 253, 226, 237, 253, 253, 246, 169, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 120, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2326665421764713, y=-0.9687521923989908, z=0.07916277681082982, w=0.03344734132022725)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.025555555555555557, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.24, z=-0.18)>	COMP<182>
[1740779848.7640424]	Q_Header<(2621443, 841, 257, 173, 250, 8, 58, 73, 44)>	Q_Data<(0, 0, 68, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 48, 30, 0, 21, 0, 0, 22, 9, 48, 91, 225, 233, 253, 160, 71, 45, 67, 76, 46, 14, 60, 194, 253, 253, 253, 253, 253, 248, 253, 253, 253, 218, 145, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2326665421764713, y=-0.9687521923989908, z=0.07916277681082982, w=0.03344734132022725)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.025555555555555557, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.24, z=-0.18)>	COMP<182>
[1740779848.7710335]	Q_Header<(2621443, 842, 257, 173, 250, 8, 58, 74, 43)>	Q_Data<(0, 0, 73, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 37, 31, 7, 17, 9, 0, 49, 63, 68, 79, 166, 212, 250, 174, 87, 6, 82, 100, 111, 37, 127, 244, 253, 253, 253, 253, 253, 202, 253, 253, 253, 167, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2326665421764713, y=-0.9687521923989908, z=0.07916277681082982, w=0.03344734132022725)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.025555555555555557, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.24, z=-0.18)>	COMP<182>
[1740779848.7810552]	Q_Header<(2621443, 843, 257, 173, 250, 8, 58, 75, 43)>	Q_Data<(0, 0, 74, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 28, 22, 0, 15, 30, 25, 88, 107, 97, 99, 114, 154, 234, 210, 80, 116, 241, 241, 180, 73, 179, 253, 253, 253, 253, 253, 202, 138, 199, 253, 249, 103, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2316897690240788, y=-0.9689954618088186, z=0.07910167035174029, w=0.03332524075003873)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.01888888888888889, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.22, z=-0.15)>	COMP<180>
[1740779848.7908115]	Q_Header<(2621443, 844, 257, 173, 250, 8, 58, 76, 42)>	Q_Data<(0, 0, 72, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 22, 24, 22, 48, 70, 88, 179, 206, 102, 160, 230, 205, 213, 253, 110, 206, 253, 253, 180, 19, 209, 253, 253, 253, 253, 253, 78, 134, 99, 162, 155, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2316897690240788, y=-0.9689954618088186, z=0.07910167035174029, w=0.03332524075003873)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.01888888888888889, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.22, z=-0.15)>	COMP<180>
[1740779848.8028753]	Q_Header<(2621443, 845, 257, 173, 250, 8, 58, 77, 42)>	Q_Data<(0, 0, 73, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 15, 0, 46, 74, 91, 125, 253, 253, 163, 253, 253, 253, 176, 253, 172, 253, 253, 253, 253, 160, 212, 253, 178, 253, 253, 211, 71, 120, 0, 82, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.2316897690240788, y=-0.9689954618088186, z=0.07910167035174029, w=0.03332524075003873)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.01888888888888889, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.22, z=-0.15)>	COMP<180>
[1740779848.8113043]	Q_Header<(2621443, 846, 257, 173, 250, 8, 58, 78, 34)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 32, 24, 69, 105, 110, 113, 253, 253, 253, 253, 253, 253, 171, 253, 208, 253, 253, 253, 253, 253, 208, 253, 253, 253, 253, 133, 43, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.23040066351113317, y=-0.9692696522437897, z=0.07940430813986338, w=0.033568308591026025)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.008888888888888889, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.22, z=-0.19)>	COMP<180>
[1740779848.8210688]	Q_Header<(2621443, 847, 257, 173, 250, 8, 58, 79, 37)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 24, 22, 62, 147, 230, 180, 207, 204, 253, 253, 253, 253, 199, 253, 233, 253, 253, 253, 253, 253, 202, 219, 253, 190, 143, 29, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.23040066351113317, y=-0.9692696522437897, z=0.07940430813986338, w=0.033568308591026025)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.008888888888888889, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.22, z=-0.19)>	COMP<180>
[1740779848.8318894]	Q_Header<(2621443, 848, 257, 173, 250, 8, 58, 80, 37)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 2, 36, 113, 205, 253, 253, 234, 187, 158, 158, 253, 214, 182, 253, 253, 229, 253, 253, 253, 253, 154, 179, 175, 100, 22, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.23040066351113317, y=-0.9692696522437897, z=0.07940430813986338, w=0.033568308591026025)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.008888888888888889, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.22, z=-0.19)>	COMP<180>
[1740779848.8419964]	Q_Header<(2621443, 849, 257, 173, 250, 8, 58, 81, 38)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 38, 79, 194, 253, 253, 253, 250, 184, 173, 149, 101, 93, 177, 253, 253, 88, 253, 253, 253, 248, 32, 134, 81, 122, 77, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.22942921989678752, y=-0.9694742561427435, z=0.07958917338265786, w=0.033874226401361285)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.0011111111111111111, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.22, z=-0.09)>	COMP<183>
