[1740779326.0985575]	Q_Header<(2621443, 14054, 257, 173, 250, 8, 58, 0, 47)>	Q_Data<(0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 61, 52, 26, 0, 0, 0, 0, 0, 25, 0, 16, 0, 10, 116, 189, 221, 253, 253, 253, 253, 253, 253, 253, 167, 159, 0, 31, 26, 0, 0, 27, 0, 30, 0, 0, 33, 0, 0, 0, 0, 0, 29, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.981696312047039, y=-0.16491814443864086, z=0.031311253921918115, w=-0.08996644889065752)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.005555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.1, z=0.01)>	COMP<30>
[1740779326.7598095]	Q_Header<(2621443, 14121, 257, 173, 250, 8, 58, 67, 51)>	Q_Data<(0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 17, 26, 0, 0, 0, 0, 15, 0, 0, 11, 20, 0, 8, 0, 17, 0, 90, 84, 106, 102, 64, 32, 54, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 113, 50, 253, 253, 253, 229, 102, 0, 115, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9817460337133846, y=-0.16473313925970937, z=0.03228745115538579, w=-0.0894160981902461)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.017777777777777778, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.06, z=-0.14)>	COMP<31>
[1740779326.7672133]	Q_Header<(2621443, 14122, 257, 173, 250, 8, 58, 68, 49)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 27, 0, 0, 0, 0, 6, 32, 28, 59, 68, 50, 15, 0, 37, 144, 141, 149, 167, 131, 106, 104, 65, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 253, 253, 253, 169, 179, 112, 78, 85, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9817460337133846, y=-0.16473313925970937, z=0.03228745115538579, w=-0.0894160981902461)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.017777777777777778, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.06, z=-0.14)>	COMP<31>
[1740779326.7763882]	Q_Header<(2621443, 14123, 257, 173, 250, 8, 58, 69, 47)>	Q_Data<(0, 0, 46, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 6, 19, 44, 55, 62, 53, 114, 124, 107, 80, 62, 32, 169, 178, 157, 198, 204, 187, 140, 93, 67, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 246, 253, 237, 137, 240, 157, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.981764452171831, y=-0.16473622980489722, z=0.03204391280013747, w=-0.08929570366971643)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.015555555555555555, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.05, z=-0.01)>	COMP<28>
[1740779326.7875385]	Q_Header<(2621443, 14124, 257, 173, 250, 8, 58, 70, 52)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 13, 17, 32, 48, 26, 121, 128, 164, 162, 128, 104, 17, 66, 136, 158, 104, 182, 253, 253, 161, 106, 79, 85, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 231, 154, 174, 158, 253, 183, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.981764452171831, y=-0.16473622980489722, z=0.03204391280013747, w=-0.08929570366971643)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.015555555555555555, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.05, z=-0.01)>	COMP<28>
[1740779326.7999518]	Q_Header<(2621443, 14125, 257, 173, 250, 8, 58, 71, 53)>	Q_Data<(0, 0, 36, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 16, 0, 0, 16, 19, 43, 62, 97, 152, 137, 145, 175, 152, 98, 97, 55, 91, 103, 82, 79, 162, 253, 250, 133, 77, 52, 73, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 173, 117, 103, 140, 245, 156, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.981764452171831, y=-0.16473622980489722, z=0.03204391280013747, w=-0.08929570366971643)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.015555555555555555, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.05, z=-0.01)>	COMP<28>
[1740779326.808188]	Q_Header<(2621443, 14126, 257, 173, 250, 8, 58, 72, 50)>	Q_Data<(0, 0, 50, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 24, 12, 64, 93, 161, 250, 168, 135, 155, 108, 40, 40, 161, 219, 139, 149, 158, 144, 227, 193, 88, 49, 74, 33, 12, 22, 34, 0, 0, 0, 0, 0, 0, 0, 0, 12, 79, 72, 0, 73, 155, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9817747133413037, y=-0.16467691492662961, z=0.03186113772857697, w=-0.0893576736295722)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.016666666666666666, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.04, z=-0.04)>	COMP<28>
[1740779326.817454]	Q_Header<(2621443, 14127, 257, 173, 250, 8, 58, 73, 58)>	Q_Data<(0, 0, 69, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 47, 42, 70, 116, 100, 21, 95, 173, 253, 188, 115, 65, 39, 58, 127, 253, 253, 253, 253, 151, 209, 250, 165, 142, 91, 103, 11, 36, 26, 0, 0, 0, 0, 8, 0, 0, 0, 0, 25, 20, 78, 80, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9817747133413037, y=-0.16467691492662961, z=0.03186113772857697, w=-0.0893576736295722)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.016666666666666666, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.04, z=-0.04)>	COMP<28>
[1740779326.8271322]	Q_Header<(2621443, 14128, 257, 173, 250, 8, 58, 74, 63)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 56, 84, 93, 139, 198, 178, 143, 39, 158, 253, 245, 228, 155, 96, 140, 248, 253, 253, 253, 253, 126, 247, 221, 212, 253, 137, 129, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 55, 118, 0, 0, 0, 0, 0, 22, 0, 0, 17, 37, 0, 0, 43, 56, 0, 106, 116, 139, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9817747133413037, y=-0.16467691492662961, z=0.03186113772857697, w=-0.0893576736295722)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.016666666666666666, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.04, z=-0.04)>	COMP<28>
[1740779326.8387208]	Q_Header<(2621443, 14129, 257, 173, 250, 8, 58, 75, 68)>	Q_Data<(0, 0, 66, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 84, 123, 117, 179, 246, 232, 237, 126, 165, 253, 253, 253, 222, 149, 192, 253, 253, 253, 253, 253, 194, 215, 223, 253, 253, 162, 161, 122, 67, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 32, 103, 48, 0, 0, 0, 0, 22, 47, 43, 69, 97, 0, 46, 46, 70, 0, 137, 174, 175, 136, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9817747133413037, y=-0.16467691492662961, z=0.03186113772857697, w=-0.0893576736295722)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.016666666666666666, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.04, z=-0.04)>	COMP<28>
[1740779326.8483012]	Q_Header<(2621443, 14130, 257, 173, 250, 8, 58, 76, 61)>	Q_Data<(0, 0, 66, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 119, 167, 69, 180, 233, 240, 253, 173, 149, 210, 253, 253, 237, 181, 200, 253, 253, 253, 253, 253, 241, 253, 253, 253, 253, 253, 156, 156, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12, 38, 65, 0, 0, 0, 0, 0, 0, 0, 53, 73, 113, 0, 59, 60, 119, 61, 129, 159, 172, 141, 88, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9817845246430124, y=-0.16466832323056368, z=0.03161534152462268, w=-0.08935301156765946)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.016666666666666666, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.04, z=-0.12)>	COMP<28>
[1740779326.8568885]	Q_Header<(2621443, 14131, 257, 173, 250, 8, 58, 77, 63)>	Q_Data<(0, 0, 69, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 53, 112, 238, 228, 244, 208, 207, 253, 169, 152, 162, 253, 253, 196, 187, 150, 245, 253, 253, 253, 253, 230, 253, 253, 253, 253, 253, 118, 154, 104, 35, 0, 33, 22, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 51, 0, 0, 91, 143, 83, 112, 134, 119, 86, 93, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9817845246430124, y=-0.16466832323056368, z=0.03161534152462268, w=-0.08935301156765946)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.016666666666666666, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.04, z=-0.12)>	COMP<28>
[1740779326.8671188]	Q_Header<(2621443, 14132, 257, 173, 250, 8, 58, 78, 56)>	Q_Data<(0, 0, 68, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 94, 128, 253, 253, 253, 253, 156, 188, 134, 150, 146, 196, 180, 121, 141, 32, 77, 239, 253, 253, 253, 220, 211, 253, 253, 253, 253, 208, 107, 81, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 85, 66, 0, 44, 62, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9817845246430124, y=-0.16466832323056368, z=0.03161534152462268, w=-0.08935301156765946)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.016666666666666666, z=0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.04, z=-0.12)>	COMP<28>
[1740779326.878103]	Q_Header<(2621443, 14133, 257, 173, 250, 8, 58, 79, 50)>	Q_Data<(0, 0, 66, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 82, 129, 253, 253, 253, 253, 149, 100, 89, 112, 100, 111, 95, 91, 98, 75, 113, 175, 218, 195, 211, 218, 78, 212, 253, 253, 253, 201, 78, 44, 20, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9817867171604712, y=-0.16466869096723555, z=0.03137127767129692, w=-0.08941424472461086)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.017777777777777778, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.07, z=0.0)>	COMP<29>
[1740779326.8882575]	Q_Header<(2621443, 14134, 257, 173, 250, 8, 58, 80, 41)>	Q_Data<(0, 0, 64, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 249, 253, 238, 253, 253, 253, 146, 120, 66, 64, 42, 25, 77, 61, 102, 82, 71, 108, 117, 56, 93, 159, 98, 247, 253, 253, 178, 144, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9817867171604712, y=-0.16466869096723555, z=0.03137127767129692, w=-0.08941424472461086)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.017777777777777778, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.07, z=0.0)>	COMP<29>
[1740779326.8981223]	Q_Header<(2621443, 14135, 257, 173, 250, 8, 58, 81, 40)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 253, 253, 231, 253, 253, 144, 97, 116, 80, 53, 0, 45, 76, 31, 37, 2, 24, 0, 26, 0, 21, 82, 56, 181, 176, 147, 64, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9817867171604712, y=-0.16466869096723555, z=0.03137127767129692, w=-0.08941424472461086)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.017777777777777778, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.07, z=0.0)>	COMP<29>
[1740779326.9081771]	Q_Header<(2621443, 14136, 257, 173, 250, 8, 58, 82, 39)>	Q_Data<(0, 0, 65, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 253, 253, 239, 253, 253, 175, 153, 77, 94, 45, 44, 49, 28, 101, 197, 151, 75, 0, 0, 0, 15, 34, 36, 111, 91, 59, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9817949753480764, y=-0.1646090419317271, z=0.031249473292192905, w=-0.08947603094991172)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.01, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.1, z=0.01)>	COMP<29>
[1740779326.9183772]	Q_Header<(2621443, 14137, 257, 173, 250, 8, 58, 83, 35)>	Q_Data<(0, 0, 67, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 253, 253, 253, 253, 253, 253, 168, 105, 109, 76, 29, 99, 75, 204, 253, 253, 164, 66, 40, 0, 0, 30, 33, 57, 45, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9817949753480764, y=-0.1646090419317271, z=0.031249473292192905, w=-0.08947603094991172)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.01, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.1, z=0.01)>	COMP<29>
