[1740780063.002615]	Q_Header<(2621443, 22268, 257, 173, 250, 8, 58, 0, 54)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 98, 173, 227, 253, 253, 226, 253, 253, 118, 77, 97, 106, 236, 203, 125, 40, 0, 153, 136, 253, 253, 122, 227, 253, 253, 253, 253, 253, 128, 0, 0, 0, 57, 102, 91, 0, 35, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3891667592340771, y=-0.9168246377752624, z=0.08722071815330869, w=-0.019348472816374286)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.03888888888888889, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=-0.04)>	COMP<171>
[1740780063.6744866]	Q_Header<(2621443, 22335, 257, 173, 250, 8, 58, 67, 49)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 38, 57, 63, 48, 74, 144, 208, 253, 253, 253, 241, 166, 237, 159, 253, 253, 253, 253, 253, 253, 253, 253, 213, 77, 112, 233, 253, 253, 253, 179, 133, 155, 150, 108, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 98, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41210933661932897, y=-0.9067381968034288, z=0.08673094895380132, w=-0.021667478450808915)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.05333333333333334, z=-0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=0.0)>	COMP<174>
[1740780063.6825802]	Q_Header<(2621443, 22336, 257, 173, 250, 8, 58, 68, 47)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 8, 15, 9, 24, 0, 39, 75, 91, 123, 130, 152, 253, 253, 253, 248, 167, 181, 218, 197, 253, 253, 253, 253, 253, 253, 253, 253, 224, 159, 102, 218, 253, 241, 193, 127, 95, 84, 72, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41210933661932897, y=-0.9067381968034288, z=0.08673094895380132, w=-0.021667478450808915)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.05333333333333334, z=-0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=0.0)>	COMP<174>
[1740780063.6925693]	Q_Header<(2621443, 22337, 257, 173, 250, 8, 58, 69, 49)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 0, 0, 13, 25, 36, 31, 27, 42, 62, 105, 225, 229, 203, 253, 253, 253, 227, 253, 195, 189, 181, 253, 253, 253, 250, 253, 253, 253, 253, 253, 206, 75, 205, 236, 156, 62, 72, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41210933661932897, y=-0.9067381968034288, z=0.08673094895380132, w=-0.021667478450808915)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.05333333333333334, z=-0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=0.0)>	COMP<174>
[1740780063.7025602]	Q_Header<(2621443, 22338, 257, 173, 250, 8, 58, 70, 44)>	Q_Data<(0, 0, 71, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 0, 10, 9, 17, 42, 35, 0, 60, 139, 209, 253, 253, 253, 253, 253, 253, 253, 253, 184, 227, 138, 253, 253, 209, 195, 159, 253, 210, 253, 253, 230, 53, 191, 179, 70, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41210933661932897, y=-0.9067381968034288, z=0.08673094895380132, w=-0.021667478450808915)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.05333333333333334, z=-0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=0.0)>	COMP<174>
[1740780063.7126176]	Q_Header<(2621443, 22339, 257, 173, 250, 8, 58, 71, 45)>	Q_Data<(0, 0, 65, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 0, 19, 4, 17, 42, 22, 64, 174, 253, 253, 253, 253, 253, 253, 235, 253, 253, 188, 142, 253, 235, 182, 221, 143, 127, 33, 253, 253, 253, 253, 203, 0, 140, 119, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4130146500134371, y=-0.9063495718486096, z=0.08636260230072611, w=-0.022155211756299347)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.04888888888888889, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.12, z=-0.04)>	COMP<174>
[1740780063.7225404]	Q_Header<(2621443, 22340, 257, 173, 250, 8, 58, 72, 44)>	Q_Data<(0, 0, 73, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 20, 0, 15, 42, 79, 105, 253, 253, 253, 253, 253, 253, 243, 159, 253, 253, 118, 141, 253, 253, 115, 122, 78, 80, 94, 253, 253, 253, 213, 134, 0, 70, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4130146500134371, y=-0.9063495718486096, z=0.08636260230072611, w=-0.022155211756299347)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.04888888888888889, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.12, z=-0.04)>	COMP<174>
[1740780063.7329485]	Q_Header<(2621443, 22341, 257, 173, 250, 8, 58, 73, 41)>	Q_Data<(0, 0, 75, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 7, 21, 53, 138, 212, 253, 253, 253, 253, 253, 253, 222, 253, 247, 210, 49, 114, 222, 202, 83, 0, 0, 55, 79, 253, 253, 253, 150, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4130146500134371, y=-0.9063495718486096, z=0.08636260230072611, w=-0.022155211756299347)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.04888888888888889, z=-0.06444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.12, z=-0.04)>	COMP<174>
[1740780063.742603]	Q_Header<(2621443, 22342, 257, 173, 250, 8, 58, 74, 38)>	Q_Data<(0, 0, 69, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 51, 208, 253, 253, 253, 253, 253, 253, 253, 196, 229, 168, 148, 33, 55, 105, 121, 74, 0, 0, 29, 18, 161, 234, 150, 109, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41394339122297863, y=-0.9059513057980938, z=0.08599915043249438, w=-0.02252213378963125)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.043333333333333335, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.13, z=0.01)>	COMP<168>
[1740780063.7527776]	Q_Header<(2621443, 22343, 257, 173, 250, 8, 58, 75, 39)>	Q_Data<(0, 0, 65, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 8, 0, 0, 0, 36, 113, 253, 253, 253, 253, 253, 253, 253, 198, 128, 148, 73, 76, 22, 0, 30, 77, 51, 0, 0, 0, 14, 79, 119, 41, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41394339122297863, y=-0.9059513057980938, z=0.08599915043249438, w=-0.02252213378963125)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.043333333333333335, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.13, z=0.01)>	COMP<168>
[1740780063.7623718]	Q_Header<(2621443, 22344, 257, 173, 250, 8, 58, 76, 38)>	Q_Data<(0, 0, 76, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 34, 10, 13, 0, 60, 170, 253, 253, 253, 253, 253, 253, 207, 126, 44, 54, 61, 45, 0, 23, 49, 41, 0, 0, 0, 0, 0, 15, 59, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41394339122297863, y=-0.9059513057980938, z=0.08599915043249438, w=-0.02252213378963125)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.043333333333333335, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.13, z=0.01)>	COMP<168>
[1740780063.7657337]	Q_Header<(2621443, 22345, 257, 173, 250, 8, 58, 77, 31)>	Q_Data<(0, 0, 74, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 38, 13, 19, 12, 72, 230, 253, 253, 253, 253, 253, 253, 176, 94, 88, 131, 106, 45, 0, 0, 30, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41394339122297863, y=-0.9059513057980938, z=0.08599915043249438, w=-0.02252213378963125)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.043333333333333335, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.13, z=0.01)>	COMP<168>
[1740780063.779398]	Q_Header<(2621443, 22346, 257, 173, 250, 8, 58, 78, 35)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 6, 23, 84, 248, 253, 245, 253, 96, 253, 253, 120, 66, 73, 179, 125, 37, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41517289981314576, y=-0.9054211696307268, z=0.0855737144278198, w=-0.022827795432242944)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.03222222222222222, z=-0.06777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.14, z=0.02)>	COMP<167>
[1740780063.7926836]	Q_Header<(2621443, 22347, 257, 173, 250, 8, 58, 79, 31)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 0, 0, 41, 186, 253, 253, 253, 253, 253, 253, 253, 84, 55, 67, 175, 119, 11, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41517289981314576, y=-0.9054211696307268, z=0.0855737144278198, w=-0.022827795432242944)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.03222222222222222, z=-0.06777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.14, z=0.02)>	COMP<167>
[1740780063.8028975]	Q_Header<(2621443, 22348, 257, 173, 250, 8, 58, 80, 28)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 3, 10, 0, 63, 224, 252, 253, 253, 253, 253, 253, 253, 95, 74, 125, 133, 80, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41517289981314576, y=-0.9054211696307268, z=0.0855737144278198, w=-0.022827795432242944)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.03222222222222222, z=-0.06777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.14, z=0.02)>	COMP<167>
[1740780063.8133585]	Q_Header<(2621443, 22349, 257, 173, 250, 8, 58, 81, 31)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 38, 22, 14, 56, 125, 253, 253, 253, 249, 253, 219, 223, 104, 58, 126, 98, 38, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41614961247099685, y=-0.9049941777805031, z=0.08532959199683977, w=-0.02288883905494629)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.023333333333333334, z=-0.07)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.13, z=-0.04)>	COMP<167>
[1740780063.822506]	Q_Header<(2621443, 22350, 257, 173, 250, 8, 58, 82, 27)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 39, 0, 18, 105, 253, 253, 253, 253, 253, 228, 120, 105, 96, 31, 72, 75, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41614961247099685, y=-0.9049941777805031, z=0.08532959199683977, w=-0.02288883905494629)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.023333333333333334, z=-0.07)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.13, z=-0.04)>	COMP<167>
[1740780063.8343043]	Q_Header<(2621443, 22351, 257, 173, 250, 8, 58, 83, 31)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 18, 40, 51, 139, 253, 253, 253, 253, 253, 114, 103, 65, 112, 66, 0, 46, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41614961247099685, y=-0.9049941777805031, z=0.08532959199683977, w=-0.02288883905494629)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=-0.023333333333333334, z=-0.07)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.13, z=-0.04)>	COMP<167>
