[1740780008.0022888]	Q_Header<(2621443, 16768, 257, 173, 250, 8, 58, 0, 54)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 156, 172, 253, 253, 213, 253, 242, 253, 253, 48, 52, 76, 129, 87, 139, 0, 27, 58, 124, 141, 253, 233, 253, 108, 253, 253, 158, 253, 138, 47, 0, 46, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 43, 0, 0, 35, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3378363048416324, y=-0.9360537617075473, z=0.09814648205697288, w=-0.006103636943841597)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.0077777777777777776, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=-0.03, z=-0.15)>	COMP<196>
[1740780008.4822817]	Q_Header<(2621443, 16816, 257, 173, 250, 8, 58, 48, 47)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 13, 0, 10, 16, 0, 33, 0, 20, 20, 22, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 169, 253, 253, 253, 253, 162, 124, 0, 0, 0, 0, 0, 0, 0, 0, 99, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3376393765954885, y=-0.9360764856914329, z=0.09869177005692423, w=-0.004516506483742976)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.02, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=-0.02, z=-0.07)>	COMP<194>
[1740780008.492192]	Q_Header<(2621443, 16817, 257, 173, 250, 8, 58, 49, 53)>	Q_Data<(0, 0, 73, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 15, 13, 13, 22, 10, 9, 13, 24, 18, 33, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 226, 180, 253, 185, 253, 253, 253, 88, 0, 0, 0, 0, 0, 0, 0, 0, 86, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3376393765954885, y=-0.9360764856914329, z=0.09869177005692423, w=-0.004516506483742976)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.02, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=-0.02, z=-0.07)>	COMP<194>
[1740780008.502185]	Q_Header<(2621443, 16818, 257, 173, 250, 8, 58, 50, 47)>	Q_Data<(0, 0, 64, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 16, 0, 0, 0, 15, 35, 39, 38, 11, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 183, 253, 253, 185, 125, 104, 72, 227, 225, 219, 253, 253, 253, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3376393765954885, y=-0.9360764856914329, z=0.09869177005692423, w=-0.004516506483742976)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.02, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=-0.02, z=-0.07)>	COMP<194>
[1740780008.5122652]	Q_Header<(2621443, 16819, 257, 173, 250, 8, 58, 51, 47)>	Q_Data<(0, 0, 44, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 11, 0, 0, 0, 0, 42, 42, 37, 0, 32, 0, 0, 10, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 119, 253, 253, 253, 253, 225, 119, 215, 155, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3376549593315976, y=-0.9360586508151448, z=0.09881839825702396, w=-0.004272568176647114)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.017777777777777778, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.22, y=-0.02, z=-0.01)>	COMP<196>
[1740780008.5222802]	Q_Header<(2621443, 16820, 257, 173, 250, 8, 58, 52, 49)>	Q_Data<(0, 0, 59, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 20, 0, 29, 35, 6, 0, 11, 13, 8, 28, 34, 35, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 253, 253, 253, 253, 253, 253, 253, 253, 253, 228, 170, 166, 253, 253, 253, 253, 184, 183, 197, 132, 253, 253, 253, 253, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3376549593315976, y=-0.9360586508151448, z=0.09881839825702396, w=-0.004272568176647114)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.017777777777777778, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.22, y=-0.02, z=-0.01)>	COMP<196>
[1740780008.5332596]	Q_Header<(2621443, 16821, 257, 173, 250, 8, 58, 53, 49)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 36, 0, 16, 0, 7, 16, 18, 24, 0, 33, 34, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 200, 253, 253, 253, 253, 253, 208, 253, 253, 253, 112, 253, 253, 253, 122, 144, 253, 253, 192, 253, 253, 253, 253, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3376549593315976, y=-0.9360586508151448, z=0.09881839825702396, w=-0.004272568176647114)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.017777777777777778, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.22, y=-0.02, z=-0.01)>	COMP<196>
[1740780008.542301]	Q_Header<(2621443, 16822, 257, 173, 250, 8, 58, 54, 52)>	Q_Data<(0, 0, 48, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 36, 0, 0, 15, 25, 0, 32, 22, 10, 17, 35, 40, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 180, 246, 253, 253, 150, 112, 253, 253, 253, 195, 249, 253, 253, 168, 233, 253, 253, 253, 253, 253, 253, 186, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3376532642892248, y=-0.9360539517605841, z=0.09887893856625889, w=-0.004028401200847584)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.015555555555555555, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.22, y=-0.02, z=-0.03)>	COMP<197>
[1740780008.5521834]	Q_Header<(2621443, 16823, 257, 173, 250, 8, 58, 55, 50)>	Q_Data<(0, 0, 14, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 0, 0, 28, 0, 10, 21, 17, 0, 22, 22, 24, 6, 25, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 88, 150, 183, 165, 56, 253, 253, 205, 186, 253, 253, 253, 244, 253, 253, 253, 253, 253, 253, 234, 144, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3376532642892248, y=-0.9360539517605841, z=0.09887893856625889, w=-0.004028401200847584)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.015555555555555555, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.22, y=-0.02, z=-0.03)>	COMP<197>
[1740780008.5621986]	Q_Header<(2621443, 16824, 257, 173, 250, 8, 58, 56, 48)>	Q_Data<(0, 0, 28, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 7, 5, 24, 0, 0, 23, 26, 13, 0, 17, 4, 18, 8, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 181, 23, 110, 253, 253, 253, 176, 253, 253, 253, 253, 253, 50, 198, 93, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3376532642892248, y=-0.9360539517605841, z=0.09887893856625889, w=-0.004028401200847584)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.015555555555555555, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.22, y=-0.02, z=-0.03)>	COMP<197>
[1740780008.5721877]	Q_Header<(2621443, 16825, 257, 173, 250, 8, 58, 57, 44)>	Q_Data<(0, 0, 42, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 15, 32, 0, 12, 16, 0, 22, 0, 0, 9, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 40, 0, 0, 173, 232, 223, 60, 212, 222, 253, 253, 253, 253, 225, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3376532642892248, y=-0.9360539517605841, z=0.09887893856625889, w=-0.004028401200847584)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.015555555555555555, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.22, y=-0.02, z=-0.03)>	COMP<197>
[1740780008.5822687]	Q_Header<(2621443, 16826, 257, 173, 250, 8, 58, 58, 37)>	Q_Data<(0, 0, 58, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 24, 0, 0, 29, 0, 0, 0, 18, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 169, 107, 129, 253, 253, 253, 253, 253, 253, 213, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33759731030525797, y=-0.9360680439055209, z=0.09894146447384256, w=-0.003906387246345419)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.008888888888888889, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=0.0, z=-0.05)>	COMP<197>
[1740780008.5921052]	Q_Header<(2621443, 16827, 257, 173, 250, 8, 58, 59, 39)>	Q_Data<(0, 0, 72, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 14, 0, 12, 28, 32, 28, 0, 0, 0, 19, 7, 14, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 54, 201, 253, 253, 253, 253, 253, 253, 253, 244, 95, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33759731030525797, y=-0.9360680439055209, z=0.09894146447384256, w=-0.003906387246345419)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.008888888888888889, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=0.0, z=-0.05)>	COMP<197>
[1740780008.6021626]	Q_Header<(2621443, 16828, 257, 173, 250, 8, 58, 60, 41)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 21, 19, 8, 0, 29, 24, 4, 0, 0, 0, 0, 7, 13, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 238, 253, 253, 253, 253, 253, 253, 253, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33759731030525797, y=-0.9360680439055209, z=0.09894146447384256, w=-0.003906387246345419)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.008888888888888889, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=0.0, z=-0.05)>	COMP<197>
[1740780008.6123474]	Q_Header<(2621443, 16829, 257, 173, 250, 8, 58, 61, 59)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 25, 19, 0, 16, 19, 27, 13, 0, 16, 13, 0, 0, 0, 0, 0, 40, 26, 0, 60, 87, 38, 26, 0, 0, 0, 0, 38, 0, 0, 0, 0, 49, 81, 20, 0, 48, 43, 0, 36, 53, 23, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 253, 253, 253, 253, 253, 253, 234, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3375779415745246, y=-0.9360753733372777, z=0.09893578797546634, w=-0.003967196926838564)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0011111111111111111, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=-0.01, z=-0.09)>	COMP<199>
[1740780008.6237793]	Q_Header<(2621443, 16830, 257, 173, 250, 8, 58, 62, 61)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 23, 20, 0, 15, 0, 11, 6, 23, 26, 0, 0, 0, 38, 30, 21, 44, 28, 0, 89, 170, 177, 121, 35, 0, 44, 65, 48, 2, 0, 0, 61, 0, 91, 86, 82, 149, 119, 68, 107, 128, 93, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3375779415745246, y=-0.9360753733372777, z=0.09893578797546634, w=-0.003967196926838564)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0011111111111111111, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=-0.01, z=-0.09)>	COMP<199>
[1740780008.6340144]	Q_Header<(2621443, 16831, 257, 173, 250, 8, 58, 63, 61)>	Q_Data<(0, 0, 62, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 17, 21, 18, 0, 0, 8, 27, 14, 8, 11, 0, 21, 44, 14, 47, 67, 0, 8, 82, 201, 230, 139, 85, 0, 0, 9, 41, 52, 0, 91, 167, 83, 139, 150, 142, 222, 159, 116, 159, 157, 114, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3375779415745246, y=-0.9360753733372777, z=0.09893578797546634, w=-0.003967196926838564)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.0011111111111111111, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=-0.01, z=-0.09)>	COMP<199>
[1740780008.6423547]	Q_Header<(2621443, 16832, 257, 173, 250, 8, 58, 64, 61)>	Q_Data<(0, 0, 59, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 21, 19, 0, 0, 17, 29, 15, 0, 0, 30, 40, 59, 47, 113, 197, 155, 55, 96, 134, 184, 171, 163, 0, 90, 107, 49, 86, 35, 148, 253, 249, 129, 237, 187, 253, 133, 127, 145, 128, 106, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 216, 253, 253, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3373964124930059, y=-0.9361407696848271, z=0.09893624903241001, w=-0.0039672154146247075)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0011111111111111111, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=-0.01, z=-0.04)>	COMP<198>
