[1740780013.0024195]	Q_Header<(2621443, 17268, 257, 173, 250, 8, 58, 0, 51)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 140, 253, 253, 253, 253, 253, 253, 253, 192, 141, 54, 44, 51, 25, 37, 30, 18, 0, 35, 113, 241, 253, 253, 253, 168, 53, 74, 0, 0, 38, 98, 176, 138, 97, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3070736446054798, y=-0.9466120362127582, z=0.0980243039627113, w=-0.004760831699309765)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=-0.015555555555555555, z=0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.03, z=0.0)>	COMP<190>
[1740780013.6241012]	Q_Header<(2621443, 17330, 257, 173, 250, 8, 58, 62, 58)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 19, 33, 20, 0, 7, 0, 60, 69, 48, 119, 170, 127, 253, 253, 253, 229, 199, 240, 253, 253, 188, 146, 253, 253, 253, 253, 119, 71, 253, 253, 253, 253, 199, 235, 157, 179, 185, 152, 64, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 123, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30498713929638166, y=-0.9470042932404759, z=0.10076721372389956, w=-0.0034179067041419597)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.023333333333333334, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.05, z=-0.04)>	COMP<192>
[1740780013.6322453]	Q_Header<(2621443, 17331, 257, 173, 250, 8, 58, 63, 50)>	Q_Data<(0, 0, 64, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 4, 0, 4, 35, 30, 0, 33, 49, 75, 103, 78, 189, 240, 165, 253, 253, 253, 250, 241, 253, 253, 253, 246, 202, 253, 253, 253, 253, 113, 168, 253, 253, 253, 253, 76, 217, 125, 99, 108, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30498713929638166, y=-0.9470042932404759, z=0.10076721372389956, w=-0.0034179067041419597)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.023333333333333334, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.05, z=-0.04)>	COMP<192>
[1740780013.6430185]	Q_Header<(2621443, 17332, 257, 173, 250, 8, 58, 64, 50)>	Q_Data<(0, 0, 55, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 9, 0, 8, 33, 41, 5, 54, 91, 99, 111, 170, 217, 223, 199, 253, 253, 253, 180, 226, 249, 253, 253, 253, 242, 253, 253, 253, 186, 245, 218, 114, 253, 253, 238, 85, 143, 89, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30498787891604495, y=-0.9470676240024554, z=0.10015711612992391, w=-0.0037230859743603646)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.025555555555555557, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.04, z=-0.07)>	COMP<192>
[1740780013.6522655]	Q_Header<(2621443, 17333, 257, 173, 250, 8, 58, 65, 47)>	Q_Data<(0, 0, 31, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 21, 15, 37, 54, 45, 61, 120, 179, 131, 212, 160, 184, 227, 245, 253, 253, 101, 203, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 210, 55, 219, 202, 137, 51, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30498787891604495, y=-0.9470676240024554, z=0.10015711612992391, w=-0.0037230859743603646)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.025555555555555557, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.04, z=-0.07)>	COMP<192>
[1740780013.6623096]	Q_Header<(2621443, 17334, 257, 173, 250, 8, 58, 66, 48)>	Q_Data<(0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 19, 23, 26, 37, 59, 67, 33, 119, 253, 253, 253, 253, 253, 215, 152, 253, 253, 86, 212, 253, 253, 253, 253, 238, 224, 253, 253, 253, 253, 171, 51, 84, 106, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 144, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30498787891604495, y=-0.9470676240024554, z=0.10015711612992391, w=-0.0037230859743603646)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.025555555555555557, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.04, z=-0.07)>	COMP<192>
[1740780013.6722972]	Q_Header<(2621443, 17335, 257, 173, 250, 8, 58, 67, 46)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 16, 18, 28, 38, 37, 59, 133, 169, 253, 253, 253, 253, 253, 72, 211, 209, 193, 174, 248, 253, 233, 219, 237, 176, 173, 253, 253, 253, 253, 132, 53, 32, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30498787891604495, y=-0.9470676240024554, z=0.10015711612992391, w=-0.0037230859743603646)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.025555555555555557, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.04, z=-0.07)>	COMP<192>
[1740780013.6822424]	Q_Header<(2621443, 17336, 257, 173, 250, 8, 58, 68, 40)>	Q_Data<(0, 0, 6, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 9, 29, 41, 75, 105, 253, 253, 253, 253, 253, 253, 253, 238, 253, 253, 60, 177, 225, 187, 133, 136, 116, 97, 98, 230, 253, 212, 176, 59, 49, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3050595352241505, y=-0.9471006018553708, z=0.09961127680788588, w=-0.004089433545421786)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.03, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.03, z=0.0)>	COMP<195>
[1740780013.692166]	Q_Header<(2621443, 17337, 257, 173, 250, 8, 58, 69, 40)>	Q_Data<(0, 0, 68, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 4, 12, 28, 40, 152, 204, 253, 253, 253, 253, 253, 243, 223, 253, 253, 253, 114, 133, 148, 84, 41, 78, 51, 40, 34, 116, 175, 159, 98, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3050595352241505, y=-0.9471006018553708, z=0.09961127680788588, w=-0.004089433545421786)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.03, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.03, z=0.0)>	COMP<195>
[1740780013.7021773]	Q_Header<(2621443, 17338, 257, 173, 250, 8, 58, 70, 40)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 12, 26, 61, 208, 250, 253, 253, 253, 253, 248, 168, 142, 238, 208, 206, 84, 78, 77, 69, 0, 50, 48, 33, 25, 30, 95, 111, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3050595352241505, y=-0.9471006018553708, z=0.09961127680788588, w=-0.004089433545421786)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.03, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.03, z=0.0)>	COMP<195>
[1740780013.7122564]	Q_Header<(2621443, 17339, 257, 173, 250, 8, 58, 71, 40)>	Q_Data<(0, 0, 48, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 21, 20, 95, 235, 206, 253, 253, 253, 253, 241, 164, 60, 173, 127, 117, 32, 44, 64, 47, 0, 0, 0, 33, 0, 0, 36, 72, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30510973192556773, y=-0.9471279896021124, z=0.09918049897560463, w=-0.004455493184750239)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.03333333333333333, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.02, z=0.01)>	COMP<197>
[1740780013.7221744]	Q_Header<(2621443, 17340, 257, 173, 250, 8, 58, 72, 34)>	Q_Data<(0, 0, 59, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 10, 19, 21, 107, 241, 236, 253, 253, 253, 253, 158, 125, 61, 106, 42, 48, 20, 2, 40, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30510973192556773, y=-0.9471279896021124, z=0.09918049897560463, w=-0.004455493184750239)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.03333333333333333, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.02, z=0.01)>	COMP<197>
[1740780013.7330477]	Q_Header<(2621443, 17341, 257, 173, 250, 8, 58, 73, 32)>	Q_Data<(0, 0, 74, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 15, 19, 34, 119, 253, 253, 253, 253, 253, 253, 127, 75, 99, 117, 53, 41, 0, 0, 17, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30510973192556773, y=-0.9471279896021124, z=0.09918049897560463, w=-0.004455493184750239)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.03333333333333333, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.02, z=0.01)>	COMP<197>
[1740780013.7423086]	Q_Header<(2621443, 17342, 257, 173, 250, 8, 58, 74, 27)>	Q_Data<(0, 0, 67, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 32, 90, 182, 253, 253, 253, 253, 181, 253, 121, 70, 138, 149, 56, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30510973192556773, y=-0.9471279896021124, z=0.09918049897560463, w=-0.004455493184750239)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.03333333333333333, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.02, z=0.01)>	COMP<197>
[1740780013.7521958]	Q_Header<(2621443, 17343, 257, 173, 250, 8, 58, 75, 26)>	Q_Data<(0, 0, 57, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 13, 42, 126, 253, 253, 253, 253, 253, 187, 253, 123, 69, 160, 171, 73, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3051791248348463, y=-0.9471539318374291, z=0.09869492897158931, w=-0.004943901822324511)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.03, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.02, z=-0.02)>	COMP<197>
[1740780013.7650836]	Q_Header<(2621443, 17344, 257, 173, 250, 8, 58, 76, 25)>	Q_Data<(0, 0, 73, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 47, 79, 253, 253, 253, 253, 253, 201, 244, 130, 47, 153, 164, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3051791248348463, y=-0.9471539318374291, z=0.09869492897158931, w=-0.004943901822324511)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.03, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.02, z=-0.02)>	COMP<197>
[1740780013.7721882]	Q_Header<(2621443, 17345, 257, 173, 250, 8, 58, 77, 29)>	Q_Data<(0, 0, 73, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 73, 202, 253, 253, 253, 253, 253, 190, 168, 97, 104, 112, 119, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3051791248348463, y=-0.9471539318374291, z=0.09869492897158931, w=-0.004943901822324511)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.03, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.02, z=-0.02)>	COMP<197>
[1740780013.7856116]	Q_Header<(2621443, 17346, 257, 173, 250, 8, 58, 78, 24)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 20, 116, 253, 253, 253, 253, 253, 253, 156, 136, 70, 103, 64, 62, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30518058520075825, y=-0.9471584642290733, z=0.09863436513688507, w=-0.005188069948412891)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.02666666666666667, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.01, z=0.06)>	COMP<191>
