[1740780073.0026953]	Q_Header<(2621443, 23268, 257, 173, 250, 8, 58, 0, 51)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 120, 253, 253, 253, 253, 253, 253, 253, 253, 253, 139, 253, 209, 227, 159, 104, 49, 0, 6, 15, 0, 79, 90, 82, 147, 253, 253, 46, 37, 14, 0, 22, 48, 139, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 54, 121, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2889961798888621, y=-0.952558263891335, z=0.09484689832044177, w=-0.0108640591383775)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.015555555555555555, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.02, z=0.01)>	COMP<165>
[1740780073.4825552]	Q_Header<(2621443, 23316, 257, 173, 250, 8, 58, 48, 53)>	Q_Data<(0, 0, 74, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 7, 11, 6, 0, 0, 27, 22, 19, 34, 29, 0, 0, 0, 0, 0, 8, 22, 0, 0, 15, 0, 0, 0, 12, 0, 0, 21, 21, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 219, 253, 253, 253, 253, 253, 253, 230, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2745985684037162, y=-0.957036130822465, z=0.09283494610848018, w=-0.007690468908394808)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.014444444444444444, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.06, z=0.0)>	COMP<160>
[1740780073.492738]	Q_Header<(2621443, 23317, 257, 173, 250, 8, 58, 49, 65)>	Q_Data<(0, 0, 73, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22, 5, 16, 14, 0, 0, 29, 0, 22, 11, 6, 0, 4, 0, 0, 0, 51, 62, 32, 0, 18, 0, 95, 115, 21, 59, 0, 0, 0, 0, 25, 0, 0, 24, 0, 0, 31, 31, 59, 63, 0, 0, 56, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 233, 253, 253, 253, 253, 253, 233, 217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2745985684037162, y=-0.957036130822465, z=0.09283494610848018, w=-0.007690468908394808)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.014444444444444444, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.06, z=0.0)>	COMP<160>
[1740780073.5037005]	Q_Header<(2621443, 23318, 257, 173, 250, 8, 58, 50, 64)>	Q_Data<(0, 0, 71, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 23, 8, 21, 0, 0, 0, 28, 0, 9, 0, 0, 21, 0, 0, 0, 0, 81, 89, 67, 24, 19, 54, 184, 230, 160, 159, 67, 43, 53, 40, 34, 0, 0, 30, 108, 0, 140, 174, 165, 160, 109, 106, 139, 124, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 253, 253, 253, 253, 253, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2745985684037162, y=-0.957036130822465, z=0.09283494610848018, w=-0.007690468908394808)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.014444444444444444, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.06, z=0.0)>	COMP<160>
[1740780073.5127783]	Q_Header<(2621443, 23319, 257, 173, 250, 8, 58, 51, 66)>	Q_Data<(0, 0, 56, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 17, 3, 20, 5, 11, 0, 34, 17, 21, 22, 0, 39, 22, 21, 20, 66, 74, 83, 105, 0, 83, 115, 253, 253, 253, 234, 99, 61, 39, 94, 63, 0, 66, 0, 194, 57, 253, 253, 228, 223, 213, 181, 177, 162, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 253, 253, 253, 13, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27368374396761286, y=-0.9572827476333721, z=0.09295725737347779, w=-0.00811773816853089)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.014444444444444444, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.05, z=0.01)>	COMP<160>
[1740780073.5227404]	Q_Header<(2621443, 23320, 257, 173, 250, 8, 58, 52, 63)>	Q_Data<(0, 0, 52, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 21, 12, 14, 30, 40, 0, 40, 45, 21, 37, 48, 61, 30, 108, 167, 189, 245, 152, 234, 193, 253, 253, 253, 253, 79, 163, 178, 56, 95, 0, 124, 168, 187, 122, 253, 253, 245, 253, 253, 161, 198, 165, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 232, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27368374396761286, y=-0.9572827476333721, z=0.09295725737347779, w=-0.00811773816853089)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.014444444444444444, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.05, z=0.01)>	COMP<160>
[1740780073.5340338]	Q_Header<(2621443, 23321, 257, 173, 250, 8, 58, 53, 61)>	Q_Data<(0, 0, 59, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 11, 24, 12, 0, 13, 20, 15, 29, 38, 17, 36, 72, 103, 93, 205, 253, 253, 253, 253, 253, 241, 236, 200, 192, 253, 131, 253, 224, 248, 200, 54, 157, 241, 211, 192, 253, 226, 233, 241, 239, 74, 201, 125, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 155, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27368374396761286, y=-0.9572827476333721, z=0.09295725737347779, w=-0.00811773816853089)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.014444444444444444, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.05, z=0.01)>	COMP<160>
[1740780073.542717]	Q_Header<(2621443, 23322, 257, 173, 250, 8, 58, 54, 54)>	Q_Data<(0, 0, 56, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 9, 12, 0, 0, 29, 14, 0, 0, 44, 12, 58, 64, 126, 193, 252, 253, 253, 253, 253, 253, 230, 203, 253, 253, 253, 197, 253, 149, 253, 174, 89, 151, 228, 253, 238, 253, 153, 198, 201, 185, 74, 141, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27368374396761286, y=-0.9572827476333721, z=0.09295725737347779, w=-0.00811773816853089)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=-0.014444444444444444, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.05, z=0.01)>	COMP<160>
[1740780073.5527363]	Q_Header<(2621443, 23323, 257, 173, 250, 8, 58, 55, 50)>	Q_Data<(0, 0, 22, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 25, 0, 23, 19, 49, 50, 130, 175, 187, 253, 214, 253, 253, 253, 253, 253, 197, 253, 253, 253, 253, 243, 253, 211, 253, 116, 134, 116, 160, 206, 191, 253, 129, 142, 140, 114, 56, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27307873120412224, y=-0.9574235533455212, z=0.0932642604559452, w=-0.008362044294806605)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=-0.008888888888888889, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.05, z=-0.05)>	COMP<160>
[1740780073.562723]	Q_Header<(2621443, 23324, 257, 173, 250, 8, 58, 56, 54)>	Q_Data<(0, 0, 23, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 2, 15, 36, 15, 35, 26, 80, 167, 253, 253, 253, 205, 253, 253, 253, 253, 236, 177, 253, 253, 253, 253, 244, 253, 253, 253, 177, 217, 81, 59, 105, 91, 129, 68, 36, 83, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27307873120412224, y=-0.9574235533455212, z=0.0932642604559452, w=-0.008362044294806605)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=-0.008888888888888889, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.05, z=-0.05)>	COMP<160>
[1740780073.5735269]	Q_Header<(2621443, 23325, 257, 173, 250, 8, 58, 57, 43)>	Q_Data<(0, 0, 35, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 17, 38, 79, 81, 136, 176, 253, 253, 247, 240, 253, 253, 253, 253, 239, 253, 253, 253, 167, 223, 220, 253, 253, 253, 253, 253, 46, 94, 44, 64, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.272530195323192, y=-0.9575484220000529, z=0.09356971767759313, w=-0.008545179696583848)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=-0.0022222222222222222, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.03, z=0.03)>	COMP<166>
[1740780073.5826986]	Q_Header<(2621443, 23326, 257, 173, 250, 8, 58, 58, 48)>	Q_Data<(0, 0, 54, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 5, 17, 12, 0, 0, 19, 32, 56, 79, 91, 211, 246, 253, 253, 253, 244, 246, 253, 253, 184, 253, 253, 253, 138, 0, 169, 170, 253, 253, 190, 253, 253, 91, 43, 112, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.272530195323192, y=-0.9575484220000529, z=0.09356971767759313, w=-0.008545179696583848)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=-0.0022222222222222222, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.03, z=0.03)>	COMP<166>
[1740780073.5927026]	Q_Header<(2621443, 23327, 257, 173, 250, 8, 58, 59, 46)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 13, 15, 15, 0, 0, 17, 20, 133, 185, 220, 253, 253, 253, 253, 253, 204, 253, 121, 157, 88, 223, 253, 253, 49, 55, 94, 103, 169, 179, 253, 253, 220, 44, 9, 90, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.272530195323192, y=-0.9575484220000529, z=0.09356971767759313, w=-0.008545179696583848)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=-0.0022222222222222222, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.03, z=0.03)>	COMP<166>
[1740780073.6062958]	Q_Header<(2621443, 23328, 257, 173, 250, 8, 58, 60, 44)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 17, 21, 3, 0, 0, 15, 52, 194, 253, 253, 253, 188, 253, 253, 253, 201, 253, 189, 145, 24, 160, 221, 174, 0, 0, 49, 23, 59, 121, 243, 253, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.272530195323192, y=-0.9575484220000529, z=0.09356971767759313, w=-0.008545179696583848)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=-0.0022222222222222222, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.03, z=0.03)>	COMP<166>
[1740780073.6139367]	Q_Header<(2621443, 23329, 257, 173, 250, 8, 58, 61, 41)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 16, 15, 0, 0, 52, 80, 167, 253, 253, 253, 243, 253, 253, 172, 201, 228, 163, 100, 16, 110, 134, 91, 0, 0, 0, 0, 0, 95, 171, 141, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27184621057621766, y=-0.9576872227551485, z=0.09411469616266897, w=-0.008788921042428231)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.0, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.02, z=0.0)>	COMP<161>
[1740780073.6241846]	Q_Header<(2621443, 23330, 257, 173, 250, 8, 58, 62, 39)>	Q_Data<(0, 0, 64, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 29, 2, 35, 100, 139, 206, 253, 253, 253, 253, 253, 175, 96, 136, 128, 113, 56, 29, 66, 57, 4, 0, 0, 0, 0, 0, 42, 95, 63, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27184621057621766, y=-0.9576872227551485, z=0.09411469616266897, w=-0.008788921042428231)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.0, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.02, z=0.0)>	COMP<161>
[1740780073.6325848]	Q_Header<(2621443, 23331, 257, 173, 250, 8, 58, 63, 36)>	Q_Data<(0, 0, 56, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 9, 28, 0, 7, 125, 228, 253, 253, 253, 253, 253, 240, 135, 83, 40, 44, 60, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 14, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27184621057621766, y=-0.9576872227551485, z=0.09411469616266897, w=-0.008788921042428231)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.0, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.02, z=0.0)>	COMP<161>
[1740780073.6426973]	Q_Header<(2621443, 23332, 257, 173, 250, 8, 58, 64, 34)>	Q_Data<(0, 0, 55, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 32, 15, 0, 0, 80, 115, 253, 253, 253, 253, 253, 253, 253, 116, 68, 91, 78, 61, 51, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.27136683314245846, y=-0.9577796548968642, z=0.09454503475880975, w=-0.008911281520197692)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.01, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.02, z=0.0)>	COMP<161>
