[1740779515.6386545]	Q_Header<(2621443, 33054, 257, 173, 250, 8, 58, 0, 55)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 15, 0, 0, 0, 0, 0, 0, 20, 22, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 253, 253, 190, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 246, 253, 253, 253, 159, 253, 240, 131, 97, 57, 28, 0, 60, 0, 158, 184, 76, 0, 0, 81, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.692449901949706, y=-0.7147889644542096, z=0.058228048167476384, w=0.07873603997488945)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.017777777777777778, z=0.10555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.14, z=-0.11)>	COMP<59>
[1740779516.2685857]	Q_Header<(2621443, 33117, 257, 173, 250, 8, 58, 63, 21)>	Q_Data<(0, 0, 62, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 253, 253, 253, 253, 231, 253, 250, 148, 56, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.713382240161715, y=-0.6935457216767255, z=0.05780056309318481, w=0.08209266880711043)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.028888888888888888, y=0.044444444444444446, z=0.09444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.12, z=-0.03)>	COMP<56>
[1740779516.278522]	Q_Header<(2621443, 33118, 257, 173, 250, 8, 58, 64, 24)>	Q_Data<(0, 0, 57, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 29, 228, 253, 253, 253, 253, 209, 253, 200, 120, 101, 24, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.714652430089562, y=-0.6921307163050332, z=0.0576775596920861, w=0.08306789284754411)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.04666666666666667, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.14, z=-0.07)>	COMP<56>
[1740779516.288586]	Q_Header<(2621443, 33119, 257, 173, 250, 8, 58, 65, 25)>	Q_Data<(0, 0, 53, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 28, 253, 253, 253, 190, 253, 253, 253, 221, 123, 130, 27, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.714652430089562, y=-0.6921307163050332, z=0.0576775596920861, w=0.08306789284754411)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.04666666666666667, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.14, z=-0.07)>	COMP<56>
[1740779516.2985032]	Q_Header<(2621443, 33120, 257, 173, 250, 8, 58, 66, 25)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 97, 249, 253, 253, 253, 214, 253, 253, 183, 149, 152, 29, 33, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.714652430089562, y=-0.6921307163050332, z=0.0576775596920861, w=0.08306789284754411)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.024444444444444446, y=0.04666666666666667, z=0.09222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.14, z=-0.07)>	COMP<56>
[1740779516.309151]	Q_Header<(2621443, 33121, 257, 173, 250, 8, 58, 67, 23)>	Q_Data<(0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 144, 253, 253, 253, 253, 253, 232, 253, 173, 223, 167, 65, 34, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.715550257065782, y=-0.6911370787284984, z=0.05749303498430285, w=0.0837372016968827)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.05, z=0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.15, z=-0.06)>	COMP<57>
[1740779516.3185165]	Q_Header<(2621443, 33122, 257, 173, 250, 8, 58, 68, 24)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 200, 166, 253, 253, 253, 253, 237, 253, 249, 253, 253, 166, 50, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.715550257065782, y=-0.6911370787284984, z=0.05749303498430285, w=0.0837372016968827)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.05, z=0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.15, z=-0.06)>	COMP<57>
[1740779516.3295507]	Q_Header<(2621443, 33123, 257, 173, 250, 8, 58, 69, 24)>	Q_Data<(0, 0, 49, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 127, 250, 220, 253, 253, 253, 253, 253, 253, 151, 238, 223, 129, 33, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.715550257065782, y=-0.6911370787284984, z=0.05749303498430285, w=0.0837372016968827)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.05, z=0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.15, z=-0.06)>	COMP<57>
[1740779516.3423667]	Q_Header<(2621443, 33124, 257, 173, 250, 8, 58, 70, 25)>	Q_Data<(0, 0, 62, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 123, 249, 253, 253, 232, 253, 253, 253, 253, 107, 158, 149, 76, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.715550257065782, y=-0.6911370787284984, z=0.05749303498430285, w=0.0837372016968827)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.05, z=0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.15, z=-0.06)>	COMP<57>
[1740779516.3504417]	Q_Header<(2621443, 33125, 257, 173, 250, 8, 58, 71, 27)>	Q_Data<(0, 0, 47, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 159, 221, 206, 253, 149, 253, 253, 230, 178, 133, 99, 71, 37, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7164827817899082, y=-0.6901159224549359, z=0.05725026401899088, w=0.08434953611326801)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.051111111111111114, z=0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.12, z=0.0)>	COMP<56>
[1740779516.360009]	Q_Header<(2621443, 33126, 257, 173, 250, 8, 58, 72, 27)>	Q_Data<(0, 0, 52, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 90, 172, 253, 230, 253, 253, 222, 63, 114, 94, 83, 0, 6, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7164827817899082, y=-0.6901159224549359, z=0.05725026401899088, w=0.08434953611326801)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.051111111111111114, z=0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.12, z=0.0)>	COMP<56>
[1740779516.3685613]	Q_Header<(2621443, 33127, 257, 173, 250, 8, 58, 73, 27)>	Q_Data<(0, 0, 70, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 242, 253, 253, 253, 253, 110, 150, 171, 81, 59, 8, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7164827817899082, y=-0.6901159224549359, z=0.05725026401899088, w=0.08434953611326801)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.051111111111111114, z=0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.12, z=0.0)>	COMP<56>
[1740779516.3786957]	Q_Header<(2621443, 33128, 257, 173, 250, 8, 58, 74, 23)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 237, 184, 241, 253, 233, 130, 94, 135, 47, 36, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7177138421285586, y=-0.6887831200289807, z=0.056884879740098364, w=0.08502214321669208)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.04888888888888889, z=0.08777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.13, z=-0.15)>	COMP<56>
[1740779516.388498]	Q_Header<(2621443, 33129, 257, 173, 250, 8, 58, 75, 24)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 232, 226, 253, 253, 138, 176, 231, 147, 85, 33, 19, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7177138421285586, y=-0.6887831200289807, z=0.056884879740098364, w=0.08502214321669208)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.04888888888888889, z=0.08777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.13, z=-0.15)>	COMP<56>
[1740779516.3984957]	Q_Header<(2621443, 33130, 257, 173, 250, 8, 58, 76, 27)>	Q_Data<(0, 0, 72, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 205, 253, 253, 253, 239, 199, 253, 209, 95, 53, 11, 17, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7177138421285586, y=-0.6887831200289807, z=0.056884879740098364, w=0.08502214321669208)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.04888888888888889, z=0.08777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.13, z=-0.15)>	COMP<56>
[1740779516.4085498]	Q_Header<(2621443, 33131, 257, 173, 250, 8, 58, 77, 22)>	Q_Data<(0, 0, 72, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 253, 253, 253, 253, 238, 253, 244, 97, 29, 27, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7177138421285586, y=-0.6887831200289807, z=0.056884879740098364, w=0.08502214321669208)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.04888888888888889, z=0.08777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.13, z=-0.15)>	COMP<56>
[1740779516.4185538]	Q_Header<(2621443, 33132, 257, 173, 250, 8, 58, 78, 22)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 181, 253, 253, 248, 253, 253, 253, 253, 56, 83, 63, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7185664903241787, y=-0.6878658240001269, z=0.05657955801669189, w=0.08544917068324558)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.04, z=0.08777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.12, z=-0.04)>	COMP<57>
[1740779516.4306977]	Q_Header<(2621443, 33133, 257, 173, 250, 8, 58, 79, 23)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 253, 253, 253, 231, 253, 253, 160, 88, 99, 85, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7185664903241787, y=-0.6878658240001269, z=0.05657955801669189, w=0.08544917068324558)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.04, z=0.08777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.12, z=-0.04)>	COMP<57>
