[1740779748.0404346]	Q_Header<(2621443, 56304, 257, 173, 250, 8, 58, 0, 87)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 212, 245, 165, 81, 143, 124, 190, 253, 253, 212, 188, 253, 253, 253, 253, 253, 245, 253, 201, 198, 253, 253, 62, 64, 15, 0, 18, 159, 253, 206, 62, 106, 97, 253, 253, 253, 111, 93, 122, 120, 55, 35, 253, 253, 253, 12, 43, 0, 46, 28, 197, 253, 253, 153, 173, 57, 39, 0, 40, 134, 207, 132, 123, 253, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 152, 184, 0, 0, 0, 0, 0, 0, 81, 59, 221, 180, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7976025222148025, y=-0.5960046395337883, z=0.03198222540867436, w=0.08709663293545479)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=-0.021111111111111112, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.1, z=0.0)>	COMP<155>
[1740779748.5603611]	Q_Header<(2621443, 56356, 257, 173, 250, 8, 58, 52, 45)>	Q_Data<(0, 0, 52, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 29, 19, 27, 113, 172, 116, 69, 27, 0, 0, 24, 0, 0, 22, 42, 58, 0, 99, 170, 231, 203, 111, 165, 153, 246, 253, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 197, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7979548669239839, y=-0.594834643799996, z=0.034361984861419836, w=0.09087921040613522)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.052222222222222225, y=0.014444444444444444, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.05, z=0.01)>	COMP<151>
[1740779748.5703127]	Q_Header<(2621443, 56357, 257, 173, 250, 8, 58, 53, 44)>	Q_Data<(0, 0, 57, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 32, 18, 58, 175, 236, 168, 66, 43, 0, 29, 25, 8, 0, 60, 146, 168, 72, 118, 191, 253, 203, 46, 196, 253, 253, 253, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7979548669239839, y=-0.594834643799996, z=0.034361984861419836, w=0.09087921040613522)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.052222222222222225, y=0.014444444444444444, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.05, z=0.01)>	COMP<151>
[1740779748.5804322]	Q_Header<(2621443, 56358, 257, 173, 250, 8, 58, 54, 45)>	Q_Data<(0, 0, 44, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 38, 16, 87, 226, 253, 154, 113, 56, 7, 56, 15, 38, 52, 79, 235, 253, 196, 142, 186, 243, 62, 207, 252, 253, 253, 203, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 98, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7982598021001152, y=-0.5945903350454409, z=0.03375163778280937, w=0.09002471198850599)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06333333333333334, y=0.01, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=-0.04, z=-0.13)>	COMP<151>
[1740779748.5902617]	Q_Header<(2621443, 56359, 257, 173, 250, 8, 58, 55, 48)>	Q_Data<(0, 0, 20, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 40, 0, 111, 245, 253, 248, 201, 34, 12, 86, 44, 40, 44, 44, 253, 253, 253, 232, 197, 134, 169, 253, 253, 253, 227, 120, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7982598021001152, y=-0.5945903350454409, z=0.03375163778280937, w=0.09002471198850599)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06333333333333334, y=0.01, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=-0.04, z=-0.13)>	COMP<151>
[1740779748.6003008]	Q_Header<(2621443, 56360, 257, 173, 250, 8, 58, 56, 48)>	Q_Data<(0, 0, 39, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 46, 36, 131, 220, 253, 253, 253, 79, 33, 90, 50, 88, 68, 126, 253, 253, 253, 253, 251, 218, 177, 253, 230, 170, 137, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 84, 69, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7982598021001152, y=-0.5945903350454409, z=0.03375163778280937, w=0.09002471198850599)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06333333333333334, y=0.01, z=0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=-0.04, z=-0.13)>	COMP<151>
[1740779748.6103415]	Q_Header<(2621443, 56361, 257, 173, 250, 8, 58, 57, 42)>	Q_Data<(0, 0, 36, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 62, 49, 134, 172, 253, 253, 253, 101, 55, 36, 86, 152, 115, 165, 253, 253, 199, 253, 253, 235, 119, 217, 149, 75, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7983595475452845, y=-0.594558130935674, z=0.03357016446100202, w=0.08941871079157812)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.0011111111111111111, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.06, z=-0.11)>	COMP<157>
[1740779748.6202803]	Q_Header<(2621443, 56362, 257, 173, 250, 8, 58, 58, 40)>	Q_Data<(0, 0, 53, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 83, 49, 110, 126, 205, 226, 187, 110, 117, 162, 138, 175, 148, 125, 253, 127, 253, 132, 253, 185, 62, 125, 75, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7983595475452845, y=-0.594558130935674, z=0.03357016446100202, w=0.08941871079157812)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.0011111111111111111, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.06, z=-0.11)>	COMP<157>
[1740779748.6302888]	Q_Header<(2621443, 56363, 257, 173, 250, 8, 58, 59, 38)>	Q_Data<(0, 0, 70, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 76, 50, 52, 145, 205, 253, 206, 120, 168, 253, 253, 129, 174, 123, 253, 253, 253, 225, 197, 148, 68, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7983595475452845, y=-0.594558130935674, z=0.03357016446100202, w=0.08941871079157812)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.0011111111111111111, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.06, z=-0.11)>	COMP<157>
[1740779748.6402125]	Q_Header<(2621443, 56364, 257, 173, 250, 8, 58, 60, 32)>	Q_Data<(0, 0, 70, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 153, 165, 136, 247, 253, 253, 253, 176, 226, 253, 253, 49, 182, 120, 253, 253, 253, 253, 125, 143, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7983595475452845, y=-0.594558130935674, z=0.03357016446100202, w=0.08941871079157812)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.0011111111111111111, z=0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.06, z=-0.11)>	COMP<157>
[1740779748.65166]	Q_Header<(2621443, 56365, 257, 173, 250, 8, 58, 61, 28)>	Q_Data<(0, 0, 67, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 253, 241, 207, 253, 253, 253, 253, 253, 253, 253, 253, 74, 182, 54, 244, 253, 253, 199, 61, 98, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7984350467382634, y=-0.5945844844308333, z=0.033263040855553705, w=0.0886810979139808)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05444444444444444, y=-0.0044444444444444444, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.23, y=-0.08, z=-0.18)>	COMP<153>
[1740779748.6615357]	Q_Header<(2621443, 56366, 257, 173, 250, 8, 58, 62, 26)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 228, 253, 253, 243, 253, 253, 253, 253, 253, 253, 253, 253, 253, 191, 177, 186, 191, 140, 100, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7984350467382634, y=-0.5945844844308333, z=0.033263040855553705, w=0.0886810979139808)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05444444444444444, y=-0.0044444444444444444, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.23, y=-0.08, z=-0.18)>	COMP<153>
[1740779748.6705081]	Q_Header<(2621443, 56367, 257, 173, 250, 8, 58, 63, 33)>	Q_Data<(0, 0, 63, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 246, 253, 236, 253, 224, 253, 253, 253, 253, 240, 253, 253, 253, 188, 253, 170, 175, 98, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7984350467382634, y=-0.5945844844308333, z=0.033263040855553705, w=0.0886810979139808)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05444444444444444, y=-0.0044444444444444444, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.23, y=-0.08, z=-0.18)>	COMP<153>
[1740779748.6803281]	Q_Header<(2621443, 56368, 257, 173, 250, 8, 58, 64, 31)>	Q_Data<(0, 0, 56, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 253, 253, 180, 253, 100, 216, 253, 253, 239, 212, 182, 224, 253, 246, 253, 201, 174, 151, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7985291739136317, y=-0.5946091272847664, z=0.033142348194993655, w=0.08770820323426498)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.01, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.08, z=-0.17)>	COMP<153>
[1740779748.6903565]	Q_Header<(2621443, 56369, 257, 173, 250, 8, 58, 65, 31)>	Q_Data<(0, 0, 42, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 253, 253, 200, 246, 124, 192, 253, 187, 207, 207, 138, 213, 253, 253, 253, 236, 148, 134, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7985291739136317, y=-0.5946091272847664, z=0.033142348194993655, w=0.08770820323426498)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.01, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.08, z=-0.17)>	COMP<153>
[1740779748.7001948]	Q_Header<(2621443, 56370, 257, 173, 250, 8, 58, 66, 32)>	Q_Data<(0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 252, 233, 251, 210, 157, 109, 239, 253, 253, 154, 154, 206, 253, 253, 253, 223, 96, 74, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7985291739136317, y=-0.5946091272847664, z=0.033142348194993655, w=0.08770820323426498)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.044444444444444446, y=-0.01, z=0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.08, z=-0.17)>	COMP<153>
[1740779748.7102978]	Q_Header<(2621443, 56371, 257, 173, 250, 8, 58, 67, 30)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 152, 246, 170, 253, 151, 227, 206, 210, 253, 253, 77, 135, 170, 253, 253, 210, 164, 47, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.798570762506232, y=-0.5946556816797782, z=0.03308050697633581, w=0.08703469178644808)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.022222222222222223, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.05, z=0.09)>	COMP<154>
[1740779748.7202754]	Q_Header<(2621443, 56372, 257, 173, 250, 8, 58, 68, 32)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 157, 232, 253, 253, 114, 253, 253, 147, 253, 222, 41, 94, 114, 210, 236, 141, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.798570762506232, y=-0.5946556816797782, z=0.03308050697633581, w=0.08703469178644808)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.022222222222222223, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.05, z=0.09)>	COMP<154>
