[1740780090.5028713]	Q_Header<(2621443, 25018, 257, 173, 250, 8, 58, 0, 66)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 211, 215, 253, 253, 253, 253, 253, 253, 253, 233, 160, 198, 139, 84, 124, 202, 0, 75, 64, 53, 59, 49, 49, 88, 86, 168, 158, 111, 147, 163, 42, 0, 175, 253, 253, 253, 216, 169, 54, 59, 0, 0, 0, 0, 34, 81, 88, 48, 0, 0, 0, 0, 0, 30, 21, 0, 70, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.45678993331356904, y=-0.8845269526430041, z=0.09149226483659006, w=-0.024170071297724926)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04111111111111111, y=0.04777777777777778, z=0.11888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.01, z=-0.11)>	COMP<150>
[1740780091.1249359]	Q_Header<(2621443, 25080, 257, 173, 250, 8, 58, 62, 65)>	Q_Data<(0, 0, 64, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 29, 37, 9, 0, 0, 13, 39, 31, 10, 0, 24, 0, 7, 0, 0, 0, 34, 0, 42, 34, 0, 81, 252, 253, 253, 250, 37, 37, 27, 15, 0, 0, 0, 81, 86, 82, 114, 157, 113, 65, 137, 146, 86, 110, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 187, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4244935800720225, y=-0.9004390779011571, z=0.09265007254483539, w=-0.020751663152334673)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.035555555555555556, z=0.11666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.07, z=-0.39)>	COMP<151>
[1740780091.1338456]	Q_Header<(2621443, 25081, 257, 173, 250, 8, 58, 63, 65)>	Q_Data<(0, 0, 50, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 28, 33, 8, 0, 9, 24, 43, 30, 0, 0, 14, 0, 0, 0, 12, 35, 35, 32, 114, 121, 28, 109, 253, 253, 253, 253, 57, 0, 0, 60, 50, 0, 0, 154, 162, 157, 198, 190, 127, 109, 213, 253, 204, 135, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 230, 253, 253, 253, 253, 96, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4244935800720225, y=-0.9004390779011571, z=0.09265007254483539, w=-0.020751663152334673)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.035555555555555556, z=0.11666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.07, z=-0.39)>	COMP<151>
[1740780091.144403]	Q_Header<(2621443, 25082, 257, 173, 250, 8, 58, 64, 64)>	Q_Data<(0, 0, 51, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 23, 26, 0, 0, 0, 23, 42, 35, 7, 14, 0, 0, 0, 42, 48, 37, 86, 131, 253, 253, 140, 135, 253, 253, 253, 253, 91, 141, 170, 181, 164, 37, 49, 166, 168, 253, 253, 176, 179, 166, 244, 253, 242, 118, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 253, 253, 152, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4229182277185706, y=-0.9011350431573064, z=0.09314088836751894, w=-0.020508085512114263)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=0.03777777777777778, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.06, z=-0.1)>	COMP<151>
[1740780091.1537156]	Q_Header<(2621443, 25083, 257, 173, 250, 8, 58, 65, 63)>	Q_Data<(0, 0, 38, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 24, 24, 0, 0, 0, 21, 42, 37, 39, 20, 0, 11, 39, 44, 87, 172, 198, 217, 253, 253, 243, 200, 156, 250, 253, 253, 168, 253, 253, 234, 251, 76, 129, 87, 253, 253, 253, 202, 214, 191, 213, 234, 196, 83, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4229182277185706, y=-0.9011350431573064, z=0.09314088836751894, w=-0.020508085512114263)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=0.03777777777777778, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.06, z=-0.1)>	COMP<151>
[1740780091.1633737]	Q_Header<(2621443, 25084, 257, 173, 250, 8, 58, 66, 58)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 24, 36, 0, 8, 19, 19, 38, 36, 41, 21, 0, 66, 62, 98, 181, 253, 253, 246, 253, 253, 253, 253, 103, 117, 209, 227, 211, 253, 253, 189, 253, 135, 167, 210, 253, 253, 253, 204, 174, 166, 153, 137, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4229182277185706, y=-0.9011350431573064, z=0.09314088836751894, w=-0.020508085512114263)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.027777777777777776, y=0.03777777777777778, z=0.11333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.06, z=-0.1)>	COMP<151>
[1740780091.1758108]	Q_Header<(2621443, 25085, 257, 173, 250, 8, 58, 67, 57)>	Q_Data<(0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 28, 38, 0, 13, 19, 18, 45, 42, 33, 18, 56, 104, 117, 159, 234, 253, 253, 253, 253, 180, 253, 253, 164, 174, 159, 230, 184, 253, 253, 253, 253, 152, 143, 207, 253, 253, 253, 118, 97, 103, 63, 53, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4213881582528395, y=-0.9017975142215677, z=0.09368928489543868, w=-0.020385811827411414)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.03222222222222222, z=0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.1, z=0.0)>	COMP<149>
[1740780091.1846368]	Q_Header<(2621443, 25086, 257, 173, 250, 8, 58, 68, 55)>	Q_Data<(0, 0, 12, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 25, 34, 12, 0, 0, 15, 52, 40, 44, 8, 76, 140, 234, 253, 249, 253, 253, 253, 253, 253, 253, 253, 246, 220, 72, 253, 56, 253, 253, 253, 253, 118, 93, 102, 183, 240, 154, 22, 0, 31, 0, 21, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4213881582528395, y=-0.9017975142215677, z=0.09368928489543868, w=-0.020385811827411414)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.03222222222222222, z=0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.1, z=0.0)>	COMP<149>
[1740780091.1938398]	Q_Header<(2621443, 25087, 257, 173, 250, 8, 58, 69, 50)>	Q_Data<(0, 0, 72, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 11, 28, 15, 0, 0, 0, 28, 49, 68, 87, 115, 189, 253, 253, 253, 253, 253, 253, 253, 253, 249, 253, 253, 176, 90, 253, 110, 114, 253, 253, 196, 253, 133, 121, 120, 104, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4213881582528395, y=-0.9017975142215677, z=0.09368928489543868, w=-0.020385811827411414)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.03222222222222222, z=0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.1, z=0.0)>	COMP<149>
[1740780091.2033672]	Q_Header<(2621443, 25088, 257, 173, 250, 8, 58, 70, 46)>	Q_Data<(0, 0, 69, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 25, 25, 0, 0, 14, 10, 36, 52, 188, 253, 253, 253, 253, 253, 253, 253, 253, 253, 207, 192, 253, 253, 112, 114, 230, 113, 152, 253, 253, 149, 253, 158, 101, 131, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4213881582528395, y=-0.9017975142215677, z=0.09368928489543868, w=-0.020385811827411414)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.03222222222222222, z=0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=0.1, z=0.0)>	COMP<149>
[1740780091.2127976]	Q_Header<(2621443, 25089, 257, 173, 250, 8, 58, 71, 40)>	Q_Data<(0, 0, 42, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 13, 20, 17, 14, 0, 5, 20, 136, 127, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 108, 157, 253, 253, 80, 85, 133, 68, 115, 253, 253, 68, 199, 122, 40, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41942769773567773, y=-0.9026362371671912, z=0.09442005942914632, w=-0.0203244213250845)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.028888888888888888, z=0.10888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=0.12, z=0.0)>	COMP<149>
[1740780091.225888]	Q_Header<(2621443, 25090, 257, 173, 250, 8, 58, 72, 47)>	Q_Data<(0, 0, 47, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 27, 19, 0, 12, 20, 38, 31, 229, 253, 253, 253, 253, 253, 250, 222, 152, 253, 253, 192, 41, 104, 170, 154, 63, 45, 73, 0, 24, 165, 209, 104, 108, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41942769773567773, y=-0.9026362371671912, z=0.09442005942914632, w=-0.0203244213250845)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.028888888888888888, z=0.10888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=0.12, z=0.0)>	COMP<149>
[1740780091.2356224]	Q_Header<(2621443, 25091, 257, 173, 250, 8, 58, 73, 41)>	Q_Data<(0, 0, 63, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 25, 0, 0, 4, 29, 66, 59, 253, 253, 253, 253, 253, 253, 225, 141, 111, 142, 171, 118, 47, 23, 60, 48, 0, 0, 18, 0, 0, 76, 103, 71, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41942769773567773, y=-0.9026362371671912, z=0.09442005942914632, w=-0.0203244213250845)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.028888888888888888, z=0.10888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=0.12, z=0.0)>	COMP<149>
[1740780091.245725]	Q_Header<(2621443, 25092, 257, 173, 250, 8, 58, 74, 43)>	Q_Data<(0, 0, 71, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 22, 8, 0, 0, 18, 47, 169, 253, 253, 253, 253, 253, 253, 156, 79, 131, 74, 88, 72, 19, 27, 44, 17, 0, 0, 0, 0, 0, 44, 45, 44, 18, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41802441030004417, y=-0.9032476636049575, z=0.09484741328752645, w=-0.020080308218530372)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.028888888888888888, z=0.10333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=0.22, z=-0.02)>	COMP<150>
[1740780091.2527068]	Q_Header<(2621443, 25093, 257, 173, 250, 8, 58, 75, 37)>	Q_Data<(0, 0, 69, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 37, 0, 0, 5, 22, 107, 253, 253, 253, 253, 253, 253, 253, 115, 104, 142, 90, 44, 33, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41802441030004417, y=-0.9032476636049575, z=0.09484741328752645, w=-0.020080308218530372)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.028888888888888888, z=0.10333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=0.22, z=-0.02)>	COMP<150>
[1740780091.266036]	Q_Header<(2621443, 25094, 257, 173, 250, 8, 58, 76, 36)>	Q_Data<(0, 0, 75, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 38, 0, 14, 12, 76, 242, 253, 253, 253, 253, 202, 253, 253, 121, 185, 213, 173, 81, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41802441030004417, y=-0.9032476636049575, z=0.09484741328752645, w=-0.020080308218530372)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.028888888888888888, z=0.10333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=0.22, z=-0.02)>	COMP<150>
[1740780091.2749712]	Q_Header<(2621443, 25095, 257, 173, 250, 8, 58, 77, 32)>	Q_Data<(0, 0, 75, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 29, 27, 35, 36, 156, 253, 253, 253, 253, 253, 253, 253, 253, 141, 218, 243, 210, 98, 0, 19, 10, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4166243795094459, y=-0.903866164101287, z=0.09515344384049608, w=-0.019897384664529647)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.02666666666666667, z=0.10111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.0, z=0.09)>	COMP<148>
[1740780091.2914548]	Q_Header<(2621443, 25096, 257, 173, 250, 8, 58, 78, 26)>	Q_Data<(0, 0, 72, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 45, 38, 43, 221, 253, 253, 253, 253, 253, 253, 253, 253, 127, 199, 219, 179, 77, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4166243795094459, y=-0.903866164101287, z=0.09515344384049608, w=-0.019897384664529647)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.02666666666666667, z=0.10111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.0, z=0.09)>	COMP<148>
