[1740779575.5989716]	Q_Header<(2621443, 39054, 257, 173, 250, 8, 58, 0, 32)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 10, 0, 13, 0, 0, 0, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 94, 213, 253, 253, 253, 253, 253, 74, 95, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8787447455095916, y=0.4654045068077124, z=-0.06866623870933462, w=0.08056838675228595)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.03666666666666667, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.18, z=-0.03)>	COMP<21>
[1740779576.258906]	Q_Header<(2621443, 39120, 257, 173, 250, 8, 58, 66, 25)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 156, 253, 169, 185, 192, 145, 104, 55, 60, 66, 29, 7, 13, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8728513012662154, y=0.4769218983353756, z=-0.06603909572547689, w=0.07946663829442782)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.015555555555555555, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.12, z=-0.08)>	COMP<20>
[1740779576.2689552]	Q_Header<(2621443, 39121, 257, 173, 250, 8, 58, 67, 34)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 138, 253, 253, 253, 216, 196, 140, 51, 71, 70, 30, 8, 0, 0, 22, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8728513012662154, y=0.4769218983353756, z=-0.06603909572547689, w=0.07946663829442782)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.015555555555555555, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.12, z=-0.08)>	COMP<20>
[1740779576.2799144]	Q_Header<(2621443, 39122, 257, 173, 250, 8, 58, 68, 27)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 161, 249, 253, 253, 127, 186, 128, 35, 83, 72, 13, 0, 0, 0, 22, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8725434547815991, y=0.47746974305794976, z=-0.06622199555386367, w=0.07940536056735173)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.01888888888888889, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.13, z=-0.02)>	COMP<17>
[1740779576.288998]	Q_Header<(2621443, 39123, 257, 173, 250, 8, 58, 69, 27)>	Q_Data<(0, 0, 39, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 253, 253, 253, 220, 112, 93, 96, 89, 61, 22, 38, 26, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8725434547815991, y=0.47746974305794976, z=-0.06622199555386367, w=0.07940536056735173)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.01888888888888889, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.13, z=-0.02)>	COMP<17>
[1740779576.2989151]	Q_Header<(2621443, 39124, 257, 173, 250, 8, 58, 70, 26)>	Q_Data<(0, 0, 62, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 253, 209, 253, 229, 216, 151, 88, 83, 6, 0, 51, 46, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8725434547815991, y=0.47746974305794976, z=-0.06622199555386367, w=0.07940536056735173)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.01888888888888889, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.13, z=-0.02)>	COMP<17>
[1740779576.3095725]	Q_Header<(2621443, 39125, 257, 173, 250, 8, 58, 71, 29)>	Q_Data<(0, 0, 50, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 253, 253, 195, 250, 122, 139, 103, 82, 63, 50, 66, 88, 34, 18, 11, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8721232708975222, y=0.47820602053902206, z=-0.06658873878852241, w=0.07928393371795656)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.025555555555555557, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.13, z=-0.12)>	COMP<17>
[1740779576.319016]	Q_Header<(2621443, 39126, 257, 173, 250, 8, 58, 72, 34)>	Q_Data<(0, 0, 66, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 242, 244, 244, 253, 253, 253, 158, 105, 125, 109, 76, 112, 62, 0, 0, 0, 17, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8721232708975222, y=0.47820602053902206, z=-0.06658873878852241, w=0.07928393371795656)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.025555555555555557, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.13, z=-0.12)>	COMP<17>
[1740779576.3298984]	Q_Header<(2621443, 39127, 257, 173, 250, 8, 58, 73, 28)>	Q_Data<(0, 0, 73, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 249, 253, 253, 253, 253, 178, 138, 165, 150, 81, 112, 57, 0, 0, 0, 0, 30, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8721232708975222, y=0.47820602053902206, z=-0.06658873878852241, w=0.07928393371795656)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.025555555555555557, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.13, z=-0.12)>	COMP<17>
[1740779576.3396835]	Q_Header<(2621443, 39128, 257, 173, 250, 8, 58, 74, 39)>	Q_Data<(0, 0, 74, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 187, 253, 253, 253, 97, 150, 109, 176, 169, 68, 102, 0, 18, 0, 0, 0, 20, 26, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8721232708975222, y=0.47820602053902206, z=-0.06658873878852241, w=0.07928393371795656)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.025555555555555557, z=0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.13, z=-0.12)>	COMP<17>
[1740779576.350494]	Q_Header<(2621443, 39129, 257, 173, 250, 8, 58, 75, 37)>	Q_Data<(0, 0, 71, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 195, 253, 253, 253, 253, 72, 115, 153, 154, 63, 117, 62, 0, 26, 26, 11, 0, 18, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8718158310460167, y=0.478754087001187, z=-0.06689373780638716, w=0.07910062426740672)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.024444444444444446, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.13, z=0.01)>	COMP<18>
[1740779576.3596706]	Q_Header<(2621443, 39130, 257, 173, 250, 8, 58, 76, 39)>	Q_Data<(0, 0, 73, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 241, 246, 253, 253, 253, 234, 157, 69, 94, 103, 95, 26, 8, 35, 44, 23, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 44, 52, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8718158310460167, y=0.478754087001187, z=-0.06689373780638716, w=0.07910062426740672)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.024444444444444446, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.13, z=0.01)>	COMP<18>
[1740779576.3694427]	Q_Header<(2621443, 39131, 257, 173, 250, 8, 58, 77, 32)>	Q_Data<(0, 0, 71, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 200, 253, 253, 253, 253, 253, 246, 168, 147, 134, 97, 124, 8, 39, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 40, 66, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8718158310460167, y=0.478754087001187, z=-0.06689373780638716, w=0.07910062426740672)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.024444444444444446, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.13, z=0.01)>	COMP<18>
[1740779576.379057]	Q_Header<(2621443, 39132, 257, 173, 250, 8, 58, 78, 32)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 149, 253, 253, 253, 253, 253, 253, 253, 171, 215, 147, 177, 57, 33, 22, 22, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 138, 176, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8715292330090431, y=0.47925257634197116, z=-0.06720034214881689, w=0.07898023863811904)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.03111111111111111, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.12, z=-0.06)>	COMP<19>
[1740779576.3888857]	Q_Header<(2621443, 39133, 257, 173, 250, 8, 58, 79, 37)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 199, 215, 253, 253, 253, 171, 253, 201, 253, 126, 172, 118, 73, 80, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 224, 253, 226, 253, 98, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8715292330090431, y=0.47925257634197116, z=-0.06720034214881689, w=0.07898023863811904)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.03111111111111111, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.12, z=-0.06)>	COMP<19>
[1740779576.3989453]	Q_Header<(2621443, 39134, 257, 173, 250, 8, 58, 80, 43)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 70, 97, 96, 253, 253, 253, 253, 253, 194, 253, 203, 186, 203, 198, 187, 139, 0, 9, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 30, 207, 253, 253, 253, 253, 179, 55, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8715292330090431, y=0.47925257634197116, z=-0.06720034214881689, w=0.07898023863811904)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.03111111111111111, z=0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.12, z=-0.06)>	COMP<19>
[1740779576.4092293]	Q_Header<(2621443, 39135, 257, 173, 250, 8, 58, 81, 40)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 40, 52, 90, 228, 215, 253, 253, 253, 176, 177, 167, 213, 253, 253, 253, 216, 74, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 253, 253, 253, 253, 253, 253, 53, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8711449812569482, y=0.479914032622671, z=-0.06774826099595127, w=0.0787344654817812)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.034444444444444444, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.1, z=-0.15)>	COMP<19>
[1740779576.419015]	Q_Header<(2621443, 39136, 257, 173, 250, 8, 58, 82, 41)>	Q_Data<(0, 0, 69, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 27, 37, 76, 121, 253, 253, 249, 253, 212, 253, 253, 253, 240, 253, 253, 253, 129, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 233, 253, 253, 253, 247, 253, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8711449812569482, y=0.479914032622671, z=-0.06774826099595127, w=0.0787344654817812)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.034444444444444444, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.1, z=-0.15)>	COMP<19>
