[1740780400.4649706]	Q_Header<(2621443, 56018, 257, 173, 250, 8, 58, 0, 21)>	Q_Data<(0, 0, 54, 0, 50, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 177, 227, 69, 71, 52, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.38390146587309565, y=-0.9186170052235234, z=0.09197766439916616, w=-0.0173945815220719)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.023333333333333334, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.05, z=-0.21)>	COMP<103>
[1740780400.994959]	Q_Header<(2621443, 56071, 257, 173, 250, 8, 58, 53, 26)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 32, 10, 48, 49, 46, 51, 146, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 229, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39135082859838977, y=-0.9155729538060581, z=0.09094085068802257, w=-0.017333692345904973)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=0.012222222222222223, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.01, z=-0.1)>	COMP<105>
[1740780401.0049887]	Q_Header<(2621443, 56072, 257, 173, 250, 8, 58, 54, 37)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 33, 13, 20, 49, 64, 107, 226, 253, 253, 253, 253, 236, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 193, 253, 253, 187, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39135082859838977, y=-0.9155729538060581, z=0.09094085068802257, w=-0.017333692345904973)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=0.012222222222222223, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.01, z=-0.1)>	COMP<105>
[1740780401.0150917]	Q_Header<(2621443, 56073, 257, 173, 250, 8, 58, 55, 35)>	Q_Data<(0, 0, 65, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 25, 19, 17, 34, 54, 193, 253, 253, 253, 149, 253, 253, 253, 253, 253, 253, 253, 227, 253, 253, 253, 253, 129, 64, 188, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3919005240822006, y=-0.9153907584776273, z=0.09045266729322868, w=-0.017089572767951436)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.0011111111111111111, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.07, z=-0.12)>	COMP<106>
[1740780401.0250065]	Q_Header<(2621443, 56074, 257, 173, 250, 8, 58, 56, 33)>	Q_Data<(0, 0, 44, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 28, 64, 131, 253, 253, 253, 253, 182, 253, 253, 253, 253, 253, 253, 180, 158, 190, 253, 253, 253, 67, 0, 65, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3919005240822006, y=-0.9153907584776273, z=0.09045266729322868, w=-0.017089572767951436)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.0011111111111111111, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.07, z=-0.12)>	COMP<106>
[1740780401.0350707]	Q_Header<(2621443, 56075, 257, 173, 250, 8, 58, 57, 32)>	Q_Data<(0, 0, 25, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 24, 86, 229, 253, 253, 253, 253, 253, 200, 253, 253, 253, 253, 227, 61, 64, 93, 221, 239, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3919005240822006, y=-0.9153907584776273, z=0.09045266729322868, w=-0.017089572767951436)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=0.0011111111111111111, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.07, z=-0.12)>	COMP<106>
[1740780401.0450761]	Q_Header<(2621443, 56076, 257, 173, 250, 8, 58, 58, 32)>	Q_Data<(0, 0, 47, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 94, 253, 253, 253, 253, 253, 253, 201, 253, 223, 253, 249, 188, 28, 41, 0, 106, 124, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3927574768122592, y=-0.9150913519574517, z=0.08984289135472347, w=-0.016662438410217056)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=-0.008888888888888889, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.08, z=-0.2)>	COMP<106>
[1740780401.0550044]	Q_Header<(2621443, 56077, 257, 173, 250, 8, 58, 59, 32)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 98, 253, 253, 253, 253, 253, 253, 199, 233, 156, 152, 194, 136, 49, 10, 0, 68, 72, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3927574768122592, y=-0.9150913519574517, z=0.08984289135472347, w=-0.016662438410217056)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=-0.008888888888888889, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.08, z=-0.2)>	COMP<106>
[1740780401.064988]	Q_Header<(2621443, 56078, 257, 173, 250, 8, 58, 60, 35)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 14, 36, 217, 253, 253, 253, 253, 253, 253, 253, 125, 209, 134, 111, 103, 80, 26, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3927574768122592, y=-0.9150913519574517, z=0.08984289135472347, w=-0.016662438410217056)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=-0.008888888888888889, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.08, z=-0.2)>	COMP<106>
[1740780401.076288]	Q_Header<(2621443, 56079, 257, 173, 250, 8, 58, 61, 27)>	Q_Data<(0, 0, 66, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 74, 253, 253, 253, 253, 253, 253, 253, 253, 143, 208, 144, 80, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3934838518490239, y=-0.9148331712990568, z=0.0892922095944039, w=-0.01666218265158733)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.02, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.11, z=-0.08)>	COMP<112>
[1740780401.0863461]	Q_Header<(2621443, 56080, 257, 173, 250, 8, 58, 62, 21)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 52, 93, 253, 253, 253, 253, 253, 253, 253, 253, 166, 173, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3934838518490239, y=-0.9148331712990568, z=0.0892922095944039, w=-0.01666218265158733)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.02, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.11, z=-0.08)>	COMP<112>
[1740780401.094928]	Q_Header<(2621443, 56081, 257, 173, 250, 8, 58, 63, 22)>	Q_Data<(0, 0, 59, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 77, 253, 253, 253, 253, 253, 171, 147, 153, 102, 98, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3934838518490239, y=-0.9148331712990568, z=0.0892922095944039, w=-0.01666218265158733)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.02, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.11, z=-0.08)>	COMP<112>
[1740780401.1049278]	Q_Header<(2621443, 56082, 257, 173, 250, 8, 58, 64, 24)>	Q_Data<(0, 0, 40, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 19, 115, 253, 253, 253, 253, 253, 233, 110, 73, 102, 43, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3934838518490239, y=-0.9148331712990568, z=0.0892922095944039, w=-0.01666218265158733)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=-0.02, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.11, z=-0.08)>	COMP<112>
[1740780401.1150167]	Q_Header<(2621443, 56083, 257, 173, 250, 8, 58, 65, 23)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 26, 0, 0, 160, 253, 253, 253, 253, 253, 253, 210, 212, 188, 100, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3941536265808661, y=-0.9145853351369276, z=0.08886461447843622, w=-0.01672314860377165)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.025555555555555557, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.13, z=-0.05)>	COMP<107>
[1740780401.1247466]	Q_Header<(2621443, 56084, 257, 173, 250, 8, 58, 66, 24)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 22, 33, 0, 27, 194, 253, 253, 253, 253, 253, 253, 253, 253, 224, 95, 65, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3941536265808661, y=-0.9145853351369276, z=0.08886461447843622, w=-0.01672314860377165)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.025555555555555557, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.13, z=-0.05)>	COMP<107>
[1740780401.1351829]	Q_Header<(2621443, 56085, 257, 173, 250, 8, 58, 67, 26)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 30, 0, 24, 149, 253, 253, 253, 253, 253, 253, 249, 253, 210, 40, 81, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3941536265808661, y=-0.9145853351369276, z=0.08886461447843622, w=-0.01672314860377165)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.025555555555555557, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.13, z=-0.05)>	COMP<107>
[1740780401.1450014]	Q_Header<(2621443, 56086, 257, 173, 250, 8, 58, 68, 28)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 9, 0, 13, 0, 52, 161, 172, 253, 253, 253, 253, 253, 211, 253, 162, 58, 81, 44, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39507079702792125, y=-0.9142229984058756, z=0.08843775450231083, w=-0.01715045480686635)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.03222222222222222, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.19, z=-0.06)>	COMP<107>
[1740780401.1549973]	Q_Header<(2621443, 56087, 257, 173, 250, 8, 58, 69, 28)>	Q_Data<(0, 0, 65, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 28, 26, 93, 253, 253, 253, 253, 245, 202, 253, 139, 221, 139, 95, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.39507079702792125, y=-0.9142229984058756, z=0.08843775450231083, w=-0.01715045480686635)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.03222222222222222, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.19, z=-0.06)>	COMP<107>
