[1740779485.6683793]	Q_Header<(2621443, 30054, 257, 173, 250, 8, 58, 0, 58)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 13, 60, 182, 253, 253, 253, 253, 253, 156, 154, 161, 201, 253, 253, 253, 253, 253, 209, 253, 253, 253, 223, 253, 151, 102, 115, 45, 0, 57, 149, 117, 30, 79, 46, 147, 253, 253, 213, 111, 116, 139, 245, 253, 198, 46, 116, 185, 137, 126, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.18065813208620635, y=-0.978117305680251, z=0.10314602811678673, w=0.0031737239420549764)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06666666666666667, y=0.04888888888888889, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.08, z=0.11)>	COMP<91>
[1740779486.3083863]	Q_Header<(2621443, 30118, 257, 173, 250, 8, 58, 64, 34)>	Q_Data<(0, 0, 53, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 72, 165, 253, 253, 253, 249, 87, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 139, 192, 253, 143, 253, 253, 143, 25, 63, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17529693204577024, y=-0.979941589134694, z=0.09478974076151851, w=0.0006103653622763587)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.057777777777777775, y=-0.015555555555555555, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.01, z=0.18)>	COMP<89>
[1740779486.3183057]	Q_Header<(2621443, 30119, 257, 173, 250, 8, 58, 65, 31)>	Q_Data<(0, 0, 51, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 158, 212, 253, 253, 253, 170, 98, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 139, 166, 235, 199, 121, 167, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17529693204577024, y=-0.979941589134694, z=0.09478974076151851, w=0.0006103653622763587)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.057777777777777775, y=-0.015555555555555555, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.01, z=0.18)>	COMP<89>
[1740779486.3283513]	Q_Header<(2621443, 30120, 257, 173, 250, 8, 58, 66, 30)>	Q_Data<(0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 88, 253, 253, 253, 253, 193, 117, 97, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 129, 104, 51, 91, 62, 60, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17529693204577024, y=-0.979941589134694, z=0.09478974076151851, w=0.0006103653622763587)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.057777777777777775, y=-0.015555555555555555, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.01, z=0.18)>	COMP<89>
[1740779486.338436]	Q_Header<(2621443, 30121, 257, 173, 250, 8, 58, 67, 29)>	Q_Data<(0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 117, 253, 253, 253, 253, 129, 211, 81, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 102, 102, 67, 0, 20, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17529693204577024, y=-0.979941589134694, z=0.09478974076151851, w=0.0006103653622763587)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.057777777777777775, y=-0.015555555555555555, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.01, z=0.18)>	COMP<89>
[1740779486.348323]	Q_Header<(2621443, 30122, 257, 173, 250, 8, 58, 68, 32)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 83, 253, 253, 253, 253, 160, 217, 60, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 76, 95, 71, 36, 65, 120, 34, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17572003057165939, y=-0.979735300707286, z=0.09613027028494739, w=0.00042724564571087727)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07333333333333333, y=0.0044444444444444444, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=0.0, z=0.16)>	COMP<93>
[1740779486.3583345]	Q_Header<(2621443, 30123, 257, 173, 250, 8, 58, 69, 31)>	Q_Data<(0, 0, 60, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 158, 241, 253, 253, 253, 177, 171, 40, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 75, 68, 113, 117, 214, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17572003057165939, y=-0.979735300707286, z=0.09613027028494739, w=0.00042724564571087727)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07333333333333333, y=0.0044444444444444444, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=0.0, z=0.16)>	COMP<93>
[1740779486.3683386]	Q_Header<(2621443, 30124, 257, 173, 250, 8, 58, 70, 33)>	Q_Data<(0, 0, 67, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 89, 234, 173, 253, 253, 253, 157, 87, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 47, 160, 187, 251, 116, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17572003057165939, y=-0.979735300707286, z=0.09613027028494739, w=0.00042724564571087727)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07333333333333333, y=0.0044444444444444444, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=0.0, z=0.16)>	COMP<93>
[1740779486.378383]	Q_Header<(2621443, 30125, 257, 173, 250, 8, 58, 71, 28)>	Q_Data<(0, 0, 38, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 136, 253, 253, 253, 253, 253, 143, 98, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 186, 233, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17602967640740871, y=-0.9795770723517692, z=0.09717033454944336, w=0.0004882931384394139)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07444444444444444, y=0.02, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.0, z=0.15)>	COMP<93>
[1740779486.38827]	Q_Header<(2621443, 30126, 257, 173, 250, 8, 58, 72, 30)>	Q_Data<(0, 0, 57, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 204, 253, 253, 253, 253, 253, 195, 137, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 119, 163, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17602967640740871, y=-0.9795770723517692, z=0.09717033454944336, w=0.0004882931384394139)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07444444444444444, y=0.02, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.0, z=0.15)>	COMP<93>
[1740779486.3982372]	Q_Header<(2621443, 30127, 257, 173, 250, 8, 58, 73, 25)>	Q_Data<(0, 0, 68, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 253, 253, 253, 253, 253, 247, 160, 128, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 16, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17602967640740871, y=-0.9795770723517692, z=0.09717033454944336, w=0.0004882931384394139)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07444444444444444, y=0.02, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.0, z=0.15)>	COMP<93>
[1740779486.4084792]	Q_Header<(2621443, 30128, 257, 173, 250, 8, 58, 74, 25)>	Q_Data<(0, 0, 71, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 253, 253, 134, 253, 253, 244, 118, 81, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17626624478276512, y=-0.9794128912842908, z=0.09838683746184812, w=0.0007934422375955494)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07555555555555556, y=0.03666666666666667, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.02, z=0.2)>	COMP<93>
[1740779486.418361]	Q_Header<(2621443, 30129, 257, 173, 250, 8, 58, 75, 27)>	Q_Data<(0, 0, 66, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 89, 250, 251, 253, 253, 253, 253, 230, 85, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17626624478276512, y=-0.9794128912842908, z=0.09838683746184812, w=0.0007934422375955494)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07555555555555556, y=0.03666666666666667, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.02, z=0.2)>	COMP<93>
[1740779486.4282663]	Q_Header<(2621443, 30130, 257, 173, 250, 8, 58, 76, 19)>	Q_Data<(0, 0, 70, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 253, 253, 253, 253, 253, 247, 239, 85, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17626624478276512, y=-0.9794128912842908, z=0.09838683746184812, w=0.0007934422375955494)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07555555555555556, y=0.03666666666666667, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.02, z=0.2)>	COMP<93>
[1740779486.440469]	Q_Header<(2621443, 30131, 257, 173, 250, 8, 58, 77, 21)>	Q_Data<(0, 0, 70, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 253, 253, 253, 253, 253, 213, 187, 74, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17626624478276512, y=-0.9794128912842908, z=0.09838683746184812, w=0.0007934422375955494)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07555555555555556, y=0.03666666666666667, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=0.02, z=0.2)>	COMP<93>
[1740779486.4492083]	Q_Header<(2621443, 30132, 257, 173, 250, 8, 58, 78, 29)>	Q_Data<(0, 0, 68, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 253, 253, 216, 253, 253, 243, 141, 60, 27, 0, 23, 0, 16, 0, 0, 24, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17651598852093653, y=-0.9791998630156932, z=0.10003793401999134, w=0.0014648629752774815)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07555555555555556, y=0.04777777777777778, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.03, z=0.21)>	COMP<94>
[1740779486.458324]	Q_Header<(2621443, 30133, 257, 173, 250, 8, 58, 79, 28)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 0, 152, 253, 253, 253, 253, 253, 253, 130, 62, 34, 0, 23, 0, 0, 0, 0, 25, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17651598852093653, y=-0.9791998630156932, z=0.10003793401999134, w=0.0014648629752774815)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07555555555555556, y=0.04777777777777778, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.03, z=0.21)>	COMP<94>
[1740779486.4682975]	Q_Header<(2621443, 30134, 257, 173, 250, 8, 58, 80, 29)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 108, 251, 252, 218, 253, 253, 253, 82, 143, 33, 0, 0, 0, 0, 0, 0, 0, 42, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.17651598852093653, y=-0.9791998630156932, z=0.10003793401999134, w=0.0014648629752774815)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07555555555555556, y=0.04777777777777778, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.03, z=0.21)>	COMP<94>
