[1740780010.5022264]	Q_Header<(2621443, 17018, 257, 173, 250, 8, 58, 0, 54)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 114, 209, 253, 253, 253, 253, 253, 121, 97, 48, 35, 42, 123, 132, 31, 52, 0, 27, 130, 253, 253, 253, 253, 253, 152, 106, 71, 42, 0, 36, 67, 73, 54, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 72, 23, 0, 79, 119, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32738251540205826, y=-0.9396073498535956, z=0.09972837997146965, w=-0.0036009635363015357)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.012222222222222223, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.02, z=0.02)>	COMP<197>
[1740780010.9823723]	Q_Header<(2621443, 17066, 257, 173, 250, 8, 58, 48, 41)>	Q_Data<(0, 0, 73, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 0, 14, 20, 0, 2, 0, 0, 23, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 241, 253, 253, 206, 175, 0, 235, 253, 253, 253, 253, 253, 170, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3234245351188099, y=-0.9409767990048487, z=0.09960914159537607, w=-0.006103501323246083)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.0044444444444444444, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.06, z=-0.13)>	COMP<196>
[1740780010.9948964]	Q_Header<(2621443, 17067, 257, 173, 250, 8, 58, 49, 48)>	Q_Data<(0, 0, 72, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 14, 12, 17, 0, 6, 0, 0, 21, 20, 12, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 138, 253, 253, 153, 253, 253, 135, 228, 253, 253, 204, 253, 253, 253, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3234245351188099, y=-0.9409767990048487, z=0.09960914159537607, w=-0.006103501323246083)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.0044444444444444444, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.06, z=-0.13)>	COMP<196>
[1740780011.0043056]	Q_Header<(2621443, 17068, 257, 173, 250, 8, 58, 50, 52)>	Q_Data<(0, 0, 67, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 7, 17, 0, 34, 17, 0, 6, 0, 3, 0, 0, 18, 0, 0, 31, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 253, 253, 253, 253, 253, 253, 253, 253, 253, 214, 253, 171, 253, 253, 196, 253, 253, 28, 80, 197, 253, 253, 243, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3234245351188099, y=-0.9409767990048487, z=0.09960914159537607, w=-0.006103501323246083)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.0044444444444444444, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.06, z=-0.13)>	COMP<196>
[1740780011.0121856]	Q_Header<(2621443, 17069, 257, 173, 250, 8, 58, 51, 52)>	Q_Data<(0, 0, 55, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 21, 26, 0, 36, 14, 14, 21, 0, 0, 0, 20, 8, 0, 0, 9, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 170, 253, 253, 253, 253, 253, 253, 253, 183, 253, 218, 253, 253, 182, 253, 253, 239, 253, 98, 253, 253, 253, 253, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32305945631693717, y=-0.941102164547677, z=0.09960949040416427, w=-0.006103522696333595)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.012222222222222223, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.05, z=-0.01)>	COMP<197>
[1740780011.0221932]	Q_Header<(2621443, 17070, 257, 173, 250, 8, 58, 52, 44)>	Q_Data<(0, 0, 53, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 11, 20, 35, 0, 31, 35, 11, 6, 0, 39, 13, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 205, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 232, 253, 253, 146, 253, 253, 253, 251, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32305945631693717, y=-0.941102164547677, z=0.09960949040416427, w=-0.006103522696333595)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.012222222222222223, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.05, z=-0.01)>	COMP<197>
[1740780011.0322795]	Q_Header<(2621443, 17071, 257, 173, 250, 8, 58, 53, 62)>	Q_Data<(0, 0, 60, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 12, 0, 37, 34, 0, 25, 34, 0, 0, 11, 51, 29, 0, 0, 25, 14, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 101, 191, 237, 253, 208, 239, 253, 250, 253, 253, 253, 253, 253, 245, 253, 253, 253, 72, 253, 0, 117, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32305945631693717, y=-0.941102164547677, z=0.09960949040416427, w=-0.006103522696333595)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.012222222222222223, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.05, z=-0.01)>	COMP<197>
[1740780011.0423539]	Q_Header<(2621443, 17072, 257, 173, 250, 8, 58, 54, 55)>	Q_Data<(0, 0, 51, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 3, 11, 16, 38, 24, 0, 0, 19, 0, 0, 29, 41, 19, 0, 0, 35, 19, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 134, 47, 88, 193, 148, 201, 253, 253, 253, 203, 253, 253, 253, 253, 253, 140, 126, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32305945631693717, y=-0.941102164547677, z=0.09960949040416427, w=-0.006103522696333595)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.012222222222222223, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.05, z=-0.01)>	COMP<197>
[1740780011.0522738]	Q_Header<(2621443, 17073, 257, 173, 250, 8, 58, 55, 53)>	Q_Data<(0, 0, 32, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 5, 0, 0, 0, 6, 8, 7, 0, 10, 0, 0, 0, 7, 21, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 67, 50, 0, 0, 0, 109, 0, 63, 178, 253, 253, 0, 253, 171, 253, 253, 253, 253, 213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32269456490067855, y=-0.9412280849883419, z=0.0996098978471548, w=-0.00598147670895905)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.014444444444444444, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.06, z=0.0)>	COMP<196>
[1740780011.0621903]	Q_Header<(2621443, 17074, 257, 173, 250, 8, 58, 56, 44)>	Q_Data<(0, 0, 28, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 3, 0, 0, 20, 19, 32, 16, 26, 0, 0, 20, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 126, 123, 134, 251, 235, 253, 253, 253, 253, 253, 180, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32269456490067855, y=-0.9412280849883419, z=0.0996098978471548, w=-0.00598147670895905)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.014444444444444444, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.06, z=0.0)>	COMP<196>
[1740780011.0722547]	Q_Header<(2621443, 17075, 257, 173, 250, 8, 58, 57, 51)>	Q_Data<(0, 0, 39, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 9, 0, 27, 32, 25, 0, 31, 7, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 41, 7, 58, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 207, 253, 253, 253, 253, 253, 253, 253, 253, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32269456490067855, y=-0.9412280849883419, z=0.0996098978471548, w=-0.00598147670895905)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.014444444444444444, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.06, z=0.0)>	COMP<196>
[1740780011.0823743]	Q_Header<(2621443, 17076, 257, 173, 250, 8, 58, 58, 50)>	Q_Data<(0, 0, 41, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 21, 10, 9, 28, 12, 16, 22, 0, 23, 21, 0, 0, 0, 0, 28, 29, 0, 0, 0, 53, 80, 23, 0, 0, 0, 0, 0, 0, 0, 0, 66, 74, 26, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 196, 253, 253, 253, 253, 253, 253, 253, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3221998637443071, y=-0.941392441445765, z=0.09966894818989458, w=-0.005798254793655839)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.012222222222222223, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.06, z=0.0)>	COMP<196>
[1740780011.0923052]	Q_Header<(2621443, 17077, 257, 173, 250, 8, 58, 59, 57)>	Q_Data<(0, 0, 74, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 12, 26, 24, 0, 24, 17, 5, 0, 0, 0, 0, 0, 0, 3, 12, 53, 43, 0, 16, 30, 110, 142, 40, 0, 0, 0, 0, 0, 0, 0, 0, 71, 72, 39, 70, 87, 0, 0, 0, 65, 52, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 154, 253, 253, 253, 253, 253, 253, 253, 214, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3221998637443071, y=-0.941392441445765, z=0.09966894818989458, w=-0.005798254793655839)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.012222222222222223, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.06, z=0.0)>	COMP<196>
[1740780011.1023996]	Q_Header<(2621443, 17078, 257, 173, 250, 8, 58, 60, 62)>	Q_Data<(0, 0, 71, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 18, 25, 19, 15, 29, 0, 20, 0, 22, 0, 0, 0, 0, 20, 29, 50, 0, 0, 30, 96, 176, 178, 81, 50, 0, 15, 0, 0, 0, 20, 49, 74, 125, 141, 196, 207, 99, 29, 88, 133, 151, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 253, 253, 253, 253, 253, 253, 214, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3221998637443071, y=-0.941392441445765, z=0.09966894818989458, w=-0.005798254793655839)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.012222222222222223, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.06, z=0.0)>	COMP<196>
[1740780011.112333]	Q_Header<(2621443, 17079, 257, 173, 250, 8, 58, 61, 63)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 22, 19, 21, 32, 29, 0, 29, 0, 14, 0, 0, 11, 25, 37, 0, 59, 65, 45, 19, 143, 253, 253, 214, 106, 16, 0, 30, 0, 0, 62, 154, 220, 220, 230, 253, 253, 141, 71, 129, 174, 204, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 253, 253, 253, 253, 253, 213, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3218349607788002, y=-0.941518320685335, z=0.09966935159335875, w=-0.005615174737654014)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.014444444444444444, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.07, z=0.11)>	COMP<194>
[1740780011.1236947]	Q_Header<(2621443, 17080, 257, 173, 250, 8, 58, 62, 61)>	Q_Data<(0, 0, 66, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 21, 20, 18, 33, 32, 0, 0, 0, 22, 4, 11, 32, 62, 51, 93, 181, 194, 136, 112, 153, 253, 253, 253, 136, 18, 10, 100, 76, 0, 107, 253, 253, 253, 253, 253, 253, 107, 98, 163, 160, 205, 150, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 219, 253, 253, 253, 183, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3218349607788002, y=-0.941518320685335, z=0.09966935159335875, w=-0.005615174737654014)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.014444444444444444, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.07, z=0.11)>	COMP<194>
[1740780011.1338227]	Q_Header<(2621443, 17081, 257, 173, 250, 8, 58, 63, 62)>	Q_Data<(0, 0, 62, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 18, 0, 32, 30, 0, 15, 9, 23, 23, 36, 54, 106, 102, 187, 253, 253, 217, 170, 167, 253, 253, 253, 140, 108, 50, 211, 195, 14, 138, 253, 253, 253, 225, 253, 253, 125, 141, 196, 141, 160, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 253, 253, 110, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3218349607788002, y=-0.941518320685335, z=0.09966935159335875, w=-0.005615174737654014)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.014444444444444444, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.07, z=0.11)>	COMP<194>
[1740780011.1423008]	Q_Header<(2621443, 17082, 257, 173, 250, 8, 58, 64, 58)>	Q_Data<(0, 0, 53, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 8, 0, 32, 30, 0, 11, 22, 0, 35, 45, 51, 148, 173, 227, 253, 253, 253, 206, 205, 227, 253, 253, 99, 176, 168, 253, 238, 80, 129, 253, 253, 253, 243, 253, 253, 151, 134, 167, 98, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3218349607788002, y=-0.941518320685335, z=0.09966935159335875, w=-0.005615174737654014)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.014444444444444444, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.07, z=0.11)>	COMP<194>
