[1740780058.002571]	Q_Header<(2621443, 21768, 257, 173, 250, 8, 58, 0, 53)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 128, 230, 220, 220, 253, 253, 253, 253, 227, 253, 206, 189, 139, 180, 253, 99, 41, 25, 0, 28, 56, 119, 135, 112, 223, 253, 253, 72, 0, 0, 36, 40, 0, 52, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 61, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29321765427506535, y=-0.951492508845544, z=0.09283598088101049, w=-0.00817884381200224)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.014444444444444444, z=0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.08, z=0.08)>	COMP<165>
[1740780058.5626237]	Q_Header<(2621443, 21824, 257, 173, 250, 8, 58, 56, 61)>	Q_Data<(0, 0, 40, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 28, 0, 0, 0, 5, 24, 0, 33, 39, 0, 36, 48, 0, 73, 207, 253, 253, 240, 253, 195, 177, 253, 253, 215, 49, 97, 253, 253, 152, 143, 52, 183, 252, 253, 253, 253, 253, 218, 94, 196, 237, 146, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 152, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29633261301204605, y=-0.9509499713136307, z=0.08844200952717914, w=-0.007690609524102533)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.021111111111111112, y=0.022222222222222223, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.12, z=-0.1)>	COMP<170>
[1740780058.5736742]	Q_Header<(2621443, 21825, 257, 173, 250, 8, 58, 57, 52)>	Q_Data<(0, 0, 46, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 25, 24, 0, 0, 0, 0, 0, 0, 33, 18, 0, 0, 34, 35, 135, 253, 253, 253, 184, 253, 206, 104, 253, 198, 125, 142, 194, 253, 253, 154, 133, 85, 223, 253, 253, 253, 211, 236, 227, 34, 113, 172, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2965774244898727, y=-0.9508300306036708, z=0.08893050164267224, w=-0.007446479890463977)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.021111111111111112, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.1, z=0.0)>	COMP<168>
[1740780058.5826063]	Q_Header<(2621443, 21826, 257, 173, 250, 8, 58, 58, 52)>	Q_Data<(0, 0, 69, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 15, 0, 0, 11, 12, 0, 30, 49, 44, 49, 86, 61, 103, 245, 253, 253, 253, 142, 253, 223, 122, 166, 132, 215, 186, 253, 253, 253, 253, 253, 120, 203, 243, 253, 253, 95, 127, 161, 48, 36, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2965774244898727, y=-0.9508300306036708, z=0.08893050164267224, w=-0.007446479890463977)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.021111111111111112, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.1, z=0.0)>	COMP<168>
[1740780058.5925314]	Q_Header<(2621443, 21827, 257, 173, 250, 8, 58, 59, 49)>	Q_Data<(0, 0, 73, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 23, 13, 0, 17, 33, 28, 46, 63, 61, 97, 160, 117, 169, 253, 253, 253, 139, 253, 253, 253, 173, 253, 237, 226, 162, 253, 253, 253, 253, 253, 156, 146, 218, 253, 180, 45, 32, 69, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2965774244898727, y=-0.9508300306036708, z=0.08893050164267224, w=-0.007446479890463977)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.021111111111111112, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.1, z=0.0)>	COMP<168>
[1740780058.6025705]	Q_Header<(2621443, 21828, 257, 173, 250, 8, 58, 60, 48)>	Q_Data<(0, 0, 71, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 32, 20, 0, 0, 33, 19, 37, 51, 27, 118, 206, 220, 210, 253, 253, 157, 253, 253, 253, 253, 187, 253, 234, 225, 119, 206, 253, 253, 253, 253, 151, 123, 184, 175, 93, 20, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2965774244898727, y=-0.9508300306036708, z=0.08893050164267224, w=-0.007446479890463977)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.021111111111111112, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.1, z=0.0)>	COMP<168>
[1740780058.6138604]	Q_Header<(2621443, 21829, 257, 173, 250, 8, 58, 61, 48)>	Q_Data<(0, 0, 68, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 29, 20, 0, 11, 45, 38, 29, 131, 172, 81, 242, 253, 253, 227, 145, 253, 253, 244, 253, 253, 235, 212, 178, 180, 97, 110, 253, 253, 253, 247, 112, 112, 129, 51, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29700119229264615, y=-0.950635752149191, z=0.08960085291524959, w=-0.007324320401791521)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.0033333333333333335, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.09, z=0.01)>	COMP<167>
[1740780058.627107]	Q_Header<(2621443, 21830, 257, 173, 250, 8, 58, 62, 46)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 14, 24, 10, 0, 28, 18, 72, 50, 228, 253, 241, 253, 253, 253, 213, 94, 253, 253, 164, 214, 253, 241, 113, 111, 101, 37, 151, 253, 253, 253, 136, 67, 68, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29700119229264615, y=-0.950635752149191, z=0.08960085291524959, w=-0.007324320401791521)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.0033333333333333335, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.09, z=0.01)>	COMP<167>
[1740780058.6330287]	Q_Header<(2621443, 21831, 257, 173, 250, 8, 58, 63, 48)>	Q_Data<(0, 0, 63, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 15, 13, 0, 0, 19, 32, 143, 129, 253, 253, 253, 214, 253, 253, 184, 165, 236, 230, 99, 164, 253, 195, 70, 38, 13, 20, 132, 253, 253, 253, 94, 22, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29700119229264615, y=-0.950635752149191, z=0.08960085291524959, w=-0.007324320401791521)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.0033333333333333335, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.09, z=0.01)>	COMP<167>
[1740780058.643489]	Q_Header<(2621443, 21832, 257, 173, 250, 8, 58, 64, 44)>	Q_Data<(0, 0, 56, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 0, 0, 0, 19, 43, 186, 193, 253, 253, 168, 228, 253, 253, 135, 189, 190, 139, 46, 97, 166, 117, 48, 0, 0, 0, 63, 224, 253, 189, 34, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29724495759104363, y=-0.9505124691099224, z=0.09008902616106373, w=-0.007446382921171934)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03333333333333333, y=-0.0077777777777777776, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.08, z=-0.02)>	COMP<167>
[1740780058.652904]	Q_Header<(2621443, 21833, 257, 173, 250, 8, 58, 65, 44)>	Q_Data<(0, 0, 49, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 27, 26, 0, 5, 45, 95, 211, 253, 253, 253, 253, 253, 155, 166, 97, 161, 124, 74, 9, 43, 91, 67, 0, 8, 0, 0, 0, 86, 107, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29724495759104363, y=-0.9505124691099224, z=0.09008902616106373, w=-0.007446382921171934)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03333333333333333, y=-0.0077777777777777776, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.08, z=-0.02)>	COMP<167>
[1740780058.6624882]	Q_Header<(2621443, 21834, 257, 173, 250, 8, 58, 66, 39)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 27, 28, 0, 13, 62, 191, 253, 253, 253, 207, 253, 234, 99, 73, 58, 65, 0, 45, 0, 29, 61, 31, 0, 0, 0, 0, 0, 31, 98, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29724495759104363, y=-0.9505124691099224, z=0.09008902616106373, w=-0.007446382921171934)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03333333333333333, y=-0.0077777777777777776, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.08, z=-0.02)>	COMP<167>
[1740780058.673569]	Q_Header<(2621443, 21835, 257, 173, 250, 8, 58, 67, 41)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 22, 0, 13, 112, 253, 253, 253, 253, 94, 171, 151, 104, 141, 150, 129, 76, 0, 0, 0, 19, 23, 0, 0, 0, 0, 0, 40, 53, 18, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29748999178525054, y=-0.9503932421190268, z=0.09051654858792092, w=-0.007690549644017557)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=-0.014444444444444444, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.07, z=0.05)>	COMP<174>
[1740780058.6825278]	Q_Header<(2621443, 21836, 257, 173, 250, 8, 58, 68, 33)>	Q_Data<(0, 0, 29, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 29, 18, 4, 54, 156, 253, 253, 253, 253, 243, 253, 212, 98, 139, 189, 174, 93, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29748999178525054, y=-0.9503932421190268, z=0.09051654858792092, w=-0.007690549644017557)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=-0.014444444444444444, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.07, z=0.05)>	COMP<174>
[1740780058.6927204]	Q_Header<(2621443, 21837, 257, 173, 250, 8, 58, 69, 28)>	Q_Data<(0, 0, 73, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 35, 21, 17, 44, 154, 253, 253, 253, 253, 253, 253, 225, 133, 98, 184, 169, 76, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29748999178525054, y=-0.9503932421190268, z=0.09051654858792092, w=-0.007690549644017557)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=-0.014444444444444444, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.07, z=0.05)>	COMP<174>
[1740780058.702601]	Q_Header<(2621443, 21838, 257, 173, 250, 8, 58, 70, 32)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 32, 12, 32, 81, 236, 253, 223, 253, 253, 253, 253, 226, 131, 51, 145, 127, 55, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29748999178525054, y=-0.9503932421190268, z=0.09051654858792092, w=-0.007690549644017557)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=-0.014444444444444444, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.07, z=0.05)>	COMP<174>
[1740780058.714058]	Q_Header<(2621443, 21839, 257, 173, 250, 8, 58, 71, 26)>	Q_Data<(0, 0, 69, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 30, 17, 58, 159, 253, 253, 253, 253, 253, 253, 251, 143, 110, 84, 82, 54, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2977896720338336, y=-0.950253618342848, z=0.09094212160902072, w=-0.008300757408608602)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.03, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.08, z=0.0)>	COMP<166>
[1740780058.7224376]	Q_Header<(2621443, 21840, 257, 173, 250, 8, 58, 72, 26)>	Q_Data<(0, 0, 68, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 40, 20, 95, 227, 253, 253, 253, 253, 253, 225, 140, 74, 105, 89, 39, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2977896720338336, y=-0.950253618342848, z=0.09094212160902072, w=-0.008300757408608602)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.03, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.08, z=0.0)>	COMP<166>
