[1740780095.5028567]	Q_Header<(2621443, 25518, 257, 173, 250, 8, 58, 0, 54)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 94, 224, 168, 253, 253, 253, 253, 205, 253, 253, 253, 177, 189, 137, 157, 144, 121, 93, 38, 0, 36, 32, 0, 48, 71, 221, 253, 153, 71, 0, 0, 0, 19, 58, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 56, 0, 10, 78, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2722782159498982, y=-0.9570325994383331, z=0.09930433924018928, w=-0.009582533042845554)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.01888888888888889, z=0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.06, z=-0.02)>	COMP<124>
[1740780096.0728483]	Q_Header<(2621443, 25575, 257, 173, 250, 8, 58, 57, 47)>	Q_Data<(0, 0, 52, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 27, 0, 0, 16, 22, 46, 62, 134, 253, 239, 218, 242, 247, 253, 253, 187, 250, 243, 115, 106, 171, 204, 242, 183, 172, 139, 33, 253, 253, 253, 225, 35, 50, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2702608004968299, y=-0.9577534962502833, z=0.09802141951172284, w=-0.00769034798161711)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.02666666666666667, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.1, z=-0.03)>	COMP<124>
[1740780096.0829344]	Q_Header<(2621443, 25576, 257, 173, 250, 8, 58, 58, 48)>	Q_Data<(0, 0, 57, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 27, 20, 7, 0, 0, 0, 22, 102, 192, 253, 253, 253, 225, 205, 238, 253, 240, 136, 205, 21, 103, 183, 190, 162, 99, 115, 81, 20, 213, 253, 253, 165, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2699517507897815, y=-0.9578007743938597, z=0.09844724712274872, w=-0.007201968481391413)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.034444444444444444, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.12, z=-0.09)>	COMP<124>
[1740780096.0928266]	Q_Header<(2621443, 25577, 257, 173, 250, 8, 58, 59, 48)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 23, 0, 10, 0, 6, 16, 36, 118, 241, 253, 253, 253, 243, 253, 72, 253, 250, 102, 145, 0, 102, 154, 104, 89, 0, 51, 0, 0, 58, 138, 152, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2699517507897815, y=-0.9578007743938597, z=0.09844724712274872, w=-0.007201968481391413)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.034444444444444444, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.12, z=-0.09)>	COMP<124>
[1740780096.102837]	Q_Header<(2621443, 25578, 257, 173, 250, 8, 58, 60, 41)>	Q_Data<(0, 0, 72, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31, 0, 0, 8, 0, 33, 49, 84, 109, 253, 253, 253, 201, 229, 126, 135, 189, 100, 84, 0, 67, 86, 17, 0, 0, 0, 0, 0, 19, 50, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2699517507897815, y=-0.9578007743938597, z=0.09844724712274872, w=-0.007201968481391413)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.034444444444444444, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.12, z=-0.09)>	COMP<124>
[1740780096.1142752]	Q_Header<(2621443, 25579, 257, 173, 250, 8, 58, 61, 33)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 15, 0, 61, 139, 231, 253, 253, 253, 253, 114, 161, 112, 93, 135, 82, 31, 0, 19, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26990525247898034, y=-0.9577913210990864, z=0.0986966968020152, w=-0.006775097925184717)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.03, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.12, z=-0.11)>	COMP<121>
[1740780096.1239522]	Q_Header<(2621443, 25580, 257, 173, 250, 8, 58, 62, 31)>	Q_Data<(0, 0, 65, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 22, 0, 0, 0, 99, 226, 253, 253, 253, 253, 253, 253, 96, 96, 84, 147, 105, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26990525247898034, y=-0.9577913210990864, z=0.0986966968020152, w=-0.006775097925184717)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.03, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.12, z=-0.11)>	COMP<121>
[1740780096.1344016]	Q_Header<(2621443, 25581, 257, 173, 250, 8, 58, 63, 31)>	Q_Data<(0, 0, 57, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 27, 26, 0, 14, 23, 128, 253, 253, 253, 253, 253, 253, 253, 134, 127, 136, 207, 138, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.26990525247898034, y=-0.9577913210990864, z=0.0986966968020152, w=-0.006775097925184717)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.03, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=0.12, z=-0.11)>	COMP<121>
[1740780096.1428201]	Q_Header<(2621443, 25582, 257, 173, 250, 8, 58, 64, 31)>	Q_Data<(0, 0, 56, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 19, 23, 0, 30, 66, 211, 253, 253, 253, 253, 253, 253, 253, 170, 142, 186, 231, 143, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2698462679165104, y=-0.9577986057783037, z=0.09881952222502381, w=-0.006286850394797686)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.03222222222222222, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.09, z=-0.09)>	COMP<128>
[1740780096.1527886]	Q_Header<(2621443, 25583, 257, 173, 250, 8, 58, 65, 31)>	Q_Data<(0, 0, 46, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 23, 19, 0, 37, 119, 253, 253, 175, 253, 253, 253, 188, 253, 182, 128, 196, 208, 113, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2698462679165104, y=-0.9577986057783037, z=0.09881952222502381, w=-0.006286850394797686)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.03222222222222222, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.09, z=-0.09)>	COMP<128>
[1740780096.1628098]	Q_Header<(2621443, 25584, 257, 173, 250, 8, 58, 66, 26)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 35, 26, 5, 39, 162, 253, 253, 253, 253, 253, 253, 67, 179, 151, 75, 172, 155, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2698462679165104, y=-0.9577986057783037, z=0.09881952222502381, w=-0.006286850394797686)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.03222222222222222, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.09, z=-0.09)>	COMP<128>
[1740780096.1728022]	Q_Header<(2621443, 25585, 257, 173, 250, 8, 58, 67, 26)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 26, 34, 12, 19, 154, 253, 253, 253, 253, 253, 253, 150, 68, 109, 29, 133, 100, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2698462679165104, y=-0.9577986057783037, z=0.09881952222502381, w=-0.006286850394797686)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.03222222222222222, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.09, z=-0.09)>	COMP<128>
[1740780096.1827996]	Q_Header<(2621443, 25586, 257, 173, 250, 8, 58, 68, 28)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 15, 24, 39, 86, 106, 253, 253, 253, 253, 137, 230, 103, 110, 136, 81, 101, 80, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2699554504622895, y=-0.9577528665282042, z=0.0989979065452936, w=-0.005737239960084833)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.021111111111111112, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.06, z=-0.17)>	COMP<128>
[1740780096.19287]	Q_Header<(2621443, 25587, 257, 173, 250, 8, 58, 69, 34)>	Q_Data<(0, 0, 65, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 76, 51, 47, 161, 239, 253, 253, 253, 192, 140, 149, 63, 133, 144, 90, 76, 62, 18, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2699554504622895, y=-0.9577528665282042, z=0.0989979065452936, w=-0.005737239960084833)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.021111111111111112, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.06, z=-0.17)>	COMP<128>
[1740780096.2028053]	Q_Header<(2621443, 25588, 257, 173, 250, 8, 58, 70, 32)>	Q_Data<(0, 0, 61, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 129, 111, 108, 237, 253, 253, 253, 253, 205, 162, 74, 118, 138, 111, 66, 41, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2699554504622895, y=-0.9577528665282042, z=0.0989979065452936, w=-0.005737239960084833)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.021111111111111112, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.06, z=-0.17)>	COMP<128>
[1740780096.2128744]	Q_Header<(2621443, 25589, 257, 173, 250, 8, 58, 71, 33)>	Q_Data<(0, 0, 52, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 181, 170, 175, 253, 253, 238, 253, 253, 253, 191, 130, 161, 149, 153, 85, 34, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2701962129334625, y=-0.9576798683394987, z=0.0990577035443889, w=-0.00555406717346851)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.012222222222222223, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.06, z=-0.11)>	COMP<125>
[1740780096.2227674]	Q_Header<(2621443, 25590, 257, 173, 250, 8, 58, 72, 30)>	Q_Data<(0, 0, 60, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 222, 199, 247, 253, 253, 253, 253, 253, 253, 253, 205, 168, 193, 191, 101, 37, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2701962129334625, y=-0.9576798683394987, z=0.0990577035443889, w=-0.00555406717346851)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.012222222222222223, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.06, z=-0.11)>	COMP<125>
[1740780096.2327106]	Q_Header<(2621443, 25591, 257, 173, 250, 8, 58, 73, 25)>	Q_Data<(0, 0, 71, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 240, 200, 253, 253, 253, 253, 253, 253, 253, 253, 227, 78, 231, 186, 78, 13, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.2701962129334625, y=-0.9576798683394987, z=0.0990577035443889, w=-0.00555406717346851)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.012222222222222223, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.06, z=-0.11)>	COMP<125>
