[1740779438.237958]	Q_Header<(2621443, 25304, 257, 173, 250, 8, 58, 0, 42)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 22, 0, 15, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 14, 80, 112, 137, 209, 253, 247, 253, 253, 253, 253, 171, 253, 241, 253, 184, 79, 102, 0, 126, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8036548975943175, y=-0.585819070943287, z=0.07623338399751671, w=-0.07171675436115464)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.006666666666666667, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.09, z=0.12)>	COMP<15>
[1740779438.7811637]	Q_Header<(2621443, 25359, 257, 173, 250, 8, 58, 55, 27)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 253, 253, 253, 253, 253, 157, 91, 43, 19, 0, 0, 0, 0, 0, 0, 0, 8, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0011111111111111111, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.05, z=-0.18)>	COMP<19>
[1740779438.7878873]	Q_Header<(2621443, 25360, 257, 173, 250, 8, 58, 56, 25)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 234, 253, 253, 253, 253, 138, 151, 37, 30, 0, 0, 0, 0, 0, 0, 0, 20, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0011111111111111111, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.05, z=-0.18)>	COMP<19>
[1740779438.7992716]	Q_Header<(2621443, 25361, 257, 173, 250, 8, 58, 57, 26)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 165, 253, 253, 253, 253, 188, 194, 37, 36, 0, 0, 0, 0, 0, 0, 26, 68, 63, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0011111111111111111, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.05, z=-0.18)>	COMP<19>
[1740779438.8087454]	Q_Header<(2621443, 25362, 257, 173, 250, 8, 58, 58, 32)>	Q_Data<(0, 0, 17, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 207, 253, 253, 253, 167, 164, 32, 12, 20, 0, 0, 0, 0, 0, 61, 131, 170, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0022222222222222222, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.12, z=-0.02)>	COMP<16>
[1740779438.8199193]	Q_Header<(2621443, 25363, 257, 173, 250, 8, 58, 59, 33)>	Q_Data<(0, 0, 58, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 206, 253, 253, 253, 162, 205, 117, 76, 16, 16, 0, 2, 0, 0, 0, 47, 222, 253, 141, 50, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0022222222222222222, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.12, z=-0.02)>	COMP<16>
[1740779438.8588464]	Q_Header<(2621443, 25364, 257, 173, 250, 8, 58, 60, 29)>	Q_Data<(0, 0, 61, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 244, 253, 253, 253, 253, 253, 247, 113, 51, 28, 0, 0, 0, 0, 0, 132, 253, 253, 104, 119, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.0033333333333333335, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.01, z=-0.13)>	COMP<16>
[1740779438.8612077]	Q_Header<(2621443, 25365, 257, 173, 250, 8, 58, 61, 33)>	Q_Data<(0, 0, 63, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 238, 253, 253, 238, 253, 253, 253, 147, 57, 3, 0, 12, 0, 0, 23, 153, 253, 253, 153, 164, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.0033333333333333335, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.01, z=-0.13)>	COMP<16>
[1740779438.8636963]	Q_Header<(2621443, 25366, 257, 173, 250, 8, 58, 62, 32)>	Q_Data<(0, 0, 59, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 232, 253, 185, 253, 253, 253, 253, 157, 71, 43, 22, 0, 0, 0, 7, 101, 183, 110, 216, 152, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.0033333333333333335, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.01, z=-0.13)>	COMP<16>
[1740779438.867265]	Q_Header<(2621443, 25367, 257, 173, 250, 8, 58, 63, 29)>	Q_Data<(0, 0, 61, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 197, 253, 253, 253, 253, 253, 253, 168, 52, 89, 69, 0, 0, 0, 0, 42, 81, 142, 210, 110, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.0033333333333333335, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.01, z=-0.13)>	COMP<16>
[1740779438.869795]	Q_Header<(2621443, 25368, 257, 173, 250, 8, 58, 64, 30)>	Q_Data<(0, 0, 56, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 171, 253, 253, 157, 253, 253, 253, 195, 83, 159, 90, 0, 0, 0, 0, 0, 27, 111, 153, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=-0.0033333333333333335, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.01, z=-0.13)>	COMP<16>
[1740779438.8787713]	Q_Header<(2621443, 25369, 257, 173, 250, 8, 58, 65, 34)>	Q_Data<(0, 0, 49, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 167, 253, 185, 226, 253, 253, 235, 162, 237, 121, 39, 22, 0, 0, 0, 0, 56, 73, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=-0.0033333333333333335, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.08, z=-0.11)>	COMP<22>
[1740779438.888764]	Q_Header<(2621443, 25370, 257, 173, 250, 8, 58, 66, 27)>	Q_Data<(0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 228, 253, 253, 253, 253, 253, 160, 226, 252, 105, 21, 44, 0, 0, 0, 0, 68, 65, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=-0.0033333333333333335, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.08, z=-0.11)>	COMP<22>
[1740779438.8988354]	Q_Header<(2621443, 25371, 257, 173, 250, 8, 58, 67, 30)>	Q_Data<(0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 249, 253, 253, 253, 253, 253, 137, 253, 213, 163, 69, 58, 0, 8, 0, 0, 28, 38, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=-0.0033333333333333335, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=0.08, z=-0.11)>	COMP<22>
[1740779438.9086375]	Q_Header<(2621443, 25372, 257, 173, 250, 8, 58, 68, 27)>	Q_Data<(0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 202, 253, 253, 253, 253, 253, 103, 253, 170, 211, 67, 58, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.005555555555555556, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.06, z=-0.09)>	COMP<18>
[1740779438.9179263]	Q_Header<(2621443, 25373, 257, 173, 250, 8, 58, 69, 27)>	Q_Data<(0, 0, 50, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 142, 253, 253, 253, 253, 253, 239, 253, 253, 234, 175, 157, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.005555555555555556, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.06, z=-0.09)>	COMP<18>
[1740779438.9347546]	Q_Header<(2621443, 25374, 257, 173, 250, 8, 58, 70, 21)>	Q_Data<(0, 0, 45, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 216, 253, 253, 253, 253, 253, 253, 253, 221, 249, 232, 78, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.005555555555555556, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.06, z=-0.09)>	COMP<18>
[1740779438.9445465]	Q_Header<(2621443, 25375, 257, 173, 250, 8, 58, 71, 26)>	Q_Data<(0, 0, 50, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 109, 189, 253, 253, 253, 253, 253, 253, 172, 251, 253, 80, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.8040893685352246, y=-0.5852139718776176, z=0.07635614088641005, w=-0.07165636243057186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.0022222222222222222, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.09, z=-0.11)>	COMP<18>
