[1740779788.030927]	Q_Header<(2621443, 60304, 257, 173, 250, 8, 58, 0, 88)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 176, 199, 83, 253, 253, 253, 233, 210, 239, 207, 248, 253, 253, 253, 253, 198, 162, 253, 216, 37, 201, 161, 253, 229, 69, 102, 215, 204, 163, 127, 103, 96, 225, 253, 253, 253, 133, 81, 0, 144, 173, 49, 143, 184, 142, 0, 0, 90, 0, 81, 143, 131, 159, 32, 148, 75, 0, 0, 0, 0, 93, 209, 253, 253, 249, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 172, 248, 253, 253, 253, 253, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7336347207854412, y=-0.6735157357626742, z=0.04211380676721751, w=0.0798941638525909)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.0022222222222222222, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.15, z=0.0)>	COMP<175>
[1740779788.6620934]	Q_Header<(2621443, 60367, 257, 173, 250, 8, 58, 63, 33)>	Q_Data<(0, 0, 64, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 214, 248, 177, 253, 253, 253, 227, 248, 253, 250, 185, 236, 175, 157, 155, 253, 253, 233, 102, 123, 127, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7306861486483123, y=-0.677099242658234, z=0.039854498418589034, w=0.07775594331589959)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.013333333333333334, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.18, z=0.03)>	COMP<178>
[1740779788.6705163]	Q_Header<(2621443, 60368, 257, 173, 250, 8, 58, 64, 32)>	Q_Data<(0, 0, 60, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189, 253, 178, 253, 253, 216, 200, 240, 249, 230, 156, 182, 121, 91, 53, 231, 253, 165, 61, 60, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7306861486483123, y=-0.677099242658234, z=0.039854498418589034, w=0.07775594331589959)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.013333333333333334, z=-0.03777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.18, z=0.03)>	COMP<178>
[1740779788.680587]	Q_Header<(2621443, 60369, 257, 173, 250, 8, 58, 65, 32)>	Q_Data<(0, 0, 58, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 243, 245, 141, 253, 112, 174, 253, 197, 194, 83, 98, 41, 17, 65, 160, 151, 84, 46, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.730203910142556, y=-0.6776541302501504, z=0.03985482725870019, w=0.07745141775082778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.011111111111111112, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.19, z=0.0)>	COMP<173>
[1740779788.6905098]	Q_Header<(2621443, 60370, 257, 173, 250, 8, 58, 66, 32)>	Q_Data<(0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 253, 230, 253, 215, 113, 166, 143, 253, 201, 148, 26, 61, 0, 0, 46, 74, 36, 13, 6, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.730203910142556, y=-0.6776541302501504, z=0.03985482725870019, w=0.07745141775082778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.011111111111111112, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.19, z=0.0)>	COMP<173>
[1740779788.7005131]	Q_Header<(2621443, 60371, 257, 173, 250, 8, 58, 67, 28)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 244, 241, 235, 226, 216, 171, 119, 250, 186, 77, 42, 39, 22, 0, 14, 57, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.730203910142556, y=-0.6776541302501504, z=0.03985482725870019, w=0.07745141775082778)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.011111111111111112, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.19, z=0.0)>	COMP<173>
[1740779788.7105548]	Q_Header<(2621443, 60372, 257, 173, 250, 8, 58, 68, 28)>	Q_Data<(0, 0, 17, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 253, 253, 253, 178, 200, 133, 71, 153, 126, 23, 17, 0, 0, 0, 0, 41, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7298445336265573, y=-0.678026670351014, z=0.04009933589167487, w=0.07745214192775558)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.012222222222222223, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.19, z=-0.02)>	COMP<173>
[1740779788.7203798]	Q_Header<(2621443, 60373, 257, 173, 250, 8, 58, 69, 29)>	Q_Data<(0, 0, 72, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 253, 209, 225, 195, 199, 116, 73, 64, 23, 43, 37, 0, 0, 0, 13, 18, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7298445336265573, y=-0.678026670351014, z=0.04009933589167487, w=0.07745214192775558)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.012222222222222223, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.19, z=-0.02)>	COMP<173>
[1740779788.7306166]	Q_Header<(2621443, 60374, 257, 173, 250, 8, 58, 70, 28)>	Q_Data<(0, 0, 69, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 152, 253, 109, 97, 226, 219, 114, 74, 38, 57, 44, 47, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7298445336265573, y=-0.678026670351014, z=0.04009933589167487, w=0.07745214192775558)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.012222222222222223, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.19, z=-0.02)>	COMP<173>
[1740779788.740597]	Q_Header<(2621443, 60375, 257, 173, 250, 8, 58, 71, 35)>	Q_Data<(0, 0, 49, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 146, 253, 219, 186, 253, 253, 159, 72, 47, 45, 25, 29, 18, 0, 0, 0, 2, 0, 18, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7295167664467678, y=-0.6783675821861929, z=0.04040663482159976, w=0.07739518573079832)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.017777777777777778, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.18, z=0.03)>	COMP<179>
[1740779788.7507281]	Q_Header<(2621443, 60376, 257, 173, 250, 8, 58, 72, 29)>	Q_Data<(0, 0, 63, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 161, 247, 189, 233, 253, 253, 194, 75, 60, 13, 0, 0, 13, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7295167664467678, y=-0.6783675821861929, z=0.04040663482159976, w=0.07739518573079832)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.017777777777777778, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.18, z=0.03)>	COMP<179>
[1740779788.76364]	Q_Header<(2621443, 60377, 257, 173, 250, 8, 58, 73, 21)>	Q_Data<(0, 0, 76, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 156, 252, 193, 217, 229, 253, 173, 100, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7295167664467678, y=-0.6783675821861929, z=0.04040663482159976, w=0.07739518573079832)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.017777777777777778, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.18, z=0.03)>	COMP<179>
[1740779788.7705188]	Q_Header<(2621443, 60378, 257, 173, 250, 8, 58, 74, 27)>	Q_Data<(0, 0, 72, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 153, 223, 253, 186, 208, 253, 133, 131, 144, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7295167664467678, y=-0.6783675821861929, z=0.04040663482159976, w=0.07739518573079832)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.017777777777777778, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.18, z=0.03)>	COMP<179>
[1740779788.7840354]	Q_Header<(2621443, 60379, 257, 173, 250, 8, 58, 75, 30)>	Q_Data<(0, 0, 73, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 148, 217, 243, 138, 253, 253, 123, 126, 135, 23, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7291281250908848, y=-0.6787739728056027, z=0.04083263985315603, w=0.07727073550686925)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=-0.022222222222222223, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.2, z=0.0)>	COMP<175>
[1740779788.7904003]	Q_Header<(2621443, 60380, 257, 173, 250, 8, 58, 76, 22)>	Q_Data<(0, 0, 75, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 148, 240, 208, 136, 253, 253, 100, 91, 98, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7291281250908848, y=-0.6787739728056027, z=0.04083263985315603, w=0.07727073550686925)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=-0.022222222222222223, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.2, z=0.0)>	COMP<175>
[1740779788.8022494]	Q_Header<(2621443, 60381, 257, 173, 250, 8, 58, 77, 27)>	Q_Data<(0, 0, 73, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 114, 117, 145, 244, 244, 152, 222, 224, 49, 49, 59, 27, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7291281250908848, y=-0.6787739728056027, z=0.04083263985315603, w=0.07727073550686925)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=-0.022222222222222223, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.2, z=0.0)>	COMP<175>
[1740779788.810774]	Q_Header<(2621443, 60382, 257, 173, 250, 8, 58, 78, 22)>	Q_Data<(0, 0, 70, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 125, 148, 0, 231, 196, 151, 104, 132, 39, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7288178603792542, y=-0.6790744087245275, z=0.0412595991639206, w=0.07733123097734823)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=-0.014444444444444444, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.2, z=-0.07)>	COMP<175>
[1740779788.820533]	Q_Header<(2621443, 60383, 257, 173, 250, 8, 58, 79, 26)>	Q_Data<(0, 0, 69, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 134, 128, 144, 223, 57, 124, 61, 51, 59, 0, 24, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7288178603792542, y=-0.6790744087245275, z=0.0412595991639206, w=0.07733123097734823)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=-0.014444444444444444, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.2, z=-0.07)>	COMP<175>
