[1740779713.070078]	Q_Header<(2621443, 52804, 257, 173, 250, 8, 58, 0, 39)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 146, 181, 253, 253, 253, 253, 194, 158, 110, 125, 44, 76, 152, 156, 150, 212, 172, 28, 59, 74, 46, 0, 0, 0, 0, 0, 16, 98, 128, 150, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7234312923881856, y=-0.6847359882985788, z=0.040526312169556676, w=0.07836714582185357)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=0.022222222222222223, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.12, z=-0.17)>	COMP<194>
[1740779713.5604908]	Q_Header<(2621443, 52853, 257, 173, 250, 8, 58, 49, 34)>	Q_Data<(0, 0, 62, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 164, 102, 253, 253, 253, 253, 253, 164, 191, 253, 135, 0, 0, 77, 8, 193, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7191864906584297, y=-0.6883023046045244, z=0.0502936152340275, w=0.0805064059389348)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.03888888888888889, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.17, z=0.04)>	COMP<191>
[1740779713.570013]	Q_Header<(2621443, 52854, 257, 173, 250, 8, 58, 50, 47)>	Q_Data<(0, 0, 49, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 24, 0, 11, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 253, 253, 253, 253, 253, 253, 253, 156, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 157, 253, 253, 180, 253, 253, 212, 0, 191, 82, 0, 69, 0, 0, 180, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7191864906584297, y=-0.6883023046045244, z=0.0502936152340275, w=0.0805064059389348)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.03888888888888889, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.17, z=0.04)>	COMP<191>
[1740779713.5801024]	Q_Header<(2621443, 52855, 257, 173, 250, 8, 58, 51, 55)>	Q_Data<(0, 0, 51, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 28, 19, 12, 0, 0, 0, 7, 16, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 129, 253, 253, 253, 253, 125, 244, 253, 253, 253, 253, 200, 201, 72, 84, 147, 0, 0, 0, 0, 108, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.71882405621421, y=-0.688672142843248, z=0.05108735119735872, w=0.08007957559251451)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.03222222222222222, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.18, z=-0.04)>	COMP<191>
[1740779713.5899754]	Q_Header<(2621443, 52856, 257, 173, 250, 8, 58, 52, 40)>	Q_Data<(0, 0, 53, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 253, 253, 253, 253, 253, 253, 253, 253, 221, 253, 253, 253, 168, 123, 149, 253, 253, 122, 253, 253, 253, 253, 253, 0, 170, 47, 142, 211, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.71882405621421, y=-0.688672142843248, z=0.05108735119735872, w=0.08007957559251451)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.03222222222222222, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.18, z=-0.04)>	COMP<191>
[1740779713.6003792]	Q_Header<(2621443, 52857, 257, 173, 250, 8, 58, 53, 49)>	Q_Data<(0, 0, 54, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 18, 0, 0, 13, 0, 3, 14, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 253, 253, 253, 253, 253, 253, 253, 253, 180, 253, 202, 231, 253, 223, 70, 175, 79, 0, 230, 253, 151, 253, 253, 54, 72, 0, 163, 195, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.71882405621421, y=-0.688672142843248, z=0.05108735119735872, w=0.08007957559251451)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.03222222222222222, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.18, z=-0.04)>	COMP<191>
[1740779713.6100876]	Q_Header<(2621443, 52858, 257, 173, 250, 8, 58, 54, 52)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 0, 0, 9, 0, 12, 0, 27, 21, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 253, 253, 253, 253, 253, 229, 253, 253, 114, 252, 68, 174, 253, 253, 251, 231, 126, 175, 253, 253, 0, 129, 160, 188, 57, 12, 87, 155, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7185049908059516, y=-0.6890250459742089, z=0.051391539437530685, w=0.0797118177023932)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.027777777777777776, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.16, z=0.0)>	COMP<194>
[1740779713.6200461]	Q_Header<(2621443, 52859, 257, 173, 250, 8, 58, 55, 48)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 35, 237, 253, 253, 253, 253, 180, 183, 253, 253, 81, 253, 253, 253, 62, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7185049908059516, y=-0.6890250459742089, z=0.051391539437530685, w=0.0797118177023932)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.027777777777777776, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.16, z=0.0)>	COMP<194>
[1740779713.6299407]	Q_Header<(2621443, 52860, 257, 173, 250, 8, 58, 56, 34)>	Q_Data<(0, 0, 6, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 31, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 253, 253, 253, 253, 253, 253, 253, 253, 253, 148, 253, 253, 253, 253, 253, 103, 122, 253, 253, 155, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7185049908059516, y=-0.6890250459742089, z=0.051391539437530685, w=0.0797118177023932)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.027777777777777776, z=-0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.16, z=0.0)>	COMP<194>
[1740779713.6403067]	Q_Header<(2621443, 52861, 257, 173, 250, 8, 58, 57, 35)>	Q_Data<(0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 21, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 175, 253, 253, 253, 253, 253, 253, 240, 233, 253, 253, 253, 253, 253, 136, 253, 253, 239, 210, 253, 253, 253, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7181958744199498, y=-0.6893874735763859, z=0.05151332693213543, w=0.07928413706735062)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.01888888888888889, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.19, z=0.0)>	COMP<193>
[1740779713.6499753]	Q_Header<(2621443, 52862, 257, 173, 250, 8, 58, 58, 43)>	Q_Data<(0, 0, 27, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 20, 23, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 127, 212, 253, 253, 253, 248, 253, 104, 253, 253, 253, 253, 253, 197, 228, 253, 253, 201, 197, 253, 253, 249, 170, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7181958744199498, y=-0.6893874735763859, z=0.05151332693213543, w=0.07928413706735062)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.01888888888888889, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.19, z=0.0)>	COMP<193>
[1740779713.6600432]	Q_Header<(2621443, 52863, 257, 173, 250, 8, 58, 59, 46)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 17, 11, 0, 15, 7, 0, 0, 12, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 136, 172, 173, 151, 154, 218, 253, 253, 253, 253, 253, 247, 233, 253, 253, 181, 193, 253, 253, 250, 165, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7181958744199498, y=-0.6893874735763859, z=0.05151332693213543, w=0.07928413706735062)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.01888888888888889, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.19, z=0.0)>	COMP<193>
[1740779713.6700382]	Q_Header<(2621443, 52864, 257, 173, 250, 8, 58, 60, 41)>	Q_Data<(0, 0, 69, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 9, 10, 14, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 50, 21, 35, 0, 184, 199, 232, 204, 253, 253, 253, 253, 253, 253, 81, 184, 253, 253, 232, 102, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7181958744199498, y=-0.6893874735763859, z=0.05151332693213543, w=0.07928413706735062)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.01888888888888889, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.19, z=0.0)>	COMP<193>
[1740779713.6813052]	Q_Header<(2621443, 52865, 257, 173, 250, 8, 58, 61, 40)>	Q_Data<(0, 0, 64, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 0, 0, 0, 11, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 74, 68, 148, 88, 193, 253, 253, 253, 253, 232, 87, 164, 253, 253, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7177815730229473, y=-0.689888190465848, z=0.05133114820682812, w=0.07879727982760416)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.0077777777777777776, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.14, z=-0.08)>	COMP<193>
[1740779713.691347]	Q_Header<(2621443, 52866, 257, 173, 250, 8, 58, 62, 35)>	Q_Data<(0, 0, 63, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 11, 0, 12, 17, 7, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 88, 228, 253, 253, 253, 152, 31, 137, 200, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7177815730229473, y=-0.689888190465848, z=0.05133114820682812, w=0.07879727982760416)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.0077777777777777776, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.14, z=-0.08)>	COMP<193>
[1740779713.6999662]	Q_Header<(2621443, 52867, 257, 173, 250, 8, 58, 63, 29)>	Q_Data<(0, 0, 62, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 134, 253, 253, 0, 253, 253, 253, 253, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7177815730229473, y=-0.689888190465848, z=0.05133114820682812, w=0.07879727982760416)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03666666666666667, y=-0.0077777777777777776, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.14, z=-0.08)>	COMP<193>
[1740779713.7100506]	Q_Header<(2621443, 52868, 257, 173, 250, 8, 58, 64, 34)>	Q_Data<(0, 0, 59, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 152, 197, 215, 253, 253, 253, 253, 253, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7174264563341936, y=-0.6903261205665926, z=0.05096572154492527, w=0.07843227806614249)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.0022222222222222222, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.18, z=-0.1)>	COMP<191>
[1740779713.72]	Q_Header<(2621443, 52869, 257, 173, 250, 8, 58, 65, 36)>	Q_Data<(0, 0, 33, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 0, 0, 0, 12, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 214, 253, 253, 253, 253, 253, 253, 195, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7174264563341936, y=-0.6903261205665926, z=0.05096572154492527, w=0.07843227806614249)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=0.0022222222222222222, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.18, z=-0.1)>	COMP<191>
