[1740779573.0989096]	Q_Header<(2621443, 38804, 257, 173, 250, 8, 58, 0, 34)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 14, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 76, 245, 253, 253, 94, 67, 107, 190, 253, 253, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.9020142243882541, y=0.4184457353275505, z=-0.06432931812065902, w=0.08447037597627333)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.005555555555555556, z=0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.17, z=-0.04)>	COMP<25>
[1740779573.738999]	Q_Header<(2621443, 38868, 257, 173, 250, 8, 58, 64, 25)>	Q_Data<(0, 0, 57, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 12, 148, 152, 199, 201, 55, 77, 155, 141, 153, 140, 129, 54, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8953770481461826, y=0.4330402288068961, z=-0.06408629178960408, w=0.08166424610903833)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.0011111111111111111, z=0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.12, z=-0.02)>	COMP<24>
[1740779573.748919]	Q_Header<(2621443, 38869, 257, 173, 250, 8, 58, 65, 27)>	Q_Data<(0, 0, 54, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 54, 143, 161, 253, 244, 130, 67, 91, 94, 158, 139, 121, 22, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8950955817446556, y=0.4336620598906088, z=-0.06396591678611654, w=0.0815443366662707)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.0, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.13, z=-0.11)>	COMP<24>
[1740779573.761782]	Q_Header<(2621443, 38870, 257, 173, 250, 8, 58, 66, 28)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 35, 123, 161, 253, 253, 211, 137, 89, 99, 139, 111, 85, 29, 8, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8950955817446556, y=0.4336620598906088, z=-0.06396591678611654, w=0.0815443366662707)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.0, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.13, z=-0.11)>	COMP<24>
[1740779573.7687583]	Q_Header<(2621443, 38871, 257, 173, 250, 8, 58, 67, 24)>	Q_Data<(0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 161, 253, 253, 253, 170, 101, 89, 100, 74, 41, 22, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8950955817446556, y=0.4336620598906088, z=-0.06396591678611654, w=0.0815443366662707)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=0.0, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.13, z=-0.11)>	COMP<24>
[1740779573.7794397]	Q_Header<(2621443, 38872, 257, 173, 250, 8, 58, 68, 25)>	Q_Data<(0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 151, 251, 253, 249, 164, 98, 81, 62, 56, 30, 13, 0, 22, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8948047567600655, y=0.4342793891096771, z=-0.06384486872926526, w=0.08154564495439616)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.0033333333333333335, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.12, z=0.0)>	COMP<21>
[1740779573.7876139]	Q_Header<(2621443, 38873, 257, 173, 250, 8, 58, 69, 26)>	Q_Data<(0, 0, 62, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 156, 248, 243, 219, 82, 125, 63, 42, 36, 44, 36, 11, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8948047567600655, y=0.4342793891096771, z=-0.06384486872926526, w=0.08154564495439616)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.0033333333333333335, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.12, z=0.0)>	COMP<21>
[1740779573.8007746]	Q_Header<(2621443, 38874, 257, 173, 250, 8, 58, 70, 27)>	Q_Data<(0, 0, 64, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 145, 205, 194, 153, 171, 172, 0, 65, 34, 28, 14, 25, 0, 9, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8948047567600655, y=0.4342793891096771, z=-0.06384486872926526, w=0.08154564495439616)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.0033333333333333335, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=0.12, z=0.0)>	COMP<21>
[1740779573.8103573]	Q_Header<(2621443, 38875, 257, 173, 250, 8, 58, 71, 32)>	Q_Data<(0, 0, 41, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 165, 253, 193, 200, 170, 75, 97, 56, 49, 44, 14, 33, 14, 21, 0, 13, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8945301403166652, y=0.4348749488097871, z=-0.06372062407823408, w=0.0814818325138338)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0033333333333333335, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.14, z=0.0)>	COMP<21>
[1740779573.818957]	Q_Header<(2621443, 38876, 257, 173, 250, 8, 58, 72, 27)>	Q_Data<(0, 0, 51, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 253, 253, 200, 198, 130, 53, 120, 40, 50, 46, 0, 29, 12, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8945301403166652, y=0.4348749488097871, z=-0.06372062407823408, w=0.0814818325138338)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0033333333333333335, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.14, z=0.0)>	COMP<21>
[1740779573.829779]	Q_Header<(2621443, 38877, 257, 173, 250, 8, 58, 73, 31)>	Q_Data<(0, 0, 69, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 245, 253, 253, 253, 202, 118, 151, 82, 22, 48, 29, 35, 29, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8945301403166652, y=0.4348749488097871, z=-0.06372062407823408, w=0.0814818325138338)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0033333333333333335, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.14, z=0.0)>	COMP<21>
[1740779573.8398812]	Q_Header<(2621443, 38878, 257, 173, 250, 8, 58, 74, 25)>	Q_Data<(0, 0, 73, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 253, 191, 253, 253, 229, 232, 173, 147, 75, 88, 48, 40, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8945301403166652, y=0.4348749488097871, z=-0.06372062407823408, w=0.0814818325138338)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=-0.0033333333333333335, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.14, z=0.0)>	COMP<21>
[1740779573.8500414]	Q_Header<(2621443, 38879, 257, 173, 250, 8, 58, 75, 29)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 253, 253, 253, 236, 253, 253, 167, 194, 106, 139, 73, 52, 33, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8941583870811125, y=0.43566570423105677, z=-0.06353712497962036, w=0.08148132742343245)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.0022222222222222222, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.13, z=-0.06)>	COMP<21>
[1740779573.8587072]	Q_Header<(2621443, 38880, 257, 173, 250, 8, 58, 76, 28)>	Q_Data<(0, 0, 73, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 233, 251, 253, 253, 253, 253, 203, 183, 112, 155, 97, 76, 57, 12, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8941583870811125, y=0.43566570423105677, z=-0.06353712497962036, w=0.08148132742343245)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.0022222222222222222, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.13, z=-0.06)>	COMP<21>
[1740779573.8700302]	Q_Header<(2621443, 38881, 257, 173, 250, 8, 58, 77, 25)>	Q_Data<(0, 0, 71, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 139, 253, 253, 253, 253, 210, 141, 131, 142, 102, 100, 71, 6, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8941583870811125, y=0.43566570423105677, z=-0.06353712497962036, w=0.08148132742343245)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.0022222222222222222, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=0.13, z=-0.06)>	COMP<21>
[1740779573.8818169]	Q_Header<(2621443, 38882, 257, 173, 250, 8, 58, 78, 34)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 206, 253, 253, 253, 253, 91, 124, 130, 120, 97, 116, 55, 37, 16, 24, 6, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8938706023618933, y=0.43628453845563764, z=-0.06341628923550749, w=0.08142187665078632)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.11, z=0.01)>	COMP<24>
[1740779573.8908825]	Q_Header<(2621443, 38883, 257, 173, 250, 8, 58, 79, 34)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 217, 253, 253, 253, 245, 253, 118, 114, 91, 77, 121, 60, 55, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 57, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8938706023618933, y=0.43628453845563764, z=-0.06341628923550749, w=0.08142187665078632)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.11, z=0.01)>	COMP<24>
[1740779573.8987818]	Q_Header<(2621443, 38884, 257, 173, 250, 8, 58, 80, 40)>	Q_Data<(0, 0, 66, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 179, 253, 253, 253, 241, 253, 102, 120, 123, 99, 165, 157, 29, 0, 44, 26, 33, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 58, 63, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8938706023618933, y=0.43628453845563764, z=-0.06341628923550749, w=0.08142187665078632)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=0.11, z=0.01)>	COMP<24>
