[1740779863.0310588]	Q_Header<(2621443, 2268, 257, 173, 250, 8, 58, 0, 39)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 188, 218, 247, 253, 253, 253, 253, 212, 253, 253, 142, 11, 68, 213, 253, 253, 253, 253, 137, 62, 0, 0, 26, 0, 0, 13, 0, 57, 155, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.33434151307602666, y=-0.9383290292133687, z=0.07299606601659873, w=0.04925403451119998)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.022222222222222223, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.15, z=-0.08)>	COMP<169>
[1740779863.5611627]	Q_Header<(2621443, 2321, 257, 173, 250, 8, 58, 53, 52)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 22, 26, 31, 0, 7, 21, 11, 19, 18, 0, 0, 43, 49, 34, 31, 0, 0, 0, 0, 0, 0, 0, 2, 0, 45, 67, 80, 72, 21, 0, 23, 57, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 167, 253, 253, 253, 253, 253, 229, 127, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.340703162347322, y=-0.9353772774942153, z=0.07843130842284285, w=0.053284460897386615)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=-0.005555555555555556, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.09, z=-0.11)>	COMP<157>
[1740779863.571238]	Q_Header<(2621443, 2322, 257, 173, 250, 8, 58, 54, 58)>	Q_Data<(0, 0, 47, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 38, 24, 22, 11, 18, 30, 0, 24, 40, 9, 16, 55, 71, 109, 41, 0, 7, 12, 28, 0, 0, 0, 41, 65, 44, 82, 190, 180, 97, 85, 106, 117, 158, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 253, 253, 253, 253, 171, 168, 60, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.340703162347322, y=-0.9353772774942153, z=0.07843130842284285, w=0.053284460897386615)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=-0.005555555555555556, z=0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.09, z=-0.11)>	COMP<157>
[1740779863.5832438]	Q_Header<(2621443, 2323, 257, 173, 250, 8, 58, 55, 56)>	Q_Data<(0, 0, 25, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 24, 12, 21, 19, 12, 25, 0, 11, 59, 51, 42, 77, 96, 180, 102, 31, 38, 60, 59, 36, 0, 31, 91, 136, 168, 128, 253, 253, 160, 214, 241, 135, 215, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 45, 253, 253, 161, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.34130384553095294, y=-0.9352286883173806, z=0.07787977591156937, w=0.052855709983870756)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.052222222222222225, y=-0.014444444444444444, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.08, z=-0.23)>	COMP<159>
[1740779863.5911038]	Q_Header<(2621443, 2324, 257, 173, 250, 8, 58, 56, 51)>	Q_Data<(0, 0, 27, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 27, 20, 18, 0, 14, 23, 36, 57, 56, 89, 177, 45, 246, 178, 28, 35, 49, 77, 49, 32, 91, 177, 209, 253, 202, 253, 253, 177, 253, 253, 197, 241, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 207, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.34130384553095294, y=-0.9352286883173806, z=0.07787977591156937, w=0.052855709983870756)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.052222222222222225, y=-0.014444444444444444, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.08, z=-0.23)>	COMP<159>
[1740779863.6011167]	Q_Header<(2621443, 2325, 257, 173, 250, 8, 58, 57, 48)>	Q_Data<(0, 0, 32, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 33, 0, 0, 8, 18, 43, 70, 45, 27, 125, 252, 214, 243, 215, 71, 46, 37, 50, 13, 54, 142, 240, 253, 253, 253, 253, 253, 162, 253, 253, 246, 227, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.34130384553095294, y=-0.9352286883173806, z=0.07787977591156937, w=0.052855709983870756)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.052222222222222225, y=-0.014444444444444444, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.08, z=-0.23)>	COMP<159>
[1740779863.611194]	Q_Header<(2621443, 2326, 257, 173, 250, 8, 58, 58, 45)>	Q_Data<(0, 0, 40, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 29, 32, 0, 11, 38, 38, 48, 80, 135, 101, 120, 253, 253, 230, 199, 103, 95, 158, 151, 87, 34, 187, 253, 253, 253, 253, 224, 253, 126, 247, 253, 215, 180, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.34209947518841655, y=-0.9350515539494275, z=0.07708682197376808, w=0.05200156161650863)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05333333333333334, y=-0.01888888888888889, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.07, z=-0.21)>	COMP<159>
[1740779863.6211646]	Q_Header<(2621443, 2327, 257, 173, 250, 8, 58, 59, 43)>	Q_Data<(0, 0, 61, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 27, 0, 25, 37, 34, 42, 130, 253, 219, 129, 178, 253, 253, 184, 96, 144, 253, 253, 218, 50, 231, 253, 253, 253, 253, 253, 224, 76, 122, 176, 122, 103, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.34209947518841655, y=-0.9350515539494275, z=0.07708682197376808, w=0.05200156161650863)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05333333333333334, y=-0.01888888888888889, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.07, z=-0.21)>	COMP<159>
[1740779863.6311011]	Q_Header<(2621443, 2328, 257, 173, 250, 8, 58, 60, 43)>	Q_Data<(0, 0, 70, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 24, 0, 19, 41, 112, 183, 68, 253, 253, 208, 162, 253, 253, 253, 123, 253, 253, 253, 253, 88, 240, 253, 253, 162, 253, 253, 108, 49, 68, 41, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.34209947518841655, y=-0.9350515539494275, z=0.07708682197376808, w=0.05200156161650863)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05333333333333334, y=-0.01888888888888889, z=0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.07, z=-0.21)>	COMP<159>
[1740779863.6424139]	Q_Header<(2621443, 2329, 257, 173, 250, 8, 58, 61, 42)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 31, 28, 8, 45, 98, 190, 253, 253, 253, 253, 253, 235, 253, 253, 253, 203, 236, 253, 253, 253, 130, 202, 253, 253, 253, 185, 196, 37, 12, 19, 57, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.34259325084873427, y=-0.9349444889543759, z=0.0765997737066028, w=0.05139203941112316)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.023333333333333334, z=0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=-0.08)>	COMP<157>
[1740779863.6525548]	Q_Header<(2621443, 2330, 257, 173, 250, 8, 58, 62, 41)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 34, 5, 0, 78, 148, 253, 253, 253, 253, 253, 249, 194, 185, 253, 253, 212, 175, 253, 253, 253, 192, 142, 233, 253, 238, 146, 46, 20, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.34259325084873427, y=-0.9349444889543759, z=0.0765997737066028, w=0.05139203941112316)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.023333333333333334, z=0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=-0.08)>	COMP<157>
[1740779863.6619391]	Q_Header<(2621443, 2331, 257, 173, 250, 8, 58, 63, 37)>	Q_Data<(0, 0, 64, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 19, 37, 37, 127, 224, 253, 253, 253, 253, 253, 184, 169, 153, 216, 217, 97, 165, 253, 253, 253, 215, 104, 202, 218, 125, 89, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.34259325084873427, y=-0.9349444889543759, z=0.0765997737066028, w=0.05139203941112316)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.023333333333333334, z=0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=-0.08)>	COMP<157>
[1740779863.6711457]	Q_Header<(2621443, 2332, 257, 173, 250, 8, 58, 64, 38)>	Q_Data<(0, 0, 61, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 21, 63, 93, 164, 253, 224, 248, 253, 253, 253, 70, 144, 168, 253, 253, 253, 152, 250, 253, 253, 209, 114, 181, 181, 113, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.34259325084873427, y=-0.9349444889543759, z=0.0765997737066028, w=0.05139203941112316)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.023333333333333334, z=0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=-0.08)>	COMP<157>
[1740779863.6811786]	Q_Header<(2621443, 2333, 257, 173, 250, 8, 58, 65, 34)>	Q_Data<(0, 0, 52, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 35, 43, 159, 227, 253, 253, 253, 253, 253, 253, 120, 163, 220, 253, 253, 253, 185, 121, 253, 253, 196, 118, 130, 140, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.34301384817071645, y=-0.934865322496595, z=0.07604897772610546, w=0.050841732300036795)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=-0.017777777777777778, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.09, z=-0.12)>	COMP<158>
[1740779863.691036]	Q_Header<(2621443, 2334, 257, 173, 250, 8, 58, 66, 37)>	Q_Data<(0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 93, 124, 241, 253, 253, 253, 253, 253, 253, 239, 138, 192, 253, 163, 253, 248, 171, 212, 253, 253, 151, 90, 83, 96, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.34301384817071645, y=-0.934865322496595, z=0.07604897772610546, w=0.050841732300036795)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=-0.017777777777777778, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.09, z=-0.12)>	COMP<158>
[1740779863.7011023]	Q_Header<(2621443, 2335, 257, 173, 250, 8, 58, 67, 37)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 181, 251, 253, 253, 253, 224, 253, 205, 197, 206, 144, 103, 227, 57, 192, 145, 123, 171, 253, 253, 73, 39, 32, 52, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.34301384817071645, y=-0.934865322496595, z=0.07604897772610546, w=0.050841732300036795)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04777777777777778, y=-0.017777777777777778, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.09, z=-0.12)>	COMP<158>
[1740779863.7111273]	Q_Header<(2621443, 2336, 257, 173, 250, 8, 58, 68, 35)>	Q_Data<(0, 0, 14, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 240, 253, 253, 253, 253, 137, 122, 253, 145, 173, 160, 162, 150, 57, 55, 72, 52, 84, 180, 194, 59, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.34351495939206994, y=-0.9347781810749025, z=0.07538041486304306, w=0.05005015399813386)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.021111111111111112, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.11, z=-0.1)>	COMP<158>
[1740779863.7210884]	Q_Header<(2621443, 2337, 257, 173, 250, 8, 58, 69, 31)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 222, 253, 253, 253, 253, 199, 141, 253, 132, 130, 138, 167, 79, 35, 67, 51, 23, 23, 75, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.34351495939206994, y=-0.9347781810749025, z=0.07538041486304306, w=0.05005015399813386)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.021111111111111112, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.11, z=-0.1)>	COMP<158>
