[1740779403.297673]	Q_Header<(2621443, 21804, 257, 173, 250, 8, 58, 0, 27)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 15, 90, 253, 253, 253, 253, 200, 84, 134, 156, 102, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9794824323309858, y=-0.1649763842591385, z=0.056945233634397414, w=-0.10076803936804944)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.043333333333333335, z=0.056666666666666664)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.65, y=0.13, z=-0.67)>	COMP<246>
[1740779403.9238465]	Q_Header<(2621443, 21865, 257, 173, 250, 8, 58, 61, 42)>	Q_Data<(0, 0, 64, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 253, 253, 253, 227, 124, 67, 15, 23, 0, 6, 0, 49, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 44, 96, 202, 200, 87, 0, 145, 189, 232, 130, 128, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9788013970851648, y=-0.1731533057012292, z=0.0461416634156254, w=-0.09918016276506783)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06888888888888889, y=0.09, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.34, z=0.09)>	COMP<255>
[1740779403.9257998]	Q_Header<(2621443, 21866, 257, 173, 250, 8, 58, 62, 48)>	Q_Data<(0, 0, 61, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 253, 253, 253, 253, 160, 90, 33, 26, 16, 0, 24, 7, 0, 0, 0, 0, 0, 25, 6, 17, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 84, 46, 0, 28, 75, 87, 113, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9788013970851648, y=-0.1731533057012292, z=0.0461416634156254, w=-0.09918016276506783)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06888888888888889, y=0.09, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.34, z=0.09)>	COMP<255>
[1740779403.9333942]	Q_Header<(2621443, 21867, 257, 173, 250, 8, 58, 63, 31)>	Q_Data<(0, 0, 57, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 253, 253, 253, 253, 160, 100, 24, 35, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 27, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9788013970851648, y=-0.1731533057012292, z=0.0461416634156254, w=-0.09918016276506783)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06888888888888889, y=0.09, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.34, z=0.09)>	COMP<255>
[1740779403.94107]	Q_Header<(2621443, 21868, 257, 173, 250, 8, 58, 64, 31)>	Q_Data<(0, 0, 53, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 190, 253, 253, 253, 216, 95, 51, 15, 0, 16, 35, 0, 0, 0, 0, 0, 45, 66, 63, 57, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9788013970851648, y=-0.1731533057012292, z=0.0461416634156254, w=-0.09918016276506783)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06888888888888889, y=0.09, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.34, z=0.09)>	COMP<255>
[1740779403.9488842]	Q_Header<(2621443, 21869, 257, 173, 250, 8, 58, 65, 32)>	Q_Data<(0, 0, 48, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 157, 230, 253, 253, 251, 116, 61, 9, 17, 0, 19, 12, 0, 0, 0, 0, 124, 204, 176, 120, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9786428831983879, y=-0.17321869168747817, z=0.04815699356639192, w=-0.09967093852207605)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=0.10333333333333333, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.38, y=0.05, z=-0.35)>	COMP<255>
[1740779403.9577274]	Q_Header<(2621443, 21870, 257, 173, 250, 8, 58, 66, 36)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 133, 207, 253, 253, 245, 156, 121, 22, 9, 0, 30, 16, 0, 0, 0, 10, 164, 253, 253, 117, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9786428831983879, y=-0.17321869168747817, z=0.04815699356639192, w=-0.09967093852207605)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=0.10333333333333333, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.38, y=0.05, z=-0.35)>	COMP<255>
[1740779403.967716]	Q_Header<(2621443, 21871, 257, 173, 250, 8, 58, 67, 36)>	Q_Data<(0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 159, 253, 253, 253, 198, 217, 174, 110, 20, 42, 0, 0, 15, 0, 0, 12, 146, 253, 253, 221, 82, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9786428831983879, y=-0.17321869168747817, z=0.04815699356639192, w=-0.09967093852207605)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=0.10333333333333333, z=0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.38, y=0.05, z=-0.35)>	COMP<255>
[1740779403.9778187]	Q_Header<(2621443, 21872, 257, 173, 250, 8, 58, 68, 42)>	Q_Data<(0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 253, 253, 253, 67, 253, 207, 193, 60, 29, 25, 0, 0, 0, 0, 15, 70, 253, 253, 253, 100, 50, 0, 2, 6, 0, 0, 0, 7, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9784697735587727, y=-0.17334253364773966, z=0.05004960478561497, w=-0.10022128177802413)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04666666666666667, y=0.09, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.27, y=-0.11, z=0.3)>	COMP<248>
[1740779403.9876647]	Q_Header<(2621443, 21873, 257, 173, 250, 8, 58, 69, 33)>	Q_Data<(0, 0, 58, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 253, 253, 253, 246, 253, 236, 239, 41, 20, 20, 3, 0, 13, 0, 22, 20, 171, 253, 241, 145, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9784697735587727, y=-0.17334253364773966, z=0.05004960478561497, w=-0.10022128177802413)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04666666666666667, y=0.09, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.27, y=-0.11, z=0.3)>	COMP<248>
[1740779403.9991024]	Q_Header<(2621443, 21874, 257, 173, 250, 8, 58, 70, 30)>	Q_Data<(0, 0, 69, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 247, 253, 253, 253, 253, 253, 253, 112, 0, 20, 43, 57, 35, 12, 0, 0, 94, 156, 170, 123, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9784697735587727, y=-0.17334253364773966, z=0.05004960478561497, w=-0.10022128177802413)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04666666666666667, y=0.09, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.27, y=-0.11, z=0.3)>	COMP<248>
[1740779404.00843]	Q_Header<(2621443, 21875, 257, 173, 250, 8, 58, 71, 32)>	Q_Data<(0, 0, 48, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 253, 253, 253, 253, 253, 253, 119, 85, 115, 111, 113, 69, 0, 0, 0, 54, 91, 101, 61, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9783295838411993, y=-0.1735834635001791, z=0.05133041237821752, w=-0.10052460069788853)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04, y=0.08444444444444445, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.3, y=0.07, z=0.14)>	COMP<253>
[1740779404.0176775]	Q_Header<(2621443, 21876, 257, 173, 250, 8, 58, 72, 36)>	Q_Data<(0, 0, 58, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 209, 253, 253, 253, 253, 253, 253, 170, 165, 192, 226, 184, 71, 14, 0, 0, 14, 63, 78, 33, 0, 0, 13, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9783295838411993, y=-0.1735834635001791, z=0.05133041237821752, w=-0.10052460069788853)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04, y=0.08444444444444445, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.3, y=0.07, z=0.14)>	COMP<253>
[1740779404.0279527]	Q_Header<(2621443, 21877, 257, 173, 250, 8, 58, 73, 30)>	Q_Data<(0, 0, 66, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 253, 253, 253, 186, 253, 249, 205, 253, 226, 253, 253, 187, 54, 52, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9783295838411993, y=-0.1735834635001791, z=0.05133041237821752, w=-0.10052460069788853)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04, y=0.08444444444444445, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.3, y=0.07, z=0.14)>	COMP<253>
[1740779404.0376496]	Q_Header<(2621443, 21878, 257, 173, 250, 8, 58, 74, 25)>	Q_Data<(0, 0, 68, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 253, 253, 253, 166, 253, 253, 253, 253, 182, 253, 253, 237, 73, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9783295838411993, y=-0.1735834635001791, z=0.05133041237821752, w=-0.10052460069788853)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04, y=0.08444444444444445, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.3, y=0.07, z=0.14)>	COMP<253>
[1740779404.0477266]	Q_Header<(2621443, 21879, 257, 173, 250, 8, 58, 75, 26)>	Q_Data<(0, 0, 61, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 57, 210, 253, 253, 82, 253, 253, 253, 253, 196, 253, 253, 208, 70, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.978207827286465, y=-0.1738886940749447, z=0.0523680236982459, w=-0.1006467028885868)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.05, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.09, z=0.22)>	COMP<253>
[1740779404.0576763]	Q_Header<(2621443, 21880, 257, 173, 250, 8, 58, 76, 27)>	Q_Data<(0, 0, 58, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 137, 253, 253, 253, 253, 253, 253, 253, 238, 247, 175, 109, 67, 87, 69, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.978207827286465, y=-0.1738886940749447, z=0.0523680236982459, w=-0.1006467028885868)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.05, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.09, z=0.22)>	COMP<253>
[1740779404.0676363]	Q_Header<(2621443, 21881, 257, 173, 250, 8, 58, 77, 22)>	Q_Data<(0, 0, 64, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 253, 253, 253, 253, 253, 253, 253, 202, 253, 198, 69, 138, 132, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.978207827286465, y=-0.1738886940749447, z=0.0523680236982459, w=-0.1006467028885868)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=0.05, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.09, z=0.22)>	COMP<253>
