[1740780332.9746637]	Q_Header<(2621443, 49268, 257, 173, 250, 8, 58, 0, 43)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 55, 84, 94, 100, 72, 0, 0, 0, 108, 181, 124, 59, 46, 64, 156, 135, 175, 150, 93, 90, 71, 29, 14, 22, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3206811993626132, y=-0.9430004815668773, z=0.0880744139094501, w=-0.012512304124350154)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.05, y=-0.023333333333333334, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.12, z=0.26)>	COMP<92>
[1740780333.6446068]	Q_Header<(2621443, 49335, 257, 173, 250, 8, 58, 67, 34)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 20, 24, 27, 0, 18, 36, 16, 8, 155, 253, 253, 253, 253, 253, 250, 108, 127, 154, 183, 64, 26, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3307393008483755, y=-0.939729288644111, z=0.08581278040096253, w=-0.012511820755474622)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=0.0033333333333333335, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.08, z=0.31)>	COMP<94>
[1740780333.6545668]	Q_Header<(2621443, 49336, 257, 173, 250, 8, 58, 68, 36)>	Q_Data<(0, 0, 25, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 15, 4, 0, 0, 0, 29, 27, 0, 8, 41, 0, 22, 211, 253, 253, 253, 253, 253, 154, 180, 77, 220, 161, 53, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3307393008483755, y=-0.939729288644111, z=0.08581278040096253, w=-0.012511820755474622)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=0.0033333333333333335, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.08, z=0.31)>	COMP<94>
[1740780333.6644936]	Q_Header<(2621443, 49337, 257, 173, 250, 8, 58, 69, 34)>	Q_Data<(0, 0, 73, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 16, 5, 0, 0, 0, 17, 0, 10, 0, 35, 28, 42, 234, 253, 253, 253, 253, 253, 76, 198, 177, 253, 118, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3307393008483755, y=-0.939729288644111, z=0.08581278040096253, w=-0.012511820755474622)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=0.0033333333333333335, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.08, z=0.31)>	COMP<94>
[1740780333.6766648]	Q_Header<(2621443, 49338, 257, 173, 250, 8, 58, 70, 35)>	Q_Data<(0, 0, 70, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 14, 18, 0, 18, 0, 29, 67, 135, 171, 253, 253, 253, 235, 253, 162, 212, 253, 253, 56, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3311134240488559, y=-0.9395076380431409, z=0.08679138967695357, w=-0.012512120171431421)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06222222222222222, y=0.012222222222222223, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.1, z=0.37)>	COMP<98>
[1740780333.6870987]	Q_Header<(2621443, 49339, 257, 173, 250, 8, 58, 71, 35)>	Q_Data<(0, 0, 48, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 8, 0, 12, 23, 0, 39, 68, 220, 253, 174, 197, 253, 253, 253, 181, 253, 253, 170, 101, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3311134240488559, y=-0.9395076380431409, z=0.08679138967695357, w=-0.012512120171431421)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06222222222222222, y=0.012222222222222223, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.1, z=0.37)>	COMP<98>
[1740780333.6946964]	Q_Header<(2621443, 49340, 257, 173, 250, 8, 58, 72, 31)>	Q_Data<(0, 0, 57, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 28, 16, 36, 35, 66, 233, 253, 253, 253, 253, 253, 253, 209, 253, 220, 128, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3311134240488559, y=-0.9395076380431409, z=0.08679138967695357, w=-0.012512120171431421)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06222222222222222, y=0.012222222222222223, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.1, z=0.37)>	COMP<98>
[1740780333.7044916]	Q_Header<(2621443, 49341, 257, 173, 250, 8, 58, 73, 31)>	Q_Data<(0, 0, 70, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 27, 14, 63, 136, 196, 100, 253, 253, 253, 253, 253, 253, 246, 253, 168, 193, 99, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3311134240488559, y=-0.9395076380431409, z=0.08679138967695357, w=-0.012512120171431421)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06222222222222222, y=0.012222222222222223, z=-0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.1, z=0.37)>	COMP<98>
[1740780333.7262568]	Q_Header<(2621443, 49342, 257, 173, 250, 8, 58, 74, 30)>	Q_Data<(0, 0, 68, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 16, 76, 204, 253, 253, 253, 208, 253, 253, 196, 253, 253, 253, 206, 204, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3315341449745802, y=-0.9392450215415712, z=0.0880103529185097, w=-0.0125729075597871)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08, y=0.02, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.07, z=0.34)>	COMP<95>
[1740780333.7276652]	Q_Header<(2621443, 49343, 257, 173, 250, 8, 58, 75, 25)>	Q_Data<(0, 0, 59, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 81, 236, 253, 253, 253, 253, 253, 156, 149, 190, 253, 244, 253, 189, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3315341449745802, y=-0.9392450215415712, z=0.0880103529185097, w=-0.0125729075597871)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08, y=0.02, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.07, z=0.34)>	COMP<95>
[1740780333.7347498]	Q_Header<(2621443, 49344, 257, 173, 250, 8, 58, 76, 28)>	Q_Data<(0, 0, 76, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17, 0, 0, 0, 99, 253, 253, 253, 253, 253, 253, 217, 170, 154, 253, 242, 233, 142, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3315341449745802, y=-0.9392450215415712, z=0.0880103529185097, w=-0.0125729075597871)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08, y=0.02, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.07, z=0.34)>	COMP<95>
[1740780333.7445283]	Q_Header<(2621443, 49345, 257, 173, 250, 8, 58, 77, 27)>	Q_Data<(0, 0, 74, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 8, 0, 114, 253, 253, 253, 253, 253, 253, 168, 101, 135, 245, 197, 161, 78, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33215506687056096, y=-0.9388477101438751, z=0.08990525790156859, w=-0.01245123734685675)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08888888888888889, y=0.028888888888888888, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.01, z=0.29)>	COMP<95>
[1740780333.7546477]	Q_Header<(2621443, 49346, 257, 173, 250, 8, 58, 78, 32)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 19, 14, 95, 253, 253, 253, 253, 253, 253, 116, 96, 107, 174, 125, 93, 54, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33215506687056096, y=-0.9388477101438751, z=0.08990525790156859, w=-0.01245123734685675)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08888888888888889, y=0.028888888888888888, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.01, z=0.29)>	COMP<95>
[1740780333.7675302]	Q_Header<(2621443, 49347, 257, 173, 250, 8, 58, 79, 29)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 40, 0, 106, 227, 253, 223, 253, 253, 253, 132, 69, 54, 103, 64, 75, 17, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33215506687056096, y=-0.9388477101438751, z=0.08990525790156859, w=-0.01245123734685675)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08888888888888889, y=0.028888888888888888, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.01, z=0.29)>	COMP<95>
[1740780333.7745638]	Q_Header<(2621443, 49348, 257, 173, 250, 8, 58, 80, 27)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 46, 35, 146, 253, 233, 253, 231, 207, 127, 84, 56, 47, 64, 20, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33215506687056096, y=-0.9388477101438751, z=0.08990525790156859, w=-0.01245123734685675)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08888888888888889, y=0.028888888888888888, z=-0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=0.01, z=0.29)>	COMP<95>
[1740780333.78334]	Q_Header<(2621443, 49349, 257, 173, 250, 8, 58, 81, 29)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 33, 34, 68, 185, 253, 253, 253, 253, 162, 124, 71, 19, 72, 64, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3326444473908885, y=-0.9385456270696684, z=0.09124833923841803, w=-0.012390242719330343)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08666666666666667, y=0.03111111111111111, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.02, z=0.22)>	COMP<98>
[1740780333.7944663]	Q_Header<(2621443, 49350, 257, 173, 250, 8, 58, 82, 24)>	Q_Data<(0, 0, 72, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 31, 105, 232, 253, 253, 253, 253, 218, 143, 64, 38, 34, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3326444473908885, y=-0.9385456270696684, z=0.09124833923841803, w=-0.012390242719330343)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.08666666666666667, y=0.03111111111111111, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.02, z=0.22)>	COMP<98>
[1740780333.8076236]	Q_Header<(2621443, 49351, 257, 173, 250, 8, 58, 83, 29)>	Q_Data<(0, 0, 73, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 10, 25, 140, 243, 253, 253, 253, 253, 154, 214, 88, 35, 42, 23, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3331350008372102, y=-0.9382468363630625, z=0.09253071844434053, w=-0.012329290980050651)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.07555555555555556, y=0.023333333333333334, z=-0.03888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=0.02, z=0.19)>	COMP<94>
