[1740780098.0028605]	Q_Header<(2621443, 25768, 257, 173, 250, 8, 58, 0, 58)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 77, 183, 220, 253, 253, 253, 253, 253, 253, 253, 118, 253, 250, 178, 136, 142, 69, 15, 0, 0, 0, 20, 57, 98, 244, 231, 253, 179, 63, 0, 0, 0, 0, 17, 31, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 105, 49, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.29571420066839776, y=-0.9508630613442661, z=0.09081996503500019, w=-0.012817333775100833)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.07111111111111111, z=-0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.04, z=0.0)>	COMP<130>
[1740780098.6527958]	Q_Header<(2621443, 25833, 257, 173, 250, 8, 58, 65, 36)>	Q_Data<(0, 0, 19, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31, 24, 13, 0, 7, 64, 127, 229, 253, 253, 253, 253, 253, 164, 112, 97, 89, 73, 44, 15, 30, 12, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31249293033741726, y=-0.9457793844743395, z=0.08758346778011597, w=-0.013366396824979372)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.07, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.09, z=0.15)>	COMP<126>
[1740780098.664952]	Q_Header<(2621443, 25834, 257, 173, 250, 8, 58, 66, 38)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 33, 17, 16, 0, 6, 58, 181, 253, 253, 253, 253, 253, 253, 114, 94, 125, 158, 94, 0, 26, 4, 0, 0, 0, 0, 0, 0, 0, 0, 8, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31249293033741726, y=-0.9457793844743395, z=0.08758346778011597, w=-0.013366396824979372)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.07, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.09, z=0.15)>	COMP<126>
[1740780098.672881]	Q_Header<(2621443, 25835, 257, 173, 250, 8, 58, 67, 40)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 32, 0, 10, 0, 34, 123, 240, 253, 253, 253, 253, 253, 253, 207, 109, 128, 197, 127, 49, 31, 0, 16, 31, 0, 0, 0, 0, 0, 0, 0, 9, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31249293033741726, y=-0.9457793844743395, z=0.08758346778011597, w=-0.013366396824979372)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04555555555555556, y=-0.07, z=-0.04111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.09, z=0.15)>	COMP<126>
[1740780098.6828296]	Q_Header<(2621443, 25836, 257, 173, 250, 8, 58, 68, 32)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 25, 0, 0, 0, 95, 253, 253, 253, 253, 237, 253, 253, 253, 243, 137, 143, 199, 126, 54, 19, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3131640300557828, y=-0.9455954624155608, z=0.08709512198199221, w=-0.01385465500344235)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.06, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.1, z=0.1)>	COMP<126>
[1740780098.6940737]	Q_Header<(2621443, 25837, 257, 173, 250, 8, 58, 69, 30)>	Q_Data<(0, 0, 62, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 22, 0, 14, 0, 147, 253, 253, 253, 253, 253, 253, 253, 253, 211, 132, 143, 160, 95, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3131640300557828, y=-0.9455954624155608, z=0.08709512198199221, w=-0.01385465500344235)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.06, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.1, z=0.1)>	COMP<126>
[1740780098.7027361]	Q_Header<(2621443, 25838, 257, 173, 250, 8, 58, 70, 31)>	Q_Data<(0, 0, 62, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 33, 18, 15, 24, 177, 253, 253, 253, 253, 253, 253, 253, 241, 120, 96, 111, 105, 58, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3131640300557828, y=-0.9455954624155608, z=0.08709512198199221, w=-0.01385465500344235)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.06, z=-0.04)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.1, z=0.1)>	COMP<126>
[1740780098.7128384]	Q_Header<(2621443, 25839, 257, 173, 250, 8, 58, 71, 29)>	Q_Data<(0, 0, 43, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 47, 41, 0, 43, 182, 253, 206, 253, 253, 212, 253, 253, 149, 42, 84, 77, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31384350825427415, y=-0.9453757486095785, z=0.08697530129567108, w=-0.014221224703081658)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.04666666666666667, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.11, z=0.23)>	COMP<130>
[1740780098.7228293]	Q_Header<(2621443, 25840, 257, 173, 250, 8, 58, 72, 30)>	Q_Data<(0, 0, 44, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 15, 43, 102, 249, 253, 253, 253, 253, 253, 251, 194, 76, 59, 48, 47, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31384350825427415, y=-0.9453757486095785, z=0.08697530129567108, w=-0.014221224703081658)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.04666666666666667, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.11, z=0.23)>	COMP<130>
[1740780098.733348]	Q_Header<(2621443, 25841, 257, 173, 250, 8, 58, 73, 25)>	Q_Data<(0, 0, 58, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 95, 77, 63, 141, 253, 253, 253, 253, 253, 253, 242, 150, 31, 91, 55, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31384350825427415, y=-0.9453757486095785, z=0.08697530129567108, w=-0.014221224703081658)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.04666666666666667, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.11, z=0.23)>	COMP<130>
[1740780098.7436068]	Q_Header<(2621443, 25842, 257, 173, 250, 8, 58, 74, 27)>	Q_Data<(0, 0, 58, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 188, 142, 66, 134, 253, 253, 253, 253, 246, 253, 163, 151, 109, 77, 66, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3147693428304285, y=-0.9450404760604081, z=0.08722229802301383, w=-0.014526876787597825)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.03222222222222222, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.22, y=-0.1, z=0.31)>	COMP<129>
[1740780098.7527645]	Q_Header<(2621443, 25843, 257, 173, 250, 8, 58, 75, 28)>	Q_Data<(0, 0, 51, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 249, 191, 133, 108, 242, 253, 253, 253, 253, 217, 143, 113, 171, 114, 0, 20, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3147693428304285, y=-0.9450404760604081, z=0.08722229802301383, w=-0.014526876787597825)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.03222222222222222, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.22, y=-0.1, z=0.31)>	COMP<129>
[1740780098.7625527]	Q_Header<(2621443, 25844, 257, 173, 250, 8, 58, 76, 26)>	Q_Data<(0, 0, 74, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 253, 192, 223, 253, 194, 253, 253, 253, 253, 253, 241, 139, 203, 137, 64, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3147693428304285, y=-0.9450404760604081, z=0.08722229802301383, w=-0.014526876787597825)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.03222222222222222, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.22, y=-0.1, z=0.31)>	COMP<129>
[1740780098.766186]	Q_Header<(2621443, 25845, 257, 173, 250, 8, 58, 77, 32)>	Q_Data<(0, 0, 73, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 241, 220, 253, 253, 190, 253, 244, 253, 253, 253, 216, 197, 206, 114, 68, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3147693428304285, y=-0.9450404760604081, z=0.08722229802301383, w=-0.014526876787597825)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.03222222222222222, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.22, y=-0.1, z=0.31)>	COMP<129>
[1740780098.7770598]	Q_Header<(2621443, 25846, 257, 173, 250, 8, 58, 78, 31)>	Q_Data<(0, 0, 71, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 187, 242, 253, 253, 186, 253, 180, 230, 253, 253, 85, 204, 165, 65, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3154848986454869, y=-0.9447457431095941, z=0.08782796849503882, w=-0.014526099028366393)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=-0.008888888888888889, z=-0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.11, z=0.17)>	COMP<129>
[1740780098.7858377]	Q_Header<(2621443, 25847, 257, 173, 250, 8, 58, 79, 30)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 252, 225, 244, 253, 193, 241, 147, 136, 253, 253, 192, 149, 58, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3154848986454869, y=-0.9447457431095941, z=0.08782796849503882, w=-0.014526099028366393)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=-0.008888888888888889, z=-0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.11, z=0.17)>	COMP<129>
[1740780098.8030937]	Q_Header<(2621443, 25848, 257, 173, 250, 8, 58, 80, 30)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 253, 178, 227, 253, 184, 248, 153, 184, 222, 253, 181, 106, 122, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3154848986454869, y=-0.9447457431095941, z=0.08782796849503882, w=-0.014526099028366393)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=-0.008888888888888889, z=-0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.11, z=0.17)>	COMP<129>
[1740780098.8129935]	Q_Header<(2621443, 25849, 257, 173, 250, 8, 58, 81, 26)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227, 253, 100, 253, 253, 187, 221, 241, 253, 253, 236, 120, 104, 120, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31634297163519437, y=-0.9443902759234734, z=0.0885613837242267, w=-0.014526264180817337)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04111111111111111, y=0.0033333333333333335, z=-0.06222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.12, z=0.26)>	COMP<130>
