[1740779380.8619592]	Q_Header<(2621443, 19554, 257, 173, 250, 8, 58, 0, 36)>	Q_Data<(0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 6, 19, 34, 0, 27, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 79, 184, 253, 253, 253, 253, 253, 253, 253, 253, 177, 253, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9842266813484688, y=-0.1489828431831584, z=0.02325377437639629, w=-0.0925268292772094)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=0.013333333333333334, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.08, z=-0.02)>	COMP<337>
[1740779381.3778782]	Q_Header<(2621443, 19606, 257, 173, 250, 8, 58, 52, 43)>	Q_Data<(0, 0, 52, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 34, 31, 30, 30, 20, 0, 0, 12, 33, 17, 23, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 23, 0, 221, 253, 138, 216, 104, 253, 253, 253, 253, 253, 125, 253, 253, 253, 253, 253, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9847061166205451, y=-0.14355846936661018, z=0.02648995565693402, w=-0.09509527860254195)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.011111111111111112, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.05, z=-0.06)>	COMP<343>
[1740779381.3875632]	Q_Header<(2621443, 19607, 257, 173, 250, 8, 58, 53, 42)>	Q_Data<(0, 0, 54, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 46, 36, 53, 39, 23, 32, 0, 0, 21, 36, 19, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 155, 48, 154, 128, 253, 253, 253, 253, 253, 229, 253, 253, 253, 253, 253, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9847061166205451, y=-0.14355846936661018, z=0.02648995565693402, w=-0.09509527860254195)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.011111111111111112, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.05, z=-0.06)>	COMP<343>
[1740779381.3976178]	Q_Header<(2621443, 19608, 257, 173, 250, 8, 58, 54, 47)>	Q_Data<(0, 0, 23, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 39, 43, 51, 38, 29, 27, 0, 0, 38, 83, 76, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 156, 65, 146, 253, 253, 253, 253, 203, 253, 253, 253, 253, 253, 170, 186, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9847061166205451, y=-0.14355846936661018, z=0.02648995565693402, w=-0.09509527860254195)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.011111111111111112, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.05, z=-0.06)>	COMP<343>
[1740779381.408237]	Q_Header<(2621443, 19609, 257, 173, 250, 8, 58, 55, 42)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 64, 57, 63, 17, 15, 19, 0, 0, 76, 152, 135, 63, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 130, 91, 106, 220, 253, 229, 237, 100, 253, 253, 253, 253, 253, 220, 209, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.984740856932567, y=-0.14331049535624565, z=0.026550283424176684, w=-0.09509273925256845)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.006666666666666667, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.05, z=-0.11)>	COMP<343>
[1740779381.4176843]	Q_Header<(2621443, 19610, 257, 173, 250, 8, 58, 56, 64)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 59, 93, 146, 75, 32, 0, 23, 19, 122, 220, 176, 102, 62, 0, 26, 0, 15, 0, 0, 0, 24, 0, 0, 0, 31, 0, 0, 0, 0, 0, 15, 0, 0, 0, 10, 0, 0, 0, 62, 62, 85, 129, 151, 253, 253, 174, 140, 214, 253, 253, 253, 182, 189, 172, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.984740856932567, y=-0.14331049535624565, z=0.026550283424176684, w=-0.09509273925256845)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.006666666666666667, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.05, z=-0.11)>	COMP<343>
[1740779381.4276094]	Q_Header<(2621443, 19611, 257, 173, 250, 8, 58, 57, 55)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 131, 127, 191, 103, 62, 56, 52, 38, 150, 253, 195, 128, 90, 42, 45, 0, 11, 0, 10, 28, 38, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 32, 82, 114, 158, 253, 253, 249, 150, 208, 231, 253, 253, 243, 132, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.984740856932567, y=-0.14331049535624565, z=0.026550283424176684, w=-0.09509273925256845)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.006666666666666667, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.05, z=-0.11)>	COMP<343>
[1740779381.4376159]	Q_Header<(2621443, 19612, 257, 173, 250, 8, 58, 58, 54)>	Q_Data<(0, 0, 15, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 137, 253, 253, 179, 109, 73, 71, 57, 46, 142, 240, 185, 115, 93, 56, 31, 0, 46, 46, 13, 0, 0, 11, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 37, 66, 115, 238, 253, 222, 97, 253, 253, 200, 253, 184, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.984740856932567, y=-0.14331049535624565, z=0.026550283424176684, w=-0.09509273925256845)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.006666666666666667, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.05, z=-0.11)>	COMP<343>
[1740779381.4476352]	Q_Header<(2621443, 19613, 257, 173, 250, 8, 58, 59, 50)>	Q_Data<(0, 0, 54, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 216, 253, 253, 205, 87, 55, 63, 52, 25, 105, 175, 134, 67, 66, 22, 8, 0, 38, 40, 0, 0, 0, 14, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 85, 162, 124, 60, 253, 253, 75, 119, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9847478710703763, y=-0.14325048056292136, z=0.02661150810627768, w=-0.09509341658160694)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0033333333333333335, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.06, z=0.0)>	COMP<344>
[1740779381.4575596]	Q_Header<(2621443, 19614, 257, 173, 250, 8, 58, 60, 42)>	Q_Data<(0, 0, 66, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 253, 253, 253, 215, 38, 0, 40, 38, 0, 61, 97, 74, 0, 55, 13, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 91, 40, 48, 211, 223, 104, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9847478710703763, y=-0.14325048056292136, z=0.02661150810627768, w=-0.09509341658160694)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0033333333333333335, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.06, z=0.0)>	COMP<344>
[1740779381.4682047]	Q_Header<(2621443, 19615, 257, 173, 250, 8, 58, 61, 42)>	Q_Data<(0, 0, 63, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 253, 253, 239, 129, 95, 25, 0, 0, 0, 4, 32, 11, 0, 27, 0, 19, 4, 60, 62, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 39, 0, 15, 107, 112, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9847478710703763, y=-0.14325048056292136, z=0.02661150810627768, w=-0.09509341658160694)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0033333333333333335, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=0.06, z=0.0)>	COMP<344>
[1740779381.489866]	Q_Header<(2621443, 19616, 257, 173, 250, 8, 58, 62, 31)>	Q_Data<(0, 0, 60, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 253, 253, 188, 253, 156, 36, 0, 0, 12, 14, 0, 0, 0, 0, 0, 0, 86, 174, 147, 177, 50, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9847564793685115, y=-0.14319069670252435, z=0.026611740734143487, w=-0.09509424785274209)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0022222222222222222, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.04, z=-0.03)>	COMP<339>
[1740779381.4911876]	Q_Header<(2621443, 19617, 257, 173, 250, 8, 58, 63, 34)>	Q_Data<(0, 0, 57, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 253, 253, 253, 214, 153, 56, 0, 0, 21, 12, 10, 0, 0, 0, 9, 0, 104, 216, 230, 253, 111, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9847564793685115, y=-0.14319069670252435, z=0.026611740734143487, w=-0.09509424785274209)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0022222222222222222, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.04, z=-0.03)>	COMP<339>
[1740779381.4984283]	Q_Header<(2621443, 19618, 257, 173, 250, 8, 58, 64, 37)>	Q_Data<(0, 0, 52, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 48, 242, 253, 253, 250, 192, 31, 28, 48, 34, 0, 0, 0, 0, 0, 0, 0, 81, 159, 253, 253, 143, 47, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9847564793685115, y=-0.14319069670252435, z=0.026611740734143487, w=-0.09509424785274209)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0022222222222222222, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.04, z=-0.03)>	COMP<339>
[1740779381.5083175]	Q_Header<(2621443, 19619, 257, 173, 250, 8, 58, 65, 36)>	Q_Data<(0, 0, 39, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 171, 253, 253, 253, 253, 129, 103, 100, 40, 33, 0, 0, 0, 22, 0, 11, 55, 30, 242, 253, 139, 57, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9847564793685115, y=-0.14319069670252435, z=0.026611740734143487, w=-0.09509424785274209)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.0011111111111111111, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.04, z=-0.11)>	COMP<339>
[1740779381.517545]	Q_Header<(2621443, 19620, 257, 173, 250, 8, 58, 66, 35)>	Q_Data<(0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43, 253, 253, 253, 253, 231, 213, 131, 122, 57, 17, 0, 42, 50, 0, 11, 12, 94, 179, 190, 87, 37, 0, 25, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9847564793685115, y=-0.14319069670252435, z=0.026611740734143487, w=-0.09509424785274209)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.0011111111111111111, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.04, z=-0.11)>	COMP<339>
[1740779381.5275273]	Q_Header<(2621443, 19621, 257, 173, 250, 8, 58, 67, 36)>	Q_Data<(0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 69, 253, 253, 253, 253, 253, 253, 142, 206, 0, 48, 12, 57, 81, 0, 0, 0, 60, 98, 105, 37, 23, 0, 4, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9847564793685115, y=-0.14319069670252435, z=0.026611740734143487, w=-0.09509424785274209)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.0011111111111111111, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.04, z=-0.11)>	COMP<339>
[1740779381.5378227]	Q_Header<(2621443, 19622, 257, 173, 250, 8, 58, 68, 34)>	Q_Data<(0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 193, 253, 253, 253, 253, 253, 115, 253, 68, 88, 79, 58, 55, 24, 0, 32, 55, 80, 80, 0, 0, 0, 0, 0, 0, 15, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9847564793685115, y=-0.14319069670252435, z=0.026611740734143487, w=-0.09509424785274209)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.0011111111111111111, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=0.04, z=-0.11)>	COMP<339>
