[1740779483.16843]	Q_Header<(2621443, 29804, 257, 173, 250, 8, 58, 0, 62)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 15, 15, 50, 24, 63, 119, 248, 234, 116, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 219, 94, 56, 27, 0, 103, 184, 227, 81, 149, 251, 188, 161, 87, 66, 0, 0, 33, 45, 0, 0, 75, 253, 253, 136, 253, 198, 194, 68, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.21033242688392495, y=-0.9726196234461242, z=0.09881839788887826, w=0.00250250420842743)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.016666666666666666, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=0.0, z=-0.01)>	COMP<89>
[1740779483.8002455]	Q_Header<(2621443, 29867, 257, 173, 250, 8, 58, 63, 32)>	Q_Data<(0, 0, 59, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 213, 253, 253, 253, 235, 88, 65, 36, 18, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 172, 155, 157, 60, 28, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19995554108932695, y=-0.9748137810554458, z=0.09875704074558334, w=0.0017090217187121961)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.005555555555555556, z=0.028888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.02, z=-0.1)>	COMP<90>
[1740779483.8086052]	Q_Header<(2621443, 29868, 257, 173, 250, 8, 58, 64, 30)>	Q_Data<(0, 0, 56, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 179, 253, 253, 253, 229, 84, 49, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 23, 110, 130, 103, 28, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19952156886772063, y=-0.9749030344215667, z=0.09875371625205628, w=0.0017089641873038169)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.008888888888888889, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.0, z=-0.14)>	COMP<89>
[1740779483.8182938]	Q_Header<(2621443, 29869, 257, 173, 250, 8, 58, 65, 31)>	Q_Data<(0, 0, 55, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 31, 209, 253, 171, 253, 253, 241, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 66, 81, 131, 131, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19952156886772063, y=-0.9749030344215667, z=0.09875371625205628, w=0.0017089641873038169)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.008888888888888889, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.0, z=-0.14)>	COMP<89>
[1740779483.8280308]	Q_Header<(2621443, 29870, 257, 173, 250, 8, 58, 66, 30)>	Q_Data<(0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 56, 253, 253, 253, 204, 253, 202, 81, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 139, 216, 211, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19952156886772063, y=-0.9749030344215667, z=0.09875371625205628, w=0.0017089641873038169)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.008888888888888889, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.0, z=-0.14)>	COMP<89>
[1740779483.8400552]	Q_Header<(2621443, 29871, 257, 173, 250, 8, 58, 67, 34)>	Q_Data<(0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 71, 237, 253, 253, 236, 228, 170, 80, 56, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 68, 165, 250, 224, 72, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19952156886772063, y=-0.9749030344215667, z=0.09875371625205628, w=0.0017089641873038169)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.008888888888888889, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.0, z=-0.14)>	COMP<89>
[1740779483.849327]	Q_Header<(2621443, 29872, 257, 173, 250, 8, 58, 68, 31)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 14, 135, 253, 253, 253, 253, 124, 83, 111, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 131, 200, 174, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1990981909040493, y=-0.974982986358456, z=0.09881666801767498, w=0.0018310685858741506)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.012222222222222223, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.01, z=-0.12)>	COMP<90>
[1740779483.8582625]	Q_Header<(2621443, 29873, 257, 173, 250, 8, 58, 69, 28)>	Q_Data<(0, 0, 67, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 218, 253, 253, 253, 187, 253, 185, 114, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 119, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1990981909040493, y=-0.974982986358456, z=0.09881666801767498, w=0.0018310685858741506)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.012222222222222223, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.01, z=-0.12)>	COMP<90>
[1740779483.8681242]	Q_Header<(2621443, 29874, 257, 173, 250, 8, 58, 70, 29)>	Q_Data<(0, 0, 63, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 249, 253, 253, 253, 240, 253, 253, 81, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1990981909040493, y=-0.974982986358456, z=0.09881666801767498, w=0.0018310685858741506)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0044444444444444444, y=0.012222222222222223, z=0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.01, z=-0.12)>	COMP<90>
[1740779483.8792803]	Q_Header<(2621443, 29875, 257, 173, 250, 8, 58, 71, 20)>	Q_Data<(0, 0, 34, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 93, 253, 253, 253, 253, 253, 253, 253, 75, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.198603084136295, y=-0.9750715648928853, z=0.09893534092960485, w=0.0020141062619845524)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.01888888888888889, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.01, z=-0.19)>	COMP<90>
[1740779483.8913713]	Q_Header<(2621443, 29876, 257, 173, 250, 8, 58, 72, 17)>	Q_Data<(0, 0, 49, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 253, 253, 253, 253, 253, 253, 253, 73, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.198603084136295, y=-0.9750715648928853, z=0.09893534092960485, w=0.0020141062619845524)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.01888888888888889, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.01, z=-0.19)>	COMP<90>
[1740779483.8982644]	Q_Header<(2621443, 29877, 257, 173, 250, 8, 58, 73, 28)>	Q_Data<(0, 0, 63, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 100, 253, 253, 253, 246, 253, 184, 202, 38, 16, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.198603084136295, y=-0.9750715648928853, z=0.09893534092960485, w=0.0020141062619845524)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.01888888888888889, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.01, z=-0.19)>	COMP<90>
[1740779483.907739]	Q_Header<(2621443, 29878, 257, 173, 250, 8, 58, 74, 24)>	Q_Data<(0, 0, 66, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 162, 253, 253, 253, 253, 253, 126, 78, 36, 26, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1981865785725397, y=-0.9751243545657204, z=0.0992458813547735, w=0.0021973257864525498)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.02, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.01, z=-0.12)>	COMP<90>
[1740779483.9182327]	Q_Header<(2621443, 29879, 257, 173, 250, 8, 58, 75, 26)>	Q_Data<(0, 0, 61, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 229, 253, 253, 253, 253, 253, 153, 106, 47, 23, 0, 0, 0, 0, 13, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1981865785725397, y=-0.9751243545657204, z=0.0992458813547735, w=0.0021973257864525498)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.02, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.01, z=-0.12)>	COMP<90>
[1740779483.9282942]	Q_Header<(2621443, 29880, 257, 173, 250, 8, 58, 76, 26)>	Q_Data<(0, 0, 71, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 251, 253, 253, 253, 253, 253, 156, 72, 27, 17, 0, 0, 0, 0, 0, 15, 57, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1981865785725397, y=-0.9751243545657204, z=0.0992458813547735, w=0.0021973257864525498)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.02, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.01, z=-0.12)>	COMP<90>
[1740779483.9383802]	Q_Header<(2621443, 29881, 257, 173, 250, 8, 58, 77, 31)>	Q_Data<(0, 0, 70, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 0, 67, 162, 210, 133, 253, 253, 253, 226, 133, 95, 32, 0, 0, 0, 0, 0, 10, 55, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.1981865785725397, y=-0.9751243545657204, z=0.0992458813547735, w=0.0021973257864525498)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.02, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.01, z=-0.12)>	COMP<90>
[1740779483.9483235]	Q_Header<(2621443, 29882, 257, 173, 250, 8, 58, 78, 28)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 95, 244, 253, 253, 192, 253, 253, 193, 160, 83, 22, 0, 0, 0, 0, 9, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19781564185060735, y=-0.9751621443527163, z=0.09960972770755668, w=0.0023803795224232294)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.024444444444444446, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.03, z=-0.11)>	COMP<90>
[1740779483.9582722]	Q_Header<(2621443, 29883, 257, 173, 250, 8, 58, 79, 21)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 185, 253, 253, 253, 253, 230, 253, 253, 111, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.19781564185060735, y=-0.9751621443527163, z=0.09960972770755668, w=0.0023803795224232294)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=0.024444444444444446, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.03, z=-0.11)>	COMP<90>
