[1740780093.0028908]	Q_Header<(2621443, 25268, 257, 173, 250, 8, 58, 0, 56)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 129, 173, 77, 253, 253, 253, 158, 248, 138, 110, 100, 98, 59, 111, 145, 91, 32, 0, 0, 34, 123, 253, 253, 149, 65, 186, 248, 148, 0, 0, 96, 164, 111, 45, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 160, 46, 58, 36, 108, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33714788859828665, y=-0.9361285871326068, z=0.09917909467274, w=-0.012572857540051963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.03222222222222222, z=0.10666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.04, z=-0.15)>	COMP<136>
[1740780093.5629036]	Q_Header<(2621443, 25324, 257, 173, 250, 8, 58, 56, 59)>	Q_Data<(0, 0, 31, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 0, 23, 0, 0, 40, 27, 0, 35, 58, 51, 48, 50, 78, 107, 78, 127, 253, 253, 253, 184, 106, 133, 253, 253, 253, 191, 253, 253, 253, 209, 113, 151, 253, 253, 253, 253, 209, 193, 253, 253, 172, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31578539519379784, y=-0.9435110986279321, z=0.09972812828501464, w=-0.010985962724175418)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04, y=0.052222222222222225, z=0.08777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.11, z=0.09)>	COMP<134>
[1740780093.5740564]	Q_Header<(2621443, 25325, 257, 173, 250, 8, 58, 57, 53)>	Q_Data<(0, 0, 36, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 28, 0, 22, 0, 6, 37, 18, 22, 25, 73, 99, 104, 118, 94, 76, 167, 130, 221, 253, 253, 253, 102, 139, 253, 253, 247, 215, 253, 253, 253, 240, 253, 179, 253, 253, 253, 253, 163, 110, 144, 135, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31578539519379784, y=-0.9435110986279321, z=0.09972812828501464, w=-0.010985962724175418)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.04, y=0.052222222222222225, z=0.08777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=0.11, z=0.09)>	COMP<134>
[1740780093.5828815]	Q_Header<(2621443, 25326, 257, 173, 250, 8, 58, 58, 57)>	Q_Data<(0, 0, 63, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 28, 15, 9, 0, 0, 25, 0, 25, 0, 56, 96, 141, 168, 156, 253, 253, 253, 200, 240, 253, 253, 155, 214, 253, 217, 214, 183, 253, 253, 235, 253, 253, 190, 197, 122, 215, 154, 74, 36, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3140936398117678, y=-0.9439899404059077, z=0.10058809141270761, w=-0.010498271676568999)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.04555555555555556, z=0.08444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.15, z=-0.06)>	COMP<134>
[1740780093.5928285]	Q_Header<(2621443, 25327, 257, 173, 250, 8, 58, 59, 51)>	Q_Data<(0, 0, 73, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 25, 22, 10, 0, 0, 4, 22, 39, 59, 82, 57, 178, 205, 249, 253, 253, 253, 253, 253, 253, 241, 222, 253, 253, 204, 126, 111, 192, 231, 253, 253, 253, 194, 88, 106, 17, 42, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3140936398117678, y=-0.9439899404059077, z=0.10058809141270761, w=-0.010498271676568999)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.04555555555555556, z=0.08444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.15, z=-0.06)>	COMP<134>
[1740780093.6028352]	Q_Header<(2621443, 25328, 257, 173, 250, 8, 58, 60, 43)>	Q_Data<(0, 0, 71, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 18, 0, 12, 0, 32, 29, 0, 96, 186, 174, 253, 253, 253, 253, 253, 253, 253, 253, 253, 96, 253, 253, 250, 187, 104, 95, 39, 201, 253, 253, 161, 177, 15, 100, 74, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3140936398117678, y=-0.9439899404059077, z=0.10058809141270761, w=-0.010498271676568999)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.04555555555555556, z=0.08444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.15, z=-0.06)>	COMP<134>
[1740780093.6139543]	Q_Header<(2621443, 25329, 257, 173, 250, 8, 58, 61, 48)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 31, 0, 0, 0, 23, 0, 90, 126, 252, 227, 253, 253, 187, 253, 253, 139, 253, 253, 216, 159, 253, 253, 189, 135, 117, 93, 57, 251, 253, 253, 101, 113, 0, 51, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31292509997958845, y=-0.9443294610657681, z=0.10107352556391623, w=-0.01019280118911474)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.034444444444444444, z=0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.13, z=-0.17)>	COMP<134>
[1740780093.6243799]	Q_Header<(2621443, 25330, 257, 173, 250, 8, 58, 62, 42)>	Q_Data<(0, 0, 67, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 29, 34, 23, 0, 0, 34, 36, 153, 253, 253, 232, 253, 253, 191, 253, 253, 253, 253, 253, 145, 150, 213, 171, 95, 62, 82, 46, 37, 194, 253, 136, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31292509997958845, y=-0.9443294610657681, z=0.10107352556391623, w=-0.01019280118911474)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.034444444444444444, z=0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.13, z=-0.17)>	COMP<134>
[1740780093.6327908]	Q_Header<(2621443, 25331, 257, 173, 250, 8, 58, 63, 45)>	Q_Data<(0, 0, 63, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 33, 40, 26, 0, 0, 35, 55, 179, 253, 253, 253, 253, 253, 192, 253, 185, 253, 253, 206, 88, 97, 133, 91, 0, 0, 32, 0, 0, 103, 147, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31292509997958845, y=-0.9443294610657681, z=0.10107352556391623, w=-0.01019280118911474)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.034444444444444444, z=0.07666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.13, z=-0.17)>	COMP<134>
[1740780093.6429029]	Q_Header<(2621443, 25332, 257, 173, 250, 8, 58, 64, 45)>	Q_Data<(0, 0, 56, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 33, 45, 35, 7, 0, 43, 108, 215, 253, 253, 253, 253, 253, 113, 154, 132, 219, 190, 90, 50, 52, 78, 76, 23, 0, 0, 0, 0, 32, 25, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.311889844214377, y=-0.9446417062438185, z=0.10137945816831315, w=-0.009948736713687564)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.03, z=0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.13, z=-0.13)>	COMP<135>
[1740780093.6545963]	Q_Header<(2621443, 25333, 257, 173, 250, 8, 58, 65, 41)>	Q_Data<(0, 0, 50, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 22, 43, 31, 9, 0, 52, 177, 253, 253, 253, 253, 253, 253, 0, 80, 157, 193, 121, 43, 28, 0, 30, 39, 0, 0, 0, 0, 0, 0, 0, 29, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.311889844214377, y=-0.9446417062438185, z=0.10137945816831315, w=-0.009948736713687564)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.03, z=0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.13, z=-0.13)>	COMP<135>
[1740780093.6627028]	Q_Header<(2621443, 25334, 257, 173, 250, 8, 58, 66, 31)>	Q_Data<(0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 15, 32, 9, 0, 11, 145, 253, 253, 253, 253, 253, 253, 246, 114, 121, 142, 177, 110, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.311889844214377, y=-0.9446417062438185, z=0.10137945816831315, w=-0.009948736713687564)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.03, z=0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.13, z=-0.13)>	COMP<135>
[1740780093.6727674]	Q_Header<(2621443, 25335, 257, 173, 250, 8, 58, 67, 34)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 17, 11, 0, 0, 61, 226, 253, 253, 253, 253, 253, 253, 253, 204, 185, 174, 165, 105, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.311889844214377, y=-0.9446417062438185, z=0.10137945816831315, w=-0.009948736713687564)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.03, z=0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=0.13, z=-0.13)>	COMP<135>
[1740780093.6828432]	Q_Header<(2621443, 25336, 257, 173, 250, 8, 58, 68, 31)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 9, 17, 0, 18, 143, 253, 253, 253, 253, 253, 253, 253, 253, 236, 215, 205, 158, 89, 47, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3106050833882174, y=-0.9450597585347137, z=0.10143950650249899, w=-0.009826570726174691)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.016666666666666666, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.09, z=-0.21)>	COMP<132>
[1740780093.692812]	Q_Header<(2621443, 25337, 257, 173, 250, 8, 58, 69, 30)>	Q_Data<(0, 0, 58, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 22, 27, 0, 30, 230, 253, 253, 253, 253, 253, 253, 253, 253, 201, 187, 180, 128, 50, 20, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3106050833882174, y=-0.9450597585347137, z=0.10143950650249899, w=-0.009826570726174691)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.016666666666666666, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.09, z=-0.21)>	COMP<132>
[1740780093.7027647]	Q_Header<(2621443, 25338, 257, 173, 250, 8, 58, 70, 31)>	Q_Data<(0, 0, 66, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 27, 14, 27, 244, 253, 253, 253, 253, 253, 253, 244, 239, 132, 113, 121, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3106050833882174, y=-0.9450597585347137, z=0.10143950650249899, w=-0.009826570726174691)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.016666666666666666, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.09, z=-0.21)>	COMP<132>
[1740780093.7128003]	Q_Header<(2621443, 25339, 257, 173, 250, 8, 58, 71, 25)>	Q_Data<(0, 0, 49, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 23, 20, 26, 100, 248, 253, 253, 253, 253, 253, 253, 129, 162, 88, 52, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.309752921783739, y=-0.9453720207898194, z=0.10113509190062178, w=-0.009826644415208271)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.0011111111111111111, z=0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.05, z=-0.24)>	COMP<132>
[1740780093.72278]	Q_Header<(2621443, 25340, 257, 173, 250, 8, 58, 72, 29)>	Q_Data<(0, 0, 45, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 69, 60, 41, 159, 253, 253, 253, 253, 253, 214, 203, 78, 156, 154, 105, 51, 26, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.309752921783739, y=-0.9453720207898194, z=0.10113509190062178, w=-0.009826644415208271)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.0011111111111111111, z=0.06)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.05, z=-0.24)>	COMP<132>
