[1740779683.0699549]	Q_Header<(2621443, 49804, 257, 173, 250, 8, 58, 0, 80)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 27, 172, 147, 253, 253, 253, 253, 226, 253, 225, 202, 194, 119, 116, 241, 253, 133, 159, 253, 253, 167, 52, 11, 56, 37, 38, 53, 181, 225, 248, 186, 27, 15, 90, 198, 236, 253, 253, 253, 156, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 124, 0, 0, 0, 0, 0, 0, 57, 134, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 181, 154, 50, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 253, 228, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.849704498724262, y=-0.5200640736696909, z=0.02892974661652781, w=0.08184554897207552)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.025555555555555557, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.19, z=-0.13)>	COMP<168>
[1740779683.7300377]	Q_Header<(2621443, 49870, 257, 173, 250, 8, 58, 66, 59)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 58, 59, 18, 18, 4, 0, 0, 18, 28, 33, 160, 231, 253, 76, 253, 253, 253, 132, 184, 253, 253, 212, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 185, 161, 47, 0, 0, 0, 59, 157, 194, 124, 0, 0, 0, 0, 0, 0, 0, 0, 168, 253, 106, 82, 147, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8423446992987776, y=-0.5318594094405875, z=0.029357858152504315, w=0.08197006964410249)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=-0.011111111111111112, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.24, z=-0.12)>	COMP<165>
[1740779683.7399976]	Q_Header<(2621443, 49871, 257, 173, 250, 8, 58, 67, 53)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 120, 133, 69, 22, 0, 0, 0, 24, 22, 73, 253, 253, 253, 253, 253, 253, 253, 181, 192, 253, 193, 123, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 222, 230, 105, 0, 0, 0, 94, 253, 253, 176, 0, 0, 0, 0, 0, 0, 0, 0, 99, 190, 102, 95, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8423446992987776, y=-0.5318594094405875, z=0.029357858152504315, w=0.08197006964410249)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.034444444444444444, y=-0.011111111111111112, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.24, z=-0.12)>	COMP<165>
[1740779683.7499034]	Q_Header<(2621443, 49872, 257, 173, 250, 8, 58, 68, 55)>	Q_Data<(0, 0, 10, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 166, 184, 110, 16, 7, 0, 0, 0, 19, 105, 253, 253, 206, 253, 253, 253, 253, 245, 164, 212, 109, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 228, 253, 125, 0, 0, 0, 131, 253, 253, 174, 46, 0, 0, 0, 0, 0, 0, 0, 0, 79, 58, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8420365331061069, y=-0.5324068337405459, z=0.029296719041093894, w=0.08160356949571361)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.012222222222222223, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.22, z=-0.17)>	COMP<165>
[1740779683.7624707]	Q_Header<(2621443, 49873, 257, 173, 250, 8, 58, 69, 47)>	Q_Data<(0, 0, 69, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 175, 188, 124, 0, 0, 33, 67, 66, 59, 116, 253, 253, 253, 253, 188, 81, 253, 242, 114, 111, 54, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 195, 253, 129, 0, 0, 0, 133, 253, 253, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8420365331061069, y=-0.5324068337405459, z=0.029296719041093894, w=0.08160356949571361)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.012222222222222223, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.22, z=-0.17)>	COMP<165>
[1740779683.7722301]	Q_Header<(2621443, 49874, 257, 173, 250, 8, 58, 70, 44)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 150, 164, 107, 34, 8, 11, 54, 80, 102, 106, 253, 253, 253, 253, 239, 177, 240, 176, 55, 50, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 212, 82, 0, 0, 0, 65, 126, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8420365331061069, y=-0.5324068337405459, z=0.029296719041093894, w=0.08160356949571361)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03333333333333333, y=-0.012222222222222223, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.22, z=-0.17)>	COMP<165>
[1740779683.7798474]	Q_Header<(2621443, 49875, 257, 173, 250, 8, 58, 71, 40)>	Q_Data<(0, 0, 59, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 134, 152, 75, 58, 38, 13, 58, 84, 99, 142, 253, 253, 253, 253, 253, 172, 152, 82, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 129, 0, 0, 0, 0, 0, 66, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.841562308914631, y=-0.5332091913749795, z=0.029175136615984452, w=0.08129975308052571)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=-0.005555555555555556, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.2, z=-0.21)>	COMP<162>
[1740779683.7898211]	Q_Header<(2621443, 49876, 257, 173, 250, 8, 58, 72, 43)>	Q_Data<(0, 0, 68, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 176, 127, 164, 95, 91, 52, 94, 195, 197, 220, 253, 253, 253, 253, 253, 96, 87, 60, 0, 30, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 95, 47, 0, 0, 0, 0, 55, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.841562308914631, y=-0.5332091913749795, z=0.029175136615984452, w=0.08129975308052571)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=-0.005555555555555556, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.2, z=-0.21)>	COMP<162>
[1740779683.8014941]	Q_Header<(2621443, 49877, 257, 173, 250, 8, 58, 73, 40)>	Q_Data<(0, 0, 75, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 180, 94, 232, 144, 114, 109, 202, 253, 253, 253, 251, 253, 253, 229, 199, 38, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 98, 48, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.841562308914631, y=-0.5332091913749795, z=0.029175136615984452, w=0.08129975308052571)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=-0.005555555555555556, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.2, z=-0.21)>	COMP<162>
[1740779683.810096]	Q_Header<(2621443, 49878, 257, 173, 250, 8, 58, 74, 38)>	Q_Data<(0, 0, 75, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 137, 220, 253, 163, 85, 187, 253, 253, 253, 253, 151, 253, 253, 141, 144, 87, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 79, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8411926968235283, y=-0.5338173941676518, z=0.029052947590190063, w=0.08117735356082517)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.005555555555555556, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.22, z=-0.13)>	COMP<163>
[1740779683.81979]	Q_Header<(2621443, 49879, 257, 173, 250, 8, 58, 75, 33)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 162, 253, 253, 159, 133, 223, 253, 253, 253, 233, 183, 253, 253, 141, 132, 98, 31, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8411926968235283, y=-0.5338173941676518, z=0.029052947590190063, w=0.08117735356082517)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.005555555555555556, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.22, z=-0.13)>	COMP<163>
[1740779683.8307571]	Q_Header<(2621443, 49880, 257, 173, 250, 8, 58, 76, 33)>	Q_Data<(0, 0, 74, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 253, 253, 253, 250, 227, 212, 253, 253, 253, 153, 149, 252, 191, 125, 101, 67, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8411926968235283, y=-0.5338173941676518, z=0.029052947590190063, w=0.08117735356082517)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.005555555555555556, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.22, z=-0.13)>	COMP<163>
[1740779683.8408067]	Q_Header<(2621443, 49881, 257, 173, 250, 8, 58, 77, 31)>	Q_Data<(0, 0, 72, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 226, 253, 253, 253, 253, 253, 80, 253, 253, 248, 252, 95, 182, 152, 118, 16, 0, 6, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8411926968235283, y=-0.5338173941676518, z=0.029052947590190063, w=0.08117735356082517)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.005555555555555556, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.22, z=-0.13)>	COMP<163>
[1740779683.8510036]	Q_Header<(2621443, 49882, 257, 173, 250, 8, 58, 78, 33)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 253, 253, 250, 222, 253, 253, 170, 198, 253, 253, 240, 52, 124, 180, 177, 111, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8408157941940266, y=-0.5344209562981197, z=0.028869473769873304, w=0.08117632159393551)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.0011111111111111111, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.2, z=-0.18)>	COMP<163>
[1740779683.8595216]	Q_Header<(2621443, 49883, 257, 173, 250, 8, 58, 79, 30)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 146, 253, 253, 228, 100, 229, 253, 155, 127, 231, 253, 111, 188, 115, 165, 181, 125, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8408157941940266, y=-0.5344209562981197, z=0.028869473769873304, w=0.08117632159393551)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.0011111111111111111, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.2, z=-0.18)>	COMP<163>
[1740779683.8724658]	Q_Header<(2621443, 49884, 257, 173, 250, 8, 58, 80, 38)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 139, 253, 253, 127, 247, 253, 223, 91, 141, 234, 253, 239, 206, 184, 115, 137, 81, 38, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8408157941940266, y=-0.5344209562981197, z=0.028869473769873304, w=0.08117632159393551)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.0011111111111111111, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.2, z=-0.18)>	COMP<163>
[1740779683.8808064]	Q_Header<(2621443, 49885, 257, 173, 250, 8, 58, 81, 33)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 160, 253, 253, 180, 253, 234, 198, 139, 104, 218, 253, 253, 102, 181, 85, 93, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8402594050052913, y=-0.5352709364346919, z=0.028808196350875098, w=0.08135874096550107)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.0022222222222222222, z=-0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.2, z=-0.16)>	COMP<165>
[1740779683.8905141]	Q_Header<(2621443, 49886, 257, 173, 250, 8, 58, 82, 32)>	Q_Data<(0, 0, 70, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 157, 253, 253, 147, 249, 119, 222, 159, 99, 191, 253, 253, 224, 155, 48, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8402594050052913, y=-0.5352709364346919, z=0.028808196350875098, w=0.08135874096550107)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.0022222222222222222, z=-0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.2, z=-0.16)>	COMP<165>
