[1740780003.0024607]	Q_Header<(2621443, 16268, 257, 173, 250, 8, 58, 0, 61)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 115, 245, 253, 253, 253, 249, 204, 52, 94, 71, 5, 40, 105, 176, 121, 39, 29, 42, 166, 209, 188, 253, 253, 172, 179, 151, 192, 81, 50, 0, 39, 51, 100, 81, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 84, 0, 67, 0, 81, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31377579678865175, y=-0.9445621923947043, z=0.09649475485758771, w=-0.005981332053158505)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.012222222222222223, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.02, z=0.14)>	COMP<172>
[1740780003.5347235]	Q_Header<(2621443, 16321, 257, 173, 250, 8, 58, 53, 52)>	Q_Data<(0, 0, 59, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 0, 22, 0, 33, 30, 15, 0, 0, 0, 12, 19, 0, 9, 0, 12, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 253, 253, 253, 42, 253, 168, 253, 253, 0, 253, 253, 253, 253, 253, 253, 253, 204, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3146449595448259, y=-0.9441179891831943, z=0.09814725411213968, w=-0.0026245845316057253)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.035555555555555556, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.01, z=0.01)>	COMP<172>
[1740780003.5422556]	Q_Header<(2621443, 16322, 257, 173, 250, 8, 58, 54, 49)>	Q_Data<(0, 0, 42, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 32, 20, 39, 46, 15, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 11, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 141, 187, 242, 0, 219, 142, 223, 241, 24, 253, 253, 253, 253, 253, 253, 253, 162, 253, 253, 253, 253, 253, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31481519781751605, y=-0.9440793873286814, z=0.09796013813437636, w=-0.0030517176988902293)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.03111111111111111, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.01, z=0.11)>	COMP<174>
[1740780003.5521283]	Q_Header<(2621443, 16323, 257, 173, 250, 8, 58, 55, 48)>	Q_Data<(0, 0, 17, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 29, 38, 22, 33, 51, 23, 0, 14, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 101, 0, 98, 78, 77, 140, 10, 185, 253, 253, 253, 253, 253, 253, 181, 253, 253, 253, 253, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31481519781751605, y=-0.9440793873286814, z=0.09796013813437636, w=-0.0030517176988902293)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.03111111111111111, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.01, z=0.11)>	COMP<174>
[1740780003.5621626]	Q_Header<(2621443, 16324, 257, 173, 250, 8, 58, 56, 43)>	Q_Data<(0, 0, 29, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 37, 36, 0, 9, 30, 0, 0, 20, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 6, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 42, 212, 253, 253, 253, 253, 253, 253, 253, 247, 133, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31481519781751605, y=-0.9440793873286814, z=0.09796013813437636, w=-0.0030517176988902293)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.03111111111111111, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.01, z=0.11)>	COMP<174>
[1740780003.572246]	Q_Header<(2621443, 16325, 257, 173, 250, 8, 58, 57, 44)>	Q_Data<(0, 0, 41, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 11, 36, 32, 0, 20, 16, 15, 28, 18, 0, 0, 18, 0, 5, 0, 0, 0, 0, 0, 39, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 202, 181, 203, 253, 253, 253, 253, 253, 253, 253, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31481519781751605, y=-0.9440793873286814, z=0.09796013813437636, w=-0.0030517176988902293)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.03111111111111111, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.01, z=0.11)>	COMP<174>
[1740780003.5824304]	Q_Header<(2621443, 16326, 257, 173, 250, 8, 58, 58, 49)>	Q_Data<(0, 0, 54, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 4, 24, 15, 0, 18, 31, 0, 24, 0, 0, 0, 13, 20, 18, 0, 6, 0, 0, 31, 59, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 109, 253, 253, 253, 253, 253, 253, 253, 166, 119, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3150073824412598, y=-0.9440455695057092, z=0.09765778180701719, w=-0.0033569862496162155)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.02666666666666667, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=0.12)>	COMP<175>
[1740780003.592206]	Q_Header<(2621443, 16327, 257, 173, 250, 8, 58, 59, 57)>	Q_Data<(0, 0, 65, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 6, 0, 20, 0, 22, 0, 29, 10, 0, 0, 0, 0, 0, 18, 9, 0, 0, 0, 0, 46, 71, 18, 27, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 248, 253, 253, 253, 253, 253, 253, 250, 181, 111, 86, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3150073824412598, y=-0.9440455695057092, z=0.09765778180701719, w=-0.0033569862496162155)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.02666666666666667, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=0.12)>	COMP<175>
[1740780003.60221]	Q_Header<(2621443, 16328, 257, 173, 250, 8, 58, 60, 46)>	Q_Data<(0, 0, 72, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 18, 14, 25, 5, 26, 5, 13, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 154, 105, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 40, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 154, 253, 253, 253, 253, 253, 253, 253, 158, 87, 135, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3150073824412598, y=-0.9440455695057092, z=0.09765778180701719, w=-0.0033569862496162155)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.02666666666666667, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.0, z=0.12)>	COMP<175>
[1740780003.6128242]	Q_Header<(2621443, 16329, 257, 173, 250, 8, 58, 61, 63)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 16, 12, 15, 11, 18, 23, 26, 21, 0, 24, 6, 0, 22, 37, 0, 36, 0, 0, 0, 137, 253, 199, 13, 0, 32, 27, 25, 0, 0, 0, 20, 0, 74, 101, 48, 126, 56, 51, 119, 109, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 198, 60, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31525642266420084, y=-0.9439991932090087, z=0.09729307603615414, w=-0.003601186628690774)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.022222222222222223, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.01, z=0.09)>	COMP<175>
[1740780003.6234012]	Q_Header<(2621443, 16330, 257, 173, 250, 8, 58, 62, 61)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 5, 17, 29, 21, 0, 26, 15, 25, 30, 0, 13, 38, 65, 0, 62, 33, 0, 69, 222, 253, 253, 93, 24, 37, 60, 62, 6, 0, 58, 128, 112, 172, 203, 175, 253, 155, 147, 235, 182, 148, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31525642266420084, y=-0.9439991932090087, z=0.09729307603615414, w=-0.003601186628690774)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.022222222222222223, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.01, z=0.09)>	COMP<175>
[1740780003.636836]	Q_Header<(2621443, 16331, 257, 173, 250, 8, 58, 63, 59)>	Q_Data<(0, 0, 65, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 39, 28, 23, 5, 0, 18, 0, 18, 58, 69, 52, 78, 29, 93, 86, 101, 253, 253, 253, 159, 33, 43, 19, 43, 54, 0, 118, 245, 199, 249, 253, 219, 253, 237, 231, 253, 238, 157, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 246, 253, 253, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31525642266420084, y=-0.9439991932090087, z=0.09729307603615414, w=-0.003601186628690774)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.022222222222222223, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.01, z=0.09)>	COMP<175>
[1740780003.6428914]	Q_Header<(2621443, 16332, 257, 173, 250, 8, 58, 64, 62)>	Q_Data<(0, 0, 56, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 35, 16, 0, 17, 0, 28, 0, 0, 52, 69, 91, 170, 194, 141, 169, 103, 253, 253, 253, 184, 90, 87, 142, 89, 110, 48, 154, 253, 247, 253, 230, 181, 253, 235, 253, 253, 251, 127, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218, 253, 253, 64, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31556042352915614, y=-0.9439346131292842, z=0.09692648985769825, w=-0.0037842836090537096)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.01, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.04, z=0.09)>	COMP<176>
[1740780003.652242]	Q_Header<(2621443, 16333, 257, 173, 250, 8, 58, 65, 66)>	Q_Data<(0, 0, 51, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 0, 5, 26, 0, 4, 9, 0, 25, 38, 42, 65, 152, 239, 253, 253, 154, 241, 25, 253, 253, 253, 170, 158, 134, 253, 253, 168, 86, 230, 253, 253, 250, 137, 166, 241, 190, 208, 253, 195, 71, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 241, 216, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31556042352915614, y=-0.9439346131292842, z=0.09692648985769825, w=-0.0037842836090537096)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.01, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.04, z=0.09)>	COMP<176>
[1740780003.6683922]	Q_Header<(2621443, 16334, 257, 173, 250, 8, 58, 66, 55)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 3, 0, 0, 2, 0, 24, 8, 17, 53, 83, 93, 183, 221, 253, 253, 253, 221, 253, 68, 186, 253, 253, 118, 211, 192, 253, 253, 218, 123, 253, 253, 253, 115, 120, 85, 228, 172, 96, 177, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31556042352915614, y=-0.9439346131292842, z=0.09692648985769825, w=-0.0037842836090537096)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.01, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.04, z=0.09)>	COMP<176>
[1740780003.6802046]	Q_Header<(2621443, 16335, 257, 173, 250, 8, 58, 67, 51)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 16, 6, 13, 31, 0, 22, 24, 0, 48, 73, 145, 253, 253, 253, 253, 253, 228, 253, 155, 160, 251, 220, 160, 236, 253, 253, 253, 253, 96, 253, 253, 253, 97, 120, 43, 171, 128, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31572901888573696, y=-0.9438912192282858, z=0.09679996596806087, w=-0.003784109640617764)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0011111111111111111, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.04, z=0.08)>	COMP<174>
[1740780003.6823828]	Q_Header<(2621443, 16336, 257, 173, 250, 8, 58, 68, 53)>	Q_Data<(0, 0, 12, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 23, 12, 25, 40, 30, 7, 44, 88, 136, 181, 235, 253, 253, 253, 253, 253, 121, 253, 246, 163, 238, 235, 151, 210, 253, 249, 253, 253, 168, 253, 253, 208, 35, 71, 44, 99, 86, 43, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31572901888573696, y=-0.9438912192282858, z=0.09679996596806087, w=-0.003784109640617764)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0011111111111111111, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.04, z=0.08)>	COMP<174>
[1740780003.692162]	Q_Header<(2621443, 16337, 257, 173, 250, 8, 58, 69, 47)>	Q_Data<(0, 0, 69, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 24, 32, 31, 45, 99, 144, 216, 253, 253, 253, 253, 253, 253, 190, 194, 253, 253, 195, 213, 237, 97, 166, 207, 253, 253, 253, 253, 117, 125, 89, 24, 0, 0, 50, 51, 0, 29, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31572901888573696, y=-0.9438912192282858, z=0.09679996596806087, w=-0.003784109640617764)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0011111111111111111, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.04, z=0.08)>	COMP<174>
