[1740780415.46509]	Q_Header<(2621443, 57518, 257, 173, 250, 8, 58, 0, 23)>	Q_Data<(0, 0, 62, 49, 62, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 22, 32, 6, 0, 8, 3, 42, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5756105301770095, y=-0.8126661233492611, z=0.08331124734297721, w=-0.03613205745570879)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.01, z=0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.2, z=-0.11)>	COMP<125>
[1740780415.9951026]	Q_Header<(2621443, 57571, 257, 173, 250, 8, 58, 53, 29)>	Q_Data<(0, 0, 54, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 38, 253, 253, 253, 253, 253, 253, 253, 253, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5659741577281353, y=-0.8190847834262457, z=0.08666917976641347, w=-0.03552215677750186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.0011111111111111111, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.01, z=0.25)>	COMP<123>
[1740780416.0085726]	Q_Header<(2621443, 57572, 257, 173, 250, 8, 58, 54, 33)>	Q_Data<(0, 0, 61, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 3, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 253, 253, 253, 253, 253, 208, 98, 231, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5659741577281353, y=-0.8190847834262457, z=0.08666917976641347, w=-0.03552215677750186)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=0.0011111111111111111, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=0.01, z=0.25)>	COMP<123>
[1740780416.0152464]	Q_Header<(2621443, 57573, 257, 173, 250, 8, 58, 55, 46)>	Q_Data<(0, 0, 32, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 17, 9, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 231, 253, 253, 247, 253, 253, 253, 253, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5651245211923881, y=-0.8196411270215552, z=0.08685302879973736, w=-0.035766602162084396)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.0, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.01, z=0.28)>	COMP<121>
[1740780416.0251403]	Q_Header<(2621443, 57574, 257, 173, 250, 8, 58, 56, 43)>	Q_Data<(0, 0, 31, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 12, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 75, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 117, 253, 253, 253, 253, 253, 253, 253, 253, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5651245211923881, y=-0.8196411270215552, z=0.08685302879973736, w=-0.035766602162084396)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.0, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.01, z=0.28)>	COMP<121>
[1740780416.035503]	Q_Header<(2621443, 57575, 257, 173, 250, 8, 58, 57, 60)>	Q_Data<(0, 0, 69, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 20, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 76, 0, 21, 75, 0, 0, 0, 0, 90, 143, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 126, 0, 0, 0, 0, 152, 171, 0, 59, 0, 0, 176, 140, 252, 253, 253, 253, 253, 253, 253, 253, 253, 161, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5651245211923881, y=-0.8196411270215552, z=0.08685302879973736, w=-0.035766602162084396)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.0, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.01, z=0.28)>	COMP<121>
[1740780416.0452921]	Q_Header<(2621443, 57576, 257, 173, 250, 8, 58, 58, 58)>	Q_Data<(0, 0, 73, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 3, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 76, 51, 0, 52, 30, 12, 75, 140, 131, 249, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 128, 253, 253, 40, 151, 0, 0, 253, 253, 110, 127, 0, 56, 208, 241, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5645127995336758, y=-0.8200663828018669, z=0.08679178299674419, w=-0.03582755036504138)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.0022222222222222222, z=0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.03, z=0.24)>	COMP<121>
[1740780416.0553117]	Q_Header<(2621443, 57577, 257, 173, 250, 8, 58, 59, 58)>	Q_Data<(0, 0, 67, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 8, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 58, 36, 154, 220, 149, 71, 193, 253, 245, 253, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 224, 253, 253, 195, 228, 0, 146, 253, 253, 156, 140, 0, 63, 179, 253, 253, 253, 253, 253, 253, 253, 253, 253, 164, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5645127995336758, y=-0.8200663828018669, z=0.08679178299674419, w=-0.03582755036504138)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.0022222222222222222, z=0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.03, z=0.24)>	COMP<121>
[1740780416.0653126]	Q_Header<(2621443, 57578, 257, 173, 250, 8, 58, 60, 73)>	Q_Data<(0, 0, 70, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 35, 25, 33, 0, 0, 0, 0, 0, 24, 168, 253, 170, 253, 253, 247, 108, 253, 253, 253, 208, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 253, 253, 253, 253, 217, 0, 216, 253, 253, 163, 139, 0, 0, 69, 190, 192, 211, 232, 253, 253, 253, 253, 99, 0, 170, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5645127995336758, y=-0.8200663828018669, z=0.08679178299674419, w=-0.03582755036504138)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.0022222222222222222, z=0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.03, z=0.24)>	COMP<121>
[1740780416.0766973]	Q_Header<(2621443, 57579, 257, 173, 250, 8, 58, 61, 79)>	Q_Data<(0, 0, 70, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 40, 14, 0, 0, 0, 21, 0, 0, 0, 0, 0, 51, 91, 69, 33, 0, 16, 0, 0, 0, 47, 253, 253, 253, 253, 253, 253, 146, 253, 253, 253, 173, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 147, 253, 253, 253, 120, 70, 210, 253, 253, 253, 163, 0, 0, 0, 43, 68, 0, 148, 253, 253, 253, 167, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5639019977944283, y=-0.8204929707057581, z=0.08673067852212173, w=-0.035827521669588636)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.0011111111111111111, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.27)>	COMP<120>
[1740780416.086442]	Q_Header<(2621443, 57580, 257, 173, 250, 8, 58, 62, 71)>	Q_Data<(0, 0, 55, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 16, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 39, 0, 0, 21, 0, 6, 0, 0, 0, 0, 0, 46, 139, 120, 52, 53, 62, 13, 0, 0, 96, 253, 253, 253, 253, 253, 253, 184, 252, 253, 253, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 253, 253, 253, 32, 76, 150, 201, 142, 253, 82, 25, 0, 0, 0, 0, 0, 47, 79, 90, 96, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5639019977944283, y=-0.8204929707057581, z=0.08673067852212173, w=-0.035827521669588636)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.0011111111111111111, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.27)>	COMP<120>
[1740780416.0952516]	Q_Header<(2621443, 57581, 257, 173, 250, 8, 58, 63, 64)>	Q_Data<(0, 0, 59, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 3, 0, 31, 23, 0, 28, 0, 0, 0, 7, 64, 70, 69, 157, 163, 209, 125, 36, 119, 187, 184, 117, 158, 253, 253, 253, 253, 253, 253, 239, 178, 253, 236, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 47, 79, 0, 123, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5639019977944283, y=-0.8204929707057581, z=0.08673067852212173, w=-0.035827521669588636)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.0011111111111111111, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.27)>	COMP<120>
[1740780416.1052663]	Q_Header<(2621443, 57582, 257, 173, 250, 8, 58, 64, 56)>	Q_Data<(0, 0, 53, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 20, 25, 0, 31, 0, 0, 31, 53, 95, 82, 149, 253, 253, 253, 213, 148, 200, 253, 253, 226, 253, 253, 253, 253, 253, 253, 232, 197, 103, 146, 105, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 253, 253, 91, 103, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5639019977944283, y=-0.8204929707057581, z=0.08673067852212173, w=-0.035827521669588636)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.0011111111111111111, z=0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=0.27)>	COMP<120>
[1740780416.115287]	Q_Header<(2621443, 57583, 257, 173, 250, 8, 58, 65, 51)>	Q_Data<(0, 0, 53, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 18, 26, 0, 33, 35, 0, 29, 43, 53, 95, 178, 253, 253, 253, 253, 253, 253, 253, 253, 108, 253, 216, 253, 253, 153, 163, 124, 117, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 202, 201, 36, 111, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5631726150882458, y=-0.8210467127091235, z=0.08630389918009966, w=-0.03564460899658996)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.0011111111111111111, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.08, z=0.16)>	COMP<123>
[1740780416.125159]	Q_Header<(2621443, 57584, 257, 173, 250, 8, 58, 66, 41)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 20, 22, 32, 22, 12, 27, 38, 0, 0, 148, 249, 253, 183, 182, 253, 253, 253, 253, 245, 253, 253, 253, 253, 253, 253, 253, 231, 75, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5631726150882458, y=-0.8210467127091235, z=0.08630389918009966, w=-0.03564460899658996)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.0011111111111111111, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.08, z=0.16)>	COMP<123>
[1740780416.1352913]	Q_Header<(2621443, 57585, 257, 173, 250, 8, 58, 67, 39)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 21, 0, 15, 26, 9, 25, 88, 253, 253, 253, 232, 253, 253, 253, 253, 253, 108, 253, 253, 253, 253, 253, 253, 253, 253, 125, 31, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5631726150882458, y=-0.8210467127091235, z=0.08630389918009966, w=-0.03564460899658996)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.0011111111111111111, z=0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.08, z=0.16)>	COMP<123>
[1740780416.145371]	Q_Header<(2621443, 57586, 257, 173, 250, 8, 58, 68, 35)>	Q_Data<(0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 29, 14, 0, 47, 166, 253, 253, 253, 253, 253, 253, 253, 249, 253, 251, 253, 253, 253, 253, 244, 253, 253, 240, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5626283739295367, y=-0.8214813717419869, z=0.08581639116347675, w=-0.03540078725093635)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=-0.0022222222222222222, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=0.0)>	COMP<123>
[1740780416.1551552]	Q_Header<(2621443, 57587, 257, 173, 250, 8, 58, 69, 34)>	Q_Data<(0, 0, 68, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 27, 45, 63, 28, 228, 253, 253, 253, 253, 253, 253, 253, 250, 253, 253, 253, 253, 253, 253, 149, 150, 211, 139, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5626283739295367, y=-0.8214813717419869, z=0.08581639116347675, w=-0.03540078725093635)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04111111111111111, y=-0.0022222222222222222, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=0.0)>	COMP<123>
