[1740779388.3376856]	Q_Header<(2621443, 20304, 257, 173, 250, 8, 58, 0, 33)>	Q_Data<(0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 55, 63, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 153, 253, 253, 253, 245, 77, 94, 0, 96, 127, 94, 10, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9923680010350819, y=-0.0686033355780449, z=0.030639568025069876, w=-0.09777806369753375)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.012222222222222223, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.3, y=0.36, z=0.17)>	COMP<353>
[1740779388.9276793]	Q_Header<(2621443, 20363, 257, 173, 250, 8, 58, 59, 47)>	Q_Data<(0, 0, 64, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 61, 24, 78, 19, 0, 0, 0, 0, 0, 91, 134, 63, 0, 16, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 156, 175, 116, 166, 241, 253, 253, 253, 253, 224, 99, 253, 253, 253, 253, 198, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9935866041273468, y=-0.06573455203913954, z=0.010253857699698646, w=-0.09143023115564626)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.011111111111111112, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.05, z=-0.08)>	COMP<352>
[1740779388.9377666]	Q_Header<(2621443, 20364, 257, 173, 250, 8, 58, 60, 44)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 97, 99, 145, 83, 27, 0, 0, 0, 10, 136, 214, 124, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 57, 84, 73, 113, 199, 253, 253, 253, 253, 196, 64, 253, 253, 253, 253, 253, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9935866041273468, y=-0.06573455203913954, z=0.010253857699698646, w=-0.09143023115564626)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.011111111111111112, z=-0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.05, z=-0.08)>	COMP<352>
[1740779388.9517431]	Q_Header<(2621443, 20365, 257, 173, 250, 8, 58, 61, 44)>	Q_Data<(0, 0, 63, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 109, 152, 154, 186, 110, 50, 0, 31, 21, 32, 144, 240, 134, 53, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 67, 106, 123, 206, 124, 253, 253, 138, 72, 253, 253, 253, 253, 253, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.993585514077594, y=-0.06524620152029903, z=0.010742124852733985, w=-0.09173530485033625)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.02, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.03, z=-0.03)>	COMP<352>
[1740779388.9591959]	Q_Header<(2621443, 20366, 257, 173, 250, 8, 58, 62, 46)>	Q_Data<(0, 0, 60, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 151, 158, 199, 204, 97, 48, 0, 26, 17, 39, 123, 211, 120, 42, 37, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 135, 76, 67, 137, 247, 130, 79, 127, 237, 253, 253, 253, 253, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.993585514077594, y=-0.06524620152029903, z=0.010742124852733985, w=-0.09173530485033625)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.02, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.03, z=-0.03)>	COMP<352>
[1740779388.9676843]	Q_Header<(2621443, 20367, 257, 173, 250, 8, 58, 63, 52)>	Q_Data<(0, 0, 58, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 165, 194, 253, 243, 62, 8, 0, 17, 0, 25, 75, 144, 85, 0, 3, 0, 0, 0, 31, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 18, 154, 243, 181, 134, 146, 195, 253, 253, 253, 251, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.993585514077594, y=-0.06524620152029903, z=0.010742124852733985, w=-0.09173530485033625)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.02, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.03, z=-0.03)>	COMP<352>
[1740779388.9793236]	Q_Header<(2621443, 20368, 257, 173, 250, 8, 58, 64, 43)>	Q_Data<(0, 0, 54, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 166, 253, 253, 241, 68, 47, 0, 0, 0, 0, 25, 44, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 113, 198, 159, 107, 106, 133, 184, 253, 253, 134, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9935924393782875, y=-0.06481940970696856, z=0.01110841107972531, w=-0.0919190499234413)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.02, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.04, z=-0.16)>	COMP<353>
[1740779388.9876442]	Q_Header<(2621443, 20369, 257, 173, 250, 8, 58, 65, 51)>	Q_Data<(0, 0, 45, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 181, 253, 253, 171, 81, 53, 13, 0, 0, 0, 0, 13, 32, 0, 0, 0, 13, 54, 0, 0, 22, 0, 28, 27, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 110, 99, 43, 0, 40, 27, 103, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9935924393782875, y=-0.06481940970696856, z=0.01110841107972531, w=-0.0919190499234413)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.02, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.04, z=-0.16)>	COMP<353>
[1740779388.9976075]	Q_Header<(2621443, 20370, 257, 173, 250, 8, 58, 66, 46)>	Q_Data<(0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 185, 253, 253, 150, 189, 85, 19, 0, 17, 0, 0, 12, 0, 0, 0, 11, 89, 140, 105, 0, 29, 25, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 42, 0, 0, 0, 47, 83, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9935924393782875, y=-0.06481940970696856, z=0.01110841107972531, w=-0.0919190499234413)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.02, z=-0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.04, z=-0.16)>	COMP<353>
[1740779389.007669]	Q_Header<(2621443, 20371, 257, 173, 250, 8, 58, 67, 41)>	Q_Data<(0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 170, 253, 253, 207, 253, 119, 28, 13, 26, 0, 0, 26, 12, 0, 11, 0, 136, 222, 164, 84, 126, 29, 25, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9936006936671464, y=-0.06445373379891312, z=0.011474717759654987, w=-0.09204188500829638)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.015555555555555555, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.0, z=-0.15)>	COMP<346>
[1740779389.0175822]	Q_Header<(2621443, 20372, 257, 173, 250, 8, 58, 68, 33)>	Q_Data<(0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 150, 253, 253, 253, 253, 118, 68, 82, 41, 0, 0, 0, 24, 0, 0, 0, 152, 237, 163, 181, 176, 61, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9936006936671464, y=-0.06445373379891312, z=0.011474717759654987, w=-0.09204188500829638)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.015555555555555555, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.0, z=-0.15)>	COMP<346>
[1740779389.027563]	Q_Header<(2621443, 20373, 257, 173, 250, 8, 58, 69, 36)>	Q_Data<(0, 0, 60, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 253, 253, 253, 253, 153, 135, 144, 95, 33, 0, 0, 0, 29, 0, 0, 120, 189, 179, 198, 144, 33, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9936006936671464, y=-0.06445373379891312, z=0.011474717759654987, w=-0.09204188500829638)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.015555555555555555, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.0, z=-0.15)>	COMP<346>
[1740779389.0375986]	Q_Header<(2621443, 20374, 257, 173, 250, 8, 58, 70, 32)>	Q_Data<(0, 0, 67, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 185, 253, 253, 253, 173, 224, 193, 136, 67, 21, 0, 0, 19, 0, 22, 69, 117, 159, 164, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9936006936671464, y=-0.06445373379891312, z=0.011474717759654987, w=-0.09204188500829638)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.015555555555555555, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=0.0, z=-0.15)>	COMP<346>
[1740779389.0486526]	Q_Header<(2621443, 20375, 257, 173, 250, 8, 58, 71, 43)>	Q_Data<(0, 0, 47, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 250, 253, 253, 253, 176, 253, 236, 167, 90, 69, 0, 31, 42, 16, 0, 10, 21, 118, 131, 47, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9936217584824962, y=-0.06402390814792006, z=0.011596322734132327, w=-0.0920992158200299)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.005555555555555556, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=0.0, z=0.0)>	COMP<346>
[1740779389.0575447]	Q_Header<(2621443, 20376, 257, 173, 250, 8, 58, 72, 32)>	Q_Data<(0, 0, 51, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 236, 253, 253, 253, 173, 229, 253, 196, 77, 101, 0, 46, 32, 0, 0, 0, 39, 60, 78, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9936217584824962, y=-0.06402390814792006, z=0.011596322734132327, w=-0.0920992158200299)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.005555555555555556, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=0.0, z=0.0)>	COMP<346>
[1740779389.0675752]	Q_Header<(2621443, 20377, 257, 173, 250, 8, 58, 73, 36)>	Q_Data<(0, 0, 57, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 158, 211, 253, 253, 253, 217, 253, 232, 96, 60, 83, 44, 52, 0, 0, 0, 0, 0, 36, 6, 0, 0, 0, 0, 0, 9, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9936217584824962, y=-0.06402390814792006, z=0.011596322734132327, w=-0.0920992158200299)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.005555555555555556, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=0.0, z=0.0)>	COMP<346>
[1740779389.0776598]	Q_Header<(2621443, 20378, 257, 173, 250, 8, 58, 74, 32)>	Q_Data<(0, 0, 58, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 196, 253, 253, 253, 253, 253, 253, 214, 149, 122, 158, 176, 51, 0, 46, 14, 0, 24, 0, 0, 0, 0, 0, 0, 0, 40, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9936397121326437, y=-0.06371989308762162, z=0.011718601027608574, w=-0.09210087995136114)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0033333333333333335, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.01, z=0.05)>	COMP<349>
[1740779389.087564]	Q_Header<(2621443, 20379, 257, 173, 250, 8, 58, 75, 33)>	Q_Data<(0, 0, 47, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 179, 253, 202, 253, 253, 253, 253, 253, 253, 132, 253, 253, 117, 55, 24, 17, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9936397121326437, y=-0.06371989308762162, z=0.011718601027608574, w=-0.09210087995136114)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0033333333333333335, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.01, z=0.05)>	COMP<349>
