[1740780108.003056]	Q_Header<(2621443, 26768, 257, 173, 250, 8, 58, 0, 62)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 196, 253, 223, 253, 253, 251, 191, 253, 253, 253, 253, 253, 204, 113, 109, 70, 183, 220, 143, 143, 127, 253, 225, 164, 32, 48, 0, 0, 0, 0, 0, 67, 106, 80, 135, 79, 113, 126, 191, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 188, 170, 63, 131, 0, 74, 96, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5142222277615427, y=-0.852540780697119, z=0.08941668411521186, w=-0.02746587566678863)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.03666666666666667, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.05, z=-0.1)>	COMP<152>
[1740780108.583565]	Q_Header<(2621443, 26826, 257, 173, 250, 8, 58, 58, 40)>	Q_Data<(0, 0, 46, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 253, 253, 253, 253, 253, 253, 253, 253, 253, 190, 231, 214, 253, 253, 141, 0, 37, 0, 164, 171, 210, 253, 103, 253, 219, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5216716762396632, y=-0.8482734241697483, z=0.08538887037080715, w=-0.031616465226646254)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=0.04666666666666667, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.18, z=-0.06)>	COMP<149>
[1740780108.5929575]	Q_Header<(2621443, 26827, 257, 173, 250, 8, 58, 59, 37)>	Q_Data<(0, 0, 65, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 98, 253, 253, 253, 253, 253, 253, 253, 253, 225, 142, 253, 253, 253, 245, 65, 0, 0, 80, 50, 36, 81, 253, 253, 253, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5216716762396632, y=-0.8482734241697483, z=0.08538887037080715, w=-0.031616465226646254)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=0.04666666666666667, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.18, z=-0.06)>	COMP<149>
[1740780108.6034713]	Q_Header<(2621443, 26828, 257, 173, 250, 8, 58, 60, 37)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 253, 253, 253, 253, 253, 253, 253, 253, 253, 156, 253, 253, 253, 253, 0, 55, 15, 172, 0, 0, 253, 253, 253, 253, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5216716762396632, y=-0.8482734241697483, z=0.08538887037080715, w=-0.031616465226646254)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=0.04666666666666667, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.18, z=-0.06)>	COMP<149>
[1740780108.6142738]	Q_Header<(2621443, 26829, 257, 173, 250, 8, 58, 61, 49)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 17, 0, 0, 18, 3, 0, 0, 0, 21, 16, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 152, 253, 253, 253, 253, 253, 253, 253, 227, 253, 253, 253, 112, 58, 157, 211, 253, 0, 165, 253, 253, 170, 238, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5218953774570602, y=-0.8480571008964859, z=0.0863010248771235, w=-0.031249027395394084)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.04888888888888889, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.19)>	COMP<149>
[1740780108.6322117]	Q_Header<(2621443, 26830, 257, 173, 250, 8, 58, 62, 46)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 15, 0, 17, 27, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 179, 253, 228, 87, 253, 253, 253, 253, 253, 253, 253, 192, 168, 253, 253, 253, 76, 243, 253, 253, 220, 207, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5218953774570602, y=-0.8480571008964859, z=0.0863010248771235, w=-0.031249027395394084)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.034444444444444444, y=0.04888888888888889, z=-0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.19)>	COMP<149>
[1740780108.641783]	Q_Header<(2621443, 26831, 257, 173, 250, 8, 58, 63, 47)>	Q_Data<(0, 0, 59, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 18, 13, 16, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 100, 191, 20, 67, 141, 246, 253, 177, 253, 253, 0, 253, 117, 253, 253, 253, 194, 242, 253, 253, 168, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5220360669065511, y=-0.8479042489729696, z=0.08703652886808627, w=-0.031006000466330876)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.03888888888888889, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.09, z=-0.08)>	COMP<153>
[1740780108.6433008]	Q_Header<(2621443, 26832, 257, 173, 250, 8, 58, 64, 47)>	Q_Data<(0, 0, 57, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 14, 0, 0, 31, 21, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 43, 0, 117, 179, 81, 162, 167, 48, 253, 116, 253, 253, 253, 253, 253, 155, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5220360669065511, y=-0.8479042489729696, z=0.08703652886808627, w=-0.031006000466330876)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.03888888888888889, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.09, z=-0.08)>	COMP<153>
[1740780108.6541421]	Q_Header<(2621443, 26833, 257, 173, 250, 8, 58, 65, 42)>	Q_Data<(0, 0, 45, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 8, 0, 0, 0, 15, 12, 5, 14, 12, 0, 6, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 223, 190, 176, 253, 253, 253, 253, 145, 249, 175, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5220360669065511, y=-0.8479042489729696, z=0.08703652886808627, w=-0.031006000466330876)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.03888888888888889, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.09, z=-0.08)>	COMP<153>
[1740780108.6628425]	Q_Header<(2621443, 26834, 257, 173, 250, 8, 58, 66, 43)>	Q_Data<(0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 20, 10, 0, 7, 0, 17, 0, 0, 21, 21, 6, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 155, 74, 253, 253, 253, 253, 253, 253, 253, 195, 103, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5220360669065511, y=-0.8479042489729696, z=0.08703652886808627, w=-0.031006000466330876)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.03888888888888889, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.09, z=-0.08)>	COMP<153>
[1740780108.6730018]	Q_Header<(2621443, 26835, 257, 173, 250, 8, 58, 67, 63)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 28, 13, 0, 0, 12, 0, 23, 24, 33, 0, 20, 0, 18, 0, 21, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 23, 11, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 39, 0, 0, 0, 15, 0, 0, 0, 0, 0, 73, 0, 247, 253, 253, 253, 253, 253, 253, 204, 200, 226, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5220360669065511, y=-0.8479042489729696, z=0.08703652886808627, w=-0.031006000466330876)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.03888888888888889, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.09, z=-0.08)>	COMP<153>
[1740780108.7044187]	Q_Header<(2621443, 26836, 257, 173, 250, 8, 58, 68, 56)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 26, 12, 0, 0, 12, 9, 13, 37, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 49, 52, 38, 46, 24, 0, 0, 0, 0, 0, 0, 0, 34, 43, 41, 0, 19, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227, 253, 253, 253, 253, 253, 253, 36, 213, 205, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5222162035262153, y=-0.8477163219700332, z=0.08789052513765194, w=-0.03070064871127703)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.035555555555555556, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.06, z=-0.07)>	COMP<152>
[1740780108.7060797]	Q_Header<(2621443, 26837, 257, 173, 250, 8, 58, 69, 75)>	Q_Data<(0, 0, 68, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 26, 19, 11, 0, 17, 21, 6, 46, 32, 10, 19, 6, 0, 0, 15, 0, 0, 35, 11, 19, 0, 24, 66, 80, 14, 48, 0, 0, 0, 47, 13, 0, 0, 0, 54, 105, 57, 38, 106, 76, 17, 31, 14, 53, 117, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 107, 253, 253, 253, 253, 253, 120, 144, 121, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5222162035262153, y=-0.8477163219700332, z=0.08789052513765194, w=-0.03070064871127703)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03111111111111111, y=0.035555555555555556, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.06, z=-0.07)>	COMP<152>
[1740780108.7081332]	Q_Header<(2621443, 26838, 257, 173, 250, 8, 58, 70, 127)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 29, 25, 23, 0, 15, 22, 20, 45, 26, 0, 28, 33, 0, 28, 18, 15, 16, 62, 60, 52, 0, 59, 123, 99, 146, 175, 58, 5, 59, 66, 0, 0, 15, 88, 155, 162, 152, 62, 182, 119, 16, 114, 87, 88, 168, 28, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 16, 0, 0, 9, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 35, 0, 41, 109, 77, 253, 253, 253, 253, 98, 64, 0, 0, 0, 7, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 54, 30, 0, 0, 0, 0, 37, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 27, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5221522662621669, y=-0.8477116102998522, z=0.08837831461690446, w=-0.030517373831804025)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.025555555555555557, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.02, z=-0.15)>	COMP<152>
[1740780108.7134428]	Q_Header<(2621443, 26839, 257, 173, 250, 8, 58, 71, 145)>	Q_Data<(0, 0, 59, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 25, 19, 22, 10, 2, 24, 17, 42, 14, 17, 42, 19, 6, 39, 28, 41, 19, 66, 63, 77, 43, 91, 193, 219, 253, 253, 129, 52, 84, 48, 50, 46, 55, 209, 253, 253, 253, 201, 253, 95, 99, 189, 184, 83, 173, 54, 0, 0, 0, 0, 0, 0, 20, 0, 0, 23, 0, 0, 0, 27, 0, 0, 0, 25, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 29, 23, 41, 0, 0, 0, 7, 0, 0, 0, 0, 14, 34, 0, 0, 88, 207, 83, 245, 66, 126, 35, 28, 0, 0, 0, 51, 0, 0, 0, 55, 10, 50, 0, 0, 0, 0, 46, 28, 0, 0, 0, 0, 55, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 14, 0, 0, 65, 0, 0, 77, 0, 24, 0, 0, 0, 22, 0, 32, 0, 31, 0, 0, 19, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5221522662621669, y=-0.8477116102998522, z=0.08837831461690446, w=-0.030517373831804025)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.025555555555555557, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.02, z=-0.15)>	COMP<152>
[1740780108.7230835]	Q_Header<(2621443, 26840, 257, 173, 250, 8, 58, 72, 87)>	Q_Data<(0, 0, 65, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 18, 0, 0, 18, 14, 15, 8, 20, 4, 33, 45, 9, 15, 46, 49, 49, 32, 101, 70, 74, 85, 113, 220, 253, 253, 253, 176, 75, 131, 58, 177, 128, 102, 253, 253, 253, 253, 253, 253, 195, 150, 230, 238, 79, 123, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 115, 97, 71, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 37)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5221522662621669, y=-0.8477116102998522, z=0.08837831461690446, w=-0.030517373831804025)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.025555555555555557, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.02, z=-0.15)>	COMP<152>
[1740780108.7334044]	Q_Header<(2621443, 26841, 257, 173, 250, 8, 58, 73, 64)>	Q_Data<(0, 0, 73, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 0, 0, 15, 0, 6, 0, 19, 11, 43, 46, 19, 10, 0, 45, 94, 124, 222, 195, 149, 129, 119, 203, 253, 253, 253, 188, 223, 253, 253, 253, 196, 143, 253, 253, 253, 253, 253, 253, 253, 161, 211, 235, 69, 60, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 115, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5221522662621669, y=-0.8477116102998522, z=0.08837831461690446, w=-0.030517373831804025)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.025555555555555557, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.02, z=-0.15)>	COMP<152>
[1740780108.7430842]	Q_Header<(2621443, 26842, 257, 173, 250, 8, 58, 74, 52)>	Q_Data<(0, 0, 72, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 4, 0, 14, 0, 14, 0, 27, 26, 41, 33, 49, 30, 71, 156, 175, 215, 253, 253, 253, 160, 110, 213, 253, 253, 250, 141, 253, 253, 253, 253, 216, 154, 253, 186, 253, 253, 253, 253, 253, 125, 149, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5221522662621669, y=-0.8477116102998522, z=0.08837831461690446, w=-0.030517373831804025)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.025555555555555557, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.02, z=-0.15)>	COMP<152>
