[1740779708.069918]	Q_Header<(2621443, 52304, 257, 173, 250, 8, 58, 0, 34)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 251, 182, 82, 52, 95, 130, 81, 129, 190, 183, 110, 89, 73, 41, 0, 0, 0, 0, 0, 0, 65, 152, 197, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7317382053111499, y=-0.6755868041195361, z=0.044615950294640966, w=0.07842885927306928)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.058888888888888886, y=0.02666666666666667, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.1, z=-0.02)>	COMP<193>
[1740779708.6999786]	Q_Header<(2621443, 52367, 257, 173, 250, 8, 58, 63, 40)>	Q_Data<(0, 0, 62, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 11, 16, 4, 14, 0, 0, 0, 0, 0, 0, 21, 17, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 57, 0, 253, 253, 246, 253, 169, 223, 240, 253, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7216243205623911, y=-0.6857353667866417, z=0.05242961104314421, w=0.07922425510361022)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.02, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.09, z=0.06)>	COMP<196>
[1740779708.7102811]	Q_Header<(2621443, 52368, 257, 173, 250, 8, 58, 64, 28)>	Q_Data<(0, 0, 58, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 24, 27, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 253, 237, 213, 220, 253, 253, 253, 253, 253, 112, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7213795182656726, y=-0.6859788819517636, z=0.052612669832050915, w=0.0792241826473342)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0077777777777777776, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.09, z=0.07)>	COMP<196>
[1740779708.7200317]	Q_Header<(2621443, 52369, 257, 173, 250, 8, 58, 65, 45)>	Q_Data<(0, 0, 44, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 25, 18, 20, 16, 0, 0, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 12, 0, 0, 0, 0, 15, 0, 0, 90, 89, 178, 197, 253, 253, 253, 253, 253, 163, 127, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7213795182656726, y=-0.6859788819517636, z=0.052612669832050915, w=0.0792241826473342)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0077777777777777776, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.09, z=0.07)>	COMP<196>
[1740779708.730083]	Q_Header<(2621443, 52370, 257, 173, 250, 8, 58, 66, 42)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 25, 14, 6, 0, 14, 21, 0, 5, 0, 9, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 25, 0, 153, 215, 253, 253, 253, 253, 253, 253, 64, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7213795182656726, y=-0.6859788819517636, z=0.052612669832050915, w=0.0792241826473342)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0077777777777777776, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.09, z=0.07)>	COMP<196>
[1740779708.7401352]	Q_Header<(2621443, 52371, 257, 173, 250, 8, 58, 67, 44)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 16, 12, 20, 16, 15, 0, 14, 19, 18, 26, 18, 0, 0, 11, 20, 0, 0, 0, 0, 0, 0, 11, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 126, 244, 253, 253, 253, 253, 253, 253, 57, 127, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7213795182656726, y=-0.6859788819517636, z=0.052612669832050915, w=0.0792241826473342)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0077777777777777776, z=-0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.09, z=0.07)>	COMP<196>
[1740779708.7500322]	Q_Header<(2621443, 52372, 257, 173, 250, 8, 58, 68, 40)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 20, 9, 0, 0, 11, 0, 0, 0, 0, 20, 7, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 38, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 97, 246, 253, 253, 253, 253, 253, 253, 74, 64, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7211847622629187, y=-0.6862119399223083, z=0.05242871621393426, w=0.07910083377562142)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.0011111111111111111, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=0.11)>	COMP<198>
[1740779708.759731]	Q_Header<(2621443, 52373, 257, 173, 250, 8, 58, 69, 43)>	Q_Data<(0, 0, 68, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 20, 0, 0, 0, 0, 15, 23, 11, 0, 0, 0, 0, 18, 0, 24, 14, 4, 21, 0, 0, 38, 42, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 253, 253, 253, 244, 108, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7211847622629187, y=-0.6862119399223083, z=0.05242871621393426, w=0.07910083377562142)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.0011111111111111111, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=0.11)>	COMP<198>
[1740779708.7659106]	Q_Header<(2621443, 52374, 257, 173, 250, 8, 58, 70, 42)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 8, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 31, 10, 0, 18, 14, 21, 67, 120, 99, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 180, 253, 81, 253, 195, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7211847622629187, y=-0.6862119399223083, z=0.05242871621393426, w=0.07910083377562142)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.0011111111111111111, z=-0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=0.11)>	COMP<198>
[1740779708.7744462]	Q_Header<(2621443, 52375, 257, 173, 250, 8, 58, 71, 42)>	Q_Data<(0, 0, 58, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 38, 12, 29, 0, 25, 34, 95, 91, 231, 199, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 185, 250, 253, 253, 142, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7210632531313244, y=-0.6863955768338306, z=0.05206254908760959, w=0.07885675664852473)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.012222222222222223, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=0.06)>	COMP<193>
[1740779708.7899518]	Q_Header<(2621443, 52376, 257, 173, 250, 8, 58, 72, 43)>	Q_Data<(0, 0, 74, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 41, 0, 17, 0, 6, 0, 0, 0, 0, 0, 45, 61, 60, 23, 43, 115, 77, 155, 137, 253, 253, 127, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 234, 253, 240, 173, 148, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7210632531313244, y=-0.6863955768338306, z=0.05206254908760959, w=0.07885675664852473)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.012222222222222223, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=0.06)>	COMP<193>
[1740779708.8002806]	Q_Header<(2621443, 52377, 257, 173, 250, 8, 58, 73, 42)>	Q_Data<(0, 0, 74, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 22, 27, 0, 0, 0, 0, 0, 0, 0, 0, 78, 75, 107, 94, 144, 223, 148, 195, 192, 253, 253, 145, 36, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 192, 226, 140, 215, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7210632531313244, y=-0.6863955768338306, z=0.05206254908760959, w=0.07885675664852473)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.012222222222222223, z=-0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=0.06)>	COMP<193>
[1740779708.8103673]	Q_Header<(2621443, 52378, 257, 173, 250, 8, 58, 74, 50)>	Q_Data<(0, 0, 73, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 84, 97, 37, 0, 0, 0, 12, 0, 5, 0, 41, 143, 187, 129, 207, 235, 253, 197, 175, 243, 253, 253, 120, 57, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 141, 154, 0, 212, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7209471863957463, y=-0.6865843972033314, z=0.05145263106430868, w=0.07867430776025372)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=0.021111111111111112, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=-0.01)>	COMP<193>
[1740779708.8200114]	Q_Header<(2621443, 52379, 257, 173, 250, 8, 58, 75, 60)>	Q_Data<(0, 0, 74, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 165, 205, 105, 28, 0, 6, 15, 0, 25, 0, 56, 191, 253, 153, 253, 253, 253, 246, 127, 253, 189, 185, 86, 55, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 119, 60, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 69, 101, 75, 0, 57, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7209471863957463, y=-0.6865843972033314, z=0.05145263106430868, w=0.07867430776025372)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=0.021111111111111112, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=-0.01)>	COMP<193>
[1740779708.829805]	Q_Header<(2621443, 52380, 257, 173, 250, 8, 58, 76, 55)>	Q_Data<(0, 0, 75, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 82, 226, 253, 176, 63, 0, 0, 22, 38, 45, 24, 66, 189, 253, 253, 253, 253, 253, 253, 217, 253, 157, 116, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 152, 47, 0, 0, 0, 24, 51, 106, 128, 0, 0, 0, 0, 0, 0, 0, 0, 44, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7209471863957463, y=-0.6865843972033314, z=0.05145263106430868, w=0.07867430776025372)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=0.021111111111111112, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.11, z=-0.01)>	COMP<193>
[1740779708.8404028]	Q_Header<(2621443, 52381, 257, 173, 250, 8, 58, 77, 53)>	Q_Data<(0, 0, 72, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 91, 236, 253, 193, 90, 26, 0, 32, 57, 54, 30, 84, 149, 253, 253, 253, 239, 253, 253, 226, 253, 139, 31, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 116, 60, 0, 0, 0, 79, 151, 206, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7209027039546922, y=-0.68672223539025, z=0.050599300785576146, w=0.07843196804519342)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05444444444444444, y=0.03, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=0.07)>	COMP<194>
[1740779708.8509002]	Q_Header<(2621443, 52382, 257, 173, 250, 8, 58, 78, 48)>	Q_Data<(0, 0, 70, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 99, 219, 242, 132, 112, 44, 0, 4, 36, 79, 65, 107, 253, 253, 253, 220, 223, 253, 253, 183, 181, 78, 16, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 6, 0, 0, 0, 0, 93, 190, 245, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7209027039546922, y=-0.68672223539025, z=0.050599300785576146, w=0.07843196804519342)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05444444444444444, y=0.03, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=0.07)>	COMP<194>
[1740779708.8597376]	Q_Header<(2621443, 52383, 257, 173, 250, 8, 58, 79, 43)>	Q_Data<(0, 0, 69, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 253, 253, 202, 130, 57, 29, 33, 83, 141, 152, 201, 253, 253, 253, 253, 165, 224, 253, 150, 65, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 72, 170, 192, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7209027039546922, y=-0.68672223539025, z=0.050599300785576146, w=0.07843196804519342)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05444444444444444, y=0.03, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=0.07)>	COMP<194>
