[1740779318.6371622]	Q_Header<(2621443, 13304, 257, 173, 250, 8, 58, 0, 39)>	Q_Data<(0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 0, 0, 0, 20, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 33, 38, 52, 73, 234, 184, 253, 253, 253, 253, 247, 238, 167, 253, 253, 152, 125, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9543826990673312, y=-0.2826466892230486, z=0.03924461696618878, w=-0.08788841124620815)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.04777777777777778, z=-0.16666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.03, z=-0.13)>	COMP<7>
[1740779319.2632113]	Q_Header<(2621443, 13366, 257, 173, 250, 8, 58, 62, 55)>	Q_Data<(0, 0, 62, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 0, 0, 8, 38, 22, 27, 69, 143, 124, 195, 152, 182, 172, 127, 120, 69, 117, 192, 154, 0, 201, 253, 253, 148, 91, 58, 40, 0, 42, 54, 0, 0, 0, 0, 0, 0, 0, 0, 15, 189, 253, 168, 85, 100, 42, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9661358574492566, y=-0.23987073850373228, z=0.033691767850905906, w=-0.08892917709922085)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.03111111111111111, z=-0.11777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.08, z=-0.03)>	COMP<12>
[1740779319.2648666]	Q_Header<(2621443, 13367, 257, 173, 250, 8, 58, 63, 57)>	Q_Data<(0, 0, 55, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 11, 0, 28, 42, 16, 41, 14, 91, 157, 207, 153, 181, 156, 121, 112, 47, 84, 169, 59, 22, 211, 253, 253, 103, 70, 35, 38, 0, 61, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 172, 109, 64, 99, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9661358574492566, y=-0.23987073850373228, z=0.033691767850905906, w=-0.08892917709922085)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.03111111111111111, z=-0.11777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.08, z=-0.03)>	COMP<12>
[1740779319.2708335]	Q_Header<(2621443, 13368, 257, 173, 250, 8, 58, 64, 60)>	Q_Data<(0, 0, 52, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 36, 0, 42, 55, 47, 52, 108, 108, 187, 203, 135, 146, 114, 113, 66, 129, 253, 253, 196, 124, 183, 253, 253, 101, 59, 74, 85, 53, 49, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 100, 35, 0, 64, 41, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9661358574492566, y=-0.23987073850373228, z=0.033691767850905906, w=-0.08892917709922085)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.03111111111111111, z=-0.11777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.08, z=-0.03)>	COMP<12>
[1740779319.2791166]	Q_Header<(2621443, 13369, 257, 173, 250, 8, 58, 65, 53)>	Q_Data<(0, 0, 30, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 30, 57, 48, 87, 131, 82, 151, 191, 158, 169, 161, 96, 83, 93, 81, 133, 253, 253, 253, 253, 158, 111, 253, 249, 132, 116, 106, 98, 101, 34, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 185, 200, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9666605894840511, y=-0.23772843768407495, z=0.03350780803300569, w=-0.08904898346112076)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.03333333333333333, z=-0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.08, z=-0.01)>	COMP<12>
[1740779319.2872908]	Q_Header<(2621443, 13370, 257, 173, 250, 8, 58, 66, 68)>	Q_Data<(0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 53, 80, 79, 153, 212, 119, 247, 253, 137, 111, 75, 117, 20, 113, 78, 226, 253, 253, 253, 253, 195, 72, 253, 253, 185, 178, 166, 90, 145, 32, 0, 0, 0, 0, 0, 0, 0, 30, 0, 25, 0, 34, 0, 0, 0, 0, 0, 0, 34, 0, 91, 78, 83, 0, 0, 0, 58, 111, 161, 196, 198, 133, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9666605894840511, y=-0.23772843768407495, z=0.03350780803300569, w=-0.08904898346112076)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.03333333333333333, z=-0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.08, z=-0.01)>	COMP<12>
[1740779319.301545]	Q_Header<(2621443, 13371, 257, 173, 250, 8, 58, 67, 68)>	Q_Data<(0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 62, 96, 97, 181, 227, 153, 253, 253, 120, 130, 213, 201, 44, 183, 110, 253, 253, 253, 253, 235, 253, 243, 253, 253, 253, 165, 204, 140, 190, 61, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 51, 0, 95, 83, 97, 0, 76, 0, 64, 160, 219, 184, 160, 151, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9666605894840511, y=-0.23772843768407495, z=0.03350780803300569, w=-0.08904898346112076)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.03333333333333333, z=-0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.08, z=-0.01)>	COMP<12>
[1740779319.3076344]	Q_Header<(2621443, 13372, 257, 173, 250, 8, 58, 68, 61)>	Q_Data<(0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 34, 53, 144, 114, 137, 171, 238, 253, 253, 166, 150, 253, 248, 136, 253, 160, 253, 253, 253, 253, 210, 253, 253, 253, 253, 253, 253, 253, 132, 214, 65, 27, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 82, 64, 63, 0, 29, 0, 76, 176, 228, 151, 93, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9670539164661391, y=-0.23614816983132367, z=0.0333256398883181, w=-0.08905148094698921)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.034444444444444444, z=-0.10777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.09, z=0.03)>	COMP<12>
[1740779319.323287]	Q_Header<(2621443, 13373, 257, 173, 250, 8, 58, 69, 62)>	Q_Data<(0, 0, 50, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 75, 188, 253, 246, 236, 253, 253, 253, 246, 176, 124, 232, 227, 195, 253, 205, 253, 250, 253, 253, 232, 253, 253, 253, 253, 253, 253, 253, 75, 190, 68, 31, 0, 0, 0, 9, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 123, 184, 94, 0, 74, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9670539164661391, y=-0.23614816983132367, z=0.0333256398883181, w=-0.08905148094698921)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.034444444444444444, z=-0.10777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.09, z=0.03)>	COMP<12>
[1740779319.327985]	Q_Header<(2621443, 13374, 257, 173, 250, 8, 58, 70, 52)>	Q_Data<(0, 0, 67, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 130, 253, 253, 253, 253, 253, 253, 231, 183, 148, 76, 139, 150, 190, 253, 201, 222, 228, 188, 253, 181, 253, 253, 253, 253, 253, 253, 253, 63, 132, 72, 34, 10, 0, 45, 0, 0, 24, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 96, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9670539164661391, y=-0.23614816983132367, z=0.0333256398883181, w=-0.08905148094698921)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.034444444444444444, z=-0.10777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.09, z=0.03)>	COMP<12>
[1740779319.337395]	Q_Header<(2621443, 13375, 257, 173, 250, 8, 58, 71, 48)>	Q_Data<(0, 0, 34, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 161, 253, 253, 253, 253, 253, 253, 128, 110, 99, 51, 57, 37, 136, 192, 142, 175, 188, 100, 126, 125, 167, 199, 253, 115, 253, 253, 253, 68, 70, 59, 35, 0, 42, 55, 23, 0, 33, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9670539164661391, y=-0.23614816983132367, z=0.0333256398883181, w=-0.08905148094698921)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.034444444444444444, z=-0.10777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.21, y=-0.09, z=0.03)>	COMP<12>
[1740779319.34717]	Q_Header<(2621443, 13376, 257, 173, 250, 8, 58, 72, 44)>	Q_Data<(0, 0, 44, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 182, 253, 253, 253, 253, 253, 176, 39, 65, 54, 0, 62, 60, 87, 99, 32, 137, 120, 32, 89, 79, 89, 124, 157, 141, 208, 253, 176, 34, 0, 18, 12, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9674183320876257, y=-0.234621833977592, z=0.03320350616124091, w=-0.0891733869514209)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.03222222222222222, z=-0.10222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.05, z=0.0)>	COMP<11>
[1740779319.3570998]	Q_Header<(2621443, 13377, 257, 173, 250, 8, 58, 73, 42)>	Q_Data<(0, 0, 68, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 219, 253, 147, 240, 253, 235, 173, 47, 55, 49, 67, 0, 76, 61, 47, 49, 84, 67, 0, 0, 0, 58, 98, 121, 47, 125, 167, 86, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9674183320876257, y=-0.234621833977592, z=0.03320350616124091, w=-0.0891733869514209)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.03222222222222222, z=-0.10222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.05, z=0.0)>	COMP<11>
[1740779319.3671398]	Q_Header<(2621443, 13378, 257, 173, 250, 8, 58, 74, 40)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 49, 218, 253, 181, 232, 253, 253, 253, 96, 91, 114, 100, 69, 23, 55, 155, 212, 145, 40, 0, 28, 0, 34, 27, 50, 49, 114, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9674183320876257, y=-0.234621833977592, z=0.03320350616124091, w=-0.0891733869514209)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.03222222222222222, z=-0.10222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.05, z=0.0)>	COMP<11>
[1740779319.3772242]	Q_Header<(2621443, 13379, 257, 173, 250, 8, 58, 75, 41)>	Q_Data<(0, 0, 63, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 75, 53, 172, 253, 152, 253, 253, 253, 253, 146, 134, 164, 117, 123, 111, 117, 234, 253, 239, 72, 47, 0, 0, 13, 0, 0, 0, 65, 32, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9678915830409077, y=-0.23266507217504984, z=0.03301988563659548, w=-0.08923303660018962)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.03222222222222222, z=-0.10111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.06, z=0.01)>	COMP<11>
[1740779319.387077]	Q_Header<(2621443, 13380, 257, 173, 250, 8, 58, 76, 39)>	Q_Data<(0, 0, 69, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 48, 30, 103, 168, 81, 253, 253, 253, 253, 199, 199, 195, 86, 223, 243, 211, 253, 253, 253, 176, 35, 0, 30, 12, 0, 0, 18, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9678915830409077, y=-0.23266507217504984, z=0.03301988563659548, w=-0.08923303660018962)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.03222222222222222, z=-0.10111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.06, z=0.01)>	COMP<11>
[1740779319.3970406]	Q_Header<(2621443, 13381, 257, 173, 250, 8, 58, 77, 38)>	Q_Data<(0, 0, 70, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 49, 32, 47, 73, 106, 253, 253, 253, 253, 253, 253, 219, 82, 253, 253, 253, 202, 253, 253, 205, 98, 54, 78, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9678915830409077, y=-0.23266507217504984, z=0.03301988563659548, w=-0.08923303660018962)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.03222222222222222, z=-0.10111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.06, z=0.01)>	COMP<11>
[1740779319.4071746]	Q_Header<(2621443, 13382, 257, 173, 250, 8, 58, 78, 36)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 38, 21, 35, 67, 112, 194, 253, 253, 253, 253, 253, 253, 185, 253, 253, 253, 139, 253, 253, 194, 185, 108, 73, 40, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9682387714755918, y=-0.2311956925333801, z=0.03283613584555398, w=-0.0893533510741469)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=-0.03333333333333333, z=-0.09777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.19, y=-0.05, z=0.12)>	COMP<12>
