[1740779860.5311992]	Q_Header<(2621443, 2018, 257, 173, 250, 8, 58, 0, 34)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189, 230, 112, 253, 253, 253, 201, 146, 253, 253, 253, 253, 253, 253, 250, 139, 97, 66, 47, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.295536776866399, y=-0.951003411886692, z=0.07739376973700825, w=0.04754711878953424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.008888888888888889, z=0.02666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.12, z=0.0)>	COMP<166>
[1740779861.0710888]	Q_Header<(2621443, 2072, 257, 173, 250, 8, 58, 54, 44)>	Q_Data<(0, 0, 35, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 11, 0, 0, 21, 16, 0, 0, 0, 10, 0, 9, 39, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 97, 219, 234, 243, 253, 253, 253, 253, 253, 253, 206, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3029227990198324, y=-0.9487471263276797, z=0.07629528486294387, w=0.04791343889392875)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.022222222222222223, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.15, z=-0.06)>	COMP<165>
[1740779861.081158]	Q_Header<(2621443, 2073, 257, 173, 250, 8, 58, 55, 37)>	Q_Data<(0, 0, 10, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 4, 22, 0, 0, 0, 0, 0, 0, 12, 0, 0, 26, 33, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 98, 122, 30, 253, 253, 253, 253, 253, 253, 253, 121, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.30347266830708697, y=-0.9485657156396698, z=0.07617334876251901, w=0.04821870634806893)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.025555555555555557, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.16, z=0.03)>	COMP<164>
[1740779861.091132]	Q_Header<(2621443, 2074, 257, 173, 250, 8, 58, 56, 53)>	Q_Data<(0, 0, 13, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 23, 26, 13, 0, 18, 0, 0, 0, 19, 0, 0, 19, 15, 0, 5, 0, 0, 0, 16, 0, 0, 0, 0, 0, 22, 0, 18, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 253, 253, 253, 253, 253, 253, 253, 182, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.30347266830708697, y=-0.9485657156396698, z=0.07617334876251901, w=0.04821870634806893)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.025555555555555557, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.16, z=0.03)>	COMP<164>
[1740779861.1012886]	Q_Header<(2621443, 2075, 257, 173, 250, 8, 58, 57, 48)>	Q_Data<(0, 0, 23, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16, 14, 0, 10, 12, 0, 0, 0, 0, 0, 0, 36, 51, 25, 25, 0, 0, 36, 18, 25, 0, 0, 0, 0, 0, 12, 9, 0, 0, 12, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 231, 181, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.30347266830708697, y=-0.9485657156396698, z=0.07617334876251901, w=0.04821870634806893)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.025555555555555557, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.16, z=0.03)>	COMP<164>
[1740779861.1112397]	Q_Header<(2621443, 2076, 257, 173, 250, 8, 58, 58, 55)>	Q_Data<(0, 0, 47, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 9, 20, 0, 22, 13, 0, 10, 0, 0, 0, 27, 122, 135, 34, 27, 0, 10, 14, 31, 27, 0, 0, 28, 33, 43, 0, 31, 0, 0, 0, 0, 42, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 253, 253, 253, 253, 204, 253, 133, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3040750913377924, y=-0.9483578420727858, z=0.0760492902061199, w=0.04870572518818916)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.02666666666666667, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.16, z=-0.03)>	COMP<164>
[1740779861.1211479]	Q_Header<(2621443, 2077, 257, 173, 250, 8, 58, 59, 56)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 29, 0, 25, 0, 22, 22, 0, 0, 0, 65, 187, 206, 95, 17, 0, 11, 0, 47, 34, 0, 0, 68, 75, 130, 69, 163, 131, 113, 60, 126, 106, 82, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 200, 253, 253, 253, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3040750913377924, y=-0.9483578420727858, z=0.0760492902061199, w=0.04870572518818916)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.02666666666666667, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.16, z=-0.03)>	COMP<164>
[1740779861.131287]	Q_Header<(2621443, 2078, 257, 173, 250, 8, 58, 60, 55)>	Q_Data<(0, 0, 71, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 35, 32, 0, 0, 0, 14, 11, 0, 0, 21, 79, 234, 253, 131, 90, 13, 19, 28, 36, 43, 0, 31, 75, 115, 234, 134, 253, 207, 176, 142, 247, 129, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 115, 124, 55, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3040750913377924, y=-0.9483578420727858, z=0.0760492902061199, w=0.04870572518818916)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.02666666666666667, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.16, z=-0.03)>	COMP<164>
[1740779861.142658]	Q_Header<(2621443, 2079, 257, 173, 250, 8, 58, 61, 48)>	Q_Data<(0, 0, 68, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 49, 34, 10, 0, 0, 0, 0, 0, 27, 43, 94, 253, 253, 171, 170, 42, 47, 29, 0, 22, 0, 65, 101, 143, 253, 186, 253, 200, 220, 203, 253, 149, 98, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.30462465198176536, y=-0.9481755096246693, z=0.07592728252160211, w=0.04901093879810811)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.028888888888888888, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.14, z=-0.08)>	COMP<164>
[1740779861.1524775]	Q_Header<(2621443, 2080, 257, 173, 250, 8, 58, 62, 46)>	Q_Data<(0, 0, 65, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 46, 29, 17, 8, 9, 44, 49, 52, 59, 38, 139, 253, 253, 165, 222, 62, 50, 98, 68, 21, 55, 112, 202, 166, 253, 199, 253, 123, 245, 223, 253, 177, 77, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.30462465198176536, y=-0.9481755096246693, z=0.07592728252160211, w=0.04901093879810811)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.028888888888888888, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.14, z=-0.08)>	COMP<164>
[1740779861.1611643]	Q_Header<(2621443, 2081, 257, 173, 250, 8, 58, 63, 46)>	Q_Data<(0, 0, 63, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 37, 32, 0, 11, 0, 27, 65, 123, 152, 119, 198, 253, 253, 172, 229, 68, 88, 123, 60, 91, 106, 177, 173, 243, 253, 196, 253, 150, 220, 187, 253, 169, 13, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.30462465198176536, y=-0.9481755096246693, z=0.07592728252160211, w=0.04901093879810811)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.028888888888888888, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.14, z=-0.08)>	COMP<164>
[1740779861.1711845]	Q_Header<(2621443, 2082, 257, 173, 250, 8, 58, 64, 48)>	Q_Data<(0, 0, 58, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 11, 19, 0, 11, 43, 85, 106, 210, 253, 216, 225, 253, 253, 253, 247, 82, 164, 190, 180, 218, 173, 246, 115, 253, 253, 196, 229, 123, 146, 118, 180, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.30462465198176536, y=-0.9481755096246693, z=0.07592728252160211, w=0.04901093879810811)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.028888888888888888, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.14, z=-0.08)>	COMP<164>
[1740779861.1819732]	Q_Header<(2621443, 2083, 257, 173, 250, 8, 58, 65, 48)>	Q_Data<(0, 0, 43, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 12, 31, 29, 34, 74, 178, 61, 253, 253, 253, 183, 253, 253, 253, 253, 145, 178, 211, 253, 253, 192, 253, 155, 253, 253, 147, 105, 52, 90, 57, 101, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.30511688697961276, y=-0.9480046986531997, z=0.0758061959649288, w=0.049438823455388345)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.028888888888888888, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.03)>	COMP<162>
[1740779861.1916833]	Q_Header<(2621443, 2084, 257, 173, 250, 8, 58, 66, 42)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 40, 39, 56, 106, 253, 168, 253, 253, 253, 126, 253, 216, 253, 253, 163, 145, 253, 253, 253, 197, 238, 120, 101, 184, 73, 50, 0, 63, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.30511688697961276, y=-0.9480046986531997, z=0.0758061959649288, w=0.049438823455388345)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.028888888888888888, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.03)>	COMP<162>
[1740779861.201153]	Q_Header<(2621443, 2085, 257, 173, 250, 8, 58, 67, 39)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 21, 23, 42, 40, 181, 253, 151, 253, 253, 253, 146, 253, 109, 253, 253, 149, 220, 253, 253, 253, 253, 205, 128, 109, 62, 0, 52, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.30511688697961276, y=-0.9480046986531997, z=0.0758061959649288, w=0.049438823455388345)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.028888888888888888, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.14, z=-0.03)>	COMP<162>
[1740779861.2111197]	Q_Header<(2621443, 2086, 257, 173, 250, 8, 58, 68, 37)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 23, 21, 70, 108, 253, 253, 253, 253, 253, 253, 134, 171, 215, 146, 253, 137, 213, 253, 253, 253, 253, 221, 174, 120, 104, 50, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3057196566363332, y=-0.9477980730496344, z=0.07568224680156782, w=0.04986483519103299)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.022222222222222223, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.12, z=-0.09)>	COMP<168>
[1740779861.2211509]	Q_Header<(2621443, 2087, 257, 173, 250, 8, 58, 69, 37)>	Q_Data<(0, 0, 63, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 19, 58, 150, 235, 253, 253, 253, 253, 244, 253, 130, 151, 247, 219, 164, 96, 186, 253, 253, 253, 250, 205, 160, 87, 66, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3057196566363332, y=-0.9477980730496344, z=0.07568224680156782, w=0.04986483519103299)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.022222222222222223, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.12, z=-0.09)>	COMP<168>
[1740779861.2311642]	Q_Header<(2621443, 2088, 257, 173, 250, 8, 58, 70, 43)>	Q_Data<(0, 0, 70, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 54, 112, 229, 253, 253, 253, 253, 227, 187, 177, 253, 253, 253, 253, 215, 110, 177, 253, 253, 253, 150, 157, 116, 52, 36, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3057196566363332, y=-0.9477980730496344, z=0.07568224680156782, w=0.04986483519103299)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=0.022222222222222223, z=0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.12, z=-0.09)>	COMP<168>
