[1740779513.1401076]	Q_Header<(2621443, 32804, 257, 173, 250, 8, 58, 0, 48)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 0, 0, 0, 20, 0, 0, 13, 0, 0, 0, 0, 17, 0, 17, 0, 15, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 182, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 164, 232, 39, 85, 28, 63, 87, 0, 132, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6270683356519938, y=-0.7708655907421337, z=0.06396414402990942, w=0.09197897428728388)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.034444444444444444, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=0.23, z=-0.04)>	COMP<64>
[1740779513.689309]	Q_Header<(2621443, 32859, 257, 173, 250, 8, 58, 55, 25)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 17, 116, 253, 253, 253, 253, 253, 253, 199, 144, 76, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6429513813996708, y=-0.7605063805050216, z=0.06250068488259568, w=0.06585765526203197)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.25, y=0.19, z=-0.21)>	COMP<65>
[1740779513.7001593]	Q_Header<(2621443, 32860, 257, 173, 250, 8, 58, 56, 24)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17, 4, 143, 253, 253, 253, 253, 253, 190, 133, 116, 67, 25, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6429513813996708, y=-0.7605063805050216, z=0.06250068488259568, w=0.06585765526203197)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0, z=0.03666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.25, y=0.19, z=-0.21)>	COMP<65>
[1740779513.7085755]	Q_Header<(2621443, 32861, 257, 173, 250, 8, 58, 57, 24)>	Q_Data<(0, 0, 15, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 28, 116, 253, 253, 234, 253, 220, 192, 81, 94, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6434128454662299, y=-0.760169511504638, z=0.06262014603000872, w=0.06512251053997982)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.0, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.29, y=0.14, z=0.0)>	COMP<65>
[1740779513.7184463]	Q_Header<(2621443, 32862, 257, 173, 250, 8, 58, 58, 25)>	Q_Data<(0, 0, 54, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 121, 176, 253, 253, 253, 253, 187, 132, 113, 32, 19, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6434128454662299, y=-0.760169511504638, z=0.06262014603000872, w=0.06512251053997982)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.0, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.29, y=0.14, z=0.0)>	COMP<65>
[1740779513.7284753]	Q_Header<(2621443, 32863, 257, 173, 250, 8, 58, 59, 22)>	Q_Data<(0, 0, 69, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 149, 253, 253, 253, 253, 253, 168, 178, 130, 0, 32, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6434128454662299, y=-0.760169511504638, z=0.06262014603000872, w=0.06512251053997982)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.0, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.29, y=0.14, z=0.0)>	COMP<65>
[1740779513.738628]	Q_Header<(2621443, 32864, 257, 173, 250, 8, 58, 60, 27)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 121, 253, 253, 253, 253, 253, 213, 166, 111, 7, 23, 11, 0, 0, 0, 0, 3, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6434128454662299, y=-0.760169511504638, z=0.06262014603000872, w=0.06512251053997982)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.0, z=0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.29, y=0.14, z=0.0)>	COMP<65>
[1740779513.7487721]	Q_Header<(2621443, 32865, 257, 173, 250, 8, 58, 61, 29)>	Q_Data<(0, 0, 65, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 120, 253, 253, 253, 253, 243, 253, 226, 122, 63, 17, 0, 0, 0, 0, 35, 49, 35, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6437920972962823, y=-0.7598797507905494, z=0.06274348464358914, w=0.06463555470579854)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.005555555555555556, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.23, y=0.13, z=-0.05)>	COMP<59>
[1740779513.7660382]	Q_Header<(2621443, 32866, 257, 173, 250, 8, 58, 62, 30)>	Q_Data<(0, 0, 62, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 99, 253, 253, 253, 253, 202, 253, 253, 253, 71, 36, 31, 0, 0, 0, 48, 77, 77, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6437920972962823, y=-0.7598797507905494, z=0.06274348464358914, w=0.06463555470579854)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.005555555555555556, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.23, y=0.13, z=-0.05)>	COMP<59>
[1740779513.7683556]	Q_Header<(2621443, 32867, 257, 173, 250, 8, 58, 63, 29)>	Q_Data<(0, 0, 57, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 89, 240, 253, 241, 253, 253, 253, 253, 253, 89, 33, 46, 0, 0, 0, 50, 84, 88, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6437920972962823, y=-0.7598797507905494, z=0.06274348464358914, w=0.06463555470579854)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.005555555555555556, z=0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.23, y=0.13, z=-0.05)>	COMP<59>
[1740779513.7776039]	Q_Header<(2621443, 32868, 257, 173, 250, 8, 58, 64, 29)>	Q_Data<(0, 0, 53, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 165, 252, 253, 217, 253, 253, 253, 253, 253, 180, 56, 0, 18, 0, 0, 31, 32, 40, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6443676485358945, y=-0.7594224005952068, z=0.06274603984985314, w=0.06427196494347796)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.011111111111111112, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.24, y=0.05, z=-0.18)>	COMP<57>
[1740779513.78713]	Q_Header<(2621443, 32869, 257, 173, 250, 8, 58, 65, 32)>	Q_Data<(0, 0, 46, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 57, 198, 253, 236, 153, 204, 228, 247, 253, 253, 172, 66, 18, 0, 0, 6, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6443676485358945, y=-0.7594224005952068, z=0.06274603984985314, w=0.06427196494347796)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.011111111111111112, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.24, y=0.05, z=-0.18)>	COMP<57>
[1740779513.7998602]	Q_Header<(2621443, 32870, 257, 173, 250, 8, 58, 66, 24)>	Q_Data<(0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 22, 68, 223, 253, 253, 253, 177, 199, 222, 253, 232, 54, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6443676485358945, y=-0.7594224005952068, z=0.06274603984985314, w=0.06427196494347796)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.011111111111111112, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.24, y=0.05, z=-0.18)>	COMP<57>
[1740779513.8087523]	Q_Header<(2621443, 32871, 257, 173, 250, 8, 58, 67, 25)>	Q_Data<(0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 25, 93, 247, 253, 253, 238, 253, 236, 201, 152, 88, 67, 48, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6447617982754212, y=-0.7590782360044883, z=0.0628648856705494, w=0.06426866467095974)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.016666666666666666, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.22, y=0.03, z=-0.26)>	COMP<57>
[1740779513.8184693]	Q_Header<(2621443, 32872, 257, 173, 250, 8, 58, 68, 25)>	Q_Data<(0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 27, 87, 253, 253, 253, 253, 230, 253, 217, 69, 77, 40, 53, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6447617982754212, y=-0.7590782360044883, z=0.0628648856705494, w=0.06426866467095974)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.016666666666666666, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.22, y=0.03, z=-0.26)>	COMP<57>
[1740779513.8292964]	Q_Header<(2621443, 32873, 257, 173, 250, 8, 58, 69, 24)>	Q_Data<(0, 0, 55, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 90, 134, 253, 253, 253, 253, 163, 253, 173, 157, 123, 36, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6447617982754212, y=-0.7590782360044883, z=0.0628648856705494, w=0.06426866467095974)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.016666666666666666, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.22, y=0.03, z=-0.26)>	COMP<57>
[1740779513.8408215]	Q_Header<(2621443, 32874, 257, 173, 250, 8, 58, 70, 26)>	Q_Data<(0, 0, 61, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 151, 175, 253, 247, 253, 253, 112, 139, 247, 253, 189, 72, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6451424703715745, y=-0.7587290491191147, z=0.0631104365529052, w=0.0643311413218202)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.013333333333333334, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.06, z=-0.06)>	COMP<58>
[1740779513.8493714]	Q_Header<(2621443, 32875, 257, 173, 250, 8, 58, 71, 27)>	Q_Data<(0, 0, 48, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 215, 173, 169, 253, 196, 253, 253, 220, 238, 253, 253, 212, 77, 30, 21, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6451424703715745, y=-0.7587290491191147, z=0.0631104365529052, w=0.0643311413218202)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=0.013333333333333334, z=0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.19, y=0.06, z=-0.06)>	COMP<58>
