[1740779585.5991354]	Q_Header<(2621443, 40054, 257, 173, 250, 8, 58, 0, 58)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 5, 0, 0, 0, 17, 22, 2, 0, 27, 23, 30, 0, 31, 64, 40, 153, 219, 109, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 134, 161, 33, 0, 0, 0, 22, 0, 30, 0, 29, 118, 170, 253, 239, 253, 253, 253, 253, 253, 253, 253, 180, 91, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8156763486734653, y=0.5713518632095411, z=-0.05834978968361514, w=0.06945822244765067)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=0.0, z=0.03)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.07, z=-0.05)>	COMP<240>
[1740779586.258992]	Q_Header<(2621443, 40120, 257, 173, 250, 8, 58, 66, 26)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 253, 253, 253, 253, 157, 120, 74, 76, 33, 44, 26, 39, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8095017895711679, y=0.579828621045472, z=-0.062377352706154986, w=0.06793150054985372)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.01888888888888889, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.07, z=-0.07)>	COMP<243>
[1740779586.2690105]	Q_Header<(2621443, 40121, 257, 173, 250, 8, 58, 67, 39)>	Q_Data<(0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 253, 253, 253, 212, 220, 186, 154, 106, 68, 36, 80, 63, 0, 14, 7, 13, 24, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 20, 20, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8095017895711679, y=0.579828621045472, z=-0.062377352706154986, w=0.06793150054985372)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.01888888888888889, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.07, z=-0.07)>	COMP<243>
[1740779586.2791455]	Q_Header<(2621443, 40122, 257, 173, 250, 8, 58, 68, 33)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 234, 253, 253, 220, 253, 206, 253, 211, 119, 113, 200, 154, 38, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 75, 21, 43, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8093155533422539, y=0.5800705142507376, z=-0.06274331740843415, w=0.06774813455579953)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.017777777777777778, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.05, z=-0.02)>	COMP<247>
[1740779586.2889912]	Q_Header<(2621443, 40123, 257, 173, 250, 8, 58, 69, 33)>	Q_Data<(0, 0, 45, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 155, 253, 222, 253, 253, 108, 253, 238, 175, 174, 253, 235, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 94, 103, 50, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8093155533422539, y=0.5800705142507376, z=-0.06274331740843415, w=0.06774813455579953)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.017777777777777778, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.05, z=-0.02)>	COMP<247>
[1740779586.2990453]	Q_Header<(2621443, 40124, 257, 173, 250, 8, 58, 70, 40)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 121, 244, 249, 253, 230, 217, 234, 175, 226, 200, 253, 253, 115, 44, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 31, 93, 212, 253, 109, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8093155533422539, y=0.5800705142507376, z=-0.06274331740843415, w=0.06774813455579953)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=0.017777777777777778, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.05, z=-0.02)>	COMP<247>
[1740779586.3091261]	Q_Header<(2621443, 40125, 257, 173, 250, 8, 58, 71, 37)>	Q_Data<(0, 0, 48, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 102, 207, 253, 253, 253, 253, 203, 253, 253, 181, 253, 253, 147, 28, 90, 27, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 253, 253, 253, 253, 154, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8090824848672304, y=0.5803836261770138, z=-0.06304935175526924, w=0.067565955850032)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.012222222222222223, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.06, z=-0.01)>	COMP<247>
[1740779586.3190856]	Q_Header<(2621443, 40126, 257, 173, 250, 8, 58, 72, 39)>	Q_Data<(0, 0, 61, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 58, 128, 204, 253, 253, 251, 253, 253, 232, 253, 234, 253, 174, 89, 123, 56, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 210, 253, 253, 253, 253, 253, 112, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8090824848672304, y=0.5803836261770138, z=-0.06304935175526924, w=0.067565955850032)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.012222222222222223, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.06, z=-0.01)>	COMP<247>
[1740779586.3291154]	Q_Header<(2621443, 40127, 257, 173, 250, 8, 58, 73, 39)>	Q_Data<(0, 0, 70, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 34, 50, 100, 253, 253, 165, 208, 253, 238, 221, 253, 253, 185, 134, 130, 107, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 237, 253, 253, 253, 253, 253, 111, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8090824848672304, y=0.5803836261770138, z=-0.06304935175526924, w=0.067565955850032)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.012222222222222223, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.06, z=-0.01)>	COMP<247>
[1740779586.339248]	Q_Header<(2621443, 40128, 257, 173, 250, 8, 58, 74, 40)>	Q_Data<(0, 0, 75, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 26, 79, 249, 238, 253, 125, 253, 253, 158, 253, 253, 180, 132, 104, 137, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 244, 253, 253, 253, 253, 196, 91, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8090824848672304, y=0.5803836261770138, z=-0.06304935175526924, w=0.067565955850032)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=0.012222222222222223, z=0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.06, z=-0.01)>	COMP<247>
[1740779586.3491285]	Q_Header<(2621443, 40129, 257, 173, 250, 8, 58, 75, 44)>	Q_Data<(0, 0, 63, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 41, 37, 60, 159, 233, 253, 108, 253, 253, 253, 253, 253, 156, 91, 58, 133, 83, 6, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 7, 214, 253, 253, 253, 253, 86, 87, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8087927491354632, y=0.5807609243094055, z=-0.06335573719738968, w=0.06750620938373121)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.008888888888888889, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.07, z=-0.07)>	COMP<247>
[1740779586.3590467]	Q_Header<(2621443, 40130, 257, 173, 250, 8, 58, 76, 39)>	Q_Data<(0, 0, 73, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 30, 24, 22, 91, 253, 253, 152, 253, 253, 253, 253, 166, 123, 84, 40, 86, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 153, 253, 253, 253, 245, 95, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8087927491354632, y=0.5807609243094055, z=-0.06335573719738968, w=0.06750620938373121)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.008888888888888889, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.07, z=-0.07)>	COMP<247>
[1740779586.3690393]	Q_Header<(2621443, 40131, 257, 173, 250, 8, 58, 77, 42)>	Q_Data<(0, 0, 71, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 18, 0, 0, 46, 220, 253, 233, 253, 253, 253, 253, 190, 123, 78, 32, 0, 29, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 23, 75, 152, 186, 136, 94, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8087927491354632, y=0.5807609243094055, z=-0.06335573719738968, w=0.06750620938373121)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.008888888888888889, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.07, z=-0.07)>	COMP<247>
[1740779586.379166]	Q_Header<(2621443, 40132, 257, 173, 250, 8, 58, 78, 38)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 45, 14, 0, 60, 142, 107, 253, 253, 253, 253, 253, 249, 176, 87, 50, 0, 18, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26, 75, 91, 93, 43, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8085828986005996, y=0.5810468896948754, z=-0.06341467630178314, w=0.06750397689102229)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0044444444444444444, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.06, z=0.0)>	COMP<240>
[1740779586.3890245]	Q_Header<(2621443, 40133, 257, 173, 250, 8, 58, 79, 34)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 46, 16, 24, 93, 197, 204, 253, 221, 253, 253, 253, 253, 248, 103, 91, 0, 0, 28, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8085828986005996, y=0.5810468896948754, z=-0.06341467630178314, w=0.06750397689102229)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0044444444444444444, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.06, z=0.0)>	COMP<240>
[1740779586.3990035]	Q_Header<(2621443, 40134, 257, 173, 250, 8, 58, 80, 33)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 14, 34, 49, 99, 199, 176, 156, 253, 253, 253, 253, 253, 253, 109, 118, 0, 0, 9, 0, 6, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8085828986005996, y=0.5810468896948754, z=-0.06341467630178314, w=0.06750397689102229)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.0044444444444444444, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.06, z=0.0)>	COMP<240>
[1740779586.4093196]	Q_Header<(2621443, 40135, 257, 173, 250, 8, 58, 81, 35)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 34, 45, 52, 83, 157, 119, 164, 253, 253, 253, 235, 253, 250, 158, 167, 96, 59, 32, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8083486728508338, y=0.5813591897390662, z=-0.06353752404392314, w=0.06750480460382227)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.0022222222222222222, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.06, z=0.0)>	COMP<246>
[1740779586.4190497]	Q_Header<(2621443, 40136, 257, 173, 250, 8, 58, 82, 31)>	Q_Data<(0, 0, 69, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 35, 22, 47, 64, 117, 97, 131, 253, 253, 253, 253, 253, 204, 253, 253, 195, 141, 70, 56, 81, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8083486728508338, y=0.5813591897390662, z=-0.06353752404392314, w=0.06750480460382227)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.0022222222222222222, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.06, z=0.0)>	COMP<246>
