[1740779790.5308826]	Q_Header<(2621443, 60554, 257, 173, 250, 8, 58, 0, 84)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 245, 253, 153, 253, 253, 253, 253, 172, 200, 182, 143, 100, 253, 250, 205, 109, 33, 84, 119, 154, 253, 253, 253, 253, 50, 121, 253, 253, 125, 155, 165, 145, 185, 253, 253, 166, 89, 26, 56, 79, 86, 86, 195, 253, 253, 73, 45, 60, 32, 0, 90, 253, 253, 123, 105, 79, 0, 0, 0, 0, 64, 0, 225, 253, 253, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 253, 253, 215, 48, 177, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7188911143780738, y=-0.6893493161645412, z=0.04486202827881511, w=0.07733359160443366)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=0.021111111111111112, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.15, z=-0.06)>	COMP<170>
[1740779791.000608]	Q_Header<(2621443, 60601, 257, 173, 250, 8, 58, 47, 47)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 13, 8, 0, 0, 0, 17, 0, 17, 32, 8, 17, 0, 0, 0, 0, 55, 107, 84, 22, 0, 36, 47, 0, 13, 0, 55, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 253, 253, 253, 253, 253, 253, 225, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7184601190837183, y=-0.6899560943099441, z=0.045350086524441655, w=0.07562416851114832)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.035555555555555556, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.18, z=0.0)>	COMP<178>
[1740779791.0106926]	Q_Header<(2621443, 60602, 257, 173, 250, 8, 58, 48, 50)>	Q_Data<(0, 0, 71, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 15, 16, 0, 12, 0, 0, 21, 23, 0, 23, 10, 0, 0, 19, 0, 25, 67, 50, 0, 25, 38, 48, 0, 0, 0, 44, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 186, 169, 107, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7183201488725957, y=-0.6901220089474415, z=0.04565413130739243, w=0.075256074735314)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.03333333333333333, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.18, z=-0.05)>	COMP<173>
[1740779791.020645]	Q_Header<(2621443, 60603, 257, 173, 250, 8, 58, 49, 51)>	Q_Data<(0, 0, 64, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 13, 4, 6, 8, 0, 0, 56, 68, 0, 5, 0, 8, 34, 0, 3, 35, 27, 42, 64, 26, 61, 56, 79, 76, 54, 103, 157, 97, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 253, 253, 253, 98, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7183201488725957, y=-0.6901220089474415, z=0.04565413130739243, w=0.075256074735314)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.03333333333333333, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.18, z=-0.05)>	COMP<173>
[1740779791.0306191]	Q_Header<(2621443, 60604, 257, 173, 250, 8, 58, 50, 50)>	Q_Data<(0, 0, 61, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 18, 0, 0, 16, 21, 0, 72, 149, 177, 47, 36, 0, 5, 16, 23, 13, 0, 11, 96, 110, 144, 167, 135, 191, 180, 150, 213, 253, 149, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 214, 180, 136, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7183201488725957, y=-0.6901220089474415, z=0.04565413130739243, w=0.075256074735314)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.03333333333333333, z=-0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.18, z=-0.05)>	COMP<173>
[1740779791.0406353]	Q_Header<(2621443, 60605, 257, 173, 250, 8, 58, 51, 45)>	Q_Data<(0, 0, 50, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 0, 26, 36, 30, 32, 123, 209, 253, 73, 62, 39, 0, 0, 28, 17, 0, 65, 168, 193, 253, 253, 234, 253, 253, 253, 253, 253, 181, 143, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.718145132821589, y=-0.6903128890202423, z=0.046020859268016155, w=0.07495174427204752)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.03333333333333333, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.17, z=0.03)>	COMP<170>
[1740779791.05089]	Q_Header<(2621443, 60606, 257, 173, 250, 8, 58, 52, 42)>	Q_Data<(0, 0, 53, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 15, 15, 36, 41, 27, 57, 161, 205, 253, 81, 95, 37, 41, 39, 31, 19, 69, 113, 233, 253, 253, 253, 253, 253, 253, 253, 253, 253, 162, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.718145132821589, y=-0.6903128890202423, z=0.046020859268016155, w=0.07495174427204752)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.03333333333333333, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.17, z=0.03)>	COMP<170>
[1740779791.0605843]	Q_Header<(2621443, 60607, 257, 173, 250, 8, 58, 53, 45)>	Q_Data<(0, 0, 58, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 17, 12, 33, 42, 35, 80, 194, 123, 253, 108, 116, 7, 64, 79, 47, 19, 120, 177, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 119, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 12, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.718145132821589, y=-0.6903128890202423, z=0.046020859268016155, w=0.07495174427204752)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.03333333333333333, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.17, z=0.03)>	COMP<170>
[1740779791.070621]	Q_Header<(2621443, 60608, 257, 173, 250, 8, 58, 54, 46)>	Q_Data<(0, 0, 53, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 38, 21, 33, 51, 58, 89, 192, 87, 253, 253, 112, 32, 41, 61, 47, 30, 150, 205, 253, 253, 253, 253, 253, 220, 222, 253, 253, 191, 54, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 67, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.718145132821589, y=-0.6903128890202423, z=0.046020859268016155, w=0.07495174427204752)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.03333333333333333, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.17, z=0.03)>	COMP<170>
[1740779791.0807745]	Q_Header<(2621443, 60609, 257, 173, 250, 8, 58, 55, 49)>	Q_Data<(0, 0, 14, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 14, 4, 33, 52, 60, 67, 141, 153, 253, 253, 124, 102, 141, 171, 142, 91, 192, 228, 192, 253, 253, 121, 206, 121, 154, 216, 203, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 90, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7179429122756484, y=-0.6905386474102428, z=0.04638583807952842, w=0.07458354491208385)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.025555555555555557, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.16, z=0.0)>	COMP<170>
[1740779791.0922801]	Q_Header<(2621443, 60610, 257, 173, 250, 8, 58, 56, 50)>	Q_Data<(0, 0, 35, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 30, 16, 24, 23, 72, 74, 190, 253, 253, 253, 182, 156, 253, 253, 253, 166, 239, 253, 93, 225, 230, 136, 144, 70, 106, 97, 113, 26, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 53, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7179429122756484, y=-0.6905386474102428, z=0.04638583807952842, w=0.07458354491208385)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.025555555555555557, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.16, z=0.0)>	COMP<170>
[1740779791.1009507]	Q_Header<(2621443, 60611, 257, 173, 250, 8, 58, 57, 48)>	Q_Data<(0, 0, 33, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 31, 11, 44, 113, 106, 167, 200, 253, 253, 253, 148, 192, 253, 253, 253, 228, 243, 253, 175, 206, 103, 190, 94, 49, 63, 50, 63, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7179429122756484, y=-0.6905386474102428, z=0.04638583807952842, w=0.07458354491208385)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.025555555555555557, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.16, z=0.0)>	COMP<170>
[1740779791.1106508]	Q_Header<(2621443, 60612, 257, 173, 250, 8, 58, 58, 44)>	Q_Data<(0, 0, 50, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 8, 34, 95, 212, 212, 201, 128, 253, 253, 253, 209, 197, 253, 253, 253, 184, 220, 253, 244, 215, 103, 144, 75, 36, 52, 0, 50, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7177670696575421, y=-0.6907287353158507, z=0.04656941106706672, w=0.07440119540072651)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.015555555555555555, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.19, z=-0.04)>	COMP<177>
[1740779791.120565]	Q_Header<(2621443, 60613, 257, 173, 250, 8, 58, 59, 39)>	Q_Data<(0, 0, 71, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 57, 38, 182, 253, 253, 139, 91, 201, 177, 253, 253, 159, 253, 253, 253, 173, 193, 253, 247, 154, 40, 77, 0, 17, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7177670696575421, y=-0.6907287353158507, z=0.04656941106706672, w=0.07440119540072651)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.015555555555555555, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.19, z=-0.04)>	COMP<177>
[1740779791.1306086]	Q_Header<(2621443, 60614, 257, 173, 250, 8, 58, 60, 34)>	Q_Data<(0, 0, 71, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 69, 93, 241, 253, 253, 143, 132, 175, 233, 253, 253, 111, 252, 253, 253, 253, 214, 199, 184, 106, 56, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7177670696575421, y=-0.6907287353158507, z=0.04656941106706672, w=0.07440119540072651)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.015555555555555555, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.19, z=-0.04)>	COMP<177>
[1740779791.1406682]	Q_Header<(2621443, 60615, 257, 173, 250, 8, 58, 61, 33)>	Q_Data<(0, 0, 68, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 71, 96, 248, 253, 253, 191, 187, 186, 245, 253, 253, 89, 143, 220, 253, 253, 253, 190, 116, 115, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7177670696575421, y=-0.6907287353158507, z=0.04656941106706672, w=0.07440119540072651)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.015555555555555555, z=-0.013333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.19, z=-0.04)>	COMP<177>
[1740779791.1522765]	Q_Header<(2621443, 60616, 257, 173, 250, 8, 58, 62, 33)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 130, 129, 245, 253, 253, 234, 198, 194, 229, 253, 249, 129, 106, 224, 253, 253, 253, 218, 102, 131, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7175899216904436, y=-0.6909175736612929, z=0.046691867831350625, w=0.0742797426807238)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.008888888888888889, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.18, z=0.02)>	COMP<171>
[1740779791.1616316]	Q_Header<(2621443, 60617, 257, 173, 250, 8, 58, 63, 34)>	Q_Data<(0, 0, 63, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 253, 200, 229, 253, 253, 253, 204, 253, 253, 253, 225, 139, 142, 232, 253, 253, 253, 220, 83, 111, 38, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7175899216904436, y=-0.6909175736612929, z=0.046691867831350625, w=0.0742797426807238)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.005555555555555556, y=-0.008888888888888889, z=-0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.18, z=0.02)>	COMP<171>
