[1740779755.5405748]	Q_Header<(2621443, 57054, 257, 173, 250, 8, 58, 0, 67)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 199, 237, 253, 230, 220, 182, 189, 101, 46, 79, 126, 238, 227, 253, 208, 226, 205, 118, 64, 173, 253, 188, 120, 253, 253, 253, 253, 253, 253, 229, 223, 201, 191, 179, 234, 125, 253, 253, 253, 253, 107, 87, 89, 87, 118, 117, 107, 0, 178, 213, 225, 234, 107, 98, 170, 253, 178, 27, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8297490186085253, y=-0.5498498645563961, z=0.027281928011622717, w=0.09185526097872973)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.02666666666666667, z=0.035555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.17, y=-0.11, z=-0.11)>	COMP<143>
[1740779756.1903257]	Q_Header<(2621443, 57120, 257, 173, 250, 8, 58, 66, 27)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 150, 252, 155, 241, 157, 199, 253, 193, 90, 0, 0, 0, 0, 0, 12, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8309945702181241, y=-0.5487676959846606, z=0.022644067980236802, w=0.08825693342162376)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.011111111111111112, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=-0.18, z=0.06)>	COMP<147>
[1740779756.2002764]	Q_Header<(2621443, 57121, 257, 173, 250, 8, 58, 67, 26)>	Q_Data<(0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 124, 138, 155, 199, 157, 242, 132, 139, 196, 128, 98, 36, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8309945702181241, y=-0.5487676959846606, z=0.022644067980236802, w=0.08825693342162376)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.011111111111111112, z=-0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=-0.18, z=0.06)>	COMP<147>
[1740779756.210302]	Q_Header<(2621443, 57122, 257, 173, 250, 8, 58, 68, 22)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 132, 145, 138, 217, 146, 233, 74, 70, 106, 87, 93, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8309942002818805, y=-0.5487064164916714, z=0.022949233882187815, w=0.0885620701145067)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.008888888888888889, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.18, z=0.0)>	COMP<147>
[1740779756.220275]	Q_Header<(2621443, 57123, 257, 173, 250, 8, 58, 69, 28)>	Q_Data<(0, 0, 61, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 131, 131, 63, 226, 165, 234, 140, 87, 28, 71, 72, 36, 8, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8309942002818805, y=-0.5487064164916714, z=0.022949233882187815, w=0.0885620701145067)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.008888888888888889, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.18, z=0.0)>	COMP<147>
[1740779756.230182]	Q_Header<(2621443, 57124, 257, 173, 250, 8, 58, 70, 23)>	Q_Data<(0, 0, 68, 0, 62, 0, 0, 0, 0, 0, 0, 0, 35, 125, 98, 140, 176, 204, 235, 93, 91, 42, 43, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8309942002818805, y=-0.5487064164916714, z=0.022949233882187815, w=0.0885620701145067)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=0.008888888888888889, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.18, z=0.0)>	COMP<147>
[1740779756.240697]	Q_Header<(2621443, 57125, 257, 173, 250, 8, 58, 71, 27)>	Q_Data<(0, 0, 55, 0, 66, 0, 0, 0, 0, 0, 0, 0, 44, 124, 0, 152, 201, 180, 210, 118, 77, 42, 19, 18, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8309434019982809, y=-0.5487131764334174, z=0.023437804199158207, w=0.0888683409218082)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=0.005555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=-0.16, z=0.0)>	COMP<142>
[1740779756.2503023]	Q_Header<(2621443, 57126, 257, 173, 250, 8, 58, 72, 28)>	Q_Data<(0, 0, 69, 0, 68, 0, 0, 0, 0, 0, 0, 0, 49, 110, 0, 154, 170, 163, 190, 111, 110, 88, 13, 22, 0, 0, 7, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8309434019982809, y=-0.5487131764334174, z=0.023437804199158207, w=0.0888683409218082)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=0.005555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=-0.16, z=0.0)>	COMP<142>
[1740779756.2602735]	Q_Header<(2621443, 57127, 257, 173, 250, 8, 58, 73, 26)>	Q_Data<(0, 0, 74, 0, 69, 0, 0, 0, 0, 0, 0, 0, 120, 135, 75, 0, 143, 235, 224, 88, 152, 133, 33, 19, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8309434019982809, y=-0.5487131764334174, z=0.023437804199158207, w=0.0888683409218082)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=0.005555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=-0.16, z=0.0)>	COMP<142>
[1740779756.2702746]	Q_Header<(2621443, 57128, 257, 173, 250, 8, 58, 74, 26)>	Q_Data<(0, 0, 75, 0, 67, 0, 0, 0, 0, 0, 0, 0, 122, 115, 143, 112, 217, 251, 253, 131, 155, 143, 24, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8309434019982809, y=-0.5487131764334174, z=0.023437804199158207, w=0.0888683409218082)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.022222222222222223, y=0.005555555555555556, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=-0.16, z=0.0)>	COMP<142>
[1740779756.2803602]	Q_Header<(2621443, 57129, 257, 173, 250, 8, 58, 75, 29)>	Q_Data<(0, 0, 59, 0, 66, 0, 0, 0, 0, 0, 0, 0, 118, 124, 123, 26, 207, 253, 237, 114, 113, 121, 40, 20, 12, 0, 0, 0, 21, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8309333074771037, y=-0.548645475313037, z=0.023986836333076373, w=0.08923347256732228)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.0, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=-0.15, z=0.0)>	COMP<142>
[1740779756.2903101]	Q_Header<(2621443, 57130, 257, 173, 250, 8, 58, 76, 29)>	Q_Data<(0, 0, 74, 0, 64, 0, 0, 0, 0, 0, 0, 0, 116, 128, 95, 38, 136, 197, 165, 88, 121, 117, 37, 37, 0, 13, 6, 0, 17, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8309333074771037, y=-0.548645475313037, z=0.023986836333076373, w=0.08923347256732228)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.0, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=-0.15, z=0.0)>	COMP<142>
[1740779756.3003392]	Q_Header<(2621443, 57131, 257, 173, 250, 8, 58, 77, 33)>	Q_Data<(0, 0, 73, 0, 60, 0, 0, 0, 0, 0, 0, 0, 112, 131, 146, 133, 66, 112, 69, 144, 144, 115, 46, 38, 0, 13, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8309333074771037, y=-0.548645475313037, z=0.023986836333076373, w=0.08923347256732228)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03, y=0.0, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.2, y=-0.15, z=0.0)>	COMP<142>
[1740779756.3103843]	Q_Header<(2621443, 57132, 257, 173, 250, 8, 58, 78, 30)>	Q_Data<(0, 0, 70, 0, 62, 0, 0, 0, 0, 0, 0, 21, 107, 134, 148, 139, 86, 40, 101, 155, 131, 93, 43, 26, 0, 0, 12, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8308807487298214, y=-0.5485900366990109, z=0.024780546829083046, w=0.0898447412128331)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03666666666666667, y=-0.0044444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.12, z=-0.05)>	COMP<142>
[1740779756.3203363]	Q_Header<(2621443, 57133, 257, 173, 250, 8, 58, 79, 31)>	Q_Data<(0, 0, 69, 0, 62, 0, 0, 0, 0, 0, 0, 18, 108, 135, 138, 56, 81, 75, 88, 123, 98, 62, 14, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8308807487298214, y=-0.5485900366990109, z=0.024780546829083046, w=0.0898447412128331)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03666666666666667, y=-0.0044444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.12, z=-0.05)>	COMP<142>
[1740779756.3304033]	Q_Header<(2621443, 57134, 257, 173, 250, 8, 58, 80, 29)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 11, 123, 116, 134, 121, 130, 75, 53, 59, 46, 20, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8308807487298214, y=-0.5485900366990109, z=0.024780546829083046, w=0.0898447412128331)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03666666666666667, y=-0.0044444444444444444, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.12, z=-0.05)>	COMP<142>
[1740779756.34098]	Q_Header<(2621443, 57135, 257, 173, 250, 8, 58, 81, 23)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 37, 115, 134, 134, 142, 164, 71, 37, 50, 42, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.830812577209311, y=-0.5485853250042085, z=0.025390687049593987, w=0.09033225200336323)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=-0.008888888888888889, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.09, z=-0.01)>	COMP<140>
[1740779756.3502688]	Q_Header<(2621443, 57136, 257, 173, 250, 8, 58, 82, 27)>	Q_Data<(0, 0, 71, 0, 63, 0, 0, 0, 0, 0, 0, 75, 108, 122, 144, 150, 146, 64, 68, 55, 53, 26, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.830812577209311, y=-0.5485853250042085, z=0.025390687049593987, w=0.09033225200336323)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.042222222222222223, y=-0.008888888888888889, z=-0.0011111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.18, y=-0.09, z=-0.01)>	COMP<140>
