[1740779685.5698097]	Q_Header<(2621443, 50054, 257, 173, 250, 8, 58, 0, 43)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 203, 253, 253, 253, 253, 249, 253, 204, 230, 149, 156, 149, 253, 253, 253, 253, 253, 177, 109, 58, 54, 63, 162, 182, 134, 125, 40, 29, 0, 29, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8127908146650461, y=-0.575917558547674, z=0.03332460650350042, w=0.08111428945632246)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.01, z=-0.07)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.16, z=-0.18)>	COMP<170>
[1740779686.0698285]	Q_Header<(2621443, 50104, 257, 173, 250, 8, 58, 50, 49)>	Q_Data<(0, 0, 57, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12, 0, 0, 15, 0, 0, 0, 0, 15, 13, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 224, 146, 253, 222, 52, 75, 0, 122, 253, 253, 193, 253, 253, 0, 101, 0, 94, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8016295844545418, y=-0.5904495660128855, z=0.03649874307170824, w=0.08618097862416728)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.015555555555555555, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.15, y=-0.17, z=0.0)>	COMP<168>
[1740779686.0798986]	Q_Header<(2621443, 50105, 257, 173, 250, 8, 58, 51, 45)>	Q_Data<(0, 0, 52, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 219, 253, 253, 253, 253, 253, 253, 253, 253, 253, 128, 195, 253, 253, 211, 206, 116, 185, 253, 253, 185, 253, 224, 178, 146, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8012107376385691, y=-0.5910050714218226, z=0.03698740816705819, w=0.08605981108176906)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.023333333333333334, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.16, z=0.03)>	COMP<164>
[1740779686.089707]	Q_Header<(2621443, 50106, 257, 173, 250, 8, 58, 52, 43)>	Q_Data<(0, 0, 53, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 0, 0, 0, 10, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 107, 253, 253, 253, 253, 253, 253, 253, 253, 130, 209, 253, 253, 253, 253, 196, 179, 253, 253, 250, 253, 253, 253, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8012107376385691, y=-0.5910050714218226, z=0.03698740816705819, w=0.08605981108176906)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.023333333333333334, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.16, z=0.03)>	COMP<164>
[1740779686.0997968]	Q_Header<(2621443, 50107, 257, 173, 250, 8, 58, 53, 44)>	Q_Data<(0, 0, 58, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 11, 12, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 253, 253, 253, 253, 253, 253, 124, 253, 186, 253, 253, 253, 253, 253, 171, 220, 253, 222, 253, 253, 253, 253, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8012107376385691, y=-0.5910050714218226, z=0.03698740816705819, w=0.08605981108176906)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.023333333333333334, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=-0.16, z=0.03)>	COMP<164>
[1740779686.109921]	Q_Header<(2621443, 50108, 257, 173, 250, 8, 58, 54, 49)>	Q_Data<(0, 0, 47, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 16, 14, 11, 0, 0, 0, 18, 0, 24, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 87, 211, 253, 253, 253, 253, 253, 253, 245, 253, 253, 253, 253, 253, 228, 253, 253, 182, 253, 253, 253, 253, 53, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8008294301244673, y=-0.5915432388359376, z=0.03735291603049874, w=0.085753018011194)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.028888888888888888, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.16, z=-0.03)>	COMP<169>
[1740779686.1198285]	Q_Header<(2621443, 50109, 257, 173, 250, 8, 58, 55, 42)>	Q_Data<(0, 0, 25, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 18, 13, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 190, 236, 253, 243, 253, 253, 225, 233, 253, 253, 253, 253, 253, 253, 253, 236, 248, 253, 229, 253, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8008294301244673, y=-0.5915432388359376, z=0.03735291603049874, w=0.085753018011194)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.028888888888888888, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.16, z=-0.03)>	COMP<169>
[1740779686.1299171]	Q_Header<(2621443, 50110, 257, 173, 250, 8, 58, 56, 45)>	Q_Data<(0, 0, 43, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 28, 29, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 114, 127, 97, 253, 253, 156, 168, 253, 253, 253, 253, 253, 253, 253, 198, 205, 216, 174, 220, 66, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8008294301244673, y=-0.5915432388359376, z=0.03735291603049874, w=0.085753018011194)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.028888888888888888, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.16, z=-0.03)>	COMP<169>
[1740779686.139964]	Q_Header<(2621443, 50111, 257, 173, 250, 8, 58, 57, 50)>	Q_Data<(0, 0, 38, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 27, 25, 14, 0, 0, 6, 0, 0, 9, 0, 0, 0, 19, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 45, 0, 0, 121, 180, 34, 58, 194, 253, 253, 253, 253, 253, 220, 122, 221, 168, 224, 141, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8008294301244673, y=-0.5915432388359376, z=0.03735291603049874, w=0.085753018011194)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=-0.028888888888888888, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.16, z=-0.03)>	COMP<169>
[1740779686.1498168]	Q_Header<(2621443, 50112, 257, 173, 250, 8, 58, 58, 36)>	Q_Data<(0, 0, 34, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 4, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 21, 0, 0, 88, 232, 253, 253, 253, 253, 219, 0, 183, 160, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8002952256215365, y=-0.5923478618560869, z=0.03771983293426705, w=0.08502221242303236)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.035555555555555556, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.18, z=-0.12)>	COMP<169>
[1740779686.15978]	Q_Header<(2621443, 50113, 257, 173, 250, 8, 58, 59, 35)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 24, 17, 7, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 119, 231, 253, 253, 253, 253, 231, 124, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8002952256215365, y=-0.5923478618560869, z=0.03771983293426705, w=0.08502221242303236)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.035555555555555556, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.18, z=-0.12)>	COMP<169>
[1740779686.1698108]	Q_Header<(2621443, 50114, 257, 173, 250, 8, 58, 60, 37)>	Q_Data<(0, 0, 70, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 0, 0, 0, 0, 15, 0, 7, 0, 0, 0, 11, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 203, 206, 152, 241, 253, 253, 253, 253, 97, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8002952256215365, y=-0.5923478618560869, z=0.03771983293426705, w=0.08502221242303236)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.035555555555555556, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.11, y=-0.18, z=-0.12)>	COMP<169>
[1740779686.1803963]	Q_Header<(2621443, 50115, 257, 173, 250, 8, 58, 61, 38)>	Q_Data<(0, 0, 65, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 19, 8, 7, 14, 0, 0, 28, 17, 0, 8, 0, 7, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 4, 0, 246, 253, 253, 253, 253, 253, 253, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7999181056407876, y=-0.5929501294292882, z=0.037902422066452696, w=0.08428863908819835)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=-0.03777777777777778, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.16, z=-0.14)>	COMP<165>
[1740779686.1908426]	Q_Header<(2621443, 50116, 257, 173, 250, 8, 58, 62, 32)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 11, 13, 22, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 41, 250, 253, 253, 253, 253, 253, 253, 62, 75, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7999181056407876, y=-0.5929501294292882, z=0.037902422066452696, w=0.08428863908819835)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=-0.03777777777777778, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.16, z=-0.14)>	COMP<165>
[1740779686.199776]	Q_Header<(2621443, 50117, 257, 173, 250, 8, 58, 63, 35)>	Q_Data<(0, 0, 63, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 14, 0, 17, 26, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 253, 253, 253, 253, 253, 253, 82, 75, 46, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7999181056407876, y=-0.5929501294292882, z=0.037902422066452696, w=0.08428863908819835)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.042222222222222223, y=-0.03777777777777778, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.16, z=-0.14)>	COMP<165>
[1740779686.2098393]	Q_Header<(2621443, 50118, 257, 173, 250, 8, 58, 64, 41)>	Q_Data<(0, 0, 56, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14, 5, 20, 36, 20, 0, 0, 0, 3, 0, 22, 19, 0, 11, 0, 0, 0, 0, 19, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 253, 253, 253, 253, 253, 253, 44, 58, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7994991558040385, y=-0.5936276654210305, z=0.03802488541613223, w=0.08343502145080699)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.04, z=-0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.17, z=-0.17)>	COMP<165>
[1740779686.2203372]	Q_Header<(2621443, 50119, 257, 173, 250, 8, 58, 65, 43)>	Q_Data<(0, 0, 41, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 17, 17, 23, 18, 20, 0, 0, 0, 0, 0, 0, 24, 0, 14, 0, 0, 0, 22, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 166, 253, 253, 253, 253, 231, 152, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7994991558040385, y=-0.5936276654210305, z=0.03802488541613223, w=0.08343502145080699)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.04, z=-0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.17, z=-0.17)>	COMP<165>
[1740779686.2298012]	Q_Header<(2621443, 50120, 257, 173, 250, 8, 58, 66, 41)>	Q_Data<(0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 20, 24, 25, 0, 0, 0, 0, 0, 0, 16, 27, 0, 0, 48, 36, 22, 41, 13, 31, 17, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 131, 161, 237, 140, 50, 125, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7994991558040385, y=-0.5936276654210305, z=0.03802488541613223, w=0.08343502145080699)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.04, z=-0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.17, z=-0.17)>	COMP<165>
