[1740780422.965138]	Q_Header<(2621443, 58268, 257, 173, 250, 8, 58, 0, 32)>	Q_Data<(0, 0, 0, 62, 57, 41, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 33, 89, 125, 116, 74, 34, 29, 26, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33324783341549485, y=-0.9378546168978927, z=0.09619021711773258, w=-0.01104722671212538)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.022222222222222223, z=0.13777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=-0.07)>	COMP<90>
[1740780423.4851656]	Q_Header<(2621443, 58320, 257, 173, 250, 8, 58, 52, 29)>	Q_Data<(0, 0, 58, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 46, 52, 42, 114, 253, 253, 253, 253, 253, 253, 253, 253, 138, 168, 207, 90, 50, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3070146047438974, y=-0.9460078248361165, z=0.10333513436012293, w=-0.01153593644067527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.006666666666666667, z=0.08444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.09, z=0.02)>	COMP<84>
[1740780423.49515]	Q_Header<(2621443, 58321, 257, 173, 250, 8, 58, 53, 31)>	Q_Data<(0, 0, 65, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 21, 43, 78, 173, 253, 253, 253, 253, 253, 181, 253, 253, 127, 123, 131, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3070146047438974, y=-0.9460078248361165, z=0.10333513436012293, w=-0.01153593644067527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.006666666666666667, z=0.08444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.09, z=0.02)>	COMP<84>
[1740780423.505229]	Q_Header<(2621443, 58322, 257, 173, 250, 8, 58, 54, 27)>	Q_Data<(0, 0, 13, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 11, 0, 90, 253, 253, 253, 253, 253, 249, 67, 185, 202, 121, 91, 47, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3070146047438974, y=-0.9460078248361165, z=0.10333513436012293, w=-0.01153593644067527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=0.006666666666666667, z=0.08444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.09, z=0.02)>	COMP<84>
[1740780423.515165]	Q_Header<(2621443, 58323, 257, 173, 250, 8, 58, 55, 23)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 32, 32, 0, 82, 253, 253, 253, 253, 253, 253, 160, 155, 151, 111, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30590127005339846, y=-0.9463896834493208, z=0.10314707629494081, w=-0.011474349315650221)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.012222222222222223, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.11, z=0.01)>	COMP<86>
[1740780423.5251365]	Q_Header<(2621443, 58324, 257, 173, 250, 8, 58, 56, 26)>	Q_Data<(0, 0, 35, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 253, 253, 253, 253, 253, 253, 221, 238, 111, 60, 43, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30590127005339846, y=-0.9463896834493208, z=0.10314707629494081, w=-0.011474349315650221)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.012222222222222223, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.11, z=0.01)>	COMP<86>
[1740780423.5352979]	Q_Header<(2621443, 58325, 257, 173, 250, 8, 58, 57, 24)>	Q_Data<(0, 0, 67, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 127, 253, 253, 253, 253, 253, 253, 242, 253, 123, 29, 49, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30590127005339846, y=-0.9463896834493208, z=0.10314707629494081, w=-0.011474349315650221)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.012222222222222223, z=0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.11, z=0.01)>	COMP<86>
[1740780423.5451894]	Q_Header<(2621443, 58326, 257, 173, 250, 8, 58, 58, 31)>	Q_Data<(0, 0, 57, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 18, 36, 0, 39, 191, 253, 253, 238, 253, 253, 253, 225, 235, 51, 76, 28, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30480755765135503, y=-0.9467710921681656, z=0.10290459395278025, w=-0.011291429348318118)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.016666666666666666, z=0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.09, z=0.0)>	COMP<85>
[1740780423.5551505]	Q_Header<(2621443, 58327, 257, 173, 250, 8, 58, 59, 26)>	Q_Data<(0, 0, 54, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 8, 31, 0, 61, 253, 253, 253, 253, 253, 253, 240, 174, 253, 149, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30480755765135503, y=-0.9467710921681656, z=0.10290459395278025, w=-0.011291429348318118)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.016666666666666666, z=0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.09, z=0.0)>	COMP<85>
[1740780423.5651026]	Q_Header<(2621443, 58328, 257, 173, 250, 8, 58, 60, 24)>	Q_Data<(0, 0, 72, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 73, 253, 253, 253, 253, 253, 253, 193, 203, 253, 162, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30480755765135503, y=-0.9467710921681656, z=0.10290459395278025, w=-0.011291429348318118)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.016666666666666666, z=0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.09, z=0.0)>	COMP<85>
[1740780423.5763106]	Q_Header<(2621443, 58329, 257, 173, 250, 8, 58, 61, 25)>	Q_Data<(0, 0, 69, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 70, 253, 253, 253, 253, 253, 222, 213, 242, 253, 162, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30353570504022614, y=-0.9472291587611643, z=0.10248068545395933, w=-0.01098661309214573)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=0.021111111111111112, z=0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.1, z=-0.05)>	COMP<85>
[1740780423.5865674]	Q_Header<(2621443, 58330, 257, 173, 250, 8, 58, 62, 27)>	Q_Data<(0, 0, 68, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 44, 101, 253, 253, 253, 253, 253, 253, 195, 213, 180, 176, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30353570504022614, y=-0.9472291587611643, z=0.10248068545395933, w=-0.01098661309214573)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=0.021111111111111112, z=0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.1, z=-0.05)>	COMP<85>
[1740780423.595152]	Q_Header<(2621443, 58331, 257, 173, 250, 8, 58, 63, 29)>	Q_Data<(0, 0, 59, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 23, 73, 49, 253, 253, 253, 253, 253, 253, 253, 197, 181, 150, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30353570504022614, y=-0.9472291587611643, z=0.10248068545395933, w=-0.01098661309214573)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=0.021111111111111112, z=0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.1, z=-0.05)>	COMP<85>
[1740780423.6051843]	Q_Header<(2621443, 58332, 257, 173, 250, 8, 58, 64, 22)>	Q_Data<(0, 0, 57, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 81, 98, 173, 253, 253, 253, 253, 253, 253, 253, 219, 227, 127, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30353570504022614, y=-0.9472291587611643, z=0.10248068545395933, w=-0.01098661309214573)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=0.021111111111111112, z=0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=0.1, z=-0.05)>	COMP<85>
[1740780423.615203]	Q_Header<(2621443, 58333, 257, 173, 250, 8, 58, 65, 25)>	Q_Data<(0, 0, 66, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 56, 134, 145, 224, 253, 253, 253, 253, 253, 253, 234, 242, 213, 105, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3026112686869506, y=-0.947567556749679, z=0.10211146682397507, w=-0.010742150723861095)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=0.016666666666666666, z=0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.09, z=-0.05)>	COMP<82>
[1740780423.6251564]	Q_Header<(2621443, 58334, 257, 173, 250, 8, 58, 66, 26)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 103, 99, 150, 146, 253, 253, 253, 253, 253, 246, 98, 232, 176, 111, 0, 72, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3026112686869506, y=-0.947567556749679, z=0.10211146682397507, w=-0.010742150723861095)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=0.016666666666666666, z=0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.09, z=-0.05)>	COMP<82>
[1740780423.635178]	Q_Header<(2621443, 58335, 257, 173, 250, 8, 58, 67, 29)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 8, 90, 120, 204, 251, 253, 253, 253, 253, 253, 244, 90, 213, 144, 154, 141, 18, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3026112686869506, y=-0.947567556749679, z=0.10211146682397507, w=-0.010742150723861095)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=0.016666666666666666, z=0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=0.09, z=-0.05)>	COMP<82>
[1740780423.6452122]	Q_Header<(2621443, 58336, 257, 173, 250, 8, 58, 68, 26)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 84, 125, 236, 253, 253, 253, 253, 253, 215, 242, 93, 253, 140, 138, 128, 9, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3017634074777449, y=-0.9478935514015732, z=0.10162541938722597, w=-0.010437205234363749)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=0.01888888888888889, z=0.057777777777777775)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.09, z=-0.05)>	COMP<77>
