[1740780450.4652903]	Q_Header<(2621443, 61018, 257, 173, 250, 8, 58, 0, 20)>	Q_Data<(0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 26, 23, 6, 34, 52, 76, 158, 129, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6779371974344055, y=-0.7287809613187001, z=0.0834985222013385, w=-0.04803606503834313)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=0.03666666666666667, z=0.19111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.04, z=0.03)>	COMP<152>
[1740780450.9655018]	Q_Header<(2621443, 61068, 257, 173, 250, 8, 58, 50, 68)>	Q_Data<(0, 0, 73, 0, 0, 0, 87, 75, 91, 0, 0, 0, 0, 0, 0, 0, 56, 60, 93, 136, 70, 130, 86, 83, 83, 125, 149, 151, 181, 120, 177, 142, 83, 127, 79, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 114, 198, 248, 180, 253, 253, 253, 238, 253, 147, 245, 0, 238, 213, 253, 253, 219, 186, 253, 253, 241, 0, 126, 253, 253, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6453887451157644, y=-0.7575108488397723, z=0.0878910339480519, w=-0.04388448153378424)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.042222222222222223, z=0.18555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=0.04, z=0.05)>	COMP<149>
[1740780450.9755888]	Q_Header<(2621443, 61069, 257, 173, 250, 8, 58, 51, 62)>	Q_Data<(0, 0, 68, 0, 61, 0, 79, 71, 91, 0, 0, 0, 0, 0, 0, 0, 40, 45, 53, 78, 46, 91, 61, 49, 66, 108, 137, 147, 156, 129, 132, 104, 37, 99, 46, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 135, 112, 0, 210, 253, 249, 223, 253, 137, 208, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 227, 253, 242, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6425828479998498, y=-0.7598322449420716, z=0.08844059144678783, w=-0.043823564291783065)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03666666666666667, z=0.18444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.03, z=0.07)>	COMP<146>
[1740780450.9854333]	Q_Header<(2621443, 61070, 257, 173, 250, 8, 58, 52, 56)>	Q_Data<(0, 0, 55, 0, 50, 0, 56, 70, 53, 0, 0, 0, 0, 0, 0, 0, 20, 25, 6, 20, 26, 43, 37, 7, 37, 70, 95, 110, 97, 60, 96, 63, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 167, 134, 156, 141, 70, 88, 73, 253, 253, 152, 253, 253, 253, 253, 253, 253, 43, 168, 253, 245, 136, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6425828479998498, y=-0.7598322449420716, z=0.08844059144678783, w=-0.043823564291783065)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03666666666666667, z=0.18444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.03, z=0.07)>	COMP<146>
[1740780450.996089]	Q_Header<(2621443, 61071, 257, 173, 250, 8, 58, 53, 51)>	Q_Data<(0, 0, 64, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 14, 0, 16, 24, 6, 0, 0, 8, 25, 39, 57, 25, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 177, 156, 87, 253, 253, 253, 253, 253, 138, 238, 253, 253, 253, 253, 63, 115, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6425828479998498, y=-0.7598322449420716, z=0.08844059144678783, w=-0.043823564291783065)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03666666666666667, z=0.18444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.03, z=0.07)>	COMP<146>
[1740780451.0053945]	Q_Header<(2621443, 61072, 257, 173, 250, 8, 58, 54, 40)>	Q_Data<(0, 0, 40, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 8, 0, 20, 0, 0, 0, 0, 0, 7, 0, 4, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 239, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 227, 253, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6425828479998498, y=-0.7598322449420716, z=0.08844059144678783, w=-0.043823564291783065)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.03666666666666667, z=0.18444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.03, z=0.07)>	COMP<146>
[1740780451.0154533]	Q_Header<(2621443, 61073, 257, 173, 250, 8, 58, 55, 35)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 210, 163, 173, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 18, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6404359121413927, y=-0.76158956558661, z=0.08892739197465063, w=-0.0437617982469626)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.04111111111111111, z=0.18666666666666668)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.05, z=-0.02)>	COMP<146>
[1740780451.0252879]	Q_Header<(2621443, 61074, 257, 173, 250, 8, 58, 56, 22)>	Q_Data<(0, 0, 31, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 191, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6404359121413927, y=-0.76158956558661, z=0.08892739197465063, w=-0.0437617982469626)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.04111111111111111, z=0.18666666666666668)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.05, z=-0.02)>	COMP<146>
[1740780451.0353765]	Q_Header<(2621443, 61075, 257, 173, 250, 8, 58, 57, 29)>	Q_Data<(0, 0, 64, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 27, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 99, 253, 253, 253, 253, 253, 253, 213, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6404359121413927, y=-0.76158956558661, z=0.08892739197465063, w=-0.0437617982469626)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.04111111111111111, z=0.18666666666666668)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=0.05, z=-0.02)>	COMP<146>
[1740780451.0454206]	Q_Header<(2621443, 61076, 257, 173, 250, 8, 58, 58, 26)>	Q_Data<(0, 0, 69, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 253, 253, 253, 253, 253, 0, 79, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6382495899235643, y=-0.76337263279851, z=0.08935616330191241, w=-0.04376254719089563)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.042222222222222223, z=0.18777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.03, z=0.04)>	COMP<145>
[1740780451.0554006]	Q_Header<(2621443, 61077, 257, 173, 250, 8, 58, 59, 35)>	Q_Data<(0, 0, 72, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 19, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 251, 197, 228, 253, 253, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6382495899235643, y=-0.76337263279851, z=0.08935616330191241, w=-0.04376254719089563)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.042222222222222223, z=0.18777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.03, z=0.04)>	COMP<145>
[1740780451.0654287]	Q_Header<(2621443, 61078, 257, 173, 250, 8, 58, 60, 50)>	Q_Data<(0, 0, 70, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 20, 15, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 42, 0, 0, 0, 0, 0, 99, 49, 90, 147, 253, 253, 253, 253, 253, 253, 253, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6382495899235643, y=-0.76337263279851, z=0.08935616330191241, w=-0.04376254719089563)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.042222222222222223, z=0.18777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=0.03, z=0.04)>	COMP<145>
[1740780451.0768611]	Q_Header<(2621443, 61079, 257, 173, 250, 8, 58, 61, 53)>	Q_Data<(0, 0, 68, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 23, 29, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 59, 0, 0, 43, 26, 0, 0, 82, 175, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 207, 235, 204, 69, 0, 36, 225, 153, 182, 0, 0, 130, 211, 91, 232, 253, 253, 253, 253, 253, 253, 253, 253, 207, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6354182857275426, y=-0.7656634707955068, z=0.08996316906756294, w=-0.04369988402467779)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.035555555555555556, z=0.18444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.05, z=-0.02)>	COMP<148>
[1740780451.0868325]	Q_Header<(2621443, 61080, 257, 173, 250, 8, 58, 62, 61)>	Q_Data<(0, 0, 66, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 70, 0, 109, 65, 66, 69, 163, 207, 253, 253, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 219, 253, 253, 253, 166, 0, 103, 253, 253, 253, 73, 0, 215, 253, 94, 253, 253, 253, 253, 253, 253, 246, 253, 170, 253, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6354182857275426, y=-0.7656634707955068, z=0.08996316906756294, w=-0.04369988402467779)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.035555555555555556, z=0.18444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.05, z=-0.02)>	COMP<148>
[1740780451.0955136]	Q_Header<(2621443, 61081, 257, 173, 250, 8, 58, 63, 72)>	Q_Data<(0, 0, 65, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 15, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 40, 0, 0, 7, 0, 0, 0, 0, 0, 0, 16, 17, 20, 4, 0, 0, 0, 0, 0, 0, 24, 126, 169, 124, 247, 252, 169, 240, 253, 253, 253, 253, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 253, 253, 253, 253, 172, 24, 94, 253, 253, 253, 85, 0, 240, 253, 235, 223, 253, 253, 253, 253, 253, 162, 177, 0, 253, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6354182857275426, y=-0.7656634707955068, z=0.08996316906756294, w=-0.04369988402467779)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.035555555555555556, z=0.18444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.05, z=-0.02)>	COMP<148>
[1740780451.1055038]	Q_Header<(2621443, 61082, 257, 173, 250, 8, 58, 64, 67)>	Q_Data<(0, 0, 58, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 7, 27, 41, 0, 0, 0, 0, 0, 0, 18, 13, 71, 76, 0, 0, 0, 19, 33, 7, 130, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 132, 253, 253, 253, 224, 142, 22, 221, 253, 225, 253, 0, 0, 188, 253, 209, 80, 225, 253, 253, 253, 253, 101, 0, 0, 148, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6354182857275426, y=-0.7656634707955068, z=0.08996316906756294, w=-0.04369988402467779)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.015555555555555555, y=0.035555555555555556, z=0.18444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.05, z=-0.02)>	COMP<148>
[1740780451.1156158]	Q_Header<(2621443, 61083, 257, 173, 250, 8, 58, 65, 68)>	Q_Data<(0, 0, 33, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 18, 25, 45, 0, 0, 0, 0, 15, 0, 63, 82, 79, 79, 0, 0, 0, 0, 25, 0, 189, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 221, 253, 253, 183, 62, 0, 253, 253, 253, 223, 0, 0, 72, 99, 118, 0, 155, 245, 55, 138, 104, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6332984715771932, y=-0.7673922208114929, z=0.09020963193823164, w=-0.04363997756145847)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.03111111111111111, z=0.18666666666666668)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.03, z=-0.16)>	COMP<148>
[1740780451.1254835]	Q_Header<(2621443, 61084, 257, 173, 250, 8, 58, 66, 63)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 30, 0, 0, 0, 0, 34, 0, 171, 234, 127, 49, 14, 0, 0, 83, 117, 123, 210, 253, 253, 212, 132, 253, 253, 253, 253, 253, 185, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 149, 165, 247, 77, 0, 0, 173, 138, 211, 0, 0, 0, 0, 0, 0, 0, 60, 143, 116, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6332984715771932, y=-0.7673922208114929, z=0.09020963193823164, w=-0.04363997756145847)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.008888888888888889, y=0.03111111111111111, z=0.18666666666666668)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.12, y=0.03, z=-0.16)>	COMP<148>
