[1740779843.0308285]	Q_Header<(2621443, 268, 257, 173, 250, 8, 58, 0, 35)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 135, 253, 253, 253, 190, 253, 253, 253, 176, 189, 156, 191, 253, 253, 253, 219, 173, 82, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.41565771845956356, y=-0.9049253060031555, z=0.07415919646525253, w=0.053284755978737)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.0044444444444444444, z=-0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.13, z=0.05)>	COMP<180>
[1740779843.6522028]	Q_Header<(2621443, 330, 257, 173, 250, 8, 58, 62, 41)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 19, 0, 4, 8, 11, 22, 42, 46, 60, 151, 253, 253, 253, 184, 90, 71, 73, 63, 62, 79, 144, 55, 223, 253, 253, 253, 253, 253, 253, 253, 253, 203, 91, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.39519025572393324, y=-0.9144610967585625, z=0.07208026131428033, w=0.04888762854592595)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.03, z=-0.08777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.18, z=0.02)>	COMP<184>
[1740779843.661908]	Q_Header<(2621443, 331, 257, 173, 250, 8, 58, 63, 43)>	Q_Data<(0, 0, 60, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 11, 17, 12, 5, 13, 27, 71, 81, 18, 181, 253, 253, 253, 241, 121, 150, 191, 144, 91, 99, 169, 157, 221, 157, 253, 253, 253, 253, 201, 253, 201, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.39519025572393324, y=-0.9144610967585625, z=0.07208026131428033, w=0.04888762854592595)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.03, z=-0.08777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.18, z=0.02)>	COMP<184>
[1740779843.67129]	Q_Header<(2621443, 332, 257, 173, 250, 8, 58, 64, 50)>	Q_Data<(0, 0, 55, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 17, 15, 58, 138, 190, 123, 132, 220, 253, 253, 214, 123, 240, 253, 229, 188, 82, 126, 152, 253, 253, 253, 179, 241, 212, 109, 235, 129, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.39519025572393324, y=-0.9144610967585625, z=0.07208026131428033, w=0.04888762854592595)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.03, z=-0.08777777777777777)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.18, z=0.02)>	COMP<184>
[1740779843.6813686]	Q_Header<(2621443, 333, 257, 173, 250, 8, 58, 65, 48)>	Q_Data<(0, 0, 43, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 26, 56, 127, 235, 253, 229, 171, 175, 253, 253, 90, 149, 253, 253, 248, 253, 48, 110, 201, 253, 253, 253, 102, 104, 132, 31, 131, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3940291812593201, y=-0.9149460124316091, z=0.07232412945977298, w=0.04882641651292691)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.02, z=-0.08555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.17, z=0.14)>	COMP<185>
[1740779843.6909235]	Q_Header<(2621443, 334, 257, 173, 250, 8, 58, 66, 39)>	Q_Data<(0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 24, 18, 0, 23, 90, 206, 253, 253, 253, 253, 253, 253, 253, 253, 215, 253, 253, 253, 253, 19, 112, 201, 246, 253, 253, 108, 42, 67, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3940291812593201, y=-0.9149460124316091, z=0.07232412945977298, w=0.04882641651292691)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.02, z=-0.08555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.17, z=0.14)>	COMP<185>
[1740779843.7009552]	Q_Header<(2621443, 335, 257, 173, 250, 8, 58, 67, 43)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 37, 46, 53, 71, 124, 253, 253, 253, 253, 253, 218, 253, 253, 253, 251, 253, 253, 253, 219, 157, 43, 115, 150, 227, 189, 77, 69, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3940291812593201, y=-0.9149460124316091, z=0.07232412945977298, w=0.04882641651292691)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.02, z=-0.08555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.17, z=0.14)>	COMP<185>
[1740779843.7110014]	Q_Header<(2621443, 336, 257, 173, 250, 8, 58, 68, 36)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 32, 53, 75, 109, 146, 253, 253, 246, 253, 231, 163, 253, 253, 253, 237, 253, 253, 253, 253, 253, 110, 91, 98, 172, 113, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.39288533667072384, y=-0.9154100169935554, z=0.0726322123097967, w=0.048889413495921984)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.013333333333333334, z=-0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.17, z=0.14)>	COMP<181>
[1740779843.7209613]	Q_Header<(2621443, 337, 257, 173, 250, 8, 58, 69, 41)>	Q_Data<(0, 0, 60, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 40, 47, 82, 148, 253, 216, 253, 253, 229, 232, 240, 253, 253, 253, 206, 216, 242, 253, 253, 253, 105, 65, 96, 150, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.39288533667072384, y=-0.9154100169935554, z=0.0726322123097967, w=0.048889413495921984)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.013333333333333334, z=-0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.17, z=0.14)>	COMP<181>
[1740779843.7310536]	Q_Header<(2621443, 338, 257, 173, 250, 8, 58, 70, 35)>	Q_Data<(0, 0, 61, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 49, 87, 185, 141, 253, 253, 253, 253, 217, 219, 179, 245, 253, 240, 193, 202, 139, 253, 253, 253, 73, 133, 118, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.39288533667072384, y=-0.9154100169935554, z=0.0726322123097967, w=0.048889413495921984)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.013333333333333334, z=-0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.17, z=0.14)>	COMP<181>
[1740779843.7410533]	Q_Header<(2621443, 339, 257, 173, 250, 8, 58, 71, 36)>	Q_Data<(0, 0, 51, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 26, 178, 253, 227, 253, 253, 184, 253, 209, 208, 230, 182, 242, 224, 186, 183, 87, 253, 253, 253, 80, 118, 105, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.39288533667072384, y=-0.9154100169935554, z=0.0726322123097967, w=0.048889413495921984)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.013333333333333334, z=-0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.17, z=0.14)>	COMP<181>
[1740779843.7509925]	Q_Header<(2621443, 340, 257, 173, 250, 8, 58, 72, 34)>	Q_Data<(0, 0, 68, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 86, 253, 253, 253, 253, 253, 168, 136, 146, 253, 253, 186, 195, 201, 150, 125, 48, 216, 253, 201, 82, 78, 59, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3914090946028429, y=-0.9159937146108633, z=0.07299630081786997, w=0.049254192943161426)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.005555555555555556, z=-0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.17, z=0.08)>	COMP<181>
[1740779843.763727]	Q_Header<(2621443, 341, 257, 173, 250, 8, 58, 73, 34)>	Q_Data<(0, 0, 73, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 168, 253, 253, 253, 253, 253, 183, 137, 165, 253, 253, 174, 120, 144, 96, 56, 56, 111, 104, 106, 59, 34, 11, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3914090946028429, y=-0.9159937146108633, z=0.07299630081786997, w=0.049254192943161426)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.005555555555555556, z=-0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.17, z=0.08)>	COMP<181>
[1740779843.770911]	Q_Header<(2621443, 342, 257, 173, 250, 8, 58, 74, 34)>	Q_Data<(0, 0, 72, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 232, 253, 253, 253, 253, 239, 196, 180, 129, 253, 253, 160, 64, 87, 43, 34, 7, 60, 75, 13, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3914090946028429, y=-0.9159937146108633, z=0.07299630081786997, w=0.049254192943161426)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.005555555555555556, z=-0.0811111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.17, z=0.08)>	COMP<181>
[1740779843.7847936]	Q_Header<(2621443, 343, 257, 173, 250, 8, 58, 75, 31)>	Q_Data<(0, 0, 68, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 253, 253, 253, 253, 245, 218, 144, 194, 94, 194, 225, 131, 16, 52, 30, 0, 21, 65, 82, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.39038309462567505, y=-0.9163870829752792, z=0.07330364237733517, w=0.04962186615551498)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.0, z=-0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.17, z=0.04)>	COMP<180>
[1740779843.7908554]	Q_Header<(2621443, 344, 257, 173, 250, 8, 58, 76, 33)>	Q_Data<(0, 0, 75, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 216, 241, 253, 253, 235, 175, 145, 96, 68, 125, 117, 67, 0, 0, 4, 0, 17, 41, 60, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.39038309462567505, y=-0.9163870829752792, z=0.07330364237733517, w=0.04962186615551498)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.0, z=-0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.17, z=0.04)>	COMP<180>
[1740779843.8023238]	Q_Header<(2621443, 345, 257, 173, 250, 8, 58, 77, 33)>	Q_Data<(0, 0, 72, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 205, 253, 253, 253, 244, 195, 189, 139, 29, 50, 59, 29, 27, 0, 6, 22, 0, 0, 24, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.39038309462567505, y=-0.9163870829752792, z=0.07330364237733517, w=0.04962186615551498)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.0, z=-0.07777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.17, z=0.04)>	COMP<180>
[1740779843.8111932]	Q_Header<(2621443, 346, 257, 173, 250, 8, 58, 78, 28)>	Q_Data<(0, 0, 70, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 253, 253, 253, 253, 253, 253, 193, 139, 67, 16, 77, 44, 0, 0, 0, 5, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3893388090159416, y=-0.9167985969945851, z=0.07354652216087311, w=0.04986515236965422)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=0.0033333333333333335, z=-0.07111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.15, z=0.05)>	COMP<182>
