[1740780442.965258]	Q_Header<(2621443, 60268, 257, 173, 250, 8, 58, 0, 17)>	Q_Data<(0, 0, 0, 79, 81, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7909781233994637, y=-0.6057919495902212, z=0.06445504269695453, w=-0.056703347221089724)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=0.013333333333333334, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.2, z=-0.08)>	COMP<172>
[1740780443.4853475]	Q_Header<(2621443, 60320, 257, 173, 250, 8, 58, 52, 40)>	Q_Data<(0, 0, 61, 52, 82, 78, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 46, 71, 165, 141, 86, 46, 20, 7, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 166, 157, 155, 103, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7897996265193976, y=-0.6071203156868971, z=0.06622353900877484, w=-0.056885104475740224)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0033333333333333335, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.14, z=-0.12)>	COMP<172>
[1740780443.495351]	Q_Header<(2621443, 60321, 257, 173, 250, 8, 58, 53, 41)>	Q_Data<(0, 0, 0, 80, 81, 84, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 41, 32, 120, 135, 87, 43, 14, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 78, 0, 77, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7897996265193976, y=-0.6071203156868971, z=0.06622353900877484, w=-0.056885104475740224)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0033333333333333335, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.14, z=-0.12)>	COMP<172>
[1740780443.5053508]	Q_Header<(2621443, 60322, 257, 173, 250, 8, 58, 54, 29)>	Q_Data<(0, 0, 0, 79, 78, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 41, 72, 113, 118, 61, 27, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7897996265193976, y=-0.6071203156868971, z=0.06622353900877484, w=-0.056885104475740224)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0033333333333333335, z=0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.14, z=-0.12)>	COMP<172>
[1740780443.5154135]	Q_Header<(2621443, 60323, 257, 173, 250, 8, 58, 55, 26)>	Q_Data<(0, 0, 0, 79, 61, 84, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 34, 36, 70, 91, 74, 19, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7895522489657195, y=-0.6074230041517347, z=0.06634533817453131, w=-0.05694590663922513)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.0033333333333333335, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.14, z=-0.11)>	COMP<172>
[1740780443.5252898]	Q_Header<(2621443, 60324, 257, 173, 250, 8, 58, 56, 24)>	Q_Data<(0, 0, 0, 0, 82, 31, 73, 71, 69, 0, 0, 0, 0, 0, 0, 0, 34, 35, 55, 63, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7895522489657195, y=-0.6074230041517347, z=0.06634533817453131, w=-0.05694590663922513)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.0033333333333333335, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.14, z=-0.11)>	COMP<172>
[1740780443.5355022]	Q_Header<(2621443, 60325, 257, 173, 250, 8, 58, 57, 37)>	Q_Data<(0, 0, 0, 62, 62, 0, 74, 51, 43, 0, 0, 0, 0, 0, 0, 0, 78, 43, 53, 39, 33, 7, 0, 0, 15, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 132, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7895522489657195, y=-0.6074230041517347, z=0.06634533817453131, w=-0.05694590663922513)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=-0.0033333333333333335, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.14, z=-0.11)>	COMP<172>
[1740780443.5453966]	Q_Header<(2621443, 60326, 257, 173, 250, 8, 58, 58, 43)>	Q_Data<(0, 0, 0, 63, 0, 0, 77, 0, 86, 0, 12, 0, 0, 0, 47, 0, 87, 29, 46, 0, 49, 0, 0, 23, 45, 29, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7893570221171076, y=-0.6076578142888674, z=0.06646638808362562, w=-0.05700606654738873)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.0, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.13, z=-0.11)>	COMP<172>
[1740780443.5554538]	Q_Header<(2621443, 60327, 257, 173, 250, 8, 58, 59, 57)>	Q_Data<(0, 0, 60, 53, 42, 0, 72, 0, 90, 0, 91, 0, 0, 0, 90, 0, 46, 59, 19, 42, 44, 0, 0, 44, 63, 19, 45, 0, 0, 0, 18, 37, 38, 0, 0, 0, 0, 0, 0, 40, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 228, 253, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7893570221171076, y=-0.6076578142888674, z=0.06646638808362562, w=-0.05700606654738873)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.0, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.13, z=-0.11)>	COMP<172>
[1740780443.5654716]	Q_Header<(2621443, 60328, 257, 173, 250, 8, 58, 60, 73)>	Q_Data<(0, 0, 62, 0, 21, 0, 86, 0, 85, 43, 100, 0, 0, 0, 54, 0, 83, 87, 97, 78, 69, 0, 14, 46, 62, 68, 104, 50, 25, 26, 0, 33, 41, 12, 0, 29, 0, 0, 55, 69, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 253, 253, 101, 35, 100, 94, 0, 140, 160, 75, 143, 72, 0, 0, 0, 0, 0, 63, 0, 98, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7893570221171076, y=-0.6076578142888674, z=0.06646638808362562, w=-0.05700606654738873)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=0.0, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.13, z=-0.11)>	COMP<172>
[1740780443.5785859]	Q_Header<(2621443, 60329, 257, 173, 250, 8, 58, 61, 69)>	Q_Data<(0, 0, 57, 0, 52, 0, 86, 0, 79, 33, 99, 0, 45, 0, 0, 0, 148, 118, 160, 132, 150, 37, 61, 13, 15, 102, 145, 90, 42, 67, 85, 93, 48, 0, 44, 65, 0, 0, 82, 89, 20, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 253, 253, 253, 118, 195, 155, 32, 253, 253, 145, 253, 120, 0, 0, 0, 0, 67, 134, 0, 30, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7891272201138734, y=-0.6079129949983896, z=0.06665070186126922, w=-0.05725124390647484)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.0, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.14, z=-0.09)>	COMP<171>
[1740780443.586802]	Q_Header<(2621443, 60330, 257, 173, 250, 8, 58, 62, 71)>	Q_Data<(0, 0, 68, 0, 0, 44, 64, 0, 84, 89, 100, 0, 99, 0, 0, 91, 208, 145, 200, 240, 253, 93, 132, 86, 88, 115, 154, 105, 56, 104, 187, 228, 179, 49, 48, 65, 0, 0, 80, 76, 0, 29, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 240, 253, 253, 253, 253, 253, 192, 85, 253, 253, 244, 253, 148, 32, 0, 0, 0, 0, 87, 78, 94, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7891272201138734, y=-0.6079129949983896, z=0.06665070186126922, w=-0.05725124390647484)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.0, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.14, z=-0.09)>	COMP<171>
[1740780443.5952413]	Q_Header<(2621443, 60331, 257, 173, 250, 8, 58, 63, 64)>	Q_Data<(0, 0, 55, 0, 58, 84, 60, 0, 43, 18, 85, 0, 91, 0, 0, 120, 238, 123, 198, 253, 253, 132, 174, 136, 135, 116, 126, 87, 32, 131, 253, 253, 253, 115, 16, 31, 0, 6, 64, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 246, 167, 253, 253, 253, 253, 169, 0, 0, 0, 30, 0, 31, 118, 141, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7891272201138734, y=-0.6079129949983896, z=0.06665070186126922, w=-0.05725124390647484)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.0, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.14, z=-0.09)>	COMP<171>
[1740780443.6054952]	Q_Header<(2621443, 60332, 257, 173, 250, 8, 58, 64, 57)>	Q_Data<(0, 0, 62, 0, 27, 0, 71, 53, 0, 0, 0, 0, 0, 0, 0, 80, 207, 55, 151, 253, 253, 149, 161, 156, 158, 105, 90, 14, 70, 120, 253, 253, 253, 137, 5, 6, 25, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 234, 193, 143, 0, 0, 0, 0, 49, 135, 22, 65, 101, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7891272201138734, y=-0.6079129949983896, z=0.06665070186126922, w=-0.05725124390647484)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.0, z=0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.14, z=-0.09)>	COMP<171>
[1740780443.61551]	Q_Header<(2621443, 60333, 257, 173, 250, 8, 58, 65, 56)>	Q_Data<(0, 0, 63, 0, 64, 70, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 0, 131, 204, 245, 155, 138, 141, 156, 86, 82, 54, 116, 123, 253, 253, 246, 125, 45, 39, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 220, 253, 253, 253, 253, 253, 253, 253, 52, 234, 95, 87, 91, 64, 94, 130, 0, 38, 118, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7889668690800316, y=-0.6080526032628248, z=0.06695781025690814, w=-0.057619118397922775)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.0011111111111111111, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.13, z=-0.02)>	COMP<177>
[1740780443.625396]	Q_Header<(2621443, 60334, 257, 173, 250, 8, 58, 66, 56)>	Q_Data<(0, 0, 0, 0, 64, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 67, 185, 201, 137, 158, 167, 106, 137, 69, 83, 65, 136, 165, 190, 182, 137, 86, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 253, 253, 253, 253, 253, 253, 253, 127, 118, 109, 166, 68, 133, 235, 253, 0, 0, 80, 0, 0, 0, 47, 113, 55, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7889668690800316, y=-0.6080526032628248, z=0.06695781025690814, w=-0.057619118397922775)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.0011111111111111111, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.13, z=-0.02)>	COMP<177>
[1740780443.6355078]	Q_Header<(2621443, 60335, 257, 173, 250, 8, 58, 67, 67)>	Q_Data<(0, 0, 0, 0, 82, 0, 83, 75, 0, 0, 0, 0, 0, 0, 0, 0, 68, 89, 190, 198, 59, 142, 158, 97, 108, 75, 99, 57, 137, 173, 126, 38, 50, 77, 38, 0, 0, 0, 17, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 253, 187, 253, 253, 253, 253, 185, 229, 196, 253, 198, 180, 253, 253, 59, 46, 0, 78, 0, 0, 0, 199, 173, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7889668690800316, y=-0.6080526032628248, z=0.06695781025690814, w=-0.057619118397922775)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=0.0011111111111111111, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.13, z=-0.02)>	COMP<177>
[1740780443.6455386]	Q_Header<(2621443, 60336, 257, 173, 250, 8, 58, 68, 64)>	Q_Data<(0, 0, 0, 0, 72, 34, 15, 89, 0, 0, 0, 0, 0, 0, 0, 0, 54, 75, 152, 154, 61, 96, 123, 85, 75, 79, 102, 58, 139, 162, 97, 81, 63, 107, 55, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 130, 153, 253, 183, 253, 253, 220, 253, 194, 253, 246, 253, 253, 253, 228, 235, 253, 242, 100, 21, 0, 225, 244, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.7887649375938492, y=-0.6082212027487973, z=0.06738346290362993, w=-0.058106029605304074)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=0.0022222222222222222, z=0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.12, z=0.0)>	COMP<177>
