[1740780617.9665525]	Q_Header<(2621443, 12232, 257, 173, 250, 8, 58, 0, 17)>	Q_Data<(0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 79, 0, 166, 193, 76, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.30811042614145606, y=-0.947097758010494, z=0.08984519557849115, w=-0.0012817589043127135)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04, y=0.014444444444444444, z=-0.04666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.15, z=-0.26)>	COMP<184>
[1740780618.4467747]	Q_Header<(2621443, 12281, 257, 173, 250, 8, 58, 49, 60)>	Q_Data<(0, 0, 73, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 32, 54, 62, 53, 0, 50, 0, 48, 137, 169, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 253, 212, 0, 0, 0, 205, 156, 253, 140, 0, 87, 116, 202, 0, 113, 253, 253, 253, 253, 253, 253, 253, 220, 253, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3217144719286975, y=-0.9423774324756382, z=0.09167428131984512, w=-0.004516575777409147)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.0044444444444444444, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.06, z=-0.21)>	COMP<179>
[1740780618.4568021]	Q_Header<(2621443, 12282, 257, 173, 250, 8, 58, 50, 70)>	Q_Data<(0, 0, 75, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 22, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 44, 0, 29, 13, 0, 23, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 2, 0, 71, 58, 0, 88, 99, 104, 149, 253, 253, 225, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 205, 253, 253, 253, 129, 78, 38, 253, 253, 253, 237, 0, 105, 225, 253, 0, 109, 253, 253, 253, 253, 253, 253, 253, 252, 253, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3217144719286975, y=-0.9423774324756382, z=0.09167428131984512, w=-0.004516575777409147)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.0044444444444444444, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.06, z=-0.21)>	COMP<179>
[1740780618.4667666]	Q_Header<(2621443, 12283, 257, 173, 250, 8, 58, 51, 68)>	Q_Data<(0, 0, 70, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 24, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 48, 49, 0, 24, 15, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 57, 78, 172, 150, 253, 253, 213, 200, 253, 253, 253, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 192, 125, 0, 253, 253, 253, 253, 0, 73, 253, 253, 71, 102, 253, 253, 253, 253, 253, 169, 176, 196, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3217144719286975, y=-0.9423774324756382, z=0.09167428131984512, w=-0.004516575777409147)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.0044444444444444444, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.06, z=-0.21)>	COMP<179>
[1740780618.4776728]	Q_Header<(2621443, 12284, 257, 173, 250, 8, 58, 52, 70)>	Q_Data<(0, 0, 66, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 51, 51, 4, 18, 0, 0, 14, 0, 0, 0, 31, 0, 0, 0, 0, 22, 0, 0, 21, 103, 215, 253, 253, 253, 253, 253, 253, 233, 253, 253, 253, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 208, 172, 141, 176, 253, 253, 182, 0, 0, 227, 253, 0, 38, 253, 253, 253, 253, 253, 0, 0, 126, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3224994739604644, y=-0.9421696403345362, z=0.09106154715159215, w=-0.004272324598265047)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.008888888888888889, z=-0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.29, z=-0.39)>	COMP<182>
[1740780618.4867861]	Q_Header<(2621443, 12285, 257, 173, 250, 8, 58, 53, 66)>	Q_Data<(0, 0, 58, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 38, 41, 41, 0, 0, 17, 0, 27, 22, 0, 0, 54, 29, 23, 31, 50, 0, 73, 39, 123, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 249, 253, 253, 253, 230, 189, 147, 236, 253, 253, 253, 0, 0, 0, 129, 181, 0, 0, 184, 253, 253, 253, 105, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3224994739604644, y=-0.9421696403345362, z=0.09106154715159215, w=-0.004272324598265047)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.008888888888888889, z=-0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.29, z=-0.39)>	COMP<182>
[1740780618.4967456]	Q_Header<(2621443, 12286, 257, 173, 250, 8, 58, 54, 60)>	Q_Data<(0, 0, 23, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 28, 38, 0, 0, 3, 0, 43, 43, 32, 114, 86, 65, 57, 52, 40, 80, 70, 122, 124, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 253, 253, 253, 179, 203, 94, 223, 253, 148, 253, 45, 0, 0, 0, 56, 0, 0, 35, 110, 237, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3224994739604644, y=-0.9421696403345362, z=0.09106154715159215, w=-0.004272324598265047)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04888888888888889, y=-0.008888888888888889, z=-0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.29, z=-0.39)>	COMP<182>
[1740780618.5070193]	Q_Header<(2621443, 12287, 257, 173, 250, 8, 58, 55, 54)>	Q_Data<(0, 0, 25, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 62, 64, 117, 204, 153, 53, 12, 0, 11, 146, 172, 197, 253, 253, 253, 253, 253, 253, 253, 253, 253, 155, 161, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 253, 253, 253, 253, 208, 0, 126, 252, 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3236670305356487, y=-0.9418875382285746, z=0.08984308296218649, w=-0.003967255701455246)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.057777777777777775, y=-0.012222222222222223, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.18, z=-0.04)>	COMP<187>
[1740780618.5166988]	Q_Header<(2621443, 12288, 257, 173, 250, 8, 58, 56, 56)>	Q_Data<(0, 0, 59, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 37, 19, 0, 0, 0, 0, 68, 81, 164, 241, 175, 142, 114, 87, 64, 237, 253, 253, 253, 253, 253, 253, 253, 199, 253, 253, 203, 75, 54, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 253, 253, 253, 253, 177, 48, 0, 103, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3236670305356487, y=-0.9418875382285746, z=0.08984308296218649, w=-0.003967255701455246)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.057777777777777775, y=-0.012222222222222223, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.18, z=-0.04)>	COMP<187>
[1740780618.5266685]	Q_Header<(2621443, 12289, 257, 173, 250, 8, 58, 57, 49)>	Q_Data<(0, 0, 72, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 15, 34, 23, 0, 0, 0, 61, 37, 56, 223, 253, 245, 253, 248, 227, 171, 253, 253, 253, 253, 253, 253, 253, 253, 39, 123, 137, 96, 46, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 191, 253, 240, 148, 140, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3236670305356487, y=-0.9418875382285746, z=0.08984308296218649, w=-0.003967255701455246)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.057777777777777775, y=-0.012222222222222223, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.18, z=-0.04)>	COMP<187>
[1740780618.5367649]	Q_Header<(2621443, 12290, 257, 173, 250, 8, 58, 58, 40)>	Q_Data<(0, 0, 70, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 24, 17, 0, 14, 0, 31, 31, 103, 159, 171, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 234, 85, 61, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 116, 0, 0, 56, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3236670305356487, y=-0.9418875382285746, z=0.08984308296218649, w=-0.003967255701455246)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.057777777777777775, y=-0.012222222222222223, z=-0.06555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.18, z=-0.04)>	COMP<187>
[1740780618.546716]	Q_Header<(2621443, 12291, 257, 173, 250, 8, 58, 59, 38)>	Q_Data<(0, 0, 74, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 44, 72, 167, 253, 253, 253, 253, 195, 253, 253, 253, 253, 253, 253, 209, 253, 223, 253, 253, 193, 54, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32464225790112533, y=-0.9416395478282688, z=0.0889271986768076, w=-0.003784136113906706)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06777777777777778, y=-0.01, z=-0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.24, z=-0.29)>	COMP<187>
[1740780618.5566814]	Q_Header<(2621443, 12292, 257, 173, 250, 8, 58, 60, 35)>	Q_Data<(0, 0, 71, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 15, 14, 32, 45, 117, 198, 253, 253, 253, 253, 73, 253, 253, 253, 253, 207, 253, 253, 183, 126, 253, 253, 188, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32464225790112533, y=-0.9416395478282688, z=0.0889271986768076, w=-0.003784136113906706)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06777777777777778, y=-0.01, z=-0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.24, z=-0.29)>	COMP<187>
[1740780618.5666516]	Q_Header<(2621443, 12293, 257, 173, 250, 8, 58, 61, 38)>	Q_Data<(0, 0, 64, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 27, 47, 27, 0, 111, 175, 153, 253, 253, 253, 253, 144, 253, 253, 253, 253, 178, 223, 253, 253, 231, 244, 253, 168, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32464225790112533, y=-0.9416395478282688, z=0.0889271986768076, w=-0.003784136113906706)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06777777777777778, y=-0.01, z=-0.07333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.24, z=-0.29)>	COMP<187>
[1740780618.5777006]	Q_Header<(2621443, 12294, 257, 173, 250, 8, 58, 62, 37)>	Q_Data<(0, 0, 65, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 41, 59, 21, 90, 223, 253, 253, 253, 253, 245, 253, 241, 253, 253, 253, 253, 82, 139, 253, 253, 216, 180, 208, 134, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32569195711420884, y=-0.9413693880383139, z=0.08795391870344357, w=-0.003540129968632705)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06555555555555556, y=-0.014444444444444444, z=-0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.25, z=-0.33)>	COMP<181>
[1740780618.5883853]	Q_Header<(2621443, 12295, 257, 173, 250, 8, 58, 63, 33)>	Q_Data<(0, 0, 59, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 40, 55, 31, 133, 253, 253, 253, 253, 253, 253, 253, 218, 253, 253, 253, 253, 114, 108, 253, 253, 126, 108, 129, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32569195711420884, y=-0.9413693880383139, z=0.08795391870344357, w=-0.003540129968632705)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06555555555555556, y=-0.014444444444444444, z=-0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.25, z=-0.33)>	COMP<181>
[1740780618.5966198]	Q_Header<(2621443, 12296, 257, 173, 250, 8, 58, 64, 33)>	Q_Data<(0, 0, 61, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 25, 14, 27, 32, 101, 110, 253, 253, 253, 253, 253, 253, 253, 210, 249, 253, 195, 184, 88, 159, 243, 219, 18, 57, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32569195711420884, y=-0.9413693880383139, z=0.08795391870344357, w=-0.003540129968632705)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06555555555555556, y=-0.014444444444444444, z=-0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.25, z=-0.33)>	COMP<181>
[1740780618.6068165]	Q_Header<(2621443, 12297, 257, 173, 250, 8, 58, 65, 38)>	Q_Data<(0, 0, 49, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 32, 23, 19, 0, 208, 253, 253, 253, 253, 253, 253, 253, 253, 228, 240, 198, 146, 88, 0, 136, 192, 137, 0, 29, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32569195711420884, y=-0.9413693880383139, z=0.08795391870344357, w=-0.003540129968632705)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.06555555555555556, y=-0.014444444444444444, z=-0.07222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.25, z=-0.33)>	COMP<181>
