[1740779850.5312393]	Q_Header<(2621443, 1018, 257, 173, 250, 8, 58, 0, 45)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 225, 253, 253, 253, 253, 253, 253, 232, 129, 19, 77, 87, 38, 42, 45, 0, 24, 69, 200, 253, 253, 253, 112, 103, 197, 189, 185, 82, 36, 17, 35, 0, 0, 18, 42, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19708608595402743, y=-0.976580171961734, z=0.08117822679431913, w=0.029297405158852017)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.0022222222222222222, z=-0.058888888888888886)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.17, z=-0.16)>	COMP<181>
[1740779851.0616298]	Q_Header<(2621443, 1071, 257, 173, 250, 8, 58, 53, 68)>	Q_Data<(0, 0, 59, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 19, 0, 15, 25, 0, 0, 25, 11, 0, 24, 30, 8, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 89, 114, 69, 0, 63, 79, 0, 52, 57, 0, 0, 0, 29, 0, 149, 223, 248, 253, 253, 253, 253, 253, 253, 191, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 189, 253, 253, 250, 253, 253, 253, 104, 95, 130, 62, 4, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1934852885969173, y=-0.9768260437555408, z=0.08386397051487834, w=0.0366218211855364)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04666666666666667, y=-0.0811111111111111, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.08, z=-0.01)>	COMP<181>
[1740779851.0712113]	Q_Header<(2621443, 1072, 257, 173, 250, 8, 58, 54, 54)>	Q_Data<(0, 0, 44, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 7, 24, 24, 0, 0, 10, 0, 0, 19, 0, 23, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 129, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 165, 253, 253, 231, 0, 0, 91, 0, 151, 181, 55, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1934852885969173, y=-0.9768260437555408, z=0.08386397051487834, w=0.0366218211855364)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.04666666666666667, y=-0.0811111111111111, z=0.0033333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.08, z=-0.01)>	COMP<181>
[1740779851.0811682]	Q_Header<(2621443, 1073, 257, 173, 250, 8, 58, 55, 62)>	Q_Data<(0, 0, 22, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 9, 0, 10, 23, 0, 24, 23, 0, 0, 0, 16, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 170, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 60, 253, 253, 0, 88, 0, 0, 2, 130, 161, 78, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 95, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19335569679187845, y=-0.9769711611577014, z=0.08325036945205877, w=0.034789377263690247)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05333333333333334, y=-0.09222222222222222, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.09)>	COMP<185>
[1740779851.0912561]	Q_Header<(2621443, 1074, 257, 173, 250, 8, 58, 56, 52)>	Q_Data<(0, 0, 21, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 26, 20, 22, 0, 7, 13, 0, 0, 0, 0, 0, 14, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 154, 25, 103, 96, 0, 0, 0, 30, 84, 117, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19335569679187845, y=-0.9769711611577014, z=0.08325036945205877, w=0.034789377263690247)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05333333333333334, y=-0.09222222222222222, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.09)>	COMP<185>
[1740779851.101192]	Q_Header<(2621443, 1075, 257, 173, 250, 8, 58, 57, 61)>	Q_Data<(0, 0, 29, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 24, 22, 13, 20, 18, 3, 27, 27, 0, 0, 0, 16, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 253, 253, 253, 253, 253, 253, 253, 253, 209, 253, 253, 253, 160, 253, 253, 253, 237, 179, 228, 253, 253, 253, 253, 253, 252, 0, 0, 65, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19335569679187845, y=-0.9769711611577014, z=0.08325036945205877, w=0.034789377263690247)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.05333333333333334, y=-0.09222222222222222, z=0.0)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.11, z=-0.09)>	COMP<185>
[1740779851.1110692]	Q_Header<(2621443, 1076, 257, 173, 250, 8, 58, 58, 48)>	Q_Data<(0, 0, 46, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 13, 22, 17, 0, 25, 0, 0, 4, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 219, 253, 253, 253, 253, 253, 253, 253, 253, 244, 253, 253, 253, 230, 253, 227, 159, 82, 239, 235, 231, 253, 253, 253, 253, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19330328778881312, y=-0.9770757912609158, z=0.08276579041415554, w=0.03326501163400794)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.056666666666666664, y=-0.09777777777777778, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.16, z=-0.18)>	COMP<185>
[1740779851.1210318]	Q_Header<(2621443, 1077, 257, 173, 250, 8, 58, 59, 43)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 30, 20, 0, 15, 9, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 253, 253, 253, 253, 253, 253, 213, 253, 66, 159, 253, 253, 253, 253, 134, 72, 0, 196, 178, 136, 253, 253, 253, 253, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19330328778881312, y=-0.9770757912609158, z=0.08276579041415554, w=0.03326501163400794)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.056666666666666664, y=-0.09777777777777778, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.16, z=-0.18)>	COMP<185>
[1740779851.1311603]	Q_Header<(2621443, 1078, 257, 173, 250, 8, 58, 60, 41)>	Q_Data<(0, 0, 70, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 21, 0, 0, 21, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 248, 253, 253, 253, 253, 253, 253, 253, 187, 178, 171, 253, 253, 253, 253, 253, 66, 0, 160, 187, 253, 253, 253, 253, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19330328778881312, y=-0.9770757912609158, z=0.08276579041415554, w=0.03326501163400794)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.056666666666666664, y=-0.09777777777777778, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.16, z=-0.18)>	COMP<185>
[1740779851.1421926]	Q_Header<(2621443, 1079, 257, 173, 250, 8, 58, 61, 46)>	Q_Data<(0, 0, 68, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 9, 24, 31, 24, 0, 29, 0, 0, 27, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 234, 253, 253, 253, 253, 253, 253, 253, 226, 103, 220, 253, 253, 253, 253, 183, 224, 253, 93, 253, 253, 242, 253, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19311939270089382, y=-0.9771938929018047, z=0.08239923519159502, w=0.03173896466639216)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.09888888888888889, z=-0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.19, z=-0.07)>	COMP<185>
[1740779851.152331]	Q_Header<(2621443, 1080, 257, 173, 250, 8, 58, 62, 50)>	Q_Data<(0, 0, 67, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 17, 0, 18, 34, 12, 0, 0, 0, 9, 0, 0, 0, 0, 7, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 253, 253, 253, 253, 253, 253, 253, 252, 173, 250, 253, 253, 253, 253, 231, 253, 253, 0, 253, 253, 147, 209, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19311939270089382, y=-0.9771938929018047, z=0.08239923519159502, w=0.03173896466639216)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.09888888888888889, z=-0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.19, z=-0.07)>	COMP<185>
[1740779851.1617525]	Q_Header<(2621443, 1081, 257, 173, 250, 8, 58, 63, 52)>	Q_Data<(0, 0, 62, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 33, 0, 2, 0, 0, 16, 21, 33, 21, 14, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 211, 253, 217, 196, 253, 253, 253, 199, 253, 253, 253, 83, 253, 253, 253, 253, 131, 253, 253, 253, 253, 46, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19311939270089382, y=-0.9771938929018047, z=0.08239923519159502, w=0.03173896466639216)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.09888888888888889, z=-0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.19, z=-0.07)>	COMP<185>
[1740779851.171035]	Q_Header<(2621443, 1082, 257, 173, 250, 8, 58, 64, 44)>	Q_Data<(0, 0, 55, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 28, 0, 17, 14, 0, 0, 0, 18, 11, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 131, 136, 100, 75, 145, 127, 208, 149, 219, 253, 215, 253, 253, 253, 253, 253, 253, 253, 203, 212, 166, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.19311939270089382, y=-0.9771938929018047, z=0.08239923519159502, w=0.03173896466639216)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.051111111111111114, y=-0.09888888888888889, z=-0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.19, z=-0.07)>	COMP<185>
[1740779851.1811175]	Q_Header<(2621443, 1083, 257, 173, 250, 8, 58, 65, 43)>	Q_Data<(0, 0, 24, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 28, 13, 0, 5, 0, 0, 0, 15, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 20, 72, 0, 0, 0, 93, 89, 140, 204, 42, 253, 253, 253, 253, 253, 212, 244, 177, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1928135128635512, y=-0.9773124305068634, z=0.08221582837201755, w=0.030396052360255933)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.09111111111111111, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.2, z=-0.12)>	COMP<186>
[1740779851.1928775]	Q_Header<(2621443, 1084, 257, 173, 250, 8, 58, 66, 33)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 23, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 54, 0, 218, 253, 243, 253, 253, 253, 58, 152, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1928135128635512, y=-0.9773124305068634, z=0.08221582837201755, w=0.030396052360255933)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.09111111111111111, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.2, z=-0.12)>	COMP<186>
[1740779851.2023206]	Q_Header<(2621443, 1085, 257, 173, 250, 8, 58, 67, 32)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 27, 12, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 227, 253, 253, 253, 253, 253, 253, 253, 71, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1928135128635512, y=-0.9773124305068634, z=0.08221582837201755, w=0.030396052360255933)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.043333333333333335, y=-0.09111111111111111, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.2, z=-0.12)>	COMP<186>
[1740779851.211036]	Q_Header<(2621443, 1086, 257, 173, 250, 8, 58, 68, 36)>	Q_Data<(0, 0, 18, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 7, 14, 28, 18, 5, 6, 0, 0, 0, 0, 24, 27, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 235, 253, 253, 253, 253, 253, 253, 253, 242, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1922600549713036, y=-0.9774745334493419, z=0.08209199172584233, w=0.02899159559091086)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.07444444444444444, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.22, z=-0.08)>	COMP<186>
[1740779851.2210703]	Q_Header<(2621443, 1087, 257, 173, 250, 8, 58, 69, 43)>	Q_Data<(0, 0, 71, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 26, 5, 22, 18, 0, 0, 0, 0, 14, 0, 0, 50, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 144, 124, 253, 253, 253, 253, 253, 253, 253, 119, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1922600549713036, y=-0.9774745334493419, z=0.08209199172584233, w=0.02899159559091086)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03222222222222222, y=-0.07444444444444444, z=-0.024444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.22, z=-0.08)>	COMP<186>
