[1740780410.4649677]	Q_Header<(2621443, 57018, 257, 173, 250, 8, 58, 0, 20)>	Q_Data<(0, 0, 0, 78, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 39, 28, 3, 0, 0, 16, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5708537843094214, y=-0.8163947630624206, z=0.07916148382864531, w=-0.03686471567656266)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.0033333333333333335, z=-0.05333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.14, z=0.01)>	COMP<124>
[1740780411.0452664]	Q_Header<(2621443, 57076, 257, 173, 250, 8, 58, 58, 50)>	Q_Data<(0, 0, 47, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 113, 229, 253, 253, 253, 174, 253, 253, 253, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5830015608631248, y=-0.807608527359806, z=0.08093174934092373, w=-0.0364375975539453)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.01, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.14, z=0.05)>	COMP<128>
[1740780411.0559216]	Q_Header<(2621443, 57077, 257, 173, 250, 8, 58, 59, 48)>	Q_Data<(0, 0, 69, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 25, 0, 0, 25, 31, 75, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 103, 27, 0, 0, 0, 23, 156, 199, 0, 0, 50, 104, 157, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5830015608631248, y=-0.807608527359806, z=0.08093174934092373, w=-0.0364375975539453)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.01, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.14, z=0.05)>	COMP<128>
[1740780411.0651314]	Q_Header<(2621443, 57078, 257, 173, 250, 8, 58, 60, 48)>	Q_Data<(0, 0, 70, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 16, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 10, 0, 89, 19, 182, 227, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 253, 253, 99, 185, 0, 0, 169, 253, 253, 0, 0, 135, 232, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5830015608631248, y=-0.807608527359806, z=0.08093174934092373, w=-0.0364375975539453)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.023333333333333334, y=-0.01, z=-0.03111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.16, y=-0.14, z=0.05)>	COMP<128>
[1740780411.0764844]	Q_Header<(2621443, 57079, 257, 173, 250, 8, 58, 61, 65)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 11, 0, 0, 27, 35, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 38, 144, 156, 120, 59, 230, 253, 220, 253, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 203, 253, 253, 228, 253, 0, 0, 230, 253, 253, 58, 0, 174, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 234, 253, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5833873447535807, y=-0.8072694100973905, z=0.08142275767956442, w=-0.03668296654079326)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=-0.006666666666666667, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.14, z=-0.03)>	COMP<128>
[1740780411.0868547]	Q_Header<(2621443, 57080, 257, 173, 250, 8, 58, 62, 75)>	Q_Data<(0, 0, 56, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 38, 11, 22, 21, 0, 19, 0, 0, 0, 0, 8, 0, 0, 15, 24, 10, 0, 0, 0, 27, 36, 29, 43, 100, 152, 185, 253, 253, 214, 154, 253, 253, 242, 253, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 253, 253, 253, 253, 253, 0, 67, 253, 66, 253, 120, 0, 152, 253, 253, 253, 253, 253, 253, 253, 253, 253, 121, 0, 207, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5833873447535807, y=-0.8072694100973905, z=0.08142275767956442, w=-0.03668296654079326)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=-0.006666666666666667, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.14, z=-0.03)>	COMP<128>
[1740780411.0952642]	Q_Header<(2621443, 57081, 257, 173, 250, 8, 58, 63, 75)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 4, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 40, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 71, 74, 34, 0, 0, 44, 72, 41, 73, 229, 253, 253, 253, 253, 253, 187, 253, 253, 253, 196, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 253, 253, 253, 246, 226, 0, 205, 253, 253, 253, 124, 0, 73, 175, 229, 148, 139, 253, 253, 253, 226, 119, 0, 0, 90, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5833873447535807, y=-0.8072694100973905, z=0.08142275767956442, w=-0.03668296654079326)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=-0.006666666666666667, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.14, z=-0.03)>	COMP<128>
[1740780411.1053052]	Q_Header<(2621443, 57082, 257, 173, 250, 8, 58, 64, 74)>	Q_Data<(0, 0, 64, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 32, 0, 27, 0, 22, 0, 0, 0, 0, 0, 0, 25, 67, 142, 135, 81, 0, 0, 46, 0, 61, 45, 100, 253, 253, 253, 253, 253, 253, 193, 253, 253, 253, 142, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 225, 253, 253, 216, 65, 0, 220, 253, 253, 253, 79, 0, 0, 0, 120, 0, 0, 188, 253, 253, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5833873447535807, y=-0.8072694100973905, z=0.08142275767956442, w=-0.03668296654079326)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=-0.006666666666666667, z=-0.03333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.14, z=-0.03)>	COMP<128>
[1740780411.117105]	Q_Header<(2621443, 57083, 257, 173, 250, 8, 58, 65, 67)>	Q_Data<(0, 0, 60, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 19, 0, 24, 16, 0, 0, 0, 0, 33, 44, 112, 247, 249, 141, 80, 15, 0, 64, 174, 203, 82, 253, 253, 237, 253, 253, 253, 205, 253, 253, 214, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 214, 253, 253, 236, 91, 0, 134, 253, 253, 40, 0, 0, 0, 0, 0, 0, 0, 0, 83, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5837437800955925, y=-0.8069507022839637, z=0.08197071274240703, w=-0.03680442277265185)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=-0.006666666666666667, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.11, z=0.09)>	COMP<127>
[1740780411.1251783]	Q_Header<(2621443, 57084, 257, 173, 250, 8, 58, 66, 58)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 26, 69, 67, 136, 253, 253, 253, 201, 84, 117, 215, 253, 253, 253, 174, 253, 253, 253, 253, 253, 203, 230, 239, 123, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 245, 253, 253, 173, 174, 104, 35, 158, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5837437800955925, y=-0.8069507022839637, z=0.08197071274240703, w=-0.03680442277265185)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=-0.006666666666666667, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.11, z=0.09)>	COMP<127>
[1740780411.1353602]	Q_Header<(2621443, 57085, 257, 173, 250, 8, 58, 67, 58)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 6, 0, 0, 14, 0, 41, 70, 53, 0, 154, 253, 253, 253, 253, 179, 253, 253, 253, 253, 253, 253, 253, 253, 253, 198, 209, 166, 108, 106, 58, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 236, 253, 231, 68, 181, 135, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5837437800955925, y=-0.8069507022839637, z=0.08197071274240703, w=-0.03680442277265185)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=-0.006666666666666667, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.11, z=0.09)>	COMP<127>
[1740780411.1452098]	Q_Header<(2621443, 57086, 257, 173, 250, 8, 58, 68, 50)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 18, 0, 0, 0, 0, 62, 63, 126, 167, 200, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 94, 140, 98, 94, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 253, 131, 58, 115, 99, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.584229289344139, y=-0.80651962279497, z=0.08264171100835398, w=-0.037048388908471834)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=-0.005555555555555556, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.12, z=0.1)>	COMP<128>
[1740780411.15514]	Q_Header<(2621443, 57087, 257, 173, 250, 8, 58, 69, 43)>	Q_Data<(0, 0, 60, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 39, 15, 0, 0, 17, 0, 0, 0, 14, 72, 131, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 126, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.584229289344139, y=-0.80651962279497, z=0.08264171100835398, w=-0.037048388908471834)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=-0.005555555555555556, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.12, z=0.1)>	COMP<128>
[1740780411.1661584]	Q_Header<(2621443, 57088, 257, 173, 250, 8, 58, 70, 41)>	Q_Data<(0, 0, 74, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 8, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 15, 15, 0, 11, 72, 188, 253, 253, 253, 253, 253, 199, 253, 253, 253, 253, 241, 253, 253, 253, 253, 253, 253, 253, 119, 41, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.584229289344139, y=-0.80651962279497, z=0.08264171100835398, w=-0.037048388908471834)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.02666666666666667, y=-0.005555555555555556, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.12, z=0.1)>	COMP<128>
[1740780411.1752303]	Q_Header<(2621443, 57089, 257, 173, 250, 8, 58, 71, 39)>	Q_Data<(0, 0, 52, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 14, 13, 0, 0, 0, 0, 0, 0, 0, 0, 17, 47, 18, 0, 0, 23, 28, 0, 0, 121, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 197, 251, 253, 253, 253, 253, 253, 253, 247, 100, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5846631115603114, y=-0.8061624780758526, z=0.08294782008669623, w=-0.03729294928106799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.008888888888888889, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.11, z=0.08)>	COMP<128>
[1740780411.1851711]	Q_Header<(2621443, 57090, 257, 173, 250, 8, 58, 72, 50)>	Q_Data<(0, 0, 55, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 18, 15, 0, 0, 0, 0, 0, 0, 6, 0, 0, 8, 0, 0, 0, 5, 21, 44, 66, 155, 253, 253, 253, 253, 253, 253, 253, 253, 243, 253, 228, 245, 253, 253, 253, 228, 158, 194, 171, 49, 0, 20, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5846631115603114, y=-0.8061624780758526, z=0.08294782008669623, w=-0.03729294928106799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.008888888888888889, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.11, z=0.08)>	COMP<128>
[1740780411.1950846]	Q_Header<(2621443, 57091, 257, 173, 250, 8, 58, 73, 33)>	Q_Data<(0, 0, 76, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 124, 111, 253, 253, 253, 253, 253, 253, 253, 253, 97, 203, 183, 175, 233, 253, 253, 150, 91, 104, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5846631115603114, y=-0.8061624780758526, z=0.08294782008669623, w=-0.03729294928106799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.008888888888888889, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.11, z=0.08)>	COMP<128>
[1740780411.20511]	Q_Header<(2621443, 57092, 257, 173, 250, 8, 58, 74, 35)>	Q_Data<(0, 0, 74, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 35, 102, 187, 219, 253, 253, 253, 253, 253, 218, 253, 226, 198, 154, 101, 87, 135, 242, 231, 118, 37, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5846631115603114, y=-0.8061624780758526, z=0.08294782008669623, w=-0.03729294928106799)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.017777777777777778, y=-0.008888888888888889, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.11, z=0.08)>	COMP<128>
