[1740780425.4651442]	Q_Header<(2621443, 58518, 257, 173, 250, 8, 58, 0, 40)>	Q_Data<(0, 0, 59, 79, 68, 63, 86, 0, 40, 0, 0, 37, 57, 0, 0, 0, 27, 51, 38, 122, 122, 90, 60, 11, 0, 0, 0, 0, 0, 0, 28, 8, 2, 0, 0, 0, 6, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3160308709192673, y=-0.944125442690256, z=0.09270971280926361, w=-0.012511844059183043)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.052222222222222225, y=-0.02666666666666667, z=-0.1111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.15, y=-0.09, z=0.28)>	COMP<83>
[1740780426.0351934]	Q_Header<(2621443, 58575, 257, 173, 250, 8, 58, 57, 28)>	Q_Data<(0, 0, 67, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23, 35, 91, 249, 253, 253, 253, 253, 253, 180, 105, 179, 129, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34551754691886644, y=-0.9340753467667076, z=0.08886655154811332, w=-0.014953506270115222)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.07888888888888888, z=-0.13555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.11, z=0.12)>	COMP<87>
[1740780426.0452735]	Q_Header<(2621443, 58576, 257, 173, 250, 8, 58, 58, 26)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 40, 117, 253, 253, 253, 253, 253, 253, 184, 89, 54, 59, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34808144471338803, y=-0.9331610044227582, z=0.08831735060499254, w=-0.01580801230593854)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.07, z=-0.13666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.04, z=0.21)>	COMP<88>
[1740780426.0552223]	Q_Header<(2621443, 58577, 257, 173, 250, 8, 58, 59, 26)>	Q_Data<(0, 0, 73, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 8, 12, 30, 122, 253, 253, 253, 253, 253, 253, 243, 180, 151, 91, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34808144471338803, y=-0.9331610044227582, z=0.08831735060499254, w=-0.01580801230593854)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.07, z=-0.13666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.04, z=0.21)>	COMP<88>
[1740780426.0653949]	Q_Header<(2621443, 58578, 257, 173, 250, 8, 58, 60, 25)>	Q_Data<(0, 0, 71, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 7, 82, 150, 253, 253, 253, 253, 253, 253, 225, 174, 124, 68, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34808144471338803, y=-0.9331610044227582, z=0.08831735060499254, w=-0.01580801230593854)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.07, z=-0.13666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.04, z=0.21)>	COMP<88>
[1740780426.0762124]	Q_Header<(2621443, 58579, 257, 173, 250, 8, 58, 61, 25)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 16, 0, 0, 30, 138, 253, 253, 253, 253, 253, 253, 253, 253, 131, 103, 67, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3500357428611179, y=-0.9324317425787791, z=0.08819557950031653, w=-0.016357380834660783)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.05555555555555555, z=-0.13555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.08, z=0.14)>	COMP<88>
[1740780426.086445]	Q_Header<(2621443, 58580, 257, 173, 250, 8, 58, 62, 32)>	Q_Data<(0, 0, 67, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 57, 243, 253, 174, 253, 253, 253, 253, 207, 213, 77, 90, 26, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3500357428611179, y=-0.9324317425787791, z=0.08819557950031653, w=-0.016357380834660783)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.05555555555555555, z=-0.13555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.08, z=0.14)>	COMP<88>
[1740780426.095184]	Q_Header<(2621443, 58581, 257, 173, 250, 8, 58, 63, 32)>	Q_Data<(0, 0, 55, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 8, 0, 0, 13, 0, 18, 0, 50, 253, 253, 253, 253, 253, 253, 253, 88, 188, 144, 126, 31, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3500357428611179, y=-0.9324317425787791, z=0.08819557950031653, w=-0.016357380834660783)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.05555555555555555, z=-0.13555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.08, z=0.14)>	COMP<88>
[1740780426.1052063]	Q_Header<(2621443, 58582, 257, 173, 250, 8, 58, 64, 29)>	Q_Data<(0, 0, 53, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6, 0, 16, 22, 0, 253, 253, 253, 253, 253, 253, 253, 181, 231, 144, 122, 30, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3500357428611179, y=-0.9324317425787791, z=0.08819557950031653, w=-0.016357380834660783)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.05555555555555555, z=-0.13555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.08, z=0.14)>	COMP<88>
[1740780426.115256]	Q_Header<(2621443, 58583, 257, 173, 250, 8, 58, 65, 33)>	Q_Data<(0, 0, 47, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 13, 5, 0, 0, 13, 0, 28, 45, 253, 253, 253, 253, 253, 111, 253, 227, 213, 96, 91, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35192319815807893, y=-0.9316870655364334, z=0.08843855604076593, w=-0.0169675076461925)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=-0.04555555555555556, z=-0.13444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.11, z=0.21)>	COMP<84>
[1740780426.1251397]	Q_Header<(2621443, 58584, 257, 173, 250, 8, 58, 66, 25)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 15, 0, 0, 0, 0, 0, 101, 226, 253, 253, 253, 253, 253, 253, 231, 187, 74, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35192319815807893, y=-0.9316870655364334, z=0.08843855604076593, w=-0.0169675076461925)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=-0.04555555555555556, z=-0.13444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.11, z=0.21)>	COMP<84>
[1740780426.1353385]	Q_Header<(2621443, 58585, 257, 173, 250, 8, 58, 67, 31)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 8, 0, 0, 17, 0, 44, 115, 253, 253, 253, 253, 253, 253, 253, 200, 209, 81, 34, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.35192319815807893, y=-0.9316870655364334, z=0.08843855604076593, w=-0.0169675076461925)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03222222222222222, y=-0.04555555555555556, z=-0.13444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.11, z=0.21)>	COMP<84>
[1740780426.1451926]	Q_Header<(2621443, 58586, 257, 173, 250, 8, 58, 68, 24)>	Q_Data<(0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 73, 112, 154, 253, 253, 253, 253, 253, 253, 253, 215, 209, 75, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3544237671468884, y=-0.9306446704762793, z=0.08929257298706693, w=-0.017638792613303037)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.05333333333333334, y=-0.028888888888888888, z=-0.13555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.11, z=0.22)>	COMP<87>
[1740780426.1552095]	Q_Header<(2621443, 58587, 257, 173, 250, 8, 58, 69, 31)>	Q_Data<(0, 0, 53, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 11, 141, 184, 253, 253, 253, 168, 253, 253, 253, 253, 219, 167, 100, 23, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3544237671468884, y=-0.9306446704762793, z=0.08929257298706693, w=-0.017638792613303037)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.05333333333333334, y=-0.028888888888888888, z=-0.13555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.11, z=0.22)>	COMP<87>
[1740780426.1651363]	Q_Header<(2621443, 58588, 257, 173, 250, 8, 58, 70, 25)>	Q_Data<(0, 0, 51, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 41, 180, 229, 253, 253, 253, 253, 253, 253, 253, 246, 103, 172, 108, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3544237671468884, y=-0.9306446704762793, z=0.08929257298706693, w=-0.017638792613303037)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.05333333333333334, y=-0.028888888888888888, z=-0.13555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.11, z=0.22)>	COMP<87>
[1740780426.175315]	Q_Header<(2621443, 58589, 257, 173, 250, 8, 58, 71, 29)>	Q_Data<(0, 0, 33, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 40, 212, 253, 253, 253, 216, 253, 253, 253, 193, 135, 231, 233, 79, 33, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.356274565048549, y=-0.9298418235308541, z=0.09021309013907065, w=-0.018005995663752262)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06555555555555556, y=-0.014444444444444444, z=-0.13333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.14, z=0.17)>	COMP<87>
[1740780426.185314]	Q_Header<(2621443, 58590, 257, 173, 250, 8, 58, 72, 32)>	Q_Data<(0, 0, 44, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 110, 245, 253, 253, 253, 195, 252, 217, 235, 166, 131, 253, 235, 38, 39, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.356274565048549, y=-0.9298418235308541, z=0.09021309013907065, w=-0.018005995663752262)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06555555555555556, y=-0.014444444444444444, z=-0.13333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.14, z=0.17)>	COMP<87>
[1740780426.1951807]	Q_Header<(2621443, 58591, 257, 173, 250, 8, 58, 73, 28)>	Q_Data<(0, 0, 60, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 19, 0, 18, 136, 224, 253, 253, 253, 253, 253, 91, 248, 151, 169, 215, 185, 46, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.356274565048549, y=-0.9298418235308541, z=0.09021309013907065, w=-0.018005995663752262)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.06555555555555556, y=-0.014444444444444444, z=-0.13333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.14, z=0.17)>	COMP<87>
