[1740779700.5700316]	Q_Header<(2621443, 51554, 257, 173, 250, 8, 58, 0, 43)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 83, 199, 253, 253, 253, 253, 253, 103, 246, 61, 67, 35, 81, 224, 253, 253, 171, 54, 150, 123, 48, 0, 0, 72, 112, 169, 253, 232, 66, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.754715225448885, y=-0.6497936344625014, z=0.04028403144328865, w=0.08093428135424355)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.022222222222222223, z=0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.13, z=-0.03)>	COMP<162>
[1740779701.2099538]	Q_Header<(2621443, 51618, 257, 173, 250, 8, 58, 64, 38)>	Q_Data<(0, 0, 56, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 14, 13, 13, 0, 19, 38, 22, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 127, 231, 249, 253, 253, 253, 253, 253, 253, 184, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.759840748319265, y=-0.6436886924070181, z=0.040711204042810645, w=0.08154448066146179)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0044444444444444444, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.12, z=0.05)>	COMP<164>
[1740779701.2199507]	Q_Header<(2621443, 51619, 257, 173, 250, 8, 58, 65, 40)>	Q_Data<(0, 0, 42, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 16, 15, 15, 0, 0, 0, 0, 7, 2, 0, 0, 0, 0, 0, 0, 0, 17, 32, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 209, 201, 253, 253, 253, 253, 253, 228, 95, 13, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.759840748319265, y=-0.6436886924070181, z=0.040711204042810645, w=0.08154448066146179)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0044444444444444444, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.12, z=0.05)>	COMP<164>
[1740779701.2299712]	Q_Header<(2621443, 51620, 257, 173, 250, 8, 58, 66, 50)>	Q_Data<(0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 5, 9, 0, 0, 0, 11, 22, 12, 27, 21, 39, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 144, 153, 253, 253, 253, 253, 242, 97, 56, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.759840748319265, y=-0.6436886924070181, z=0.040711204042810645, w=0.08154448066146179)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.0044444444444444444, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.12, z=0.05)>	COMP<164>
[1740779701.2410197]	Q_Header<(2621443, 51621, 257, 173, 250, 8, 58, 67, 39)>	Q_Data<(0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 18, 26, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 29, 3, 35, 0, 0, 4, 14, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 79, 217, 253, 253, 253, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7601135833809853, y=-0.6434171668542112, z=0.04040430321167595, w=0.08129687594856852)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.01, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.12, z=0.0)>	COMP<164>
[1740779701.2499065]	Q_Header<(2621443, 51622, 257, 173, 250, 8, 58, 68, 42)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 26, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 48, 60, 55, 0, 63, 69, 128, 212, 147, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 98, 135, 237, 181, 122, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7601135833809853, y=-0.6434171668542112, z=0.04040430321167595, w=0.08129687594856852)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.01, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.12, z=0.0)>	COMP<164>
[1740779701.2599037]	Q_Header<(2621443, 51623, 257, 173, 250, 8, 58, 69, 43)>	Q_Data<(0, 0, 71, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 21, 0, 13, 16, 12, 0, 0, 0, 0, 0, 0, 0, 39, 75, 84, 80, 30, 114, 180, 253, 253, 253, 118, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 31, 137, 91, 210, 224, 142, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7601135833809853, y=-0.6434171668542112, z=0.04040430321167595, w=0.08129687594856852)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.01, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.12, z=0.0)>	COMP<164>
[1740779701.2699502]	Q_Header<(2621443, 51624, 257, 173, 250, 8, 58, 70, 45)>	Q_Data<(0, 0, 69, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 44, 36, 13, 0, 2, 0, 17, 0, 0, 0, 0, 7, 25, 93, 118, 88, 34, 191, 253, 253, 253, 253, 184, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 195, 70, 103, 213, 181, 188, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7601135833809853, y=-0.6434171668542112, z=0.04040430321167595, w=0.08129687594856852)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01888888888888889, y=0.01, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.12, z=0.0)>	COMP<164>
[1740779701.280035]	Q_Header<(2621443, 51625, 257, 173, 250, 8, 58, 71, 54)>	Q_Data<(0, 0, 54, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21, 30, 27, 0, 19, 0, 5, 21, 19, 15, 0, 30, 54, 72, 178, 191, 219, 147, 220, 253, 253, 253, 253, 187, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 29, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 250, 0, 148, 180, 162, 155, 74, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7602972919583909, y=-0.6432345797502995, z=0.040099166799122, w=0.08117487342896844)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.014444444444444444, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.13, z=0.06)>	COMP<167>
[1740779701.2900085]	Q_Header<(2621443, 51626, 257, 173, 250, 8, 58, 72, 58)>	Q_Data<(0, 0, 65, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 52, 103, 104, 21, 32, 0, 7, 8, 13, 26, 30, 77, 165, 132, 253, 253, 253, 238, 154, 253, 253, 253, 253, 149, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 176, 148, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 170, 207, 0, 145, 49, 80, 94, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7602972919583909, y=-0.6432345797502995, z=0.040099166799122, w=0.08117487342896844)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.014444444444444444, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.13, z=0.06)>	COMP<167>
[1740779701.2999957]	Q_Header<(2621443, 51627, 257, 173, 250, 8, 58, 73, 54)>	Q_Data<(0, 0, 70, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 78, 175, 187, 59, 36, 10, 0, 0, 28, 61, 84, 137, 237, 253, 253, 253, 253, 253, 120, 206, 207, 178, 188, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 242, 198, 0, 0, 0, 0, 14, 0, 194, 120, 0, 0, 0, 0, 0, 0, 0, 25, 126, 78, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7602972919583909, y=-0.6432345797502995, z=0.040099166799122, w=0.08117487342896844)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.021111111111111112, y=0.014444444444444444, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.13, z=0.06)>	COMP<167>
[1740779701.3099978]	Q_Header<(2621443, 51628, 257, 173, 250, 8, 58, 74, 52)>	Q_Data<(0, 0, 68, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 99, 237, 248, 87, 53, 20, 0, 14, 22, 72, 126, 148, 130, 253, 253, 253, 253, 253, 234, 154, 132, 72, 82, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 236, 171, 0, 0, 0, 16, 125, 143, 253, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7604807926128638, y=-0.6430518162896576, z=0.03967195146054266, w=0.08111388229394029)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.016666666666666666, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.13, z=0.04)>	COMP<163>
[1740779701.3200066]	Q_Header<(2621443, 51629, 257, 173, 250, 8, 58, 75, 47)>	Q_Data<(0, 0, 68, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 104, 232, 252, 102, 85, 20, 30, 33, 47, 62, 124, 91, 253, 253, 253, 253, 229, 253, 253, 127, 88, 91, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 152, 86, 0, 0, 0, 0, 120, 182, 253, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7604807926128638, y=-0.6430518162896576, z=0.03967195146054266, w=0.08111388229394029)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.016666666666666666, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.13, z=0.04)>	COMP<163>
[1740779701.3300014]	Q_Header<(2621443, 51630, 257, 173, 250, 8, 58, 76, 44)>	Q_Data<(0, 0, 75, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 175, 247, 173, 109, 113, 46, 55, 61, 83, 103, 57, 208, 253, 253, 253, 253, 227, 253, 231, 86, 42, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 89, 140, 197, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7604807926128638, y=-0.6430518162896576, z=0.03967195146054266, w=0.08111388229394029)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.016666666666666666, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.13, z=0.04)>	COMP<163>
[1740779701.3400998]	Q_Header<(2621443, 51631, 257, 173, 250, 8, 58, 77, 43)>	Q_Data<(0, 0, 72, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 211, 253, 202, 109, 131, 81, 39, 78, 189, 239, 158, 229, 253, 253, 253, 230, 161, 183, 160, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 69, 0, 0, 0, 0, 0, 67, 34, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7604807926128638, y=-0.6430518162896576, z=0.03967195146054266, w=0.08111388229394029)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.016666666666666666, z=0.015555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.13, z=0.04)>	COMP<163>
[1740779701.3499143]	Q_Header<(2621443, 51632, 257, 173, 250, 8, 58, 78, 32)>	Q_Data<(0, 0, 70, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 209, 253, 217, 193, 129, 97, 122, 221, 253, 253, 241, 130, 219, 253, 253, 144, 72, 95, 81, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7607457427597207, y=-0.6427642343551524, z=0.03924578887953309, w=0.08111610174323403)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.021111111111111112, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.13, z=-0.03)>	COMP<163>
[1740779701.3599226]	Q_Header<(2621443, 51633, 257, 173, 250, 8, 58, 79, 27)>	Q_Data<(0, 0, 69, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 164, 253, 164, 241, 94, 90, 185, 253, 253, 253, 253, 253, 253, 253, 229, 86, 122, 53, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7607457427597207, y=-0.6427642343551524, z=0.03924578887953309, w=0.08111610174323403)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.021111111111111112, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.13, z=-0.03)>	COMP<163>
[1740779701.369913]	Q_Header<(2621443, 51634, 257, 173, 250, 8, 58, 80, 29)>	Q_Data<(0, 0, 68, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 113, 176, 131, 253, 110, 141, 212, 253, 253, 253, 253, 253, 253, 253, 253, 104, 97, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.7607457427597207, y=-0.6427642343551524, z=0.03924578887953309, w=0.08111610174323403)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.021111111111111112, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.13, z=-0.03)>	COMP<163>
